"lab2","population","treatment","flask","species","day","latbb80","latbb50","latbb1"
"mp.LC.LP.LF.22.spipyr.1","mp","LC.LP.LF",22,"spipyr",32,NA,49,32
"mp.LC.LP.LF.23.amealn.1","mp","LC.LP.LF",23,"amealn",43,49,43,43
"mp.LC.LP.LF.23.poptre.1","mp","LC.LP.LF",23,"poptre",78,81,81,81
"mp.LC.LP.LF.23.shecan.1","mp","LC.LP.LF",23,"shecan",43,NA,43,43
"mp.LC.LP.LF.24.samrac.1","mp","LC.LP.LF",24,"samrac",57,NA,49,49
"mp.LC.LP.LF.25.vibedu.1","mp","LC.LP.LF",25,"vibedu",78,NA,NA,32
"mp.LC.LP.LF.26.amealn.1","mp","LC.LP.LF",26,"amealn",32,32,32,32
"mp.LC.LP.LF.26.spibet.1","mp","LC.LP.LF",26,"spibet",39,NA,NA,NA
"mp.LC.LP.LF.26.vibedu.1","mp","LC.LP.LF",26,"vibedu",19,NA,NA,63
"mp.LC.LP.LF.27.acegla.1","mp","LC.LP.LF",27,"acegla",66,NA,NA,78
"mp.LC.LP.LF.27.shecan.1","mp","LC.LP.LF",27,"shecan",38,NA,69,39
"mp.LC.LP.LF.27.sorsco.1","mp","LC.LP.LF",27,"sorsco",22,NA,NA,NA
"mp.LC.LP.LF.27.spipyr.1","mp","LC.LP.LF",27,"spipyr",24,NA,NA,22
"mp.LC.LP.LF.28.alninc.1","mp","LC.LP.LF",28,"alninc",38,38,38,38
"mp.LC.LP.LF.28.amealn.1","mp","LC.LP.LF",28,"amealn",43,55,55,43
"mp.LC.LP.LF.3.rubpar.1","mp","LC.LP.LF",3,"rubpar",63,NA,57,45
"mp.LC.LP.LF.3.samrac.1","mp","LC.LP.LF",3,"samrac",81,NA,60,60
"mp.LC.LP.LF.30.popbal.1","mp","LC.LP.LF",30,"popbal",54,63,63,63
"mp.LC.LP.LF.30.rubpar.1","mp","LC.LP.LF",30,"rubpar",54,NA,NA,69
"mp.LC.LP.LF.31.shecan.1","mp","LC.LP.LF",31,"shecan",43,45,43,38
"mp.LC.LP.LF.32.popbal.1","mp","LC.LP.LF",32,"popbal",39,39,39,39
"mp.LC.LP.LF.32.rhoalb.1","mp","LC.LP.LF",32,"rhoalb",57,NA,NA,NA
"mp.LC.LP.LF.32.shecan.1","mp","LC.LP.LF",32,"shecan",43,NA,NA,43
"mp.LC.LP.LF.32.vibedu.1","mp","LC.LP.LF",32,"vibedu",34,NA,NA,NA
"mp.LC.LP.LF.33.alninc.1","mp","LC.LP.LF",33,"alninc",46,54,54,54
"mp.LC.LP.LF.33.popbal.1","mp","LC.LP.LF",33,"popbal",54,NA,NA,NA
"mp.LC.LP.LF.34.amealn.1","mp","LC.LP.LF",34,"amealn",39,39,39,39
"mp.LC.LP.LF.34.popbal.1","mp","LC.LP.LF",34,"popbal",39,39,39,39
"mp.LC.LP.LF.34.sorsco.1","mp","LC.LP.LF",34,"sorsco",24,NA,NA,NA
"mp.LC.LP.LF.35.poptre.1","mp","LC.LP.LF",35,"poptre",78,NA,NA,NA
"mp.LC.LP.LF.35.rubpar.1","mp","LC.LP.LF",35,"rubpar",22,NA,NA,22
"mp.LC.LP.LF.36.rhoalb.1","mp","LC.LP.LF",36,"rhoalb",43,NA,NA,NA
"mp.LC.LP.LF.36.samrac.1","mp","LC.LP.LF",36,"samrac",66,NA,NA,NA
"mp.LC.LP.LF.37.alnvir.1","mp","LC.LP.LF",37,"alnvir",66,NA,66,66
"mp.LC.LP.LF.37.rhoalb.1","mp","LC.LP.LF",37,"rhoalb",26,26,26,26
"mp.LC.LP.LF.38.alnvir.1","mp","LC.LP.LF",38,"alnvir",66,72,72,69
"mp.LC.LP.LF.38.amealn.1","mp","LC.LP.LF",38,"amealn",22,26,26,24
"mp.LC.LP.LF.39.alnvir.1","mp","LC.LP.LF",39,"alnvir",60,NA,72,72
"mp.LC.LP.LF.39.riblac.1","mp","LC.LP.LF",39,"riblac",15,NA,NA,NA
"mp.LC.LP.LF.4.sorsco.1","mp","LC.LP.LF",4,"sorsco",49,NA,NA,NA
"mp.LC.LP.LF.40.popbal.1","mp","LC.LP.LF",40,"popbal",54,49,49,49
"mp.LC.LP.LF.40.poptre.1","mp","LC.LP.LF",40,"poptre",72,NA,NA,NA
"mp.LC.LP.LF.40.rhoalb.1","mp","LC.LP.LF",40,"rhoalb",24,NA,45,28
"mp.LC.LP.LF.40.sorsco.1","mp","LC.LP.LF",40,"sorsco",32,NA,NA,32
"mp.LC.LP.LF.5.loninv.1","mp","LC.LP.LF",5,"loninv",38,NA,NA,NA
"mp.LC.LP.LF.5.spibet.1","mp","LC.LP.LF",5,"spibet",45,45,45,45
"mp.LC.LP.LF.6.amealn.1","mp","LC.LP.LF",6,"amealn",32,NA,32,32
"mp.LC.LP.LF.6.shecan.1","mp","LC.LP.LF",6,"shecan",35,49,35,35
"mp.LC.LP.LF.6.vacmem.1","mp","LC.LP.LF",6,"vacmem",43,NA,NA,49
"mp.LC.LP.LF.7.corsto.1","mp","LC.LP.LF",7,"corsto",19,21,21,15
"mp.LC.LP.LF.7.popbal.1","mp","LC.LP.LF",7,"popbal",54,NA,NA,NA
"mp.LC.LP.LF.7.rhoalb.1","mp","LC.LP.LF",7,"rhoalb",19,NA,NA,26
"mp.LC.LP.LF.8.corsto.1","mp","LC.LP.LF",8,"corsto",19,26,19,19
"mp.LC.LP.LF.8.sorsco.1","mp","LC.LP.LF",8,"sorsco",34,NA,NA,NA
"mp.LC.LP.LF.9.alninc.1","mp","LC.LP.LF",9,"alninc",49,54,49,49
"mp.LC.LP.LF.9.rhoalb.1","mp","LC.LP.LF",9,"rhoalb",72,NA,43,43
"mp.LC.LP.LF.9.spipyr.1","mp","LC.LP.LF",9,"spipyr",66,NA,66,66
"sm.HC.HP.HF.1.alninc.1","sm","HC.HP.HF",1,"alninc",13,19,13,13
"sm.HC.HP.HF.1.amealn.1","sm","HC.HP.HF",1,"amealn",7,13,10,7
"sm.HC.HP.HF.1.sorsco.1","sm","HC.HP.HF",1,"sorsco",10,NA,NA,NA
"sm.HC.HP.HF.1.vibedu.1","sm","HC.HP.HF",1,"vibedu",8,NA,10,8
"sm.HC.HP.HF.10.spipyr.1","sm","HC.HP.HF",10,"spipyr",8,NA,8,8
"sm.HC.HP.HF.11.betpap.1","sm","HC.HP.HF",11,"betpap",23,31,28,23
"sm.HC.HP.HF.11.betpap.2","sm","HC.HP.HF",11,"betpap",25,25,25,23
"sm.HC.HP.HF.11.poptre.1","sm","HC.HP.HF",11,"poptre",16,NA,NA,NA
"sm.HC.HP.HF.11.poptre.2","sm","HC.HP.HF",11,"poptre",19,NA,NA,NA
"sm.HC.HP.HF.11.shecan.1","sm","HC.HP.HF",11,"shecan",23,37,31,16
"sm.HC.HP.HF.12.popbal.1","sm","HC.HP.HF",12,"popbal",25,25,25,25
"sm.HC.HP.HF.12.poptre.1","sm","HC.HP.HF",12,"poptre",19,NA,NA,NA
"sm.HC.HP.HF.13.alninc.1","sm","HC.HP.HF",13,"alninc",16,28,19,16
"sm.HC.HP.HF.13.popbal.1","sm","HC.HP.HF",13,"popbal",19,26,19,19
"sm.HC.HP.HF.13.sorsco.1","sm","HC.HP.HF",13,"sorsco",10,NA,NA,NA
"sm.HC.HP.HF.14.acegla.1","sm","HC.HP.HF",14,"acegla",28,NA,NA,45
"sm.HC.HP.HF.14.poptre.1","sm","HC.HP.HF",14,"poptre",28,NA,NA,31
"sm.HC.HP.HF.15.amealn.1","sm","HC.HP.HF",15,"amealn",13,13,13,13
"sm.HC.HP.HF.15.sorsco.1","sm","HC.HP.HF",15,"sorsco",10,NA,NA,NA
"sm.HC.HP.HF.15.spibet.1","sm","HC.HP.HF",15,"spibet",10,31,7,7
"sm.HC.HP.HF.16.popbal.1","sm","HC.HP.HF",16,"popbal",19,19,19,19
"sm.HC.HP.HF.16.shecan.1","sm","HC.HP.HF",16,"shecan",19,31,26,19
"sm.HC.HP.HF.16.spibet.1","sm","HC.HP.HF",16,"spibet",10,NA,NA,10
"sm.HC.HP.HF.17.popbal.1","sm","HC.HP.HF",17,"popbal",19,19,19,19
"sm.HC.HP.HF.17.rubpar.1","sm","HC.HP.HF",17,"rubpar",19,19,19,19
"sm.HC.HP.HF.17.vibedu.1","sm","HC.HP.HF",17,"vibedu",7,NA,7,3
"sm.HC.HP.HF.18.alninc.1","sm","HC.HP.HF",18,"alninc",22,25,25,22
"sm.HC.HP.HF.18.popbal.1","sm","HC.HP.HF",18,"popbal",25,NA,NA,NA
"sm.HC.HP.HF.19.alninc.1","sm","HC.HP.HF",19,"alninc",19,19,19,16
"sm.HC.HP.HF.19.corsto.1","sm","HC.HP.HF",19,"corsto",7,7,7,7
"sm.HC.HP.HF.2.shecan.1","sm","HC.HP.HF",2,"shecan",17,31,26,13
"sm.HC.HP.HF.2.spibet.1","sm","HC.HP.HF",2,"spibet",7,NA,NA,NA
"sm.HC.HP.HF.2.vibedu.1","sm","HC.HP.HF",2,"vibedu",5,NA,8,3
"sm.HC.HP.HF.20.riblac.1","sm","HC.HP.HF",20,"riblac",37,NA,NA,16
"sm.HC.HP.HF.20.vacmem.1","sm","HC.HP.HF",20,"vacmem",34,NA,NA,13
"sm.HC.HP.HF.20.vacmem.2","sm","HC.HP.HF",20,"vacmem",34,NA,NA,13
"sm.HC.HP.HF.21.amealn.1","sm","HC.HP.HF",21,"amealn",7,26,10,10
"sm.HC.HP.HF.22.betpap.1","sm","HC.HP.HF",22,"betpap",26,26,26,26
"sm.HC.HP.HF.22.riblac.1","sm","HC.HP.HF",22,"riblac",13,NA,17,13
"sm.HC.HP.HF.22.shecan.1","sm","HC.HP.HF",22,"shecan",19,NA,40,23
"sm.HC.HP.HF.23.betpap.1","sm","HC.HP.HF",23,"betpap",19,19,19,19
"sm.HC.HP.HF.23.popbal.1","sm","HC.HP.HF",23,"popbal",23,NA,NA,NA
"sm.HC.HP.HF.23.spibet.1","sm","HC.HP.HF",23,"spibet",13,NA,28,8
"sm.HC.HP.HF.24.alnvir.1","sm","HC.HP.HF",24,"alnvir",31,63,37,31
"sm.HC.HP.HF.24.alnvir.2","sm","HC.HP.HF",24,"alnvir",34,37,34,34
"sm.HC.HP.HF.25.betpap.1","sm","HC.HP.HF",25,"betpap",23,23,23,23
"sm.HC.HP.HF.25.corsto.1","sm","HC.HP.HF",25,"corsto",7,10,7,7
"sm.HC.HP.HF.25.poptre.1","sm","HC.HP.HF",25,"poptre",16,NA,NA,NA
"sm.HC.HP.HF.26.shecan.1","sm","HC.HP.HF",26,"shecan",34,57,31,16
"sm.HC.HP.HF.27.acegla.1","sm","HC.HP.HF",27,"acegla",28,NA,37,23
"sm.HC.HP.HF.27.betpap.1","sm","HC.HP.HF",27,"betpap",19,19,19,19
"sm.HC.HP.HF.27.sorsco.1","sm","HC.HP.HF",27,"sorsco",10,NA,NA,NA
"sm.HC.HP.HF.27.vacmem.1","sm","HC.HP.HF",27,"vacmem",17,NA,NA,13
"sm.HC.HP.HF.28.popbal.1","sm","HC.HP.HF",28,"popbal",26,26,22,22
"sm.HC.HP.HF.28.riblac.1","sm","HC.HP.HF",28,"riblac",10,NA,15,10
"sm.HC.HP.HF.28.shecan.1","sm","HC.HP.HF",28,"shecan",26,NA,42,22
"sm.HC.HP.HF.28.vacmem.1","sm","HC.HP.HF",28,"vacmem",12,NA,22,10
"sm.HC.HP.HF.28.vibedu.1","sm","HC.HP.HF",28,"vibedu",7,NA,NA,5
"sm.HC.HP.HF.29.alnvir.1","sm","HC.HP.HF",29,"alnvir",31,NA,34,28
"sm.HC.HP.HF.29.riblac.1","sm","HC.HP.HF",29,"riblac",28,NA,54,16
"sm.HC.HP.HF.29.spipyr.1","sm","HC.HP.HF",29,"spipyr",10,10,7,7
"sm.HC.HP.HF.3.alnvir.1","sm","HC.HP.HF",3,"alnvir",34,37,34,34
"sm.HC.HP.HF.3.alnvir.2","sm","HC.HP.HF",3,"alnvir",40,40,40,37
"sm.HC.HP.HF.3.popbal.1","sm","HC.HP.HF",3,"popbal",17,19,19,19
"sm.HC.HP.HF.3.sorsco.1","sm","HC.HP.HF",3,"sorsco",5,NA,NA,NA
"sm.HC.HP.HF.30.alninc.1","sm","HC.HP.HF",30,"alninc",22,28,25,22
"sm.HC.HP.HF.30.alnvir.1","sm","HC.HP.HF",30,"alnvir",19,NA,40,28
"sm.HC.HP.HF.30.corsto.1","sm","HC.HP.HF",30,"corsto",7,7,7,7
"sm.HC.HP.HF.30.vibedu.1","sm","HC.HP.HF",30,"vibedu",0,NA,22,3
"sm.HC.HP.HF.31.acegla.1","sm","HC.HP.HF",31,"acegla",26,NA,31,26
"sm.HC.HP.HF.31.riblac.1","sm","HC.HP.HF",31,"riblac",10,NA,NA,12
"sm.HC.HP.HF.31.riblac.2","sm","HC.HP.HF",31,"riblac",10,NA,12,12
"sm.HC.HP.HF.32.loninv.1","sm","HC.HP.HF",32,"loninv",10,NA,10,10
"sm.HC.HP.HF.32.spipyr.1","sm","HC.HP.HF",32,"spipyr",10,10,10,10
"sm.HC.HP.HF.32.vacmem.1","sm","HC.HP.HF",32,"vacmem",13,NA,NA,13
"sm.HC.HP.HF.33.corsto.1","sm","HC.HP.HF",33,"corsto",7,10,7,7
"sm.HC.HP.HF.33.poptre.1","sm","HC.HP.HF",33,"poptre",23,NA,NA,NA
"sm.HC.HP.HF.33.shecan.1","sm","HC.HP.HF",33,"shecan",23,28,28,23
"sm.HC.HP.HF.33.spibet.1","sm","HC.HP.HF",33,"spibet",10,NA,NA,NA
"sm.HC.HP.HF.33.spipyr.1","sm","HC.HP.HF",33,"spipyr",7,NA,7,7
"sm.HC.HP.HF.34.corsto.1","sm","HC.HP.HF",34,"corsto",15,15,15,12
"sm.HC.HP.HF.34.vibedu.1","sm","HC.HP.HF",34,"vibedu",4,NA,23,3
"sm.HC.HP.HF.35.betpap.1","sm","HC.HP.HF",35,"betpap",19,19,19,19
"sm.HC.HP.HF.35.loninv.1","sm","HC.HP.HF",35,"loninv",10,25,12,10
"sm.HC.HP.HF.36.alninc.1","sm","HC.HP.HF",36,"alninc",19,22,19,17
"sm.HC.HP.HF.36.loninv.1","sm","HC.HP.HF",36,"loninv",7,NA,NA,7
"sm.HC.HP.HF.36.spipyr.1","sm","HC.HP.HF",36,"spipyr",13,NA,NA,NA
"sm.HC.HP.HF.37.corsto.1","sm","HC.HP.HF",37,"corsto",10,13,13,10
"sm.HC.HP.HF.37.sorsco.1","sm","HC.HP.HF",37,"sorsco",4,NA,NA,NA
"sm.HC.HP.HF.38.amealn.1","sm","HC.HP.HF",38,"amealn",42,34,31,19
"sm.HC.HP.HF.38.shecan.1","sm","HC.HP.HF",38,"shecan",23,28,28,17
"sm.HC.HP.HF.38.spipyr.1","sm","HC.HP.HF",38,"spipyr",13,NA,13,13
"sm.HC.HP.HF.39.acegla.1","sm","HC.HP.HF",39,"acegla",26,26,26,26
"sm.HC.HP.HF.39.alnvir.1","sm","HC.HP.HF",39,"alnvir",19,NA,NA,19
"sm.HC.HP.HF.39.spibet.1","sm","HC.HP.HF",39,"spibet",10,10,10,10
"sm.HC.HP.HF.39.spibet.2","sm","HC.HP.HF",39,"spibet",10,10,10,10
"sm.HC.HP.HF.4.alninc.1","sm","HC.HP.HF",4,"alninc",16,26,23,23
"sm.HC.HP.HF.4.amealn.1","sm","HC.HP.HF",4,"amealn",5,16,5,5
"sm.HC.HP.HF.4.sorsco.1","sm","HC.HP.HF",4,"sorsco",13,NA,NA,NA
"sm.HC.HP.HF.40.acegla.1","sm","HC.HP.HF",40,"acegla",17,34,17,17
"sm.HC.HP.HF.40.sorsco.1","sm","HC.HP.HF",40,"sorsco",7,NA,NA,NA
"sm.HC.HP.HF.40.spipyr.1","sm","HC.HP.HF",40,"spipyr",7,7,7,7
"sm.HC.HP.HF.5.acegla.1","sm","HC.HP.HF",5,"acegla",54,NA,NA,NA
"sm.HC.HP.HF.5.alnvir.1","sm","HC.HP.HF",5,"alnvir",34,NA,42,31
"sm.HC.HP.HF.5.corsto.1","sm","HC.HP.HF",5,"corsto",7,10,7,7
"sm.HC.HP.HF.5.riblac.1","sm","HC.HP.HF",5,"riblac",12,22,22,12
"sm.HC.HP.HF.6.amealn.1","sm","HC.HP.HF",6,"amealn",7,10,8,7
"sm.HC.HP.HF.6.vibedu.1","sm","HC.HP.HF",6,"vibedu",0,NA,3,3
"sm.HC.HP.HF.6.vibedu.2","sm","HC.HP.HF",6,"vibedu",4,NA,8,3
"sm.HC.HP.HF.7.poptre.1","sm","HC.HP.HF",7,"poptre",16,34,16,16
"sm.HC.HP.HF.7.shecan.1","sm","HC.HP.HF",7,"shecan",19,26,26,16
"sm.HC.HP.HF.7.vacmem.1","sm","HC.HP.HF",7,"vacmem",10,NA,19,10
"sm.HC.HP.HF.8.amealn.1","sm","HC.HP.HF",8,"amealn",7,25,13,10
"sm.HC.HP.HF.8.betpap.1","sm","HC.HP.HF",8,"betpap",19,23,19,19
"sm.HC.HP.HF.8.poptre.1","sm","HC.HP.HF",8,"poptre",31,31,31,31
"sm.HC.HP.HF.9.acegla.1","sm","HC.HP.HF",9,"acegla",16,NA,NA,NA
"sm.HC.HP.HF.9.sorsco.1","sm","HC.HP.HF",9,"sorsco",13,NA,NA,NA
"sm.HC.HP.HF.9.spipyr.1","sm","HC.HP.HF",9,"spipyr",10,40,13,10
"sm.HC.HP.LF.1.amealn.1","sm","HC.HP.LF",1,"amealn",16,22,16,13
"sm.HC.HP.LF.1.corsto.1","sm","HC.HP.LF",1,"corsto",16,NA,16,16
"sm.HC.HP.LF.1.sorsco.1","sm","HC.HP.LF",1,"sorsco",0,NA,NA,10
"sm.HC.HP.LF.10.amealn.1","sm","HC.HP.LF",10,"amealn",10,13,13,13
"sm.HC.HP.LF.10.shecan.1","sm","HC.HP.LF",10,"shecan",36,NA,NA,36
"sm.HC.HP.LF.10.vibedu.1","sm","HC.HP.LF",10,"vibedu",0,NA,20,0
"sm.HC.HP.LF.11.betpap.1","sm","HC.HP.LF",11,"betpap",27,27,27,27
"sm.HC.HP.LF.11.riblac.1","sm","HC.HP.LF",11,"riblac",20,NA,20,16
"sm.HC.HP.LF.11.vibedu.1","sm","HC.HP.LF",11,"vibedu",4,NA,NA,NA
"sm.HC.HP.LF.12.popbal.1","sm","HC.HP.LF",12,"popbal",34,NA,NA,NA
"sm.HC.HP.LF.12.poptre.1","sm","HC.HP.LF",12,"poptre",24,NA,NA,NA
"sm.HC.HP.LF.12.shecan.1","sm","HC.HP.LF",12,"shecan",39,61,49,30
"sm.HC.HP.LF.13.acegla.1","sm","HC.HP.LF",13,"acegla",76,NA,NA,76
"sm.HC.HP.LF.13.amealn.1","sm","HC.HP.LF",13,"amealn",7,10,10,7
"sm.HC.HP.LF.13.betpap.1","sm","HC.HP.LF",13,"betpap",24,24,24,24
"sm.HC.HP.LF.13.sorsco.1","sm","HC.HP.LF",13,"sorsco",7,27,27,27
"sm.HC.HP.LF.14.amealn.1","sm","HC.HP.LF",14,"amealn",13,20,20,16
"sm.HC.HP.LF.14.amealn.2","sm","HC.HP.LF",14,"amealn",13,NA,39,13
"sm.HC.HP.LF.14.betpap.1","sm","HC.HP.LF",14,"betpap",23,23,23,23
"sm.HC.HP.LF.14.poptre.1","sm","HC.HP.LF",14,"poptre",43,NA,NA,NA
"sm.HC.HP.LF.15.alnvir.1","sm","HC.HP.LF",15,"alnvir",34,36,36,34
"sm.HC.HP.LF.15.corsto.1","sm","HC.HP.LF",15,"corsto",20,24,24,20
"sm.HC.HP.LF.15.vibedu.1","sm","HC.HP.LF",15,"vibedu",9,13,13,7
"sm.HC.HP.LF.16.alnvir.1","sm","HC.HP.LF",16,"alnvir",36,NA,NA,42
"sm.HC.HP.LF.16.loninv.1","sm","HC.HP.LF",16,"loninv",13,NA,NA,NA
"sm.HC.HP.LF.16.loninv.2","sm","HC.HP.LF",16,"loninv",20,NA,NA,20
"sm.HC.HP.LF.16.vacmem.1","sm","HC.HP.LF",16,"vacmem",33,NA,NA,24
"sm.HC.HP.LF.17.acegla.1","sm","HC.HP.LF",17,"acegla",27,42,30,27
"sm.HC.HP.LF.17.alnvir.1","sm","HC.HP.LF",17,"alnvir",30,33,33,24
"sm.HC.HP.LF.17.spipyr.1","sm","HC.HP.LF",17,"spipyr",20,36,20,20
"sm.HC.HP.LF.17.vacmem.1","sm","HC.HP.LF",17,"vacmem",13,NA,30,13
"sm.HC.HP.LF.18.acegla.1","sm","HC.HP.LF",18,"acegla",20,49,39,22
"sm.HC.HP.LF.18.corsto.1","sm","HC.HP.LF",18,"corsto",20,NA,NA,20
"sm.HC.HP.LF.18.vacmem.1","sm","HC.HP.LF",18,"vacmem",27,NA,NA,22
"sm.HC.HP.LF.19.amealn.1","sm","HC.HP.LF",19,"amealn",13,NA,NA,24
"sm.HC.HP.LF.19.shecan.1","sm","HC.HP.LF",19,"shecan",0,43,33,20
"sm.HC.HP.LF.19.sorsco.1","sm","HC.HP.LF",19,"sorsco",16,NA,NA,NA
"sm.HC.HP.LF.19.spibet.1","sm","HC.HP.LF",19,"spibet",20,NA,NA,NA
"sm.HC.HP.LF.2.acegla.1","sm","HC.HP.LF",2,"acegla",42,NA,55,42
"sm.HC.HP.LF.2.alninc.1","sm","HC.HP.LF",2,"alninc",33,39,39,36
"sm.HC.HP.LF.2.alninc.2","sm","HC.HP.LF",2,"alninc",36,36,36,33
"sm.HC.HP.LF.2.loninv.1","sm","HC.HP.LF",2,"loninv",4,NA,NA,NA
"sm.HC.HP.LF.20.acegla.1","sm","HC.HP.LF",20,"acegla",33,NA,NA,NA
"sm.HC.HP.LF.20.popbal.1","sm","HC.HP.LF",20,"popbal",20,20,20,20
"sm.HC.HP.LF.20.popbal.2","sm","HC.HP.LF",20,"popbal",20,NA,NA,NA
"sm.HC.HP.LF.21.acegla.1","sm","HC.HP.LF",21,"acegla",27,NA,NA,NA
"sm.HC.HP.LF.21.popbal.1","sm","HC.HP.LF",21,"popbal",24,NA,NA,NA
"sm.HC.HP.LF.21.spibet.1","sm","HC.HP.LF",21,"spibet",17,NA,NA,17
"sm.HC.HP.LF.21.vibedu.1","sm","HC.HP.LF",21,"vibedu",17,NA,17,9
"sm.HC.HP.LF.23.betpap.1","sm","HC.HP.LF",23,"betpap",20,20,20,20
"sm.HC.HP.LF.23.riblac.1","sm","HC.HP.LF",23,"riblac",70,NA,43,20
"sm.HC.HP.LF.23.rubpar.1","sm","HC.HP.LF",23,"rubpar",27,NA,27,27
"sm.HC.HP.LF.24.acegla.1","sm","HC.HP.LF",24,"acegla",27,42,42,30
"sm.HC.HP.LF.24.popbal.1","sm","HC.HP.LF",24,"popbal",27,34,34,34
"sm.HC.HP.LF.25.acegla.1","sm","HC.HP.LF",25,"acegla",27,39,36,17
"sm.HC.HP.LF.25.betpap.1","sm","HC.HP.LF",25,"betpap",23,27,23,23
"sm.HC.HP.LF.25.corsto.1","sm","HC.HP.LF",25,"corsto",12,17,17,12
"sm.HC.HP.LF.25.vibedu.1","sm","HC.HP.LF",25,"vibedu",3,NA,36,3
"sm.HC.HP.LF.26.alninc.1","sm","HC.HP.LF",26,"alninc",30,36,33,33
"sm.HC.HP.LF.26.alnvir.1","sm","HC.HP.LF",26,"alnvir",36,36,36,33
"sm.HC.HP.LF.26.popbal.1","sm","HC.HP.LF",26,"popbal",27,NA,NA,NA
"sm.HC.HP.LF.27.alninc.1","sm","HC.HP.LF",27,"alninc",20,30,23,20
"sm.HC.HP.LF.27.corsto.1","sm","HC.HP.LF",27,"corsto",16,16,16,16
"sm.HC.HP.LF.27.poptre.1","sm","HC.HP.LF",27,"poptre",39,82,36,36
"sm.HC.HP.LF.28.corsto.1","sm","HC.HP.LF",28,"corsto",16,13,13,13
"sm.HC.HP.LF.28.loninv.1","sm","HC.HP.LF",28,"loninv",20,30,20,13
"sm.HC.HP.LF.28.rubpar.1","sm","HC.HP.LF",28,"rubpar",52,NA,33,27
"sm.HC.HP.LF.29.shecan.1","sm","HC.HP.LF",29,"shecan",27,39,30,22
"sm.HC.HP.LF.29.spipyr.1","sm","HC.HP.LF",29,"spipyr",12,NA,NA,12
"sm.HC.HP.LF.29.vibedu.1","sm","HC.HP.LF",29,"vibedu",7,7,7,7
"sm.HC.HP.LF.3.betpap.1","sm","HC.HP.LF",3,"betpap",33,NA,NA,NA
"sm.HC.HP.LF.3.shecan.1","sm","HC.HP.LF",3,"shecan",39,46,42,30
"sm.HC.HP.LF.30.corsto.1","sm","HC.HP.LF",30,"corsto",13,16,13,13
"sm.HC.HP.LF.30.rubpar.1","sm","HC.HP.LF",30,"rubpar",30,NA,30,22
"sm.HC.HP.LF.30.spipyr.1","sm","HC.HP.LF",30,"spipyr",10,NA,43,10
"sm.HC.HP.LF.31.alninc.1","sm","HC.HP.LF",31,"alninc",23,33,27,27
"sm.HC.HP.LF.31.loninv.1","sm","HC.HP.LF",31,"loninv",0,NA,23,0
"sm.HC.HP.LF.31.rubpar.1","sm","HC.HP.LF",31,"rubpar",20,30,30,30
"sm.HC.HP.LF.32.alnvir.1","sm","HC.HP.LF",32,"alnvir",27,NA,49,30
"sm.HC.HP.LF.32.riblac.1","sm","HC.HP.LF",32,"riblac",0,84,49,20
"sm.HC.HP.LF.32.sorsco.1","sm","HC.HP.LF",32,"sorsco",7,NA,NA,NA
"sm.HC.HP.LF.32.vacmem.1","sm","HC.HP.LF",32,"vacmem",30,NA,30,20
"sm.HC.HP.LF.33.popbal.1","sm","HC.HP.LF",33,"popbal",24,NA,30,27
"sm.HC.HP.LF.33.spipyr.1","sm","HC.HP.LF",33,"spipyr",10,10,10,10
"sm.HC.HP.LF.34.riblac.1","sm","HC.HP.LF",34,"riblac",17,NA,36,20
"sm.HC.HP.LF.34.spipyr.1","sm","HC.HP.LF",34,"spipyr",13,NA,NA,13
"sm.HC.HP.LF.35.alnvir.1","sm","HC.HP.LF",35,"alnvir",27,27,27,27
"sm.HC.HP.LF.35.riblac.1","sm","HC.HP.LF",35,"riblac",30,NA,NA,36
"sm.HC.HP.LF.35.spibet.1","sm","HC.HP.LF",35,"spibet",20,NA,84,13
"sm.HC.HP.LF.36.amealn.1","sm","HC.HP.LF",36,"amealn",7,27,12,7
"sm.HC.HP.LF.36.sorsco.1","sm","HC.HP.LF",36,"sorsco",5,NA,NA,27
"sm.HC.HP.LF.36.spipyr.1","sm","HC.HP.LF",36,"spipyr",17,NA,NA,17
"sm.HC.HP.LF.37.amealn.1","sm","HC.HP.LF",37,"amealn",17,20,17,12
"sm.HC.HP.LF.37.poptre.1","sm","HC.HP.LF",37,"poptre",27,30,30,30
"sm.HC.HP.LF.37.shecan.1","sm","HC.HP.LF",37,"shecan",27,39,27,27
"sm.HC.HP.LF.37.vibedu.1","sm","HC.HP.LF",37,"vibedu",5,27,9,4
"sm.HC.HP.LF.38.alninc.1","sm","HC.HP.LF",38,"alninc",27,30,30,27
"sm.HC.HP.LF.38.alnvir.1","sm","HC.HP.LF",38,"alnvir",49,76,55,49
"sm.HC.HP.LF.38.riblac.1","sm","HC.HP.LF",38,"riblac",20,NA,49,23
"sm.HC.HP.LF.38.riblac.2","sm","HC.HP.LF",38,"riblac",27,NA,39,27
"sm.HC.HP.LF.39.rubpar.1","sm","HC.HP.LF",39,"rubpar",17,NA,30,17
"sm.HC.HP.LF.4.alninc.1","sm","HC.HP.LF",4,"alninc",24,33,27,24
"sm.HC.HP.LF.4.poptre.1","sm","HC.HP.LF",4,"poptre",27,NA,30,30
"sm.HC.HP.LF.4.rubpar.1","sm","HC.HP.LF",4,"rubpar",27,NA,27,24
"sm.HC.HP.LF.4.sorsco.1","sm","HC.HP.LF",4,"sorsco",16,NA,NA,30
