"lab2","population","treatment","flask","species","day","latbb80","latbb50","latbb1"
"sm.LC.LP.HF.9.alninc.1","sm","LC.LP.HF",9,"alninc",22,24,22,22
"sm.LC.LP.HF.9.sorsco.1","sm","LC.LP.HF",9,"sorsco",9,NA,22,15
"sm.LC.LP.HF.9.sorsco.2","sm","LC.LP.HF",9,"sorsco",10,NA,NA,NA
"sm.LC.LP.HF.9.spibet.1","sm","LC.LP.HF",9,"spibet",15,19,19,15
"sm.LC.LP.LF.1.alninc.1","sm","LC.LP.LF",1,"alninc",48,54,54,54
"sm.LC.LP.LF.1.poptre.1","sm","LC.LP.LF",1,"poptre",54,NA,NA,54
"sm.LC.LP.LF.1.vibedu.1","sm","LC.LP.LF",1,"vibedu",19,39,15,15
"sm.LC.LP.LF.10.alninc.1","sm","LC.LP.LF",10,"alninc",49,NA,NA,NA
"sm.LC.LP.LF.10.loninv.1","sm","LC.LP.LF",10,"loninv",49,NA,NA,60
"sm.LC.LP.LF.11.poptre.1","sm","LC.LP.LF",11,"poptre",81,NA,NA,NA
"sm.LC.LP.LF.11.poptre.2","sm","LC.LP.LF",11,"poptre",54,NA,NA,NA
"sm.LC.LP.LF.11.vibedu.1","sm","LC.LP.LF",11,"vibedu",17,NA,15,15
"sm.LC.LP.LF.12.amealn.1","sm","LC.LP.LF",12,"amealn",26,26,26,26
"sm.LC.LP.LF.12.corsto.1","sm","LC.LP.LF",12,"corsto",26,26,26,26
"sm.LC.LP.LF.12.sorsco.1","sm","LC.LP.LF",12,"sorsco",43,NA,NA,NA
"sm.LC.LP.LF.13.popbal.1","sm","LC.LP.LF",13,"popbal",63,75,69,69
"sm.LC.LP.LF.13.popbal.2","sm","LC.LP.LF",13,"popbal",39,39,39,39
"sm.LC.LP.LF.13.vacmem.2","sm","LC.LP.LF",13,"vacmem",34,NA,NA,34
"sm.LC.LP.LF.14.riblac.1","sm","LC.LP.LF",14,"riblac",66,NA,66,54
"sm.LC.LP.LF.14.shecan.1","sm","LC.LP.LF",14,"shecan",39,54,54,45
"sm.LC.LP.LF.14.spipyr.1","sm","LC.LP.LF",14,"spipyr",45,NA,NA,39
"sm.LC.LP.LF.15.alninc.1","sm","LC.LP.LF",15,"alninc",35,43,39,35
"sm.LC.LP.LF.15.rubpar.1","sm","LC.LP.LF",15,"rubpar",26,39,39,26
"sm.LC.LP.LF.15.rubpar.2","sm","LC.LP.LF",15,"rubpar",26,NA,NA,26
"sm.LC.LP.LF.16.amealn.1","sm","LC.LP.LF",16,"amealn",15,39,28,17
"sm.LC.LP.LF.16.betpap.1","sm","LC.LP.LF",16,"betpap",49,49,49,49
"sm.LC.LP.LF.16.vibedu.1","sm","LC.LP.LF",16,"vibedu",15,15,15,15
"sm.LC.LP.LF.17.rubpar.1","sm","LC.LP.LF",17,"rubpar",35,NA,NA,NA
"sm.LC.LP.LF.17.shecan.1","sm","LC.LP.LF",17,"shecan",28,63,46,28
"sm.LC.LP.LF.18.alninc.1","sm","LC.LP.LF",18,"alninc",38,43,39,39
"sm.LC.LP.LF.18.betpap.1","sm","LC.LP.LF",18,"betpap",32,32,28,28
"sm.LC.LP.LF.18.popbal.1","sm","LC.LP.LF",18,"popbal",48,54,45,45
"sm.LC.LP.LF.18.vacmem.1","sm","LC.LP.LF",18,"vacmem",66,NA,NA,66
"sm.LC.LP.LF.19.betpap.1","sm","LC.LP.LF",19,"betpap",39,39,39,39
"sm.LC.LP.LF.19.corsto.1","sm","LC.LP.LF",19,"corsto",21,NA,34,32
"sm.LC.LP.LF.19.sorsco.1","sm","LC.LP.LF",19,"sorsco",39,NA,NA,NA
"sm.LC.LP.LF.19.spibet.1","sm","LC.LP.LF",19,"spibet",26,NA,NA,26
"sm.LC.LP.LF.2.popbal.1","sm","LC.LP.LF",2,"popbal",43,43,43,43
"sm.LC.LP.LF.2.rubpar.1","sm","LC.LP.LF",2,"rubpar",43,NA,69,69
"sm.LC.LP.LF.20.acegla.1","sm","LC.LP.LF",20,"acegla",63,NA,NA,66
"sm.LC.LP.LF.20.spibet.1","sm","LC.LP.LF",20,"spibet",19,NA,39,19
"sm.LC.LP.LF.21.acegla.1","sm","LC.LP.LF",21,"acegla",57,NA,NA,54
"sm.LC.LP.LF.21.popbal.1","sm","LC.LP.LF",21,"popbal",45,45,43,39
"sm.LC.LP.LF.22.acegla.1","sm","LC.LP.LF",22,"acegla",45,NA,NA,60
"sm.LC.LP.LF.22.betpap.1","sm","LC.LP.LF",22,"betpap",43,43,43,43
"sm.LC.LP.LF.23.alnvir.1","sm","LC.LP.LF",23,"alnvir",63,NA,NA,66
"sm.LC.LP.LF.23.corsto.1","sm","LC.LP.LF",23,"corsto",26,32,32,32
"sm.LC.LP.LF.24.alninc.1","sm","LC.LP.LF",24,"alninc",43,NA,NA,NA
"sm.LC.LP.LF.24.alnvir.1","sm","LC.LP.LF",24,"alnvir",60,78,63,60
"sm.LC.LP.LF.24.sorsco.1","sm","LC.LP.LF",24,"sorsco",39,NA,NA,NA
"sm.LC.LP.LF.25.alninc.1","sm","LC.LP.LF",25,"alninc",45,63,60,54
"sm.LC.LP.LF.25.poptre.1","sm","LC.LP.LF",25,"poptre",63,NA,NA,NA
"sm.LC.LP.LF.25.sorsco.1","sm","LC.LP.LF",25,"sorsco",43,NA,NA,NA
"sm.LC.LP.LF.26.acegla.1","sm","LC.LP.LF",26,"acegla",16,NA,69,57
"sm.LC.LP.LF.26.betpap.1","sm","LC.LP.LF",26,"betpap",46,NA,NA,NA
"sm.LC.LP.LF.26.corsto.1","sm","LC.LP.LF",26,"corsto",24,39,34,28
"sm.LC.LP.LF.27.corsto.1","sm","LC.LP.LF",27,"corsto",17,28,26,26
"sm.LC.LP.LF.27.vibedu.1","sm","LC.LP.LF",27,"vibedu",17,NA,15,15
"sm.LC.LP.LF.28.betpap.1","sm","LC.LP.LF",28,"betpap",55,57,57,55
"sm.LC.LP.LF.28.shecan.1","sm","LC.LP.LF",28,"shecan",28,49,35,35
"sm.LC.LP.LF.29.alnvir.1","sm","LC.LP.LF",29,"alnvir",55,NA,60,55
"sm.LC.LP.LF.29.amealn.1","sm","LC.LP.LF",29,"amealn",26,38,35,26
"sm.LC.LP.LF.29.popbal.1","sm","LC.LP.LF",29,"popbal",38,NA,NA,NA
"sm.LC.LP.LF.3.alninc.1","sm","LC.LP.LF",3,"alninc",54,60,57,54
"sm.LC.LP.LF.3.rubpar.1","sm","LC.LP.LF",3,"rubpar",81,NA,NA,66
"sm.LC.LP.LF.30.shecan.1","sm","LC.LP.LF",30,"shecan",39,39,35,32
"sm.LC.LP.LF.30.sorsco.1","sm","LC.LP.LF",30,"sorsco",16,NA,NA,NA
"sm.LC.LP.LF.30.vibedu.1","sm","LC.LP.LF",30,"vibedu",15,17,15,15
"sm.LC.LP.LF.31.acegla.1","sm","LC.LP.LF",31,"acegla",66,NA,60,57
"sm.LC.LP.LF.31.amealn.1","sm","LC.LP.LF",31,"amealn",26,60,26,26
"sm.LC.LP.LF.31.spibet.1","sm","LC.LP.LF",31,"spibet",43,NA,NA,NA
"sm.LC.LP.LF.31.spibet.2","sm","LC.LP.LF",31,"spibet",35,NA,NA,35
"sm.LC.LP.LF.32.betpap.1","sm","LC.LP.LF",32,"betpap",49,63,49,49
"sm.LC.LP.LF.32.vacmem.1","sm","LC.LP.LF",32,"vacmem",43,NA,NA,43
"sm.LC.LP.LF.33.amealn.1","sm","LC.LP.LF",33,"amealn",28,26,24,24
"sm.LC.LP.LF.33.shecan.1","sm","LC.LP.LF",33,"shecan",28,31,31,26
"sm.LC.LP.LF.33.sorsco.1","sm","LC.LP.LF",33,"sorsco",28,NA,NA,NA
"sm.LC.LP.LF.34.riblac.1","sm","LC.LP.LF",34,"riblac",54,NA,NA,57
"sm.LC.LP.LF.34.rubpar.1","sm","LC.LP.LF",34,"rubpar",43,NA,NA,43
"sm.LC.LP.LF.34.shecan.1","sm","LC.LP.LF",34,"shecan",32,39,39,32
"sm.LC.LP.LF.34.spibet.2","sm","LC.LP.LF",34,"spibet",43,NA,NA,57
"sm.LC.LP.LF.35.poptre.1","sm","LC.LP.LF",35,"poptre",75,NA,NA,NA
"sm.LC.LP.LF.35.spipyr.1","sm","LC.LP.LF",35,"spipyr",43,NA,54,54
"sm.LC.LP.LF.36.loninv.1","sm","LC.LP.LF",36,"loninv",69,NA,NA,NA
"sm.LC.LP.LF.36.spipyr.2","sm","LC.LP.LF",36,"spipyr",69,NA,NA,43
"sm.LC.LP.LF.37.alnvir.1","sm","LC.LP.LF",37,"alnvir",63,72,63,60
"sm.LC.LP.LF.38.shecan.1","sm","LC.LP.LF",38,"shecan",35,43,39,35
"sm.LC.LP.LF.38.spibet.1","sm","LC.LP.LF",38,"spibet",43,NA,NA,72
"sm.LC.LP.LF.38.vibedu.1","sm","LC.LP.LF",38,"vibedu",9,NA,26,15
"sm.LC.LP.LF.39.loninv.1","sm","LC.LP.LF",39,"loninv",45,NA,NA,NA
"sm.LC.LP.LF.39.loninv.2","sm","LC.LP.LF",39,"loninv",45,NA,NA,45
"sm.LC.LP.LF.4.popbal.1","sm","LC.LP.LF",4,"popbal",66,69,69,69
"sm.LC.LP.LF.4.poptre.1","sm","LC.LP.LF",4,"poptre",54,NA,NA,66
"sm.LC.LP.LF.4.shecan.1","sm","LC.LP.LF",4,"shecan",28,43,43,32
"sm.LC.LP.LF.40.corsto.1","sm","LC.LP.LF",40,"corsto",24,28,24,24
"sm.LC.LP.LF.5.alninc.1","sm","LC.LP.LF",5,"alninc",35,43,38,38
"sm.LC.LP.LF.5.sorsco.1","sm","LC.LP.LF",5,"sorsco",24,NA,NA,NA
"sm.LC.LP.LF.6.corsto.1","sm","LC.LP.LF",6,"corsto",43,NA,43,43
"sm.LC.LP.LF.6.loninv.1","sm","LC.LP.LF",6,"loninv",43,NA,NA,NA
"sm.LC.LP.LF.7.amealn.1","sm","LC.LP.LF",7,"amealn",32,32,32,28
"sm.LC.LP.LF.7.amealn.2","sm","LC.LP.LF",7,"amealn",24,26,26,24
"sm.LC.LP.LF.7.shecan.1","sm","LC.LP.LF",7,"shecan",35,54,43,26
"sm.LC.LP.LF.8.corsto.1","sm","LC.LP.LF",8,"corsto",17,28,28,28
"sm.LC.LP.LF.8.vacmem.1","sm","LC.LP.LF",8,"vacmem",32,NA,NA,NA
"sm.LC.LP.LF.9.amealn.1","sm","LC.LP.LF",9,"amealn",26,57,26,26
"sm.LC.LP.LF.9.sorsco.1","sm","LC.LP.LF",9,"sorsco",32,NA,NA,NA
"sm.LC.LP.LF.9.vibedu.1","sm","LC.LP.LF",9,"vibedu",16,19,15,15
