"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1","treatment"
"212","mp.HC.HP.LF.21.popbal.1","mp","HC","HP","LF",21,"popbal",27,1,NA,NA,NA,"HC.HP.LF"
"213","mp.HC.HP.LF.21.samrac.1","mp","HC","HP","LF",21,"samrac",16,1,27,16,16,"HC.HP.LF"
"214","mp.HC.HP.LF.21.sorsco.1","mp","HC","HP","LF",21,"sorsco",16,1,30,22,20,"HC.HP.LF"
"215","mp.HC.HP.LF.21.vibedu.1","mp","HC","HP","LF",21,"vibedu",16,1,NA,27,16,"HC.HP.LF"
"216","mp.HC.HP.LF.22.loninv.1","mp","HC","HP","LF",22,"loninv",84,1,NA,NA,84,"HC.HP.LF"
"217","mp.HC.HP.LF.22.loninv.2","mp","HC","HP","LF",22,"loninv",30,1,NA,NA,30,"HC.HP.LF"
"218","mp.HC.HP.LF.22.riblac.1","mp","HC","HP","LF",22,"riblac",33,1,49,36,33,"HC.HP.LF"
"219","mp.HC.HP.LF.22.spipyr.1","mp","HC","HP","LF",22,"spipyr",20,1,NA,20,20,"HC.HP.LF"
"220","mp.HC.HP.LF.23.alnvir.1","mp","HC","HP","LF",23,"alnvir",58,1,61,58,58,"HC.HP.LF"
"221","mp.HC.HP.LF.23.samrac.1","mp","HC","HP","LF",23,"samrac",23,1,NA,43,43,"HC.HP.LF"
"222","mp.HC.HP.LF.23.shecan.1","mp","HC","HP","LF",23,"shecan",20,1,30,27,20,"HC.HP.LF"
"223","mp.HC.HP.LF.23.spipyr.1","mp","HC","HP","LF",23,"spipyr",20,1,58,27,20,"HC.HP.LF"
"224","mp.HC.HP.LF.24.alninc.1","mp","HC","HP","LF",24,"alninc",20,1,27,27,27,"HC.HP.LF"
"225","mp.HC.HP.LF.24.poptre.1","mp","HC","HP","LF",24,"poptre",49,1,58,55,49,"HC.HP.LF"
"226","mp.HC.HP.LF.24.spibet.1","mp","HC","HP","LF",24,"spibet",20,1,NA,NA,20,"HC.HP.LF"
"227","mp.HC.HP.LF.24.vibedu.1","mp","HC","HP","LF",24,"vibedu",20,1,23,20,20,"HC.HP.LF"
"228","mp.HC.HP.LF.25.acegla.1","mp","HC","HP","LF",25,"acegla",43,1,NA,NA,NA,"HC.HP.LF"
"229","mp.HC.HP.LF.25.alnvir.1","mp","HC","HP","LF",25,"alnvir",49,1,73,67,49,"HC.HP.LF"
"230","mp.HC.HP.LF.25.corsto.1","mp","HC","HP","LF",25,"corsto",13,1,20,13,13,"HC.HP.LF"
"231","mp.HC.HP.LF.25.menfer.1","mp","HC","HP","LF",25,"menfer",49,1,NA,NA,49,"HC.HP.LF"
"232","mp.HC.HP.LF.26.acegla.1","mp","HC","HP","LF",26,"acegla",20,1,NA,NA,NA,"HC.HP.LF"
"233","mp.HC.HP.LF.26.alninc.1","mp","HC","HP","LF",26,"alninc",20,1,27,20,20,"HC.HP.LF"
"234","mp.HC.HP.LF.26.poptre.1","mp","HC","HP","LF",26,"poptre",52,1,58,52,52,"HC.HP.LF"
"235","mp.HC.HP.LF.26.shecan.1","mp","HC","HP","LF",26,"shecan",23,1,33,27,23,"HC.HP.LF"
"236","mp.HC.HP.LF.27.poptre.1","mp","HC","HP","LF",27,"poptre",46,1,49,49,49,"HC.HP.LF"
"237","mp.HC.HP.LF.27.sorsco.1","mp","HC","HP","LF",27,"sorsco",20,1,NA,NA,NA,"HC.HP.LF"
"238","mp.HC.HP.LF.27.vacmem.1","mp","HC","HP","LF",27,"vacmem",20,1,24,20,20,"HC.HP.LF"
"239","mp.HC.HP.LF.27.vacmem.2","mp","HC","HP","LF",27,"vacmem",NA,0,NA,NA,NA,"HC.HP.LF"
"240","mp.HC.HP.LF.28.amealn.1","mp","HC","HP","LF",28,"amealn",13,1,22,20,13,"HC.HP.LF"
"241","mp.HC.HP.LF.28.rhoalb.1","mp","HC","HP","LF",28,"rhoalb",13,1,NA,NA,13,"HC.HP.LF"
"242","mp.HC.HP.LF.28.riblac.1","mp","HC","HP","LF",28,"riblac",20,1,NA,49,30,"HC.HP.LF"
"243","mp.HC.HP.LF.28.sorsco.1","mp","HC","HP","LF",28,"sorsco",27,1,NA,NA,NA,"HC.HP.LF"
"244","mp.HC.HP.LF.29.poptre.1","mp","HC","HP","LF",29,"poptre",33,1,NA,NA,NA,"HC.HP.LF"
"245","mp.HC.HP.LF.29.riblac.1","mp","HC","HP","LF",29,"riblac",30,1,82,39,30,"HC.HP.LF"
"246","mp.HC.HP.LF.29.spipyr.1","mp","HC","HP","LF",29,"spipyr",20,1,27,20,20,"HC.HP.LF"
"247","mp.HC.HP.LF.29.spipyr.2","mp","HC","HP","LF",29,"spipyr",20,1,NA,NA,27,"HC.HP.LF"
"248","mp.HC.HP.LF.3.popbal.1","mp","HC","HP","LF",3,"popbal",30,1,NA,NA,NA,"HC.HP.LF"
"249","mp.HC.HP.LF.3.poptre.1","mp","HC","HP","LF",3,"poptre",52,1,NA,NA,NA,"HC.HP.LF"
"250","mp.HC.HP.LF.3.spipyr.1","mp","HC","HP","LF",3,"spipyr",20,1,NA,49,20,"HC.HP.LF"
"251","mp.HC.HP.LF.3.vacmem.1","mp","HC","HP","LF",3,"vacmem",20,1,NA,NA,20,"HC.HP.LF"
"252","mp.HC.HP.LF.30.rhoalb.1","mp","HC","HP","LF",30,"rhoalb",20,1,NA,52,20,"HC.HP.LF"
"253","mp.HC.HP.LF.30.riblac.1","mp","HC","HP","LF",30,"riblac",36,1,NA,NA,36,"HC.HP.LF"
"254","mp.HC.HP.LF.30.riblac.2","mp","HC","HP","LF",30,"riblac",49,1,NA,70,49,"HC.HP.LF"
"255","mp.HC.HP.LF.30.vacmem.1","mp","HC","HP","LF",30,"vacmem",12,1,NA,20,12,"HC.HP.LF"
"256","mp.HC.HP.LF.31.amealn.1","mp","HC","HP","LF",31,"amealn",10,1,13,10,10,"HC.HP.LF"
"257","mp.HC.HP.LF.31.riblac.1","mp","HC","HP","LF",31,"riblac",33,1,NA,84,33,"HC.HP.LF"
"258","mp.HC.HP.LF.31.samrac.1","mp","HC","HP","LF",31,"samrac",30,1,NA,NA,NA,"HC.HP.LF"
"259","mp.HC.HP.LF.31.samrac.2","mp","HC","HP","LF",31,"samrac",27,1,27,27,27,"HC.HP.LF"
"260","mp.HC.HP.LF.32.amealn.1","mp","HC","HP","LF",32,"amealn",10,1,NA,10,10,"HC.HP.LF"
"261","mp.HC.HP.LF.32.corsto.1","mp","HC","HP","LF",32,"corsto",10,1,10,10,10,"HC.HP.LF"
"262","mp.HC.HP.LF.32.rhoalb.1","mp","HC","HP","LF",32,"rhoalb",7,1,16,16,10,"HC.HP.LF"
"263","mp.HC.HP.LF.32.rubpar.1","mp","HC","HP","LF",32,"rubpar",20,1,NA,NA,20,"HC.HP.LF"
"264","mp.HC.HP.LF.33.corsto.1","mp","HC","HP","LF",33,"corsto",13,1,13,13,13,"HC.HP.LF"
"265","mp.HC.HP.LF.33.loninv.1","mp","HC","HP","LF",33,"loninv",34,1,NA,NA,58,"HC.HP.LF"
"266","mp.HC.HP.LF.33.shecan.1","mp","HC","HP","LF",33,"shecan",27,1,36,30,27,"HC.HP.LF"
"267","mp.HC.HP.LF.33.vibedu.1","mp","HC","HP","LF",33,"vibedu",17,1,NA,NA,20,"HC.HP.LF"
"268","mp.HC.HP.LF.34.alnvir.1","mp","HC","HP","LF",34,"alnvir",39,1,52,52,49,"HC.HP.LF"
"269","mp.HC.HP.LF.34.riblac.1","mp","HC","HP","LF",34,"riblac",36,1,NA,39,36,"HC.HP.LF"
"270","mp.HC.HP.LF.34.spibet.1","mp","HC","HP","LF",34,"spibet",24,1,24,24,24,"HC.HP.LF"
"271","mp.HC.HP.LF.34.spipyr.1","mp","HC","HP","LF",34,"spipyr",24,1,24,24,24,"HC.HP.LF"
"272","mp.HC.HP.LF.35.loninv.1","mp","HC","HP","LF",35,"loninv",20,1,NA,NA,20,"HC.HP.LF"
"273","mp.HC.HP.LF.35.loninv.2","mp","HC","HP","LF",35,"loninv",10,1,NA,NA,84,"HC.HP.LF"
"274","mp.HC.HP.LF.35.sorsco.1","mp","HC","HP","LF",35,"sorsco",16,1,NA,NA,NA,"HC.HP.LF"
"275","mp.HC.HP.LF.35.vacmem.1","mp","HC","HP","LF",35,"vacmem",16,1,NA,NA,16,"HC.HP.LF"
"276","mp.HC.HP.LF.36.corsto.1","mp","HC","HP","LF",36,"corsto",16,1,NA,20,20,"HC.HP.LF"
"277","mp.HC.HP.LF.36.corsto.2","mp","HC","HP","LF",36,"corsto",13,1,20,20,13,"HC.HP.LF"
"278","mp.HC.HP.LF.36.popbal.1","mp","HC","HP","LF",36,"popbal",24,1,24,24,24,"HC.HP.LF"
"279","mp.HC.HP.LF.36.vibedu.1","mp","HC","HP","LF",36,"vibedu",16,1,52,20,16,"HC.HP.LF"
"280","mp.HC.HP.LF.37.acegla.1","mp","HC","HP","LF",37,"acegla",10,1,NA,58,36,"HC.HP.LF"
"281","mp.HC.HP.LF.37.alnvir.1","mp","HC","HP","LF",37,"alnvir",55,1,61,61,55,"HC.HP.LF"
"282","mp.HC.HP.LF.37.loninv.1","mp","HC","HP","LF",37,"loninv",10,1,NA,34,10,"HC.HP.LF"
"283","mp.HC.HP.LF.37.symalb.1","mp","HC","HP","LF",37,"symalb",10,1,36,20,10,"HC.HP.LF"
"284","mp.HC.HP.LF.38.loninv.1","mp","HC","HP","LF",38,"loninv",61,1,NA,NA,61,"HC.HP.LF"
"285","mp.HC.HP.LF.38.rubpar.1","mp","HC","HP","LF",38,"rubpar",24,1,NA,27,24,"HC.HP.LF"
"286","mp.HC.HP.LF.38.spibet.1","mp","HC","HP","LF",38,"spibet",20,1,NA,NA,20,"HC.HP.LF"
"287","mp.HC.HP.LF.38.vacmem.1","mp","HC","HP","LF",38,"vacmem",27,1,NA,NA,27,"HC.HP.LF"
"288","mp.HC.HP.LF.39.alninc.1","mp","HC","HP","LF",39,"alninc",34,1,36,36,34,"HC.HP.LF"
"289","mp.HC.HP.LF.39.amealn.1","mp","HC","HP","LF",39,"amealn",16,1,36,36,30,"HC.HP.LF"
"290","mp.HC.HP.LF.39.spibet.1","mp","HC","HP","LF",39,"spibet",13,1,13,13,13,"HC.HP.LF"
"291","mp.HC.HP.LF.39.vibedu.1","mp","HC","HP","LF",39,"vibedu",16,1,NA,16,16,"HC.HP.LF"
"292","mp.HC.HP.LF.4.menfer.1","mp","HC","HP","LF",4,"menfer",36,1,NA,NA,36,"HC.HP.LF"
"293","mp.HC.HP.LF.4.samrac.1","mp","HC","HP","LF",4,"samrac",20,1,49,49,49,"HC.HP.LF"
"294","mp.HC.HP.LF.4.spibet.1","mp","HC","HP","LF",4,"spibet",20,1,NA,20,20,"HC.HP.LF"
"295","mp.HC.HP.LF.4.vacmem.1","mp","HC","HP","LF",4,"vacmem",20,1,NA,NA,20,"HC.HP.LF"
"296","mp.HC.HP.LF.40.acegla.1","mp","HC","HP","LF",40,"acegla",24,1,43,36,36,"HC.HP.LF"
"297","mp.HC.HP.LF.40.acegla.2","mp","HC","HP","LF",40,"acegla",24,1,NA,NA,58,"HC.HP.LF"
"298","mp.HC.HP.LF.40.rhoalb.1","mp","HC","HP","LF",40,"rhoalb",20,1,NA,NA,NA,"HC.HP.LF"
"299","mp.HC.HP.LF.40.rhoalb.2","mp","HC","HP","LF",40,"rhoalb",13,1,43,24,24,"HC.HP.LF"
"300","mp.HC.HP.LF.5.acegla.1","mp","HC","HP","LF",5,"acegla",24,1,39,36,34,"HC.HP.LF"
"301","mp.HC.HP.LF.5.menfer.1","mp","HC","HP","LF",5,"menfer",42,1,NA,70,42,"HC.HP.LF"
"302","mp.HC.HP.LF.5.symalb.1","mp","HC","HP","LF",5,"symalb",13,1,NA,16,13,"HC.HP.LF"
"303","mp.HC.HP.LF.5.symalb.2","mp","HC","HP","LF",5,"symalb",13,1,39,34,13,"HC.HP.LF"
"304","mp.HC.HP.LF.6.alnvir.1","mp","HC","HP","LF",6,"alnvir",NA,0,NA,NA,NA,"HC.HP.LF"
"305","mp.HC.HP.LF.6.popbal.1","mp","HC","HP","LF",6,"popbal",NA,0,NA,NA,NA,"HC.HP.LF"
"306","mp.HC.HP.LF.6.rubpar.1","mp","HC","HP","LF",6,"rubpar",NA,0,NA,NA,NA,"HC.HP.LF"
"307","mp.HC.HP.LF.6.rubpar.2","mp","HC","HP","LF",6,"rubpar",NA,0,NA,NA,NA,"HC.HP.LF"
"308","mp.HC.HP.LF.7.alnvir.1","mp","HC","HP","LF",7,"alnvir",42,1,61,52,42,"HC.HP.LF"
"309","mp.HC.HP.LF.7.amealn.1","mp","HC","HP","LF",7,"amealn",10,1,20,20,10,"HC.HP.LF"
"310","mp.HC.HP.LF.7.sorsco.1","mp","HC","HP","LF",7,"sorsco",20,1,NA,NA,NA,"HC.HP.LF"
"311","mp.HC.HP.LF.7.vacmem.1","mp","HC","HP","LF",7,"vacmem",20,1,NA,NA,20,"HC.HP.LF"
"312","mp.HC.HP.LF.8.corsto.1","mp","HC","HP","LF",8,"corsto",10,1,24,12,12,"HC.HP.LF"
"313","mp.HC.HP.LF.8.spibet.1","mp","HC","HP","LF",8,"spibet",12,1,24,24,12,"HC.HP.LF"
"314","mp.HC.HP.LF.8.spibet.2","mp","HC","HP","LF",8,"spibet",NA,0,NA,NA,NA,"HC.HP.LF"
"315","mp.HC.HP.LF.8.vibedu.1","mp","HC","HP","LF",8,"vibedu",12,1,NA,24,12,"HC.HP.LF"
"316","mp.HC.HP.LF.9.alnvir.1","mp","HC","HP","LF",9,"alnvir",49,1,52,49,49,"HC.HP.LF"
"317","mp.HC.HP.LF.9.loninv.1","mp","HC","HP","LF",9,"loninv",46,1,NA,84,76,"HC.HP.LF"
"318","mp.HC.HP.LF.9.samrac.1","mp","HC","HP","LF",9,"samrac",27,1,NA,27,27,"HC.HP.LF"
"319","mp.HC.HP.LF.9.samrac.2","mp","HC","HP","LF",9,"samrac",27,1,46,46,27,"HC.HP.LF"
"320","mp.HC.LP.HF.1.alninc.1","mp","HC","LP","HF",1,"alninc",23,1,34,26,23,"HC.LP.HF"
"321","mp.HC.LP.HF.1.rhoalb.1","mp","HC","LP","HF",1,"rhoalb",16,1,NA,NA,23,"HC.LP.HF"
"322","mp.HC.LP.HF.1.spibet.1","mp","HC","LP","HF",1,"spibet",13,1,NA,NA,NA,"HC.LP.HF"
"323","mp.HC.LP.HF.1.symalb.1","mp","HC","LP","HF",1,"symalb",7,1,42,28,7,"HC.LP.HF"
"324","mp.HC.LP.HF.10.corsto.1","mp","HC","LP","HF",10,"corsto",13,1,26,17,13,"HC.LP.HF"
"325","mp.HC.LP.HF.10.menfer.1","mp","HC","LP","HF",10,"menfer",26,1,NA,31,26,"HC.LP.HF"
"326","mp.HC.LP.HF.10.vacmem.1","mp","HC","LP","HF",10,"vacmem",13,1,NA,NA,13,"HC.LP.HF"
"327","mp.HC.LP.HF.10.vacmem.2","mp","HC","LP","HF",10,"vacmem",NA,0,NA,NA,NA,"HC.LP.HF"
"328","mp.HC.LP.HF.11.popbal.1","mp","HC","LP","HF",11,"popbal",16,1,NA,23,19,"HC.LP.HF"
"329","mp.HC.LP.HF.11.samrac.1","mp","HC","LP","HF",11,"samrac",19,1,NA,NA,NA,"HC.LP.HF"
"330","mp.HC.LP.HF.11.symalb.1","mp","HC","LP","HF",11,"symalb",16,1,NA,37,16,"HC.LP.HF"
"331","mp.HC.LP.HF.11.vibedu.1","mp","HC","LP","HF",11,"vibedu",10,1,NA,13,10,"HC.LP.HF"
"332","mp.HC.LP.HF.12.alninc.1","mp","HC","LP","HF",12,"alninc",19,1,23,19,19,"HC.LP.HF"
"333","mp.HC.LP.HF.12.corsto.1","mp","HC","LP","HF",12,"corsto",12,1,16,12,12,"HC.LP.HF"
"334","mp.HC.LP.HF.12.vacmem.1","mp","HC","LP","HF",12,"vacmem",12,1,NA,NA,12,"HC.LP.HF"
"335","mp.HC.LP.HF.12.vibedu.1","mp","HC","LP","HF",12,"vibedu",16,1,NA,NA,16,"HC.LP.HF"
"336","mp.HC.LP.HF.13.rhoalb.1","mp","HC","LP","HF",13,"rhoalb",10,1,NA,NA,26,"HC.LP.HF"
"337","mp.HC.LP.HF.13.samrac.1","mp","HC","LP","HF",13,"samrac",17,1,NA,NA,17,"HC.LP.HF"
"338","mp.HC.LP.HF.13.spibet.1","mp","HC","LP","HF",13,"spibet",10,1,17,17,17,"HC.LP.HF"
"339","mp.HC.LP.HF.13.vacmem.1","mp","HC","LP","HF",13,"vacmem",17,1,NA,NA,17,"HC.LP.HF"
"340","mp.HC.LP.HF.14.acegla.1","mp","HC","LP","HF",14,"acegla",NA,0,NA,NA,NA,"HC.LP.HF"
"341","mp.HC.LP.HF.14.loninv.1","mp","HC","LP","HF",14,"loninv",10,1,NA,NA,13,"HC.LP.HF"
"342","mp.HC.LP.HF.14.rhoalb.1","mp","HC","LP","HF",14,"rhoalb",13,1,NA,NA,17,"HC.LP.HF"
"343","mp.HC.LP.HF.14.rubpar.1","mp","HC","LP","HF",14,"rubpar",23,1,NA,23,23,"HC.LP.HF"
"344","mp.HC.LP.HF.15.loninv.1","mp","HC","LP","HF",15,"loninv",10,1,NA,NA,16,"HC.LP.HF"
"345","mp.HC.LP.HF.15.poptre.1","mp","HC","LP","HF",15,"poptre",34,1,34,34,34,"HC.LP.HF"
"346","mp.HC.LP.HF.15.sorsco.1","mp","HC","LP","HF",15,"sorsco",12,1,NA,NA,NA,"HC.LP.HF"
"347","mp.HC.LP.HF.15.symalb.1","mp","HC","LP","HF",15,"symalb",12,1,NA,26,12,"HC.LP.HF"
"348","mp.HC.LP.HF.16.alnvir.1","mp","HC","LP","HF",16,"alnvir",23,1,26,26,26,"HC.LP.HF"
"349","mp.HC.LP.HF.16.amealn.1","mp","HC","LP","HF",16,"amealn",7,1,10,10,10,"HC.LP.HF"
"350","mp.HC.LP.HF.16.shecan.1","mp","HC","LP","HF",16,"shecan",17,1,31,28,17,"HC.LP.HF"
"351","mp.HC.LP.HF.16.symalb.1","mp","HC","LP","HF",16,"symalb",17,1,NA,NA,17,"HC.LP.HF"
"352","mp.HC.LP.HF.17.loninv.1","mp","HC","LP","HF",17,"loninv",9,1,NA,NA,9,"HC.LP.HF"
"353","mp.HC.LP.HF.17.poptre.1","mp","HC","LP","HF",17,"poptre",31,1,31,31,31,"HC.LP.HF"
"354","mp.HC.LP.HF.17.spibet.1","mp","HC","LP","HF",17,"spibet",23,1,23,23,23,"HC.LP.HF"
"355","mp.HC.LP.HF.17.vibedu.1","mp","HC","LP","HF",17,"vibedu",12,1,16,13,12,"HC.LP.HF"
"356","mp.HC.LP.HF.18.loninv.1","mp","HC","LP","HF",18,"loninv",10,1,10,10,10,"HC.LP.HF"
"357","mp.HC.LP.HF.18.poptre.1","mp","HC","LP","HF",18,"poptre",31,1,NA,34,31,"HC.LP.HF"
"358","mp.HC.LP.HF.18.sorsco.1","mp","HC","LP","HF",18,"sorsco",7,1,19,17,17,"HC.LP.HF"
"359","mp.HC.LP.HF.18.spipyr.1","mp","HC","LP","HF",18,"spipyr",17,1,NA,NA,17,"HC.LP.HF"
"360","mp.HC.LP.HF.19.amealn.1","mp","HC","LP","HF",19,"amealn",7,1,7,7,7,"HC.LP.HF"
"361","mp.HC.LP.HF.19.loninv.1","mp","HC","LP","HF",19,"loninv",10,1,NA,NA,NA,"HC.LP.HF"
"362","mp.HC.LP.HF.19.popbal.1","mp","HC","LP","HF",19,"popbal",NA,0,NA,NA,NA,"HC.LP.HF"
"363","mp.HC.LP.HF.19.spibet.1","mp","HC","LP","HF",19,"spibet",28,1,28,28,28,"HC.LP.HF"
"364","mp.HC.LP.HF.2.alninc.1","mp","HC","LP","HF",2,"alninc",12,1,23,19,12,"HC.LP.HF"
"365","mp.HC.LP.HF.2.menfer.1","mp","HC","LP","HF",2,"menfer",NA,0,NA,NA,NA,"HC.LP.HF"
"366","mp.HC.LP.HF.2.poptre.1","mp","HC","LP","HF",2,"poptre",23,1,NA,NA,23,"HC.LP.HF"
"367","mp.HC.LP.HF.2.vibedu.1","mp","HC","LP","HF",2,"vibedu",12,1,NA,23,12,"HC.LP.HF"
"368","mp.HC.LP.HF.20.alninc.1","mp","HC","LP","HF",20,"alninc",17,1,31,23,17,"HC.LP.HF"
"369","mp.HC.LP.HF.20.alninc.2","mp","HC","LP","HF",20,"alninc",17,1,NA,25,20,"HC.LP.HF"
"370","mp.HC.LP.HF.20.poptre.1","mp","HC","LP","HF",20,"poptre",23,1,NA,NA,NA,"HC.LP.HF"
"371","mp.HC.LP.HF.20.samrac.1","mp","HC","LP","HF",20,"samrac",23,1,NA,NA,23,"HC.LP.HF"
"372","mp.HC.LP.HF.21.popbal.1","mp","HC","LP","HF",21,"popbal",12,1,16,16,12,"HC.LP.HF"
"373","mp.HC.LP.HF.21.rhoalb.1","mp","HC","LP","HF",21,"rhoalb",16,1,NA,NA,26,"HC.LP.HF"
"374","mp.HC.LP.HF.21.spipyr.1","mp","HC","LP","HF",21,"spipyr",10,1,NA,10,10,"HC.LP.HF"
"375","mp.HC.LP.HF.21.symalb.1","mp","HC","LP","HF",21,"symalb",10,1,31,10,10,"HC.LP.HF"
"376","mp.HC.LP.HF.22.alnvir.1","mp","HC","LP","HF",22,"alnvir",45,1,54,48,45,"HC.LP.HF"
"377","mp.HC.LP.HF.22.amealn.1","mp","HC","LP","HF",22,"amealn",0,1,0,0,0,"HC.LP.HF"
"378","mp.HC.LP.HF.22.corsto.1","mp","HC","LP","HF",22,"corsto",10,1,20,10,10,"HC.LP.HF"
"379","mp.HC.LP.HF.22.shecan.1","mp","HC","LP","HF",22,"shecan",13,1,28,28,13,"HC.LP.HF"
"380","mp.HC.LP.HF.23.alnvir.1","mp","HC","LP","HF",23,"alnvir",23,1,23,23,23,"HC.LP.HF"
"381","mp.HC.LP.HF.23.menfer.1","mp","HC","LP","HF",23,"menfer",28,1,NA,NA,28,"HC.LP.HF"
"382","mp.HC.LP.HF.23.rhoalb.1","mp","HC","LP","HF",23,"rhoalb",17,1,NA,NA,17,"HC.LP.HF"
"383","mp.HC.LP.HF.23.vacmem.1","mp","HC","LP","HF",23,"vacmem",20,1,NA,NA,20,"HC.LP.HF"
"384","mp.HC.LP.HF.24.acegla.1","mp","HC","LP","HF",24,"acegla",40,1,NA,NA,54,"HC.LP.HF"
"385","mp.HC.LP.HF.24.acegla.2","mp","HC","LP","HF",24,"acegla",13,1,NA,NA,NA,"HC.LP.HF"
"386","mp.HC.LP.HF.24.sorsco.1","mp","HC","LP","HF",24,"sorsco",17,1,NA,NA,17,"HC.LP.HF"
"387","mp.HC.LP.HF.24.vibedu.1","mp","HC","LP","HF",24,"vibedu",13,1,NA,20,13,"HC.LP.HF"
"388","mp.HC.LP.HF.25.alnvir.1","mp","HC","LP","HF",25,"alnvir",34,1,54,54,34,"HC.LP.HF"
"389","mp.HC.LP.HF.25.corsto.1","mp","HC","LP","HF",25,"corsto",8,1,8,8,8,"HC.LP.HF"
"390","mp.HC.LP.HF.25.riblac.1","mp","HC","LP","HF",25,"riblac",31,1,NA,NA,31,"HC.LP.HF"
"391","mp.HC.LP.HF.25.shecan.1","mp","HC","LP","HF",25,"shecan",17,1,31,28,17,"HC.LP.HF"
"392","mp.HC.LP.HF.26.alninc.1","mp","HC","LP","HF",26,"alninc",23,1,25,25,23,"HC.LP.HF"
"393","mp.HC.LP.HF.26.alnvir.1","mp","HC","LP","HF",26,"alnvir",31,1,34,34,31,"HC.LP.HF"
"394","mp.HC.LP.HF.26.loninv.1","mp","HC","LP","HF",26,"loninv",13,1,NA,NA,13,"HC.LP.HF"
"395","mp.HC.LP.HF.26.popbal.1","mp","HC","LP","HF",26,"popbal",23,1,23,23,23,"HC.LP.HF"
"396","mp.HC.LP.HF.27.loninv.1","mp","HC","LP","HF",27,"loninv",12,1,NA,NA,12,"HC.LP.HF"
"397","mp.HC.LP.HF.27.shecan.1","mp","HC","LP","HF",27,"shecan",23,1,NA,NA,23,"HC.LP.HF"
"398","mp.HC.LP.HF.27.spibet.1","mp","HC","LP","HF",27,"spibet",12,1,NA,NA,NA,"HC.LP.HF"
"399","mp.HC.LP.HF.27.vibedu.1","mp","HC","LP","HF",27,"vibedu",26,1,NA,NA,26,"HC.LP.HF"
"400","mp.HC.LP.HF.28.corsto.1","mp","HC","LP","HF",28,"corsto",10,1,NA,10,10,"HC.LP.HF"
"401","mp.HC.LP.HF.28.rubpar.1","mp","HC","LP","HF",28,"rubpar",23,1,NA,34,23,"HC.LP.HF"
"402","mp.HC.LP.HF.28.sorsco.1","mp","HC","LP","HF",28,"sorsco",12,1,NA,NA,12,"HC.LP.HF"
"403","mp.HC.LP.HF.28.spipyr.1","mp","HC","LP","HF",28,"spipyr",7,1,7,7,7,"HC.LP.HF"
"404","mp.HC.LP.HF.29.amealn.1","mp","HC","LP","HF",29,"amealn",10,1,10,10,10,"HC.LP.HF"
"405","mp.HC.LP.HF.29.amealn.2","mp","HC","LP","HF",29,"amealn",10,1,17,17,10,"HC.LP.HF"
"406","mp.HC.LP.HF.29.menfer.1","mp","HC","LP","HF",29,"menfer",26,1,NA,NA,26,"HC.LP.HF"
"407","mp.HC.LP.HF.29.menfer.2","mp","HC","LP","HF",29,"menfer",28,1,NA,48,28,"HC.LP.HF"
"408","mp.HC.LP.HF.3.menfer.1","mp","HC","LP","HF",3,"menfer",26,1,NA,28,26,"HC.LP.HF"
"409","mp.HC.LP.HF.3.poptre.1","mp","HC","LP","HF",3,"poptre",34,1,NA,NA,NA,"HC.LP.HF"
"410","mp.HC.LP.HF.3.rhoalb.1","mp","HC","LP","HF",3,"rhoalb",17,1,NA,NA,17,"HC.LP.HF"
"411","mp.HC.LP.HF.3.vacmem.1","mp","HC","LP","HF",3,"vacmem",NA,0,NA,NA,NA,"HC.LP.HF"
"412","mp.HC.LP.HF.30.loninv.1","mp","HC","LP","HF",30,"loninv",10,1,NA,NA,NA,"HC.LP.HF"
"413","mp.HC.LP.HF.30.rhoalb.1","mp","HC","LP","HF",30,"rhoalb",16,1,NA,NA,31,"HC.LP.HF"
"414","mp.HC.LP.HF.30.rubpar.1","mp","HC","LP","HF",30,"rubpar",23,1,NA,34,23,"HC.LP.HF"
"415","mp.HC.LP.HF.30.samrac.1","mp","HC","LP","HF",30,"samrac",23,1,NA,23,23,"HC.LP.HF"
"416","mp.HC.LP.HF.31.alnvir.1","mp","HC","LP","HF",31,"alnvir",10,1,42,42,31,"HC.LP.HF"
"417","mp.HC.LP.HF.31.shecan.1","mp","HC","LP","HF",31,"shecan",16,1,31,23,16,"HC.LP.HF"
"418","mp.HC.LP.HF.31.shecan.2","mp","HC","LP","HF",31,"shecan",19,1,23,23,19,"HC.LP.HF"
"419","mp.HC.LP.HF.31.symalb.1","mp","HC","LP","HF",31,"symalb",16,1,NA,NA,16,"HC.LP.HF"
"420","mp.HC.LP.HF.32.popbal.1","mp","HC","LP","HF",32,"popbal",19,1,NA,NA,NA,"HC.LP.HF"
"421","mp.HC.LP.HF.32.shecan.1","mp","HC","LP","HF",32,"shecan",NA,0,NA,NA,NA,"HC.LP.HF"
"422","mp.HC.LP.HF.32.spibet.1","mp","HC","LP","HF",32,"spibet",13,1,16,13,13,"HC.LP.HF"
"423","mp.HC.LP.HF.32.vibedu.1","mp","HC","LP","HF",32,"vibedu",12,1,NA,16,12,"HC.LP.HF"
"424","mp.HC.LP.HF.33.riblac.1","mp","HC","LP","HF",33,"riblac",10,1,NA,34,10,"HC.LP.HF"
"425","mp.HC.LP.HF.33.rubpar.1","mp","HC","LP","HF",33,"rubpar",23,1,NA,23,23,"HC.LP.HF"
