"lab2","population","treatment","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"sm.HC.LP.HF.12.shecan.1","sm","HC.LP.HF",12,"shecan",19,1,48,28,19
"sm.HC.LP.HF.12.symalb.1","sm","HC.LP.HF",12,"symalb",23,1,NA,NA,23
"sm.HC.LP.HF.13.alninc.1","sm","HC.LP.HF",13,"alninc",19,1,23,23,19
"sm.HC.LP.HF.13.corsto.1","sm","HC.LP.HF",13,"corsto",10,1,10,10,10
"sm.HC.LP.HF.13.popbal.1","sm","HC.LP.HF",13,"popbal",19,1,23,19,19
"sm.HC.LP.HF.14.alnvir.1","sm","HC.LP.HF",14,"alnvir",31,1,NA,NA,31
"sm.HC.LP.HF.14.rubpar.1","sm","HC.LP.HF",14,"rubpar",10,1,10,10,10
"sm.HC.LP.HF.14.sorsco.1","sm","HC.LP.HF",14,"sorsco",5,1,13,13,13
"sm.HC.LP.HF.14.vibedu.1","sm","HC.LP.HF",14,"vibedu",5,1,5,5,5
"sm.HC.LP.HF.15.betpap.1","sm","HC.LP.HF",15,"betpap",26,1,NA,NA,NA
"sm.HC.LP.HF.15.poptre.1","sm","HC.LP.HF",15,"poptre",23,1,NA,NA,NA
"sm.HC.LP.HF.15.symalb.1","sm","HC.LP.HF",15,"symalb",28,1,28,28,28
"sm.HC.LP.HF.15.symalb.2","sm","HC.LP.HF",15,"symalb",13,1,20,13,13
"sm.HC.LP.HF.16.corsto.1","sm","HC.LP.HF",16,"corsto",8,1,10,8,8
"sm.HC.LP.HF.16.shecan.1","sm","HC.LP.HF",16,"shecan",7,1,NA,NA,42
"sm.HC.LP.HF.16.spipyr.1","sm","HC.LP.HF",16,"spipyr",13,1,NA,NA,13
"sm.HC.LP.HF.17.alnvir.1","sm","HC.LP.HF",17,"alnvir",34,1,45,45,34
"sm.HC.LP.HF.17.poptre.1","sm","HC.LP.HF",17,"poptre",19,1,NA,23,19
"sm.HC.LP.HF.17.riblac.1","sm","HC.LP.HF",17,"riblac",12,1,51,16,12
"sm.HC.LP.HF.17.spibet.1","sm","HC.LP.HF",17,"spibet",10,1,NA,NA,10
"sm.HC.LP.HF.18.betpap.1","sm","HC.LP.HF",18,"betpap",28,1,NA,NA,NA
"sm.HC.LP.HF.18.popbal.1","sm","HC.LP.HF",18,"popbal",25,1,37,28,28
"sm.HC.LP.HF.18.poptre.1","sm","HC.LP.HF",18,"poptre",25,1,NA,NA,NA
"sm.HC.LP.HF.18.rubpar.1","sm","HC.LP.HF",18,"rubpar",37,1,NA,NA,37
"sm.HC.LP.HF.19.alninc.1","sm","HC.LP.HF",19,"alninc",23,1,28,28,28
"sm.HC.LP.HF.19.loninv.1","sm","HC.LP.HF",19,"loninv",10,1,13,10,10
"sm.HC.LP.HF.19.spibet.1","sm","HC.LP.HF",19,"spibet",7,1,NA,NA,7
"sm.HC.LP.HF.19.symalb.1","sm","HC.LP.HF",19,"symalb",10,1,NA,NA,10
"sm.HC.LP.HF.2.menfer.1","sm","HC.LP.HF",2,"menfer",NA,0,NA,NA,NA
"sm.HC.LP.HF.2.spipyr.1","sm","HC.LP.HF",2,"spipyr",7,1,NA,10,7
"sm.HC.LP.HF.2.symalb.1","sm","HC.LP.HF",2,"symalb",10,1,NA,NA,10
"sm.HC.LP.HF.20.acegla.1","sm","HC.LP.HF",20,"acegla",48,1,NA,NA,NA
"sm.HC.LP.HF.20.loninv.1","sm","HC.LP.HF",20,"loninv",10,1,28,10,10
"sm.HC.LP.HF.20.poptre.1","sm","HC.LP.HF",20,"poptre",34,1,34,34,34
"sm.HC.LP.HF.21.alninc.1","sm","HC.LP.HF",21,"alninc",26,1,28,28,26
"sm.HC.LP.HF.21.popbal.1","sm","HC.LP.HF",21,"popbal",19,1,19,19,19
"sm.HC.LP.HF.21.riblac.1","sm","HC.LP.HF",21,"riblac",12,1,NA,19,13
"sm.HC.LP.HF.21.riblac.2","sm","HC.LP.HF",21,"riblac",19,1,NA,NA,19
"sm.HC.LP.HF.22.menfer.1","sm","HC.LP.HF",22,"menfer",37,1,NA,NA,37
"sm.HC.LP.HF.22.poptre.1","sm","HC.LP.HF",22,"poptre",23,1,42,34,23
"sm.HC.LP.HF.22.spipyr.1","sm","HC.LP.HF",22,"spipyr",NA,0,NA,NA,NA
"sm.HC.LP.HF.23.alninc.1","sm","HC.LP.HF",23,"alninc",20,1,40,23,20
"sm.HC.LP.HF.23.betpap.1","sm","HC.LP.HF",23,"betpap",23,1,25,25,23
"sm.HC.LP.HF.23.poptre.1","sm","HC.LP.HF",23,"poptre",20,1,20,20,20
"sm.HC.LP.HF.23.sorsco.1","sm","HC.LP.HF",23,"sorsco",17,1,25,17,17
"sm.HC.LP.HF.24.betpap.1","sm","HC.LP.HF",24,"betpap",26,1,31,26,26
"sm.HC.LP.HF.24.riblac.1","sm","HC.LP.HF",24,"riblac",13,1,NA,NA,13
"sm.HC.LP.HF.24.shecan.1","sm","HC.LP.HF",24,"shecan",20,1,NA,NA,20
"sm.HC.LP.HF.24.sorsco.1","sm","HC.LP.HF",24,"sorsco",10,1,NA,NA,10
"sm.HC.LP.HF.24.vibedu.1","sm","HC.LP.HF",24,"vibedu",5,1,NA,7,5
"sm.HC.LP.HF.25.corsto.1","sm","HC.LP.HF",25,"corsto",8,1,10,8,8
"sm.HC.LP.HF.25.popbal.1","sm","HC.LP.HF",25,"popbal",17,1,NA,NA,NA
"sm.HC.LP.HF.25.rubpar.1","sm","HC.LP.HF",25,"rubpar",17,1,NA,20,17
"sm.HC.LP.HF.26.acegla.1","sm","HC.LP.HF",26,"acegla",26,1,NA,NA,26
"sm.HC.LP.HF.26.betpap.1","sm","HC.LP.HF",26,"betpap",19,1,19,19,19
"sm.HC.LP.HF.26.sorsco.1","sm","HC.LP.HF",26,"sorsco",13,1,NA,NA,NA
"sm.HC.LP.HF.26.spipyr.1","sm","HC.LP.HF",26,"spipyr",10,1,NA,16,10
"sm.HC.LP.HF.27.alninc.1","sm","HC.LP.HF",27,"alninc",20,1,31,23,20
"sm.HC.LP.HF.27.alnvir.1","sm","HC.LP.HF",27,"alnvir",40,1,40,40,40
"sm.HC.LP.HF.27.riblac.1","sm","HC.LP.HF",27,"riblac",17,1,NA,23,17
"sm.HC.LP.HF.27.sorsco.1","sm","HC.LP.HF",27,"sorsco",17,1,17,17,17
"sm.HC.LP.HF.28.acegla.1","sm","HC.LP.HF",28,"acegla",17,1,NA,NA,17
"sm.HC.LP.HF.28.loninv.1","sm","HC.LP.HF",28,"loninv",5,1,28,10,5
"sm.HC.LP.HF.28.menfer.1","sm","HC.LP.HF",28,"menfer",60,1,NA,NA,60
"sm.HC.LP.HF.28.symalb.1","sm","HC.LP.HF",28,"symalb",17,1,NA,37,17
"sm.HC.LP.HF.29.alnvir.1","sm","HC.LP.HF",29,"alnvir",34,1,51,51,34
"sm.HC.LP.HF.29.popbal.1","sm","HC.LP.HF",29,"popbal",23,1,23,23,23
"sm.HC.LP.HF.29.riblac.1","sm","HC.LP.HF",29,"riblac",19,1,NA,NA,19
"sm.HC.LP.HF.29.vibedu.1","sm","HC.LP.HF",29,"vibedu",4,1,10,10,4
"sm.HC.LP.HF.3.loninv.1","sm","HC.LP.HF",3,"loninv",7,1,NA,7,7
"sm.HC.LP.HF.3.poptre.1","sm","HC.LP.HF",3,"poptre",37,1,NA,NA,40
"sm.HC.LP.HF.3.sorsco.1","sm","HC.LP.HF",3,"sorsco",13,1,NA,NA,NA
"sm.HC.LP.HF.30.alninc.1","sm","HC.LP.HF",30,"alninc",23,1,23,23,23
"sm.HC.LP.HF.30.alninc.2","sm","HC.LP.HF",30,"alninc",28,1,31,31,31
"sm.HC.LP.HF.30.corsto.1","sm","HC.LP.HF",30,"corsto",12,1,12,12,12
"sm.HC.LP.HF.30.rubpar.1","sm","HC.LP.HF",30,"rubpar",23,1,23,23,23
"sm.HC.LP.HF.31.alnvir.1","sm","HC.LP.HF",31,"alnvir",28,1,NA,75,28
"sm.HC.LP.HF.31.menfer.1","sm","HC.LP.HF",31,"menfer",34,1,NA,63,34
"sm.HC.LP.HF.31.sorsco.1","sm","HC.LP.HF",31,"sorsco",7,1,NA,9,9
"sm.HC.LP.HF.32.amealn.1","sm","HC.LP.HF",32,"amealn",7,1,16,7,7
"sm.HC.LP.HF.32.menfer.1","sm","HC.LP.HF",32,"menfer",31,1,NA,37,31
"sm.HC.LP.HF.32.symalb.1","sm","HC.LP.HF",32,"symalb",40,1,NA,NA,40
"sm.HC.LP.HF.33.corsto.1","sm","HC.LP.HF",33,"corsto",10,1,16,10,10
"sm.HC.LP.HF.33.poptre.1","sm","HC.LP.HF",33,"poptre",23,1,NA,25,25
"sm.HC.LP.HF.33.shecan.1","sm","HC.LP.HF",33,"shecan",19,1,31,19,19
"sm.HC.LP.HF.33.spibet.1","sm","HC.LP.HF",33,"spibet",12,1,16,16,16
"sm.HC.LP.HF.34.amealn.1","sm","HC.LP.HF",34,"amealn",17,1,20,20,17
"sm.HC.LP.HF.34.rubpar.1","sm","HC.LP.HF",34,"rubpar",13,1,NA,NA,17
"sm.HC.LP.HF.34.rubpar.2","sm","HC.LP.HF",34,"rubpar",20,1,NA,28,20
"sm.HC.LP.HF.34.spipyr.1","sm","HC.LP.HF",34,"spipyr",7,1,7,7,7
"sm.HC.LP.HF.35.amealn.1","sm","HC.LP.HF",35,"amealn",13,1,NA,13,13
"sm.HC.LP.HF.35.rubpar.1","sm","HC.LP.HF",35,"rubpar",13,1,NA,17,13
"sm.HC.LP.HF.35.sorsco.1","sm","HC.LP.HF",35,"sorsco",10,1,13,13,13
"sm.HC.LP.HF.35.spibet.1","sm","HC.LP.HF",35,"spibet",8,1,NA,8,8
"sm.HC.LP.HF.36.acegla.1","sm","HC.LP.HF",36,"acegla",34,1,NA,NA,34
"sm.HC.LP.HF.36.betpap.1","sm","HC.LP.HF",36,"betpap",20,1,25,23,20
"sm.HC.LP.HF.36.popbal.1","sm","HC.LP.HF",36,"popbal",17,1,NA,NA,NA
"sm.HC.LP.HF.36.spipyr.1","sm","HC.LP.HF",36,"spipyr",NA,0,NA,NA,NA
"sm.HC.LP.HF.37.betpap.1","sm","HC.LP.HF",37,"betpap",20,1,26,26,26
"sm.HC.LP.HF.37.vacmem.1","sm","HC.LP.HF",37,"vacmem",17,1,NA,20,17
"sm.HC.LP.HF.37.vacmem.2","sm","HC.LP.HF",37,"vacmem",17,1,NA,17,17
"sm.HC.LP.HF.37.vacmem.3","sm","HC.LP.HF",37,"vacmem",17,1,NA,NA,17
"sm.HC.LP.HF.38.alninc.1","sm","HC.LP.HF",38,"alninc",19,1,25,19,19
"sm.HC.LP.HF.38.popbal.1","sm","HC.LP.HF",38,"popbal",16,1,NA,NA,NA
"sm.HC.LP.HF.38.spibet.1","sm","HC.LP.HF",38,"spibet",10,1,NA,10,10
"sm.HC.LP.HF.38.spipyr.1","sm","HC.LP.HF",38,"spipyr",NA,0,NA,NA,NA
"sm.HC.LP.HF.39.amealn.1","sm","HC.LP.HF",39,"amealn",16,1,16,16,16
"sm.HC.LP.HF.39.menfer.1","sm","HC.LP.HF",39,"menfer",31,1,NA,NA,31
"sm.HC.LP.HF.39.symalb.1","sm","HC.LP.HF",39,"symalb",13,1,NA,13,13
"sm.HC.LP.HF.39.vacmem.1","sm","HC.LP.HF",39,"vacmem",16,1,NA,31,16
"sm.HC.LP.HF.4.alnvir.1","sm","HC.LP.HF",4,"alnvir",40,1,NA,NA,NA
"sm.HC.LP.HF.4.amealn.1","sm","HC.LP.HF",4,"amealn",17,1,19,19,17
"sm.HC.LP.HF.4.rubpar.1","sm","HC.LP.HF",4,"rubpar",17,1,23,19,17
"sm.HC.LP.HF.4.vacmem.1","sm","HC.LP.HF",4,"vacmem",17,1,NA,37,17
"sm.HC.LP.HF.40.acegla.1","sm","HC.LP.HF",40,"acegla",31,1,NA,NA,31
"sm.HC.LP.HF.40.riblac.1","sm","HC.LP.HF",40,"riblac",0,1,NA,NA,0
"sm.HC.LP.HF.40.sorsco.1","sm","HC.LP.HF",40,"sorsco",20,1,NA,20,20
"sm.HC.LP.HF.5.acegla.1","sm","HC.LP.HF",5,"acegla",NA,0,NA,NA,NA
"sm.HC.LP.HF.5.loninv.1","sm","HC.LP.HF",5,"loninv",10,1,17,13,10
"sm.HC.LP.HF.5.spibet.1","sm","HC.LP.HF",5,"spibet",13,1,NA,NA,13
"sm.HC.LP.HF.5.vacmem.1","sm","HC.LP.HF",5,"vacmem",17,1,NA,34,17
"sm.HC.LP.HF.6.alnvir.1","sm","HC.LP.HF",6,"alnvir",42,1,NA,48,42
"sm.HC.LP.HF.6.betpap.1","sm","HC.LP.HF",6,"betpap",19,1,19,19,19
"sm.HC.LP.HF.6.vibedu.1","sm","HC.LP.HF",6,"vibedu",0,1,NA,26,0
"sm.HC.LP.HF.6.vibedu.2","sm","HC.LP.HF",6,"vibedu",0,1,NA,NA,0
"sm.HC.LP.HF.7.amealn.1","sm","HC.LP.HF",7,"amealn",7,1,13,7,7
"sm.HC.LP.HF.7.corsto.1","sm","HC.LP.HF",7,"corsto",13,1,NA,16,13
"sm.HC.LP.HF.7.popbal.1","sm","HC.LP.HF",7,"popbal",26,1,31,31,31
"sm.HC.LP.HF.7.sorsco.1","sm","HC.LP.HF",7,"sorsco",9,1,9,9,9
"sm.HC.LP.HF.8.loninv.1","sm","HC.LP.HF",8,"loninv",5,1,13,13,5
"sm.HC.LP.HF.8.shecan.1","sm","HC.LP.HF",8,"shecan",19,1,28,26,19
"sm.HC.LP.HF.8.vacmem.1","sm","HC.LP.HF",8,"vacmem",10,1,NA,13,10
"sm.HC.LP.HF.8.vibedu.1","sm","HC.LP.HF",8,"vibedu",7,1,10,7,7
"sm.HC.LP.HF.9.acegla.1","sm","HC.LP.HF",9,"acegla",NA,0,NA,NA,NA
"sm.HC.LP.HF.9.amealn.1","sm","HC.LP.HF",9,"amealn",13,1,13,13,13
"sm.HC.LP.HF.9.loninv.1","sm","HC.LP.HF",9,"loninv",0,1,10,10,7
"sm.HC.LP.HF.9.spibet.1","sm","HC.LP.HF",9,"spibet",10,1,NA,NA,10
"sm.HC.LP.LF.1.alninc.1","sm","HC.LP.LF",1,"alninc",36,1,36,36,36
"sm.HC.LP.LF.1.loninv.1","sm","HC.LP.LF",1,"loninv",20,1,NA,20,20
"sm.HC.LP.LF.1.sorsco.1","sm","HC.LP.LF",1,"sorsco",20,1,30,24,24
"sm.HC.LP.LF.10.betpap.1","sm","HC.LP.LF",10,"betpap",39,1,NA,NA,NA
"sm.HC.LP.LF.10.menfer.1","sm","HC.LP.LF",10,"menfer",42,1,NA,49,42
"sm.HC.LP.LF.10.spibet.1","sm","HC.LP.LF",10,"spibet",11,1,NA,30,11
"sm.HC.LP.LF.10.spipyr.1","sm","HC.LP.LF",10,"spipyr",16,1,NA,NA,16
"sm.HC.LP.LF.11.menfer.1","sm","HC.LP.LF",11,"menfer",49,1,NA,NA,49
"sm.HC.LP.LF.11.rubpar.1","sm","HC.LP.LF",11,"rubpar",30,1,33,30,30
"sm.HC.LP.LF.11.shecan.1","sm","HC.LP.LF",11,"shecan",33,1,84,49,33
"sm.HC.LP.LF.11.spibet.1","sm","HC.LP.LF",11,"spibet",20,1,NA,84,20
"sm.HC.LP.LF.12.acegla.1","sm","HC.LP.LF",12,"acegla",33,1,42,36,33
"sm.HC.LP.LF.12.betpap.1","sm","HC.LP.LF",12,"betpap",33,1,33,33,33
"sm.HC.LP.LF.12.poptre.1","sm","HC.LP.LF",12,"poptre",49,1,NA,58,49
"sm.HC.LP.LF.13.loninv.1","sm","HC.LP.LF",13,"loninv",20,1,NA,NA,NA
"sm.HC.LP.LF.13.vibedu.1","sm","HC.LP.LF",13,"vibedu",5,1,24,11,5
"sm.HC.LP.LF.14.alnvir.1","sm","HC.LP.LF",14,"alnvir",58,1,61,58,58
"sm.HC.LP.LF.14.amealn.1","sm","HC.LP.LF",14,"amealn",11,1,30,11,11
"sm.HC.LP.LF.14.vacmem.1","sm","HC.LP.LF",14,"vacmem",24,1,NA,NA,24
"sm.HC.LP.LF.15.loninv.1","sm","HC.LP.LF",15,"loninv",11,1,NA,NA,20
"sm.HC.LP.LF.15.spibet.1","sm","HC.LP.LF",15,"spibet",11,1,13,11,11
"sm.HC.LP.LF.15.spipyr.1","sm","HC.LP.LF",15,"spipyr",30,1,NA,30,30
"sm.HC.LP.LF.15.symalb.1","sm","HC.LP.LF",15,"symalb",NA,0,NA,NA,NA
"sm.HC.LP.LF.16.menfer.1","sm","HC.LP.LF",16,"menfer",39,1,52,52,39
"sm.HC.LP.LF.16.shecan.1","sm","HC.LP.LF",16,"shecan",30,1,39,36,30
"sm.HC.LP.LF.16.spipyr.1","sm","HC.LP.LF",16,"spipyr",20,1,NA,NA,20
"sm.HC.LP.LF.16.vibedu.1","sm","HC.LP.LF",16,"vibedu",9,1,NA,30,9
"sm.HC.LP.LF.17.alnvir.1","sm","HC.LP.LF",17,"alnvir",49,1,61,58,52
"sm.HC.LP.LF.17.betpap.1","sm","HC.LP.LF",17,"betpap",30,1,36,30,30
"sm.HC.LP.LF.17.sorsco.1","sm","HC.LP.LF",17,"sorsco",20,1,NA,NA,NA
"sm.HC.LP.LF.17.sorsco.2","sm","HC.LP.LF",17,"sorsco",7,1,NA,NA,NA
"sm.HC.LP.LF.18.menfer.1","sm","HC.LP.LF",18,"menfer",42,1,NA,55,42
"sm.HC.LP.LF.18.riblac.1","sm","HC.LP.LF",18,"riblac",30,1,NA,NA,33
"sm.HC.LP.LF.18.spibet.1","sm","HC.LP.LF",18,"spibet",13,1,NA,NA,NA
"sm.HC.LP.LF.18.spibet.2","sm","HC.LP.LF",18,"spibet",13,1,NA,NA,13
"sm.HC.LP.LF.19.betpap.1","sm","HC.LP.LF",19,"betpap",36,1,36,36,36
"sm.HC.LP.LF.19.shecan.1","sm","HC.LP.LF",19,"shecan",39,1,42,42,39
"sm.HC.LP.LF.19.vibedu.1","sm","HC.LP.LF",19,"vibedu",7,1,NA,7,7
"sm.HC.LP.LF.2.amealn.1","sm","HC.LP.LF",2,"amealn",11,1,13,11,11
"sm.HC.LP.LF.2.corsto.1","sm","HC.LP.LF",2,"corsto",20,1,30,24,20
"sm.HC.LP.LF.2.riblac.1","sm","HC.LP.LF",2,"riblac",42,1,NA,NA,49
"sm.HC.LP.LF.2.spipyr.1","sm","HC.LP.LF",2,"spipyr",16,1,NA,NA,16
"sm.HC.LP.LF.20.corsto.1","sm","HC.LP.LF",20,"corsto",13,1,13,13,13
"sm.HC.LP.LF.20.loninv.1","sm","HC.LP.LF",20,"loninv",11,1,52,20,11
"sm.HC.LP.LF.20.popbal.1","sm","HC.LP.LF",20,"popbal",24,1,NA,NA,NA
"sm.HC.LP.LF.21.riblac.1","sm","HC.LP.LF",21,"riblac",12,1,33,24,20
"sm.HC.LP.LF.21.rubpar.1","sm","HC.LP.LF",21,"rubpar",30,1,NA,33,30
"sm.HC.LP.LF.21.vacmem.1","sm","HC.LP.LF",21,"vacmem",20,1,NA,NA,20
"sm.HC.LP.LF.21.vibedu.1","sm","HC.LP.LF",21,"vibedu",5,1,NA,7,5
"sm.HC.LP.LF.22.riblac.1","sm","HC.LP.LF",22,"riblac",20,1,NA,NA,20
"sm.HC.LP.LF.22.shecan.1","sm","HC.LP.LF",22,"shecan",30,1,39,36,30
"sm.HC.LP.LF.22.vacmem.1","sm","HC.LP.LF",22,"vacmem",NA,0,NA,NA,NA
"sm.HC.LP.LF.23.alninc.1","sm","HC.LP.LF",23,"alninc",20,1,30,24,20
"sm.HC.LP.LF.23.amealn.1","sm","HC.LP.LF",23,"amealn",20,1,36,36,20
"sm.HC.LP.LF.23.popbal.1","sm","HC.LP.LF",23,"popbal",24,1,NA,NA,NA
"sm.HC.LP.LF.23.rubpar.1","sm","HC.LP.LF",23,"rubpar",36,1,NA,39,36
"sm.HC.LP.LF.24.popbal.1","sm","HC.LP.LF",24,"popbal",30,1,NA,36,36
"sm.HC.LP.LF.24.poptre.1","sm","HC.LP.LF",24,"poptre",30,1,NA,NA,NA
"sm.HC.LP.LF.24.symalb.1","sm","HC.LP.LF",24,"symalb",46,1,NA,NA,46
"sm.HC.LP.LF.25.acegla.1","sm","HC.LP.LF",25,"acegla",33,1,67,55,39
"sm.HC.LP.LF.25.riblac.1","sm","HC.LP.LF",25,"riblac",33,1,NA,NA,33
"sm.HC.LP.LF.25.spipyr.1","sm","HC.LP.LF",25,"spipyr",16,1,NA,NA,20
"sm.HC.LP.LF.25.vibedu.1","sm","HC.LP.LF",25,"vibedu",13,1,20,13,13
"sm.HC.LP.LF.26.betpap.1","sm","HC.LP.LF",26,"betpap",36,1,36,36,36
"sm.HC.LP.LF.26.poptre.1","sm","HC.LP.LF",26,"poptre",42,1,49,49,49
"sm.HC.LP.LF.26.symalb.1","sm","HC.LP.LF",26,"symalb",20,1,NA,30,20
"sm.HC.LP.LF.27.riblac.1","sm","HC.LP.LF",27,"riblac",13,1,NA,30,13
"sm.HC.LP.LF.27.spibet.1","sm","HC.LP.LF",27,"spibet",13,1,NA,NA,24
"sm.HC.LP.LF.27.symalb.1","sm","HC.LP.LF",27,"symalb",20,1,NA,NA,20
"sm.HC.LP.LF.27.vacmem.1","sm","HC.LP.LF",27,"vacmem",24,1,NA,36,24
"sm.HC.LP.LF.28.amealn.1","sm","HC.LP.LF",28,"amealn",30,1,36,30,30
"sm.HC.LP.LF.28.amealn.2","sm","HC.LP.LF",28,"amealn",13,1,16,16,13
"sm.HC.LP.LF.28.loninv.1","sm","HC.LP.LF",28,"loninv",0,1,24,24,0
"sm.HC.LP.LF.28.shecan.1","sm","HC.LP.LF",28,"shecan",24,1,36,30,24
"sm.HC.LP.LF.28.spipyr.1","sm","HC.LP.LF",28,"spipyr",30,1,NA,NA,30
"sm.HC.LP.LF.29.alninc.1","sm","HC.LP.LF",29,"alninc",33,1,36,36,33
"sm.HC.LP.LF.29.alninc.2","sm","HC.LP.LF",29,"alninc",36,1,42,42,36
"sm.HC.LP.LF.29.betpap.1","sm","HC.LP.LF",29,"betpap",33,1,33,33,33
"sm.HC.LP.LF.29.betpap.2","sm","HC.LP.LF",29,"betpap",33,1,33,33,33
"sm.HC.LP.LF.3.loninv.1","sm","HC.LP.LF",3,"loninv",11,1,NA,NA,20
"sm.HC.LP.LF.3.popbal.1","sm","HC.LP.LF",3,"popbal",42,1,NA,NA,NA
"sm.HC.LP.LF.3.riblac.1","sm","HC.LP.LF",3,"riblac",20,1,NA,NA,20
"sm.HC.LP.LF.30.alninc.1","sm","HC.LP.LF",30,"alninc",36,1,39,36,36
"sm.HC.LP.LF.30.alnvir.1","sm","HC.LP.LF",30,"alnvir",42,1,49,46,42
"sm.HC.LP.LF.30.amealn.1","sm","HC.LP.LF",30,"amealn",20,1,NA,36,36
"sm.HC.LP.LF.30.spipyr.1","sm","HC.LP.LF",30,"spipyr",20,1,NA,NA,20
"sm.HC.LP.LF.31.alninc.1","sm","HC.LP.LF",31,"alninc",30,1,30,30,30
"sm.HC.LP.LF.31.amealn.1","sm","HC.LP.LF",31,"amealn",11,1,16,16,11
"sm.HC.LP.LF.31.menfer.1","sm","HC.LP.LF",31,"menfer",42,1,NA,61,42
"sm.HC.LP.LF.31.symalb.1","sm","HC.LP.LF",31,"symalb",30,1,NA,36,30
"sm.HC.LP.LF.32.acegla.1","sm","HC.LP.LF",32,"acegla",30,1,52,36,36
"sm.HC.LP.LF.32.betpap.1","sm","HC.LP.LF",32,"betpap",33,1,33,33,33
"sm.HC.LP.LF.32.popbal.1","sm","HC.LP.LF",32,"popbal",24,1,24,24,24
"sm.HC.LP.LF.32.spibet.1","sm","HC.LP.LF",32,"spibet",20,1,NA,NA,20
"sm.HC.LP.LF.33.corsto.1","sm","HC.LP.LF",33,"corsto",30,1,33,33,33
"sm.HC.LP.LF.33.popbal.1","sm","HC.LP.LF",33,"popbal",24,1,NA,NA,NA
"sm.HC.LP.LF.33.rubpar.1","sm","HC.LP.LF",33,"rubpar",24,1,NA,24,24
"sm.HC.LP.LF.33.shecan.1","sm","HC.LP.LF",33,"shecan",39,1,58,52,39
"sm.HC.LP.LF.33.sorsco.1","sm","HC.LP.LF",33,"sorsco",NA,0,NA,NA,NA
"sm.HC.LP.LF.34.alnvir.1","sm","HC.LP.LF",34,"alnvir",33,1,39,39,33
"sm.HC.LP.LF.34.alnvir.2","sm","HC.LP.LF",34,"alnvir",46,1,76,61,46
"sm.HC.LP.LF.34.corsto.1","sm","HC.LP.LF",34,"corsto",20,1,20,20,20
"sm.HC.LP.LF.34.vibedu.1","sm","HC.LP.LF",34,"vibedu",9,1,52,16,9
"sm.HC.LP.LF.35.alninc.1","sm","HC.LP.LF",35,"alninc",24,1,30,24,24
"sm.HC.LP.LF.35.amealn.1","sm","HC.LP.LF",35,"amealn",24,1,33,30,30
"sm.HC.LP.LF.35.poptre.1","sm","HC.LP.LF",35,"poptre",30,1,30,30,30
"sm.HC.LP.LF.35.vacmem.1","sm","HC.LP.LF",35,"vacmem",30,1,NA,NA,30
"sm.HC.LP.LF.36.alninc.1","sm","HC.LP.LF",36,"alninc",33,1,36,33,33
"sm.HC.LP.LF.36.corsto.1","sm","HC.LP.LF",36,"corsto",16,1,20,16,16
"sm.HC.LP.LF.36.corsto.2","sm","HC.LP.LF",36,"corsto",16,1,16,16,16
"sm.HC.LP.LF.36.vibedu.1","sm","HC.LP.LF",36,"vibedu",5,1,NA,20,7
"sm.HC.LP.LF.37.loninv.1","sm","HC.LP.LF",37,"loninv",9,1,NA,33,11
"sm.HC.LP.LF.37.rubpar.1","sm","HC.LP.LF",37,"rubpar",24,1,NA,NA,NA
"sm.HC.LP.LF.37.spipyr.1","sm","HC.LP.LF",37,"spipyr",30,1,NA,NA,33
"sm.HC.LP.LF.38.menfer.1","sm","HC.LP.LF",38,"menfer",49,1,NA,49,49
"sm.HC.LP.LF.38.poptre.1","sm","HC.LP.LF",38,"poptre",42,1,42,42,42
"sm.HC.LP.LF.38.vacmem.1","sm","HC.LP.LF",38,"vacmem",42,1,NA,NA,42
"sm.HC.LP.LF.39.acegla.1","sm","HC.LP.LF",39,"acegla",36,1,NA,36,36
"sm.HC.LP.LF.39.spibet.1","sm","HC.LP.LF",39,"spibet",20,1,NA,84,20
"sm.HC.LP.LF.39.symalb.1","sm","HC.LP.LF",39,"symalb",30,1,52,30,30
"sm.HC.LP.LF.39.vacmem.1","sm","HC.LP.LF",39,"vacmem",30,1,NA,33,30
"sm.HC.LP.LF.4.acegla.1","sm","HC.LP.LF",4,"acegla",16,1,NA,55,49
"sm.HC.LP.LF.4.alnvir.1","sm","HC.LP.LF",4,"alnvir",52,1,58,55,52
"sm.HC.LP.LF.4.corsto.1","sm","HC.LP.LF",4,"corsto",20,1,30,20,20
"sm.HC.LP.LF.4.menfer.1","sm","HC.LP.LF",4,"menfer",39,1,NA,NA,39
"sm.HC.LP.LF.40.acegla.1","sm","HC.LP.LF",40,"acegla",49,1,NA,55,49
"sm.HC.LP.LF.40.alnvir.1","sm","HC.LP.LF",40,"alnvir",49,1,67,55,55
"sm.HC.LP.LF.40.poptre.1","sm","HC.LP.LF",40,"poptre",61,1,NA,NA,61
"sm.HC.LP.LF.40.rubpar.1","sm","HC.LP.LF",40,"rubpar",30,1,NA,30,30
"sm.HC.LP.LF.5.poptre.1","sm","HC.LP.LF",5,"poptre",36,1,NA,NA,NA
"sm.HC.LP.LF.5.rubpar.1","sm","HC.LP.LF",5,"rubpar",30,1,36,30,30
"sm.HC.LP.LF.5.shecan.1","sm","HC.LP.LF",5,"shecan",16,1,30,30,24
"sm.HC.LP.LF.5.vibedu.1","sm","HC.LP.LF",5,"vibedu",4,1,NA,9,4
