"lab2","population","treatment","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"mp.LC.HP.HF.9.sorsco.1","mp","LC.HP.HF",9,"sorsco",19,1,NA,NA,27
"mp.LC.HP.HF.9.vibedu.1","mp","LC.HP.HF",9,"vibedu",19,1,NA,NA,22
"mp.LC.HP.LF.1.amealn.1","mp","LC.HP.LF",1,"amealn",15,1,28,19,15
"mp.LC.HP.LF.1.menfer.1","mp","LC.HP.LF",1,"menfer",NA,0,NA,NA,NA
"mp.LC.HP.LF.1.poptre.1","mp","LC.HP.LF",1,"poptre",75,1,NA,NA,NA
"mp.LC.HP.LF.1.rhoalb.1","mp","LC.HP.LF",1,"rhoalb",22,1,NA,NA,22
"mp.LC.HP.LF.10.acegla.1","mp","LC.HP.LF",10,"acegla",81,1,NA,NA,81
"mp.LC.HP.LF.10.shecan.1","mp","LC.HP.LF",10,"shecan",28,1,57,45,28
"mp.LC.HP.LF.10.spipyr.1","mp","LC.HP.LF",10,"spipyr",28,1,43,39,28
"mp.LC.HP.LF.10.vacmem.1","mp","LC.HP.LF",10,"vacmem",NA,0,NA,NA,NA
"mp.LC.HP.LF.11.menfer.1","mp","LC.HP.LF",11,"menfer",NA,0,NA,NA,NA
"mp.LC.HP.LF.11.shecan.1","mp","LC.HP.LF",11,"shecan",43,1,78,55,43
"mp.LC.HP.LF.11.spipyr.1","mp","LC.HP.LF",11,"spipyr",39,1,NA,NA,39
"mp.LC.HP.LF.11.vacmem.1","mp","LC.HP.LF",11,"vacmem",24,1,NA,NA,24
"mp.LC.HP.LF.12.amealn.1","mp","LC.HP.LF",12,"amealn",28,1,45,43,28
"mp.LC.HP.LF.12.amealn.2","mp","LC.HP.LF",12,"amealn",28,1,45,37,28
"mp.LC.HP.LF.12.sorsco.1","mp","LC.HP.LF",12,"sorsco",26,1,NA,28,26
"mp.LC.HP.LF.12.sorsco.2","mp","LC.HP.LF",12,"sorsco",37,1,NA,49,37
"mp.LC.HP.LF.13.acegla.1","mp","LC.HP.LF",13,"acegla",NA,0,NA,NA,NA
"mp.LC.HP.LF.13.alninc.1","mp","LC.HP.LF",13,"alninc",43,1,53,48,45
"mp.LC.HP.LF.13.shecan.1","mp","LC.HP.LF",13,"shecan",39,1,NA,NA,39
"mp.LC.HP.LF.13.spipyr.1","mp","LC.HP.LF",13,"spipyr",57,1,NA,NA,57
"mp.LC.HP.LF.14.acegla.1","mp","LC.HP.LF",14,"acegla",17,1,NA,NA,17
"mp.LC.HP.LF.14.loninv.1","mp","LC.HP.LF",14,"loninv",NA,0,NA,NA,NA
"mp.LC.HP.LF.14.menfer.1","mp","LC.HP.LF",14,"menfer",NA,0,NA,NA,NA
"mp.LC.HP.LF.14.poptre.1","mp","LC.HP.LF",14,"poptre",78,1,NA,NA,NA
"mp.LC.HP.LF.15.alninc.1","mp","LC.HP.LF",15,"alninc",39,1,39,39,39
"mp.LC.HP.LF.15.rubpar.1","mp","LC.HP.LF",15,"rubpar",36,1,NA,NA,36
"mp.LC.HP.LF.15.spipyr.1","mp","LC.HP.LF",15,"spipyr",43,1,43,43,43
"mp.LC.HP.LF.15.vibedu.1","mp","LC.HP.LF",15,"vibedu",36,1,NA,NA,36
"mp.LC.HP.LF.16.riblac.1","mp","LC.HP.LF",16,"riblac",NA,0,NA,NA,NA
"mp.LC.HP.LF.16.symalb.1","mp","LC.HP.LF",16,"symalb",45,1,NA,NA,45
"mp.LC.HP.LF.16.vacmem.1","mp","LC.HP.LF",16,"vacmem",22,1,NA,NA,28
"mp.LC.HP.LF.16.vibedu.1","mp","LC.HP.LF",16,"vibedu",32,1,NA,NA,37
"mp.LC.HP.LF.17.alnvir.1","mp","LC.HP.LF",17,"alnvir",69,1,NA,NA,69
"mp.LC.HP.LF.17.popbal.1","mp","LC.HP.LF",17,"popbal",38,1,55,43,38
"mp.LC.HP.LF.17.spibet.1","mp","LC.HP.LF",17,"spibet",38,1,NA,NA,NA
"mp.LC.HP.LF.17.symalb.1","mp","LC.HP.LF",17,"symalb",69,1,NA,NA,69
"mp.LC.HP.LF.18.alninc.1","mp","LC.HP.LF",18,"alninc",49,1,NA,NA,NA
"mp.LC.HP.LF.18.popbal.1","mp","LC.HP.LF",18,"popbal",43,1,49,49,49
"mp.LC.HP.LF.18.samrac.1","mp","LC.HP.LF",18,"samrac",60,1,81,60,60
"mp.LC.HP.LF.18.samrac.2","mp","LC.HP.LF",18,"samrac",60,1,NA,NA,60
"mp.LC.HP.LF.19.corsto.1","mp","LC.HP.LF",19,"corsto",17,1,43,24,19
"mp.LC.HP.LF.19.rhoalb.1","mp","LC.HP.LF",19,"rhoalb",24,1,26,24,24
"mp.LC.HP.LF.19.vibedu.1","mp","LC.HP.LF",19,"vibedu",31,1,NA,NA,NA
"mp.LC.HP.LF.19.vibedu.2","mp","LC.HP.LF",19,"vibedu",39,1,NA,NA,39
"mp.LC.HP.LF.2.popbal.1","mp","LC.HP.LF",2,"popbal",38,1,55,43,38
"mp.LC.HP.LF.2.rhoalb.1","mp","LC.HP.LF",2,"rhoalb",21,1,24,21,21
"mp.LC.HP.LF.2.samrac.1","mp","LC.HP.LF",2,"samrac",55,1,78,78,78
"mp.LC.HP.LF.2.vibedu.1","mp","LC.HP.LF",2,"vibedu",38,1,39,38,38
"mp.LC.HP.LF.20.corsto.1","mp","LC.HP.LF",20,"corsto",24,1,34,32,28
"mp.LC.HP.LF.20.corsto.2","mp","LC.HP.LF",20,"corsto",22,1,NA,NA,24
"mp.LC.HP.LF.20.rhoalb.1","mp","LC.HP.LF",20,"rhoalb",22,1,NA,NA,NA
"mp.LC.HP.LF.20.vibedu.1","mp","LC.HP.LF",20,"vibedu",28,1,NA,NA,28
"mp.LC.HP.LF.21.alnvir.1","mp","LC.HP.LF",21,"alnvir",NA,0,NA,NA,NA
"mp.LC.HP.LF.21.rhoalb.1","mp","LC.HP.LF",21,"rhoalb",24,1,57,57,48
"mp.LC.HP.LF.21.rubpar.1","mp","LC.HP.LF",21,"rubpar",26,1,26,26,26
"mp.LC.HP.LF.21.symalb.1","mp","LC.HP.LF",21,"symalb",57,1,NA,NA,57
"mp.LC.HP.LF.22.alnvir.1","mp","LC.HP.LF",22,"alnvir",17,1,NA,NA,66
"mp.LC.HP.LF.22.alnvir.2","mp","LC.HP.LF",22,"alnvir",66,1,72,66,66
"mp.LC.HP.LF.22.samrac.1","mp","LC.HP.LF",22,"samrac",66,1,NA,66,66
"mp.LC.HP.LF.22.vacmem.1","mp","LC.HP.LF",22,"vacmem",32,1,NA,NA,NA
"mp.LC.HP.LF.23.loninv.1","mp","LC.HP.LF",23,"loninv",NA,0,NA,NA,NA
"mp.LC.HP.LF.23.poptre.1","mp","LC.HP.LF",23,"poptre",NA,0,NA,NA,NA
"mp.LC.HP.LF.23.rubpar.1","mp","LC.HP.LF",23,"rubpar",39,1,NA,NA,39
"mp.LC.HP.LF.23.sorsco.1","mp","LC.HP.LF",23,"sorsco",22,1,NA,24,22
"mp.LC.HP.LF.24.amealn.1","mp","LC.HP.LF",24,"amealn",45,1,NA,63,45
"mp.LC.HP.LF.24.popbal.1","mp","LC.HP.LF",24,"popbal",43,1,NA,NA,NA
"mp.LC.HP.LF.24.sorsco.1","mp","LC.HP.LF",24,"sorsco",NA,0,NA,NA,NA
"mp.LC.HP.LF.24.sorsco.2","mp","LC.HP.LF",24,"sorsco",NA,0,NA,NA,NA
"mp.LC.HP.LF.25.corsto.1","mp","LC.HP.LF",25,"corsto",19,1,43,28,22
"mp.LC.HP.LF.25.loninv.1","mp","LC.HP.LF",25,"loninv",24,1,NA,NA,24
"mp.LC.HP.LF.25.spibet.1","mp","LC.HP.LF",25,"spibet",34,1,NA,39,34
"mp.LC.HP.LF.25.spipyr.1","mp","LC.HP.LF",25,"spipyr",75,1,NA,NA,75
"mp.LC.HP.LF.26.alnvir.1","mp","LC.HP.LF",26,"alnvir",66,1,NA,NA,66
"mp.LC.HP.LF.26.poptre.1","mp","LC.HP.LF",26,"poptre",78,1,NA,NA,NA
"mp.LC.HP.LF.26.rhoalb.1","mp","LC.HP.LF",26,"rhoalb",24,1,NA,NA,24
"mp.LC.HP.LF.26.riblac.1","mp","LC.HP.LF",26,"riblac",66,1,NA,NA,66
"mp.LC.HP.LF.27.popbal.1","mp","LC.HP.LF",27,"popbal",46,1,57,57,46
"mp.LC.HP.LF.27.poptre.1","mp","LC.HP.LF",27,"poptre",NA,0,NA,NA,NA
"mp.LC.HP.LF.27.rhoalb.1","mp","LC.HP.LF",27,"rhoalb",22,1,39,24,24
"mp.LC.HP.LF.27.riblac.1","mp","LC.HP.LF",27,"riblac",78,1,NA,NA,78
"mp.LC.HP.LF.28.menfer.1","mp","LC.HP.LF",28,"menfer",NA,0,NA,NA,NA
"mp.LC.HP.LF.28.riblac.1","mp","LC.HP.LF",28,"riblac",NA,0,NA,NA,NA
"mp.LC.HP.LF.28.spipyr.1","mp","LC.HP.LF",28,"spipyr",78,1,NA,NA,78
"mp.LC.HP.LF.28.spipyr.2","mp","LC.HP.LF",28,"spipyr",NA,0,NA,NA,NA
"mp.LC.HP.LF.29.rhoalb.1","mp","LC.HP.LF",29,"rhoalb",21,1,39,24,24
"mp.LC.HP.LF.29.riblac.1","mp","LC.HP.LF",29,"riblac",39,1,NA,NA,NA
"mp.LC.HP.LF.29.sorsco.1","mp","LC.HP.LF",29,"sorsco",32,1,NA,NA,NA
"mp.LC.HP.LF.29.symalb.1","mp","LC.HP.LF",29,"symalb",75,1,NA,NA,75
"mp.LC.HP.LF.3.popbal.1","mp","LC.HP.LF",3,"popbal",43,1,NA,48,43
"mp.LC.HP.LF.3.rubpar.1","mp","LC.HP.LF",3,"rubpar",28,1,57,45,35
"mp.LC.HP.LF.3.spibet.1","mp","LC.HP.LF",3,"spibet",45,1,NA,NA,NA
"mp.LC.HP.LF.3.vibedu.1","mp","LC.HP.LF",3,"vibedu",26,1,NA,NA,26
"mp.LC.HP.LF.30.alnvir.1","mp","LC.HP.LF",30,"alnvir",75,1,NA,NA,NA
"mp.LC.HP.LF.30.alnvir.2","mp","LC.HP.LF",30,"alnvir",61,1,NA,NA,61
"mp.LC.HP.LF.30.loninv.1","mp","LC.HP.LF",30,"loninv",NA,0,NA,NA,NA
"mp.LC.HP.LF.30.symalb.1","mp","LC.HP.LF",30,"symalb",NA,0,NA,NA,NA
"mp.LC.HP.LF.31.corsto.1","mp","LC.HP.LF",31,"corsto",22,1,NA,45,24
"mp.LC.HP.LF.31.poptre.1","mp","LC.HP.LF",31,"poptre",61,1,63,61,61
"mp.LC.HP.LF.31.spibet.1","mp","LC.HP.LF",31,"spibet",NA,0,NA,NA,NA
"mp.LC.HP.LF.31.symalb.1","mp","LC.HP.LF",31,"symalb",55,1,NA,NA,55
"mp.LC.HP.LF.32.alnvir.1","mp","LC.HP.LF",32,"alnvir",81,1,NA,NA,81
"mp.LC.HP.LF.32.loninv.1","mp","LC.HP.LF",32,"loninv",NA,0,NA,NA,NA
"mp.LC.HP.LF.32.riblac.1","mp","LC.HP.LF",32,"riblac",NA,0,NA,NA,NA
"mp.LC.HP.LF.32.symalb.1","mp","LC.HP.LF",32,"symalb",66,1,NA,NA,66
"mp.LC.HP.LF.33.alninc.1","mp","LC.HP.LF",33,"alninc",43,1,45,45,45
"mp.LC.HP.LF.33.shecan.1","mp","LC.HP.LF",33,"shecan",4,1,48,43,39
"mp.LC.HP.LF.33.sorsco.1","mp","LC.HP.LF",33,"sorsco",26,1,NA,NA,NA
"mp.LC.HP.LF.33.vacmem.1","mp","LC.HP.LF",33,"vacmem",NA,0,NA,NA,NA
"mp.LC.HP.LF.34.corsto.1","mp","LC.HP.LF",34,"corsto",NA,0,NA,NA,NA
"mp.LC.HP.LF.34.loninv.1","mp","LC.HP.LF",34,"loninv",NA,0,NA,NA,NA
"mp.LC.HP.LF.34.poptre.1","mp","LC.HP.LF",34,"poptre",NA,0,NA,NA,NA
"mp.LC.HP.LF.34.rubpar.1","mp","LC.HP.LF",34,"rubpar",NA,0,NA,NA,NA
"mp.LC.HP.LF.35.acegla.1","mp","LC.HP.LF",35,"acegla",NA,0,NA,NA,NA
"mp.LC.HP.LF.35.corsto.1","mp","LC.HP.LF",35,"corsto",15,1,37,15,15
"mp.LC.HP.LF.35.loninv.1","mp","LC.HP.LF",35,"loninv",NA,0,NA,NA,NA
"mp.LC.HP.LF.35.vacmem.1","mp","LC.HP.LF",35,"vacmem",32,1,NA,NA,32
"mp.LC.HP.LF.36.acegla.1","mp","LC.HP.LF",36,"acegla",NA,0,NA,NA,NA
"mp.LC.HP.LF.36.acegla.2","mp","LC.HP.LF",36,"acegla",26,1,60,53,45
"mp.LC.HP.LF.36.amealn.1","mp","LC.HP.LF",36,"amealn",45,1,NA,NA,45
"mp.LC.HP.LF.36.vibedu.1","mp","LC.HP.LF",36,"vibedu",34,1,NA,NA,34
"mp.LC.HP.LF.37.menfer.1","mp","LC.HP.LF",37,"menfer",61,1,NA,NA,61
"mp.LC.HP.LF.37.samrac.1","mp","LC.HP.LF",37,"samrac",19,1,19,19,19
"mp.LC.HP.LF.37.shecan.1","mp","LC.HP.LF",37,"shecan",39,1,NA,NA,39
"mp.LC.HP.LF.37.vacmem.1","mp","LC.HP.LF",37,"vacmem",38,1,NA,NA,38
"mp.LC.HP.LF.38.acegla.1","mp","LC.HP.LF",38,"acegla",61,1,NA,NA,NA
"mp.LC.HP.LF.38.acegla.2","mp","LC.HP.LF",38,"acegla",61,1,NA,NA,61
"mp.LC.HP.LF.38.rubpar.1","mp","LC.HP.LF",38,"rubpar",45,1,NA,45,45
"mp.LC.HP.LF.38.shecan.1","mp","LC.HP.LF",38,"shecan",37,1,45,43,37
"mp.LC.HP.LF.39.amealn.1","mp","LC.HP.LF",39,"amealn",28,1,57,57,28
"mp.LC.HP.LF.39.menfer.1","mp","LC.HP.LF",39,"menfer",NA,0,NA,NA,NA
"mp.LC.HP.LF.39.poptre.1","mp","LC.HP.LF",39,"poptre",66,1,66,66,66
"mp.LC.HP.LF.39.spibet.1","mp","LC.HP.LF",39,"spibet",72,1,NA,NA,72
"mp.LC.HP.LF.4.alninc.1","mp","LC.HP.LF",4,"alninc",43,1,48,45,45
"mp.LC.HP.LF.4.popbal.1","mp","LC.HP.LF",4,"popbal",24,1,NA,75,24
"mp.LC.HP.LF.4.spibet.1","mp","LC.HP.LF",4,"spibet",39,1,NA,NA,39
"mp.LC.HP.LF.4.spibet.2","mp","LC.HP.LF",4,"spibet",61,1,NA,NA,NA
"mp.LC.HP.LF.40.alninc.1","mp","LC.HP.LF",40,"alninc",48,1,48,48,48
"mp.LC.HP.LF.40.samrac.1","mp","LC.HP.LF",40,"samrac",57,1,NA,NA,NA
"mp.LC.HP.LF.40.shecan.1","mp","LC.HP.LF",40,"shecan",39,1,46,46,39
"mp.LC.HP.LF.40.symalb.1","mp","LC.HP.LF",40,"symalb",NA,0,NA,NA,NA
"mp.LC.HP.LF.5.loninv.1","mp","LC.HP.LF",5,"loninv",39,1,NA,NA,45
"mp.LC.HP.LF.5.riblac.1","mp","LC.HP.LF",5,"riblac",NA,0,NA,NA,NA
"mp.LC.HP.LF.5.rubpar.1","mp","LC.HP.LF",5,"rubpar",NA,0,NA,NA,NA
"mp.LC.HP.LF.5.samrac.1","mp","LC.HP.LF",5,"samrac",45,1,NA,81,81
"mp.LC.HP.LF.6.alninc.1","mp","LC.HP.LF",6,"alninc",48,1,55,55,55
"mp.LC.HP.LF.6.alninc.2","mp","LC.HP.LF",6,"alninc",26,1,43,39,38
"mp.LC.HP.LF.6.amealn.1","mp","LC.HP.LF",6,"amealn",48,1,NA,NA,48
"mp.LC.HP.LF.6.rubpar.1","mp","LC.HP.LF",6,"rubpar",43,1,NA,45,43
"mp.LC.HP.LF.7.menfer.1","mp","LC.HP.LF",7,"menfer",NA,0,NA,NA,NA
"mp.LC.HP.LF.7.riblac.1","mp","LC.HP.LF",7,"riblac",49,1,NA,NA,49
"mp.LC.HP.LF.7.sorsco.1","mp","LC.HP.LF",7,"sorsco",21,1,NA,NA,NA
"mp.LC.HP.LF.7.vacmem.1","mp","LC.HP.LF",7,"vacmem",43,1,NA,NA,43
"mp.LC.HP.LF.8.amealn.1","mp","LC.HP.LF",8,"amealn",39,1,NA,NA,39
"mp.LC.HP.LF.8.corsto.1","mp","LC.HP.LF",8,"corsto",17,1,32,19,17
"mp.LC.HP.LF.8.menfer.1","mp","LC.HP.LF",8,"menfer",NA,0,NA,NA,NA
"mp.LC.HP.LF.8.popbal.1","mp","LC.HP.LF",8,"popbal",45,1,NA,NA,NA
"mp.LC.HP.LF.9.samrac.1","mp","LC.HP.LF",9,"samrac",69,1,NA,NA,NA
"mp.LC.HP.LF.9.shecan.1","mp","LC.HP.LF",9,"shecan",37,1,45,39,37
"mp.LC.HP.LF.9.spibet.1","mp","LC.HP.LF",9,"spibet",32,1,32,32,32
"mp.LC.HP.LF.9.spipyr.1","mp","LC.HP.LF",9,"spipyr",37,1,37,37,37
"mp.LC.LP.HF.1.amealn.1","mp","LC.LP.HF",1,"amealn",15,1,22,15,15
"mp.LC.LP.HF.1.corsto.1","mp","LC.LP.HF",1,"corsto",9,1,19,15,15
"mp.LC.LP.HF.1.riblac.1","mp","LC.LP.HF",1,"riblac",19,1,NA,NA,19
"mp.LC.LP.HF.1.symalb.1","mp","LC.LP.HF",1,"symalb",19,1,NA,NA,19
"mp.LC.LP.HF.10.alnvir.1","mp","LC.LP.HF",10,"alnvir",34,1,53,42,34
"mp.LC.LP.HF.10.riblac.1","mp","LC.LP.HF",10,"riblac",72,1,NA,NA,72
"mp.LC.LP.HF.10.sorsco.1","mp","LC.LP.HF",10,"sorsco",15,1,NA,NA,NA
"mp.LC.LP.HF.10.spipyr.1","mp","LC.LP.HF",10,"spipyr",31,1,NA,NA,34
"mp.LC.LP.HF.11.amealn.1","mp","LC.LP.HF",11,"amealn",17,1,34,22,17
"mp.LC.LP.HF.11.poptre.1","mp","LC.LP.HF",11,"poptre",46,1,NA,NA,NA
"mp.LC.LP.HF.11.poptre.2","mp","LC.LP.HF",11,"poptre",50,1,NA,NA,NA
"mp.LC.LP.HF.11.spipyr.1","mp","LC.LP.HF",11,"spipyr",22,1,29,27,22
"mp.LC.LP.HF.12.alnvir.1","mp","LC.LP.HF",12,"alnvir",39,1,NA,75,39
"mp.LC.LP.HF.12.amealn.1","mp","LC.LP.HF",12,"amealn",9,1,17,9,9
"mp.LC.LP.HF.12.amealn.2","mp","LC.LP.HF",12,"amealn",10,1,10,10,10
"mp.LC.LP.HF.12.shecan.1","mp","LC.LP.HF",12,"shecan",26,1,26,26,26
"mp.LC.LP.HF.12.spipyr.1","mp","LC.LP.HF",12,"spipyr",17,1,NA,19,17
"mp.LC.LP.HF.13.acegla.1","mp","LC.LP.HF",13,"acegla",22,1,NA,NA,NA
"mp.LC.LP.HF.13.alninc.1","mp","LC.LP.HF",13,"alninc",22,1,27,24,22
"mp.LC.LP.HF.13.riblac.1","mp","LC.LP.HF",13,"riblac",19,1,19,19,19
"mp.LC.LP.HF.13.rubpar.1","mp","LC.LP.HF",13,"rubpar",27,1,NA,27,27
"mp.LC.LP.HF.14.alninc.1","mp","LC.LP.HF",14,"alninc",27,1,31,31,29
"mp.LC.LP.HF.14.shecan.1","mp","LC.LP.HF",14,"shecan",24,1,27,24,24
"mp.LC.LP.HF.14.shecan.2","mp","LC.LP.HF",14,"shecan",27,1,27,27,27
"mp.LC.LP.HF.14.vibedu.1","mp","LC.LP.HF",14,"vibedu",15,1,NA,NA,15
"mp.LC.LP.HF.15.alninc.1","mp","LC.LP.HF",15,"alninc",31,1,38,31,31
"mp.LC.LP.HF.15.loninv.1","mp","LC.LP.HF",15,"loninv",15,1,NA,NA,15
"mp.LC.LP.HF.15.spibet.1","mp","LC.LP.HF",15,"spibet",15,1,NA,22,17
"mp.LC.LP.HF.15.vibedu.1","mp","LC.LP.HF",15,"vibedu",15,1,NA,NA,15
"mp.LC.LP.HF.16.alnvir.1","mp","LC.LP.HF",16,"alnvir",33,1,66,66,33
"mp.LC.LP.HF.16.corsto.1","mp","LC.LP.HF",16,"corsto",19,1,NA,21,21
"mp.LC.LP.HF.16.popbal.1","mp","LC.LP.HF",16,"popbal",27,1,38,29,27
"mp.LC.LP.HF.16.spipyr.1","mp","LC.LP.HF",16,"spipyr",19,1,NA,27,19
"mp.LC.LP.HF.17.amealn.1","mp","LC.LP.HF",17,"amealn",9,1,19,9,9
"mp.LC.LP.HF.17.menfer.1","mp","LC.LP.HF",17,"menfer",72,1,NA,NA,72
"mp.LC.LP.HF.17.symalb.1","mp","LC.LP.HF",17,"symalb",40,1,NA,NA,40
"mp.LC.LP.HF.17.vacmem.1","mp","LC.LP.HF",17,"vacmem",19,1,NA,NA,26
"mp.LC.LP.HF.18.corsto.1","mp","LC.LP.HF",18,"corsto",15,1,15,15,15
"mp.LC.LP.HF.18.rubpar.1","mp","LC.LP.HF",18,"rubpar",31,1,NA,NA,31
"mp.LC.LP.HF.18.vacmem.1","mp","LC.LP.HF",18,"vacmem",15,1,NA,NA,NA
"mp.LC.LP.HF.18.vibedu.1","mp","LC.LP.HF",18,"vibedu",7,1,NA,NA,38
"mp.LC.LP.HF.19.rhoalb.1","mp","LC.LP.HF",19,"rhoalb",19,1,NA,NA,22
"mp.LC.LP.HF.19.riblac.1","mp","LC.LP.HF",19,"riblac",15,1,NA,NA,69
"mp.LC.LP.HF.19.sorsco.1","mp","LC.LP.HF",19,"sorsco",15,1,NA,NA,NA
"mp.LC.LP.HF.19.sorsco.2","mp","LC.LP.HF",19,"sorsco",22,1,NA,22,22
"mp.LC.LP.HF.2.amealn.1","mp","LC.LP.HF",2,"amealn",15,1,26,21,15
"mp.LC.LP.HF.2.menfer.1","mp","LC.LP.HF",2,"menfer",81,1,NA,NA,81
"mp.LC.LP.HF.2.rubpar.1","mp","LC.LP.HF",2,"rubpar",26,1,NA,40,26
"mp.LC.LP.HF.2.shecan.1","mp","LC.LP.HF",2,"shecan",19,1,21,21,15
"mp.LC.LP.HF.20.rhoalb.1","mp","LC.LP.HF",20,"rhoalb",19,1,NA,NA,22
"mp.LC.LP.HF.20.rhoalb.2","mp","LC.LP.HF",20,"rhoalb",19,1,NA,22,22
"mp.LC.LP.HF.20.samrac.1","mp","LC.LP.HF",20,"samrac",40,1,42,42,40
"mp.LC.LP.HF.20.shecan.1","mp","LC.LP.HF",20,"shecan",15,1,NA,29,19
"mp.LC.LP.HF.21.acegla.1","mp","LC.LP.HF",21,"acegla",39,1,NA,NA,39
"mp.LC.LP.HF.21.popbal.1","mp","LC.LP.HF",21,"popbal",34,1,NA,NA,57
"mp.LC.LP.HF.21.spibet.1","mp","LC.LP.HF",21,"spibet",22,1,22,22,22
"mp.LC.LP.HF.21.symalb.1","mp","LC.LP.HF",21,"symalb",NA,0,NA,NA,NA
"mp.LC.LP.HF.22.alnvir.1","mp","LC.LP.HF",22,"alnvir",39,1,NA,50,46
"mp.LC.LP.HF.22.popbal.1","mp","LC.LP.HF",22,"popbal",26,1,NA,50,27
"mp.LC.LP.HF.22.riblac.1","mp","LC.LP.HF",22,"riblac",50,1,NA,NA,50
"mp.LC.LP.HF.22.shecan.1","mp","LC.LP.HF",22,"shecan",15,1,29,22,15
"mp.LC.LP.HF.23.alnvir.1","mp","LC.LP.HF",23,"alnvir",57,1,78,72,63
"mp.LC.LP.HF.23.loninv.1","mp","LC.LP.HF",23,"loninv",19,1,NA,NA,NA
"mp.LC.LP.HF.23.symalb.1","mp","LC.LP.HF",23,"symalb",15,1,22,17,15
"mp.LC.LP.HF.23.vacmem.1","mp","LC.LP.HF",23,"vacmem",NA,0,NA,NA,NA
"mp.LC.LP.HF.24.acegla.1","mp","LC.LP.HF",24,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.HF.24.loninv.1","mp","LC.LP.HF",24,"loninv",17,1,NA,NA,NA
"mp.LC.LP.HF.24.menfer.1","mp","LC.LP.HF",24,"menfer",57,1,NA,NA,57
"mp.LC.LP.HF.24.vacmem.1","mp","LC.LP.HF",24,"vacmem",17,1,NA,NA,19
"mp.LC.LP.HF.25.spibet.1","mp","LC.LP.HF",25,"spibet",19,1,31,19,19
"mp.LC.LP.HF.25.spibet.2","mp","LC.LP.HF",25,"spibet",19,1,36,22,19
"mp.LC.LP.HF.25.spipyr.1","mp","LC.LP.HF",25,"spipyr",19,1,NA,NA,19
"mp.LC.LP.HF.25.symalb.1","mp","LC.LP.HF",25,"symalb",19,1,36,22,19
"mp.LC.LP.HF.26.corsto.1","mp","LC.LP.HF",26,"corsto",15,1,19,15,15
"mp.LC.LP.HF.26.samrac.1","mp","LC.LP.HF",26,"samrac",57,1,NA,57,57
"mp.LC.LP.HF.26.spibet.1","mp","LC.LP.HF",26,"spibet",15,1,19,19,19
"mp.LC.LP.HF.26.vibedu.1","mp","LC.LP.HF",26,"vibedu",19,1,NA,NA,19
"mp.LC.LP.HF.27.acegla.1","mp","LC.LP.HF",27,"acegla",42,1,NA,NA,42
"mp.LC.LP.HF.27.amealn.1","mp","LC.LP.HF",27,"amealn",19,1,NA,19,19
"mp.LC.LP.HF.27.samrac.1","mp","LC.LP.HF",27,"samrac",27,1,NA,NA,27
"mp.LC.LP.HF.27.vibedu.1","mp","LC.LP.HF",27,"vibedu",21,1,NA,NA,27
"mp.LC.LP.HF.28.rhoalb.1","mp","LC.LP.HF",28,"rhoalb",17,1,29,17,17
"mp.LC.LP.HF.28.riblac.1","mp","LC.LP.HF",28,"riblac",NA,0,NA,NA,NA
"mp.LC.LP.HF.28.samrac.1","mp","LC.LP.HF",28,"samrac",38,1,42,38,38
"mp.LC.LP.HF.28.spibet.1","mp","LC.LP.HF",28,"spibet",17,1,NA,NA,17
"mp.LC.LP.HF.29.loninv.1","mp","LC.LP.HF",29,"loninv",NA,0,NA,NA,NA
"mp.LC.LP.HF.29.menfer.1","mp","LC.LP.HF",29,"menfer",NA,0,NA,NA,NA
"mp.LC.LP.HF.29.popbal.1","mp","LC.LP.HF",29,"popbal",29,1,NA,NA,42
"mp.LC.LP.HF.29.vibedu.1","mp","LC.LP.HF",29,"vibedu",15,1,NA,NA,15
"mp.LC.LP.HF.3.acegla.1","mp","LC.LP.HF",3,"acegla",NA,0,NA,NA,NA
"mp.LC.LP.HF.3.alninc.1","mp","LC.LP.HF",3,"alninc",31,1,31,31,31
"mp.LC.LP.HF.3.rhoalb.1","mp","LC.LP.HF",3,"rhoalb",19,1,19,19,19
"mp.LC.LP.HF.3.vibedu.1","mp","LC.LP.HF",3,"vibedu",21,1,NA,NA,27
"mp.LC.LP.HF.30.loninv.1","mp","LC.LP.HF",30,"loninv",17,1,NA,NA,17
"mp.LC.LP.HF.30.popbal.1","mp","LC.LP.HF",30,"popbal",33,1,NA,60,57
"mp.LC.LP.HF.30.rhoalb.1","mp","LC.LP.HF",30,"rhoalb",22,1,27,27,22
"mp.LC.LP.HF.30.sorsco.1","mp","LC.LP.HF",30,"sorsco",15,1,NA,NA,NA
"mp.LC.LP.HF.31.alninc.1","mp","LC.LP.HF",31,"alninc",26,1,36,36,27
"mp.LC.LP.HF.31.poptre.1","mp","LC.LP.HF",31,"poptre",31,1,34,34,31
"mp.LC.LP.HF.31.poptre.2","mp","LC.LP.HF",31,"poptre",34,1,40,34,34
"mp.LC.LP.HF.31.shecan.1","mp","LC.LP.HF",31,"shecan",19,1,27,22,19
"mp.LC.LP.HF.31.sorsco.1","mp","LC.LP.HF",31,"sorsco",15,1,18,18,18
"mp.LC.LP.HF.32.poptre.1","mp","LC.LP.HF",32,"poptre",75,1,NA,NA,NA
