"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"2147","sm.LC.HP.LF.31.riblac.2","sm","LC","HP","LF",31,"riblac",34,1,NA,NA,34
"2148","sm.LC.HP.LF.31.shecan.1","sm","LC","HP","LF",31,"shecan",15,1,39,39,15
"2149","sm.LC.HP.LF.32.loninv.1","sm","LC","HP","LF",32,"loninv",17,1,17,17,17
"2150","sm.LC.HP.LF.32.poptre.1","sm","LC","HP","LF",32,"poptre",NA,0,NA,NA,NA
"2151","sm.LC.HP.LF.32.vibedu.1","sm","LC","HP","LF",32,"vibedu",9,1,22,19,15
"2152","sm.LC.HP.LF.33.alninc.1","sm","LC","HP","LF",33,"alninc",37,1,48,43,37
"2153","sm.LC.HP.LF.33.popbal.1","sm","LC","HP","LF",33,"popbal",37,1,NA,NA,NA
"2154","sm.LC.HP.LF.33.spipyr.1","sm","LC","HP","LF",33,"spipyr",75,1,NA,NA,75
"2155","sm.LC.HP.LF.33.symalb.1","sm","LC","HP","LF",33,"symalb",75,1,NA,NA,75
"2156","sm.LC.HP.LF.34.alnvir.1","sm","LC","HP","LF",34,"alnvir",43,1,57,54,43
"2157","sm.LC.HP.LF.34.menfer.1","sm","LC","HP","LF",34,"menfer",NA,0,NA,NA,NA
"2158","sm.LC.HP.LF.34.poptre.1","sm","LC","HP","LF",34,"poptre",54,1,NA,NA,NA
"2159","sm.LC.HP.LF.34.sorsco.1","sm","LC","HP","LF",34,"sorsco",54,1,54,54,54
"2160","sm.LC.HP.LF.35.acegla.1","sm","LC","HP","LF",35,"acegla",NA,0,NA,NA,NA
"2161","sm.LC.HP.LF.35.menfer.1","sm","LC","HP","LF",35,"menfer",66,1,NA,NA,66
"2162","sm.LC.HP.LF.35.rubpar.1","sm","LC","HP","LF",35,"rubpar",39,1,NA,43,39
"2163","sm.LC.HP.LF.35.spipyr.1","sm","LC","HP","LF",35,"spipyr",NA,0,NA,NA,NA
"2164","sm.LC.HP.LF.36.corsto.1","sm","LC","HP","LF",36,"corsto",15,1,NA,22,22
"2165","sm.LC.HP.LF.36.menfer.1","sm","LC","HP","LF",36,"menfer",69,1,NA,69,69
"2166","sm.LC.HP.LF.36.spipyr.1","sm","LC","HP","LF",36,"spipyr",NA,0,NA,NA,NA
"2167","sm.LC.HP.LF.36.symalb.1","sm","LC","HP","LF",36,"symalb",NA,0,NA,NA,NA
"2168","sm.LC.HP.LF.37.alninc.1","sm","LC","HP","LF",37,"alninc",43,1,49,43,43
"2169","sm.LC.HP.LF.37.betpap.1","sm","LC","HP","LF",37,"betpap",32,1,32,32,32
"2170","sm.LC.HP.LF.37.menfer.1","sm","LC","HP","LF",37,"menfer",NA,0,NA,NA,NA
"2171","sm.LC.HP.LF.37.vacmem.1","sm","LC","HP","LF",37,"vacmem",NA,0,NA,NA,NA
"2172","sm.LC.HP.LF.38.alnvir.1","sm","LC","HP","LF",38,"alnvir",60,1,66,63,60
"2173","sm.LC.HP.LF.38.alnvir.2","sm","LC","HP","LF",38,"alnvir",39,1,NA,NA,43
"2174","sm.LC.HP.LF.38.corsto.1","sm","LC","HP","LF",38,"corsto",15,1,22,19,15
"2175","sm.LC.HP.LF.38.vibedu.1","sm","LC","HP","LF",38,"vibedu",15,1,15,15,15
"2176","sm.LC.HP.LF.39.corsto.1","sm","LC","HP","LF",39,"corsto",22,1,22,22,22
"2177","sm.LC.HP.LF.39.spipyr.1","sm","LC","HP","LF",39,"spipyr",63,1,NA,NA,63
"2178","sm.LC.HP.LF.39.symalb.1","sm","LC","HP","LF",39,"symalb",75,1,NA,78,75
"2179","sm.LC.HP.LF.39.vibedu.1","sm","LC","HP","LF",39,"vibedu",17,1,17,17,17
"2180","sm.LC.HP.LF.4.popbal.1","sm","LC","HP","LF",4,"popbal",61,1,NA,NA,NA
"2181","sm.LC.HP.LF.4.poptre.1","sm","LC","HP","LF",4,"poptre",43,1,NA,43,43
"2182","sm.LC.HP.LF.4.shecan.1","sm","LC","HP","LF",4,"shecan",37,1,45,43,37
"2183","sm.LC.HP.LF.4.vacmem.1","sm","LC","HP","LF",4,"vacmem",32,1,NA,NA,32
"2184","sm.LC.HP.LF.40.betpap.1","sm","LC","HP","LF",40,"betpap",43,1,48,48,43
"2185","sm.LC.HP.LF.40.corsto.1","sm","LC","HP","LF",40,"corsto",15,1,21,21,21
"2186","sm.LC.HP.LF.40.vacmem.1","sm","LC","HP","LF",40,"vacmem",45,1,NA,NA,45
"2187","sm.LC.HP.LF.5.betpap.1","sm","LC","HP","LF",5,"betpap",45,1,53,53,53
"2188","sm.LC.HP.LF.5.loninv.1","sm","LC","HP","LF",5,"loninv",38,1,NA,NA,NA
"2189","sm.LC.HP.LF.5.popbal.1","sm","LC","HP","LF",5,"popbal",45,1,45,45,45
"2190","sm.LC.HP.LF.5.spibet.1","sm","LC","HP","LF",5,"spibet",38,1,NA,NA,39
"2191","sm.LC.HP.LF.6.betpap.1","sm","LC","HP","LF",6,"betpap",63,1,63,63,63
"2192","sm.LC.HP.LF.6.loninv.1","sm","LC","HP","LF",6,"loninv",24,1,39,24,24
"2193","sm.LC.HP.LF.6.rubpar.1","sm","LC","HP","LF",6,"rubpar",45,1,61,61,45
"2194","sm.LC.HP.LF.6.rubpar.2","sm","LC","HP","LF",6,"rubpar",NA,0,NA,NA,NA
"2195","sm.LC.HP.LF.6.shecan.1","sm","LC","HP","LF",6,"shecan",28,1,45,39,32
"2196","sm.LC.HP.LF.7.alnvir.1","sm","LC","HP","LF",7,"alnvir",61,1,66,63,61
"2197","sm.LC.HP.LF.7.sorsco.1","sm","LC","HP","LF",7,"sorsco",NA,0,NA,NA,NA
"2198","sm.LC.HP.LF.7.vacmem.1","sm","LC","HP","LF",7,"vacmem",39,1,NA,NA,39
"2199","sm.LC.HP.LF.8.acegla.1","sm","LC","HP","LF",8,"acegla",39,1,NA,45,39
"2200","sm.LC.HP.LF.8.menfer.1","sm","LC","HP","LF",8,"menfer",NA,0,NA,NA,NA
"2201","sm.LC.HP.LF.8.popbal.1","sm","LC","HP","LF",8,"popbal",39,1,45,43,39
"2202","sm.LC.HP.LF.8.popbal.2","sm","LC","HP","LF",8,"popbal",37,1,48,43,37
"2203","sm.LC.HP.LF.9.acegla.1","sm","LC","HP","LF",9,"acegla",43,1,NA,57,43
"2204","sm.LC.HP.LF.9.popbal.1","sm","LC","HP","LF",9,"popbal",39,1,NA,NA,NA
"2205","sm.LC.HP.LF.9.sorsco.1","sm","LC","HP","LF",9,"sorsco",21,1,NA,NA,NA
"2206","sm.LC.LP.HF.1.alnvir.1","sm","LC","LP","HF",1,"alnvir",37,1,NA,NA,49
"2207","sm.LC.LP.HF.1.amealn.1","sm","LC","LP","HF",1,"amealn",19,1,26,25,19
"2208","sm.LC.LP.HF.1.betpap.1","sm","LC","LP","HF",1,"betpap",34,1,57,34,34
"2209","sm.LC.LP.HF.1.sorsco.1","sm","LC","LP","HF",1,"sorsco",25,1,NA,NA,37
"2210","sm.LC.LP.HF.10.acegla.1","sm","LC","LP","HF",10,"acegla",19,1,NA,19,19
"2211","sm.LC.LP.HF.10.poptre.1","sm","LC","LP","HF",10,"poptre",31,1,NA,37,31
"2212","sm.LC.LP.HF.10.rubpar.1","sm","LC","LP","HF",10,"rubpar",27,1,NA,NA,NA
"2213","sm.LC.LP.HF.10.vacmem.1","sm","LC","LP","HF",10,"vacmem",19,1,NA,29,19
"2214","sm.LC.LP.HF.11.acegla.1","sm","LC","LP","HF",11,"acegla",42,1,NA,NA,42
"2215","sm.LC.LP.HF.11.betpap.1","sm","LC","LP","HF",11,"betpap",27,1,33,27,27
"2216","sm.LC.LP.HF.11.sorsco.1","sm","LC","LP","HF",11,"sorsco",15,1,NA,NA,15
"2217","sm.LC.LP.HF.11.symalb.1","sm","LC","LP","HF",11,"symalb",25,1,NA,NA,25
"2218","sm.LC.LP.HF.12.alninc.1","sm","LC","LP","HF",12,"alninc",31,1,34,34,31
"2219","sm.LC.LP.HF.12.alnvir.1","sm","LC","LP","HF",12,"alnvir",22,1,NA,66,22
"2220","sm.LC.LP.HF.12.corsto.1","sm","LC","LP","HF",12,"corsto",9,1,9,9,9
"2221","sm.LC.LP.HF.12.spipyr.1","sm","LC","LP","HF",12,"spipyr",15,1,NA,NA,15
"2222","sm.LC.LP.HF.13.alnvir.1","sm","LC","LP","HF",13,"alnvir",NA,0,NA,NA,NA
"2223","sm.LC.LP.HF.13.poptre.1","sm","LC","LP","HF",13,"poptre",34,1,50,36,34
"2224","sm.LC.LP.HF.13.spibet.1","sm","LC","LP","HF",13,"spibet",15,1,19,19,19
"2225","sm.LC.LP.HF.13.spibet.2","sm","LC","LP","HF",13,"spibet",9,1,29,22,15
"2226","sm.LC.LP.HF.14.poptre.1","sm","LC","LP","HF",14,"poptre",34,1,37,37,37
"2227","sm.LC.LP.HF.14.riblac.1","sm","LC","LP","HF",14,"riblac",15,1,NA,19,15
"2228","sm.LC.LP.HF.14.spibet.1","sm","LC","LP","HF",14,"spibet",19,1,37,31,19
"2229","sm.LC.LP.HF.14.symalb.1","sm","LC","LP","HF",14,"symalb",42,1,NA,NA,42
"2230","sm.LC.LP.HF.15.riblac.1","sm","LC","LP","HF",15,"riblac",17,1,NA,NA,NA
"2231","sm.LC.LP.HF.15.rubpar.1","sm","LC","LP","HF",15,"rubpar",39,1,NA,NA,39
"2232","sm.LC.LP.HF.15.shecan.1","sm","LC","LP","HF",15,"shecan",22,1,29,29,29
"2233","sm.LC.LP.HF.15.symalb.1","sm","LC","LP","HF",15,"symalb",31,1,NA,NA,31
"2234","sm.LC.LP.HF.16.corsto.1","sm","LC","LP","HF",16,"corsto",15,1,22,19,15
"2235","sm.LC.LP.HF.16.menfer.1","sm","LC","LP","HF",16,"menfer",42,1,NA,NA,42
"2236","sm.LC.LP.HF.16.symalb.1","sm","LC","LP","HF",16,"symalb",NA,0,NA,NA,NA
"2237","sm.LC.LP.HF.16.vacmem.1","sm","LC","LP","HF",16,"vacmem",17,1,NA,NA,17
"2238","sm.LC.LP.HF.17.popbal.1","sm","LC","LP","HF",17,"popbal",29,1,NA,50,29
"2239","sm.LC.LP.HF.17.riblac.1","sm","LC","LP","HF",17,"riblac",19,1,NA,60,19
"2240","sm.LC.LP.HF.17.shecan.1","sm","LC","LP","HF",17,"shecan",19,1,25,25,19
"2241","sm.LC.LP.HF.17.vibedu.1","sm","LC","LP","HF",17,"vibedu",7,1,7,7,7
"2242","sm.LC.LP.HF.18.loninv.1","sm","LC","LP","HF",18,"loninv",15,1,46,29,15
"2243","sm.LC.LP.HF.18.popbal.1","sm","LC","LP","HF",18,"popbal",25,1,NA,NA,NA
"2244","sm.LC.LP.HF.18.shecan.1","sm","LC","LP","HF",18,"shecan",15,1,25,22,15
"2245","sm.LC.LP.HF.18.vibedu.1","sm","LC","LP","HF",18,"vibedu",7,1,7,7,7
"2246","sm.LC.LP.HF.19.alninc.1","sm","LC","LP","HF",19,"alninc",25,1,25,25,25
"2247","sm.LC.LP.HF.19.betpap.1","sm","LC","LP","HF",19,"betpap",25,1,29,25,25
"2248","sm.LC.LP.HF.19.poptre.1","sm","LC","LP","HF",19,"poptre",25,1,NA,NA,31
"2249","sm.LC.LP.HF.19.spipyr.1","sm","LC","LP","HF",19,"spipyr",19,1,NA,27,19
"2250","sm.LC.LP.HF.2.riblac.1","sm","LC","LP","HF",2,"riblac",NA,0,NA,NA,NA
"2251","sm.LC.LP.HF.2.shecan.1","sm","LC","LP","HF",2,"shecan",22,1,60,36,24
"2252","sm.LC.LP.HF.2.sorsco.1","sm","LC","LP","HF",2,"sorsco",15,1,NA,15,15
"2253","sm.LC.LP.HF.2.symalb.1","sm","LC","LP","HF",2,"symalb",78,1,NA,NA,78
"2254","sm.LC.LP.HF.2.vacmem.1","sm","LC","LP","HF",2,"vacmem",15,1,29,19,15
"2255","sm.LC.LP.HF.20.alnvir.1","sm","LC","LP","HF",20,"alnvir",40,1,NA,NA,50
"2256","sm.LC.LP.HF.20.amealn.1","sm","LC","LP","HF",20,"amealn",17,1,31,22,17
"2257","sm.LC.LP.HF.20.sorsco.1","sm","LC","LP","HF",20,"sorsco",25,1,NA,NA,NA
"2258","sm.LC.LP.HF.21.alnvir.1","sm","LC","LP","HF",21,"alnvir",31,1,NA,53,39
"2259","sm.LC.LP.HF.21.popbal.1","sm","LC","LP","HF",21,"popbal",27,1,NA,NA,NA
"2260","sm.LC.LP.HF.21.popbal.2","sm","LC","LP","HF",21,"popbal",25,1,25,25,25
"2261","sm.LC.LP.HF.21.rubpar.1","sm","LC","LP","HF",21,"rubpar",37,1,NA,37,37
"2262","sm.LC.LP.HF.22.alninc.1","sm","LC","LP","HF",22,"alninc",34,1,39,39,36
"2263","sm.LC.LP.HF.22.riblac.1","sm","LC","LP","HF",22,"riblac",57,1,NA,NA,57
"2264","sm.LC.LP.HF.22.spibet.1","sm","LC","LP","HF",22,"spibet",15,1,NA,19,15
"2265","sm.LC.LP.HF.22.vibedu.1","sm","LC","LP","HF",22,"vibedu",4,1,NA,34,4
"2266","sm.LC.LP.HF.23.amealn.1","sm","LC","LP","HF",23,"amealn",NA,0,NA,NA,NA
"2267","sm.LC.LP.HF.23.rubpar.1","sm","LC","LP","HF",23,"rubpar",17,1,NA,NA,17
"2268","sm.LC.LP.HF.23.symalb.1","sm","LC","LP","HF",23,"symalb",NA,0,NA,NA,NA
"2269","sm.LC.LP.HF.23.vacmem.1","sm","LC","LP","HF",23,"vacmem",19,1,NA,NA,19
"2270","sm.LC.LP.HF.24.betpap.1","sm","LC","LP","HF",24,"betpap",27,1,27,27,27
"2271","sm.LC.LP.HF.24.loninv.1","sm","LC","LP","HF",24,"loninv",24,1,NA,NA,24
"2272","sm.LC.LP.HF.24.shecan.1","sm","LC","LP","HF",24,"shecan",24,1,31,27,24
"2273","sm.LC.LP.HF.24.symalb.1","sm","LC","LP","HF",24,"symalb",NA,0,NA,NA,NA
"2274","sm.LC.LP.HF.24.vacmem.1","sm","LC","LP","HF",24,"vacmem",27,1,NA,NA,NA
"2275","sm.LC.LP.HF.25.betpap.1","sm","LC","LP","HF",25,"betpap",22,1,25,25,22
"2276","sm.LC.LP.HF.25.corsto.1","sm","LC","LP","HF",25,"corsto",9,1,17,15,15
"2277","sm.LC.LP.HF.25.riblac.1","sm","LC","LP","HF",25,"riblac",NA,0,NA,NA,NA
"2278","sm.LC.LP.HF.25.sorsco.1","sm","LC","LP","HF",25,"sorsco",31,1,NA,NA,NA
"2279","sm.LC.LP.HF.26.acegla.1","sm","LC","LP","HF",26,"acegla",78,1,NA,NA,78
"2280","sm.LC.LP.HF.26.corsto.1","sm","LC","LP","HF",26,"corsto",15,1,19,19,19
"2281","sm.LC.LP.HF.26.menfer.1","sm","LC","LP","HF",26,"menfer",57,1,NA,75,57
"2282","sm.LC.LP.HF.26.menfer.2","sm","LC","LP","HF",26,"menfer",57,1,NA,NA,57
"2283","sm.LC.LP.HF.27.menfer.1","sm","LC","LP","HF",27,"menfer",40,1,NA,NA,40
"2284","sm.LC.LP.HF.27.poptre.1","sm","LC","LP","HF",27,"poptre",21,1,37,29,27
"2285","sm.LC.LP.HF.27.shecan.1","sm","LC","LP","HF",27,"shecan",4,1,27,21,19
"2286","sm.LC.LP.HF.27.shecan.2","sm","LC","LP","HF",27,"shecan",NA,0,NA,NA,NA
"2287","sm.LC.LP.HF.27.vibedu.1","sm","LC","LP","HF",27,"vibedu",15,1,NA,15,15
"2288","sm.LC.LP.HF.28.amealn.1","sm","LC","LP","HF",28,"amealn",17,1,29,27,22
"2289","sm.LC.LP.HF.28.amealn.2","sm","LC","LP","HF",28,"amealn",NA,0,NA,NA,NA
"2290","sm.LC.LP.HF.28.loninv.1","sm","LC","LP","HF",28,"loninv",15,1,NA,22,15
"2291","sm.LC.LP.HF.28.spipyr.1","sm","LC","LP","HF",28,"spipyr",NA,0,NA,NA,NA
"2292","sm.LC.LP.HF.28.vibedu.1","sm","LC","LP","HF",28,"vibedu",9,1,NA,15,9
"2293","sm.LC.LP.HF.29.acegla.1","sm","LC","LP","HF",29,"acegla",36,1,NA,NA,36
"2294","sm.LC.LP.HF.29.alninc.1","sm","LC","LP","HF",29,"alninc",36,1,39,39,39
"2295","sm.LC.LP.HF.29.rubpar.1","sm","LC","LP","HF",29,"rubpar",17,1,NA,NA,17
"2296","sm.LC.LP.HF.29.spibet.1","sm","LC","LP","HF",29,"spibet",19,1,22,22,19
"2297","sm.LC.LP.HF.3.alnvir.1","sm","LC","LP","HF",3,"alnvir",28,1,NA,NA,28
"2298","sm.LC.LP.HF.3.loninv.1","sm","LC","LP","HF",3,"loninv",17,1,NA,NA,31
"2299","sm.LC.LP.HF.3.rubpar.1","sm","LC","LP","HF",3,"rubpar",24,1,42,24,24
"2300","sm.LC.LP.HF.3.vacmem.1","sm","LC","LP","HF",3,"vacmem",22,1,NA,22,22
"2301","sm.LC.LP.HF.30.riblac.1","sm","LC","LP","HF",30,"riblac",15,1,NA,NA,NA
"2302","sm.LC.LP.HF.30.shecan.1","sm","LC","LP","HF",30,"shecan",15,1,19,15,15
"2303","sm.LC.LP.HF.30.spibet.1","sm","LC","LP","HF",30,"spibet",22,1,NA,NA,22
"2304","sm.LC.LP.HF.30.symalb.1","sm","LC","LP","HF",30,"symalb",22,1,NA,NA,22
"2305","sm.LC.LP.HF.31.acegla.1","sm","LC","LP","HF",31,"acegla",36,1,NA,NA,36
"2306","sm.LC.LP.HF.31.sorsco.1","sm","LC","LP","HF",31,"sorsco",25,1,NA,NA,NA
"2307","sm.LC.LP.HF.31.spipyr.1","sm","LC","LP","HF",31,"spipyr",25,1,36,25,25
"2308","sm.LC.LP.HF.32.alninc.1","sm","LC","LP","HF",32,"alninc",21,1,36,31,31
"2309","sm.LC.LP.HF.32.betpap.1","sm","LC","LP","HF",32,"betpap",25,1,25,25,25
"2310","sm.LC.LP.HF.32.menfer.1","sm","LC","LP","HF",32,"menfer",40,1,NA,NA,40
"2311","sm.LC.LP.HF.33.alnvir.1","sm","LC","LP","HF",33,"alnvir",42,1,NA,NA,42
"2312","sm.LC.LP.HF.33.popbal.1","sm","LC","LP","HF",33,"popbal",27,1,34,31,31
"2313","sm.LC.LP.HF.33.poptre.1","sm","LC","LP","HF",33,"poptre",34,1,NA,NA,34
"2314","sm.LC.LP.HF.33.spipyr.1","sm","LC","LP","HF",33,"spipyr",27,1,36,36,36
"2315","sm.LC.LP.HF.34.corsto.1","sm","LC","LP","HF",34,"corsto",19,1,22,22,19
"2316","sm.LC.LP.HF.34.loninv.1","sm","LC","LP","HF",34,"loninv",19,1,NA,42,37
"2317","sm.LC.LP.HF.34.shecan.1","sm","LC","LP","HF",34,"shecan",19,1,22,22,22
"2318","sm.LC.LP.HF.34.vacmem.1","sm","LC","LP","HF",34,"vacmem",NA,0,NA,NA,NA
"2319","sm.LC.LP.HF.35.popbal.1","sm","LC","LP","HF",35,"popbal",31,1,39,31,31
"2320","sm.LC.LP.HF.35.spibet.1","sm","LC","LP","HF",35,"spibet",9,1,NA,NA,15
"2321","sm.LC.LP.HF.35.symalb.1","sm","LC","LP","HF",35,"symalb",NA,0,NA,NA,NA
"2322","sm.LC.LP.HF.35.vacmem.1","sm","LC","LP","HF",35,"vacmem",NA,0,NA,NA,NA
"2323","sm.LC.LP.HF.36.amealn.1","sm","LC","LP","HF",36,"amealn",31,1,31,31,31
"2324","sm.LC.LP.HF.36.poptre.1","sm","LC","LP","HF",36,"poptre",31,1,NA,36,36
"2325","sm.LC.LP.HF.36.poptre.2","sm","LC","LP","HF",36,"poptre",31,1,NA,NA,NA
"2326","sm.LC.LP.HF.36.vibedu.1","sm","LC","LP","HF",36,"vibedu",15,1,34,15,15
"2327","sm.LC.LP.HF.37.loninv.1","sm","LC","LP","HF",37,"loninv",15,1,NA,NA,15
"2328","sm.LC.LP.HF.37.menfer.1","sm","LC","LP","HF",37,"menfer",53,1,NA,NA,53
"2329","sm.LC.LP.HF.37.shecan.1","sm","LC","LP","HF",37,"shecan",31,1,NA,53,31
"2330","sm.LC.LP.HF.37.vibedu.1","sm","LC","LP","HF",37,"vibedu",9,1,NA,NA,15
"2331","sm.LC.LP.HF.38.amealn.1","sm","LC","LP","HF",38,"amealn",19,1,40,31,19
"2332","sm.LC.LP.HF.38.corsto.1","sm","LC","LP","HF",38,"corsto",15,1,NA,NA,NA
"2333","sm.LC.LP.HF.38.shecan.1","sm","LC","LP","HF",38,"shecan",15,1,25,19,15
"2334","sm.LC.LP.HF.38.vibedu.1","sm","LC","LP","HF",38,"vibedu",15,1,19,19,15
"2335","sm.LC.LP.HF.39.betpap.1","sm","LC","LP","HF",39,"betpap",29,1,29,29,29
"2336","sm.LC.LP.HF.39.loninv.1","sm","LC","LP","HF",39,"loninv",24,1,NA,37,24
"2337","sm.LC.LP.HF.39.menfer.1","sm","LC","LP","HF",39,"menfer",49,1,NA,NA,49
"2338","sm.LC.LP.HF.39.menfer.2","sm","LC","LP","HF",39,"menfer",78,1,NA,NA,78
"2339","sm.LC.LP.HF.4.acegla.1","sm","LC","LP","HF",4,"acegla",69,1,NA,NA,69
"2340","sm.LC.LP.HF.4.corsto.1","sm","LC","LP","HF",4,"corsto",15,1,19,15,15
"2341","sm.LC.LP.HF.4.spipyr.1","sm","LC","LP","HF",4,"spipyr",19,1,NA,22,22
"2342","sm.LC.LP.HF.4.spipyr.2","sm","LC","LP","HF",4,"spipyr",15,1,NA,NA,15
"2343","sm.LC.LP.HF.40.alninc.1","sm","LC","LP","HF",40,"alninc",34,1,34,34,34
"2344","sm.LC.LP.HF.40.alninc.2","sm","LC","LP","HF",40,"alninc",31,1,42,39,34
"2345","sm.LC.LP.HF.40.popbal.1","sm","LC","LP","HF",40,"popbal",25,1,27,25,25
"2346","sm.LC.LP.HF.40.rubpar.1","sm","LC","LP","HF",40,"rubpar",21,1,21,21,21
"2347","sm.LC.LP.HF.5.amealn.1","sm","LC","LP","HF",5,"amealn",15,1,NA,NA,24
"2348","sm.LC.LP.HF.5.corsto.1","sm","LC","LP","HF",5,"corsto",15,1,NA,36,22
"2349","sm.LC.LP.HF.5.shecan.1","sm","LC","LP","HF",5,"shecan",19,1,40,29,19
"2350","sm.LC.LP.HF.5.sorsco.1","sm","LC","LP","HF",5,"sorsco",15,1,NA,NA,NA
"2351","sm.LC.LP.HF.5.spipyr.1","sm","LC","LP","HF",5,"spipyr",34,1,NA,NA,34
"2352","sm.LC.LP.HF.5.symalb.1","sm","LC","LP","HF",5,"symalb",NA,0,NA,NA,NA
"2353","sm.LC.LP.HF.6.alnvir.1","sm","LC","LP","HF",6,"alnvir",78,1,NA,NA,NA
"2354","sm.LC.LP.HF.6.amealn.1","sm","LC","LP","HF",6,"amealn",9,1,34,29,15
"2355","sm.LC.LP.HF.6.sorsco.1","sm","LC","LP","HF",6,"sorsco",9,1,NA,15,9
"2356","sm.LC.LP.HF.7.acegla.1","sm","LC","LP","HF",7,"acegla",81,1,NA,NA,NA
"2357","sm.LC.LP.HF.7.popbal.1","sm","LC","LP","HF",7,"popbal",22,1,25,25,22
"2358","sm.LC.LP.HF.7.rubpar.1","sm","LC","LP","HF",7,"rubpar",63,1,NA,NA,63
"2359","sm.LC.LP.HF.7.sorsco.1","sm","LC","LP","HF",7,"sorsco",17,1,NA,NA,NA
"2360","sm.LC.LP.HF.8.acegla.1","sm","LC","LP","HF",8,"acegla",19,1,NA,NA,31
"2361","sm.LC.LP.HF.8.betpap.1","sm","LC","LP","HF",8,"betpap",29,1,31,31,31
"2362","sm.LC.LP.HF.8.loninv.1","sm","LC","LP","HF",8,"loninv",15,1,15,15,15
"2363","sm.LC.LP.HF.8.riblac.1","sm","LC","LP","HF",8,"riblac",NA,0,NA,NA,NA
"2364","sm.LC.LP.HF.9.alninc.1","sm","LC","LP","HF",9,"alninc",22,1,24,22,22
"2365","sm.LC.LP.HF.9.sorsco.1","sm","LC","LP","HF",9,"sorsco",9,1,NA,22,15
"2366","sm.LC.LP.HF.9.sorsco.2","sm","LC","LP","HF",9,"sorsco",24,1,NA,NA,NA
"2367","sm.LC.LP.HF.9.sorsco.3","sm","LC","LP","HF",9,"sorsco",10,1,NA,NA,NA
"2368","sm.LC.LP.HF.9.spibet.1","sm","LC","LP","HF",9,"spibet",15,1,19,19,15
"2369","sm.LC.LP.LF.1.alninc.1","sm","LC","LP","LF",1,"alninc",48,1,54,54,54
"2370","sm.LC.LP.LF.1.poptre.1","sm","LC","LP","LF",1,"poptre",54,1,NA,NA,54
"2371","sm.LC.LP.LF.1.vacmem.1","sm","LC","LP","LF",1,"vacmem",43,1,NA,NA,43
"2372","sm.LC.LP.LF.1.vibedu.1","sm","LC","LP","LF",1,"vibedu",15,1,39,15,15
"2373","sm.LC.LP.LF.10.alninc.1","sm","LC","LP","LF",10,"alninc",49,1,NA,NA,NA
"2374","sm.LC.LP.LF.10.loninv.1","sm","LC","LP","LF",10,"loninv",49,1,NA,NA,60
"2375","sm.LC.LP.LF.10.riblac.1","sm","LC","LP","LF",10,"riblac",NA,0,NA,NA,NA
"2376","sm.LC.LP.LF.10.symalb.1","sm","LC","LP","LF",10,"symalb",69,1,NA,NA,69
"2377","sm.LC.LP.LF.11.poptre.1","sm","LC","LP","LF",11,"poptre",81,1,NA,NA,NA
"2378","sm.LC.LP.LF.11.poptre.2","sm","LC","LP","LF",11,"poptre",54,1,NA,NA,NA
"2379","sm.LC.LP.LF.11.vacmem.1","sm","LC","LP","LF",11,"vacmem",NA,0,NA,NA,NA
"2380","sm.LC.LP.LF.11.vibedu.1","sm","LC","LP","LF",11,"vibedu",15,1,NA,15,15
"2381","sm.LC.LP.LF.12.amealn.1","sm","LC","LP","LF",12,"amealn",26,1,26,26,26
"2382","sm.LC.LP.LF.12.corsto.1","sm","LC","LP","LF",12,"corsto",26,1,26,26,26
"2383","sm.LC.LP.LF.12.sorsco.1","sm","LC","LP","LF",12,"sorsco",43,1,NA,NA,NA
"2384","sm.LC.LP.LF.12.sorsco.2","sm","LC","LP","LF",12,"sorsco",39,1,NA,NA,NA
"2385","sm.LC.LP.LF.13.popbal.1","sm","LC","LP","LF",13,"popbal",63,1,75,69,69
"2386","sm.LC.LP.LF.13.popbal.2","sm","LC","LP","LF",13,"popbal",39,1,39,39,39
"2387","sm.LC.LP.LF.13.vacmem.1","sm","LC","LP","LF",13,"vacmem",NA,0,NA,NA,NA
"2388","sm.LC.LP.LF.13.vacmem.2","sm","LC","LP","LF",13,"vacmem",34,1,NA,NA,34
"2389","sm.LC.LP.LF.14.riblac.1","sm","LC","LP","LF",14,"riblac",54,1,NA,66,54
"2390","sm.LC.LP.LF.14.riblac.2","sm","LC","LP","LF",14,"riblac",66,1,NA,81,66
"2391","sm.LC.LP.LF.14.shecan.1","sm","LC","LP","LF",14,"shecan",39,1,54,54,45
"2392","sm.LC.LP.LF.14.spipyr.1","sm","LC","LP","LF",14,"spipyr",39,1,NA,NA,39
"2393","sm.LC.LP.LF.15.alninc.1","sm","LC","LP","LF",15,"alninc",35,1,43,39,35
"2394","sm.LC.LP.LF.15.rubpar.1","sm","LC","LP","LF",15,"rubpar",26,1,39,39,26
"2395","sm.LC.LP.LF.15.rubpar.2","sm","LC","LP","LF",15,"rubpar",26,1,NA,NA,26
"2396","sm.LC.LP.LF.15.symalb.1","sm","LC","LP","LF",15,"symalb",26,1,NA,NA,26
"2397","sm.LC.LP.LF.16.acegla.1","sm","LC","LP","LF",16,"acegla",NA,0,NA,NA,NA
"2398","sm.LC.LP.LF.16.amealn.1","sm","LC","LP","LF",16,"amealn",15,1,39,28,17
"2399","sm.LC.LP.LF.16.betpap.1","sm","LC","LP","LF",16,"betpap",49,1,49,49,49
