"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"256","mp.HC.HP.LF.31.amealn.1","mp","HC","HP","LF",31,"amealn",10,1,13,10,10
"257","mp.HC.HP.LF.31.riblac.1","mp","HC","HP","LF",31,"riblac",33,1,NA,84,33
"258","mp.HC.HP.LF.31.samrac.1","mp","HC","HP","LF",31,"samrac",30,1,NA,NA,NA
"259","mp.HC.HP.LF.31.samrac.2","mp","HC","HP","LF",31,"samrac",27,1,27,27,27
"260","mp.HC.HP.LF.32.amealn.1","mp","HC","HP","LF",32,"amealn",10,1,NA,10,10
"261","mp.HC.HP.LF.32.corsto.1","mp","HC","HP","LF",32,"corsto",10,1,10,10,10
"262","mp.HC.HP.LF.32.rhoalb.1","mp","HC","HP","LF",32,"rhoalb",7,1,16,16,10
"263","mp.HC.HP.LF.32.rubpar.1","mp","HC","HP","LF",32,"rubpar",20,1,NA,NA,20
"264","mp.HC.HP.LF.33.corsto.1","mp","HC","HP","LF",33,"corsto",13,1,13,13,13
"265","mp.HC.HP.LF.33.loninv.1","mp","HC","HP","LF",33,"loninv",34,1,NA,NA,58
"266","mp.HC.HP.LF.33.shecan.1","mp","HC","HP","LF",33,"shecan",27,1,36,30,27
"267","mp.HC.HP.LF.33.vibedu.1","mp","HC","HP","LF",33,"vibedu",17,1,NA,NA,20
"268","mp.HC.HP.LF.34.alnvir.1","mp","HC","HP","LF",34,"alnvir",39,1,52,52,49
"269","mp.HC.HP.LF.34.riblac.1","mp","HC","HP","LF",34,"riblac",36,1,NA,39,36
"270","mp.HC.HP.LF.34.spibet.1","mp","HC","HP","LF",34,"spibet",24,1,24,24,24
"271","mp.HC.HP.LF.34.spipyr.1","mp","HC","HP","LF",34,"spipyr",24,1,24,24,24
"272","mp.HC.HP.LF.35.loninv.1","mp","HC","HP","LF",35,"loninv",20,1,NA,NA,20
"273","mp.HC.HP.LF.35.loninv.2","mp","HC","HP","LF",35,"loninv",10,1,NA,NA,84
"274","mp.HC.HP.LF.35.sorsco.1","mp","HC","HP","LF",35,"sorsco",16,1,NA,NA,NA
"275","mp.HC.HP.LF.35.vacmem.1","mp","HC","HP","LF",35,"vacmem",16,1,NA,NA,16
"276","mp.HC.HP.LF.36.corsto.1","mp","HC","HP","LF",36,"corsto",16,1,NA,20,20
"277","mp.HC.HP.LF.36.corsto.2","mp","HC","HP","LF",36,"corsto",13,1,20,20,13
"278","mp.HC.HP.LF.36.popbal.1","mp","HC","HP","LF",36,"popbal",24,1,24,24,24
"279","mp.HC.HP.LF.36.vibedu.1","mp","HC","HP","LF",36,"vibedu",16,1,52,20,16
"280","mp.HC.HP.LF.37.acegla.1","mp","HC","HP","LF",37,"acegla",10,1,NA,58,36
"281","mp.HC.HP.LF.37.alnvir.1","mp","HC","HP","LF",37,"alnvir",55,1,61,61,55
"282","mp.HC.HP.LF.37.loninv.1","mp","HC","HP","LF",37,"loninv",10,1,NA,34,10
"283","mp.HC.HP.LF.37.symalb.1","mp","HC","HP","LF",37,"symalb",10,1,36,20,10
"284","mp.HC.HP.LF.38.loninv.1","mp","HC","HP","LF",38,"loninv",61,1,NA,NA,61
"285","mp.HC.HP.LF.38.rubpar.1","mp","HC","HP","LF",38,"rubpar",24,1,NA,27,24
"286","mp.HC.HP.LF.38.spibet.1","mp","HC","HP","LF",38,"spibet",20,1,NA,NA,20
"287","mp.HC.HP.LF.38.vacmem.1","mp","HC","HP","LF",38,"vacmem",27,1,NA,NA,27
"288","mp.HC.HP.LF.39.alninc.1","mp","HC","HP","LF",39,"alninc",34,1,36,36,34
"289","mp.HC.HP.LF.39.amealn.1","mp","HC","HP","LF",39,"amealn",16,1,36,36,30
"290","mp.HC.HP.LF.39.spibet.1","mp","HC","HP","LF",39,"spibet",13,1,13,13,13
"291","mp.HC.HP.LF.39.vibedu.1","mp","HC","HP","LF",39,"vibedu",16,1,NA,16,16
"292","mp.HC.HP.LF.4.menfer.1","mp","HC","HP","LF",4,"menfer",36,1,NA,NA,36
"293","mp.HC.HP.LF.4.samrac.1","mp","HC","HP","LF",4,"samrac",20,1,49,49,49
"294","mp.HC.HP.LF.4.spibet.1","mp","HC","HP","LF",4,"spibet",20,1,NA,20,20
"295","mp.HC.HP.LF.4.vacmem.1","mp","HC","HP","LF",4,"vacmem",20,1,NA,NA,20
"296","mp.HC.HP.LF.40.acegla.1","mp","HC","HP","LF",40,"acegla",24,1,43,36,36
"297","mp.HC.HP.LF.40.acegla.2","mp","HC","HP","LF",40,"acegla",24,1,NA,NA,58
"298","mp.HC.HP.LF.40.rhoalb.1","mp","HC","HP","LF",40,"rhoalb",20,1,NA,NA,NA
"299","mp.HC.HP.LF.40.rhoalb.2","mp","HC","HP","LF",40,"rhoalb",13,1,43,24,24
"300","mp.HC.HP.LF.5.acegla.1","mp","HC","HP","LF",5,"acegla",24,1,39,36,34
"301","mp.HC.HP.LF.5.menfer.1","mp","HC","HP","LF",5,"menfer",42,1,NA,70,42
"302","mp.HC.HP.LF.5.symalb.1","mp","HC","HP","LF",5,"symalb",13,1,NA,16,13
"303","mp.HC.HP.LF.5.symalb.2","mp","HC","HP","LF",5,"symalb",13,1,39,34,13
"304","mp.HC.HP.LF.6.alnvir.1","mp","HC","HP","LF",6,"alnvir",NA,0,NA,NA,NA
"305","mp.HC.HP.LF.6.popbal.1","mp","HC","HP","LF",6,"popbal",NA,0,NA,NA,NA
"306","mp.HC.HP.LF.6.rubpar.1","mp","HC","HP","LF",6,"rubpar",NA,0,NA,NA,NA
"307","mp.HC.HP.LF.6.rubpar.2","mp","HC","HP","LF",6,"rubpar",NA,0,NA,NA,NA
"308","mp.HC.HP.LF.7.alnvir.1","mp","HC","HP","LF",7,"alnvir",42,1,61,52,42
"309","mp.HC.HP.LF.7.amealn.1","mp","HC","HP","LF",7,"amealn",10,1,20,20,10
"310","mp.HC.HP.LF.7.sorsco.1","mp","HC","HP","LF",7,"sorsco",20,1,NA,NA,NA
"311","mp.HC.HP.LF.7.vacmem.1","mp","HC","HP","LF",7,"vacmem",20,1,NA,NA,20
"312","mp.HC.HP.LF.8.corsto.1","mp","HC","HP","LF",8,"corsto",10,1,24,12,12
"313","mp.HC.HP.LF.8.spibet.1","mp","HC","HP","LF",8,"spibet",12,1,24,24,12
"314","mp.HC.HP.LF.8.spibet.2","mp","HC","HP","LF",8,"spibet",NA,0,NA,NA,NA
"315","mp.HC.HP.LF.8.vibedu.1","mp","HC","HP","LF",8,"vibedu",12,1,NA,24,12
"316","mp.HC.HP.LF.9.alnvir.1","mp","HC","HP","LF",9,"alnvir",49,1,52,49,49
"317","mp.HC.HP.LF.9.loninv.1","mp","HC","HP","LF",9,"loninv",46,1,NA,84,76
"318","mp.HC.HP.LF.9.samrac.1","mp","HC","HP","LF",9,"samrac",27,1,NA,27,27
"319","mp.HC.HP.LF.9.samrac.2","mp","HC","HP","LF",9,"samrac",27,1,46,46,27
"320","mp.HC.LP.HF.1.alninc.1","mp","HC","LP","HF",1,"alninc",23,1,34,26,23
"321","mp.HC.LP.HF.1.rhoalb.1","mp","HC","LP","HF",1,"rhoalb",16,1,NA,NA,23
"322","mp.HC.LP.HF.1.spibet.1","mp","HC","LP","HF",1,"spibet",13,1,NA,NA,NA
"323","mp.HC.LP.HF.1.symalb.1","mp","HC","LP","HF",1,"symalb",7,1,42,28,7
"324","mp.HC.LP.HF.10.corsto.1","mp","HC","LP","HF",10,"corsto",13,1,26,17,13
"325","mp.HC.LP.HF.10.menfer.1","mp","HC","LP","HF",10,"menfer",26,1,NA,31,26
"326","mp.HC.LP.HF.10.vacmem.1","mp","HC","LP","HF",10,"vacmem",13,1,NA,NA,13
"327","mp.HC.LP.HF.10.vacmem.2","mp","HC","LP","HF",10,"vacmem",NA,0,NA,NA,NA
"328","mp.HC.LP.HF.11.popbal.1","mp","HC","LP","HF",11,"popbal",16,1,NA,23,19
"329","mp.HC.LP.HF.11.samrac.1","mp","HC","LP","HF",11,"samrac",19,1,NA,NA,NA
"330","mp.HC.LP.HF.11.symalb.1","mp","HC","LP","HF",11,"symalb",16,1,NA,37,16
"331","mp.HC.LP.HF.11.vibedu.1","mp","HC","LP","HF",11,"vibedu",10,1,NA,13,10
"332","mp.HC.LP.HF.12.alninc.1","mp","HC","LP","HF",12,"alninc",19,1,23,19,19
"333","mp.HC.LP.HF.12.corsto.1","mp","HC","LP","HF",12,"corsto",12,1,16,12,12
"334","mp.HC.LP.HF.12.vacmem.1","mp","HC","LP","HF",12,"vacmem",12,1,NA,NA,12
"335","mp.HC.LP.HF.12.vibedu.1","mp","HC","LP","HF",12,"vibedu",16,1,NA,NA,16
"336","mp.HC.LP.HF.13.rhoalb.1","mp","HC","LP","HF",13,"rhoalb",10,1,NA,NA,26
"337","mp.HC.LP.HF.13.samrac.1","mp","HC","LP","HF",13,"samrac",17,1,NA,NA,17
"338","mp.HC.LP.HF.13.spibet.1","mp","HC","LP","HF",13,"spibet",10,1,17,17,17
"339","mp.HC.LP.HF.13.vacmem.1","mp","HC","LP","HF",13,"vacmem",17,1,NA,NA,17
"340","mp.HC.LP.HF.14.acegla.1","mp","HC","LP","HF",14,"acegla",NA,0,NA,NA,NA
"341","mp.HC.LP.HF.14.loninv.1","mp","HC","LP","HF",14,"loninv",10,1,NA,NA,13
"342","mp.HC.LP.HF.14.rhoalb.1","mp","HC","LP","HF",14,"rhoalb",13,1,NA,NA,17
"343","mp.HC.LP.HF.14.rubpar.1","mp","HC","LP","HF",14,"rubpar",23,1,NA,23,23
"344","mp.HC.LP.HF.15.loninv.1","mp","HC","LP","HF",15,"loninv",10,1,NA,NA,16
"345","mp.HC.LP.HF.15.poptre.1","mp","HC","LP","HF",15,"poptre",34,1,34,34,34
"346","mp.HC.LP.HF.15.sorsco.1","mp","HC","LP","HF",15,"sorsco",12,1,NA,NA,NA
"347","mp.HC.LP.HF.15.symalb.1","mp","HC","LP","HF",15,"symalb",12,1,NA,26,12
"348","mp.HC.LP.HF.16.alnvir.1","mp","HC","LP","HF",16,"alnvir",23,1,26,26,26
"349","mp.HC.LP.HF.16.amealn.1","mp","HC","LP","HF",16,"amealn",7,1,10,10,10
"350","mp.HC.LP.HF.16.shecan.1","mp","HC","LP","HF",16,"shecan",17,1,31,28,17
"351","mp.HC.LP.HF.16.symalb.1","mp","HC","LP","HF",16,"symalb",17,1,NA,NA,17
"352","mp.HC.LP.HF.17.loninv.1","mp","HC","LP","HF",17,"loninv",9,1,NA,NA,9
"353","mp.HC.LP.HF.17.poptre.1","mp","HC","LP","HF",17,"poptre",31,1,31,31,31
"354","mp.HC.LP.HF.17.spibet.1","mp","HC","LP","HF",17,"spibet",23,1,23,23,23
"355","mp.HC.LP.HF.17.vibedu.1","mp","HC","LP","HF",17,"vibedu",12,1,16,13,12
"356","mp.HC.LP.HF.18.loninv.1","mp","HC","LP","HF",18,"loninv",10,1,10,10,10
"357","mp.HC.LP.HF.18.poptre.1","mp","HC","LP","HF",18,"poptre",31,1,NA,34,31
"358","mp.HC.LP.HF.18.sorsco.1","mp","HC","LP","HF",18,"sorsco",7,1,19,17,17
"359","mp.HC.LP.HF.18.spipyr.1","mp","HC","LP","HF",18,"spipyr",17,1,NA,NA,17
"360","mp.HC.LP.HF.19.amealn.1","mp","HC","LP","HF",19,"amealn",7,1,7,7,7
"361","mp.HC.LP.HF.19.loninv.1","mp","HC","LP","HF",19,"loninv",10,1,NA,NA,NA
"362","mp.HC.LP.HF.19.popbal.1","mp","HC","LP","HF",19,"popbal",NA,0,NA,NA,NA
"363","mp.HC.LP.HF.19.spibet.1","mp","HC","LP","HF",19,"spibet",28,1,28,28,28
"364","mp.HC.LP.HF.2.alninc.1","mp","HC","LP","HF",2,"alninc",12,1,23,19,12
"365","mp.HC.LP.HF.2.menfer.1","mp","HC","LP","HF",2,"menfer",NA,0,NA,NA,NA
"366","mp.HC.LP.HF.2.poptre.1","mp","HC","LP","HF",2,"poptre",23,1,NA,NA,23
"367","mp.HC.LP.HF.2.vibedu.1","mp","HC","LP","HF",2,"vibedu",12,1,NA,23,12
"368","mp.HC.LP.HF.20.alninc.1","mp","HC","LP","HF",20,"alninc",17,1,31,23,17
"369","mp.HC.LP.HF.20.alninc.2","mp","HC","LP","HF",20,"alninc",17,1,NA,25,20
"370","mp.HC.LP.HF.20.poptre.1","mp","HC","LP","HF",20,"poptre",23,1,NA,NA,NA
"371","mp.HC.LP.HF.20.samrac.1","mp","HC","LP","HF",20,"samrac",23,1,NA,NA,23
"372","mp.HC.LP.HF.21.popbal.1","mp","HC","LP","HF",21,"popbal",12,1,16,16,12
"373","mp.HC.LP.HF.21.rhoalb.1","mp","HC","LP","HF",21,"rhoalb",16,1,NA,NA,26
"374","mp.HC.LP.HF.21.spipyr.1","mp","HC","LP","HF",21,"spipyr",10,1,NA,10,10
"375","mp.HC.LP.HF.21.symalb.1","mp","HC","LP","HF",21,"symalb",10,1,31,10,10
"376","mp.HC.LP.HF.22.alnvir.1","mp","HC","LP","HF",22,"alnvir",45,1,54,48,45
"377","mp.HC.LP.HF.22.amealn.1","mp","HC","LP","HF",22,"amealn",0,1,0,0,0
"378","mp.HC.LP.HF.22.corsto.1","mp","HC","LP","HF",22,"corsto",10,1,20,10,10
"379","mp.HC.LP.HF.22.shecan.1","mp","HC","LP","HF",22,"shecan",13,1,28,28,13
"380","mp.HC.LP.HF.23.alnvir.1","mp","HC","LP","HF",23,"alnvir",23,1,23,23,23
"381","mp.HC.LP.HF.23.menfer.1","mp","HC","LP","HF",23,"menfer",28,1,NA,NA,28
"382","mp.HC.LP.HF.23.rhoalb.1","mp","HC","LP","HF",23,"rhoalb",17,1,NA,NA,17
"383","mp.HC.LP.HF.23.vacmem.1","mp","HC","LP","HF",23,"vacmem",20,1,NA,NA,20
"384","mp.HC.LP.HF.24.acegla.1","mp","HC","LP","HF",24,"acegla",40,1,NA,NA,54
"385","mp.HC.LP.HF.24.acegla.2","mp","HC","LP","HF",24,"acegla",13,1,NA,NA,NA
"386","mp.HC.LP.HF.24.sorsco.1","mp","HC","LP","HF",24,"sorsco",17,1,NA,NA,17
"387","mp.HC.LP.HF.24.vibedu.1","mp","HC","LP","HF",24,"vibedu",13,1,NA,20,13
"388","mp.HC.LP.HF.25.alnvir.1","mp","HC","LP","HF",25,"alnvir",34,1,54,54,34
"389","mp.HC.LP.HF.25.corsto.1","mp","HC","LP","HF",25,"corsto",8,1,8,8,8
"390","mp.HC.LP.HF.25.riblac.1","mp","HC","LP","HF",25,"riblac",31,1,NA,NA,31
"391","mp.HC.LP.HF.25.shecan.1","mp","HC","LP","HF",25,"shecan",17,1,31,28,17
"392","mp.HC.LP.HF.26.alninc.1","mp","HC","LP","HF",26,"alninc",23,1,25,25,23
"393","mp.HC.LP.HF.26.alnvir.1","mp","HC","LP","HF",26,"alnvir",31,1,34,34,31
"394","mp.HC.LP.HF.26.loninv.1","mp","HC","LP","HF",26,"loninv",13,1,NA,NA,13
"395","mp.HC.LP.HF.26.popbal.1","mp","HC","LP","HF",26,"popbal",23,1,23,23,23
"396","mp.HC.LP.HF.27.loninv.1","mp","HC","LP","HF",27,"loninv",12,1,NA,NA,12
"397","mp.HC.LP.HF.27.shecan.1","mp","HC","LP","HF",27,"shecan",23,1,NA,NA,23
"398","mp.HC.LP.HF.27.spibet.1","mp","HC","LP","HF",27,"spibet",12,1,NA,NA,NA
"399","mp.HC.LP.HF.27.vibedu.1","mp","HC","LP","HF",27,"vibedu",26,1,NA,NA,26
"400","mp.HC.LP.HF.28.corsto.1","mp","HC","LP","HF",28,"corsto",10,1,NA,10,10
"401","mp.HC.LP.HF.28.rubpar.1","mp","HC","LP","HF",28,"rubpar",23,1,NA,34,23
"402","mp.HC.LP.HF.28.sorsco.1","mp","HC","LP","HF",28,"sorsco",12,1,NA,NA,12
"403","mp.HC.LP.HF.28.spipyr.1","mp","HC","LP","HF",28,"spipyr",7,1,7,7,7
"404","mp.HC.LP.HF.29.amealn.1","mp","HC","LP","HF",29,"amealn",10,1,10,10,10
"405","mp.HC.LP.HF.29.amealn.2","mp","HC","LP","HF",29,"amealn",10,1,17,17,10
"406","mp.HC.LP.HF.29.menfer.1","mp","HC","LP","HF",29,"menfer",26,1,NA,NA,26
"407","mp.HC.LP.HF.29.menfer.2","mp","HC","LP","HF",29,"menfer",28,1,NA,48,28
"408","mp.HC.LP.HF.3.menfer.1","mp","HC","LP","HF",3,"menfer",26,1,NA,28,26
"409","mp.HC.LP.HF.3.poptre.1","mp","HC","LP","HF",3,"poptre",34,1,NA,NA,NA
"410","mp.HC.LP.HF.3.rhoalb.1","mp","HC","LP","HF",3,"rhoalb",17,1,NA,NA,17
"411","mp.HC.LP.HF.3.vacmem.1","mp","HC","LP","HF",3,"vacmem",NA,0,NA,NA,NA
"412","mp.HC.LP.HF.30.loninv.1","mp","HC","LP","HF",30,"loninv",10,1,NA,NA,NA
"413","mp.HC.LP.HF.30.rhoalb.1","mp","HC","LP","HF",30,"rhoalb",16,1,NA,NA,31
"414","mp.HC.LP.HF.30.rubpar.1","mp","HC","LP","HF",30,"rubpar",23,1,NA,34,23
"415","mp.HC.LP.HF.30.samrac.1","mp","HC","LP","HF",30,"samrac",23,1,NA,23,23
"416","mp.HC.LP.HF.31.alnvir.1","mp","HC","LP","HF",31,"alnvir",10,1,42,42,31
"417","mp.HC.LP.HF.31.shecan.1","mp","HC","LP","HF",31,"shecan",16,1,31,23,16
"418","mp.HC.LP.HF.31.shecan.2","mp","HC","LP","HF",31,"shecan",19,1,23,23,19
"419","mp.HC.LP.HF.31.symalb.1","mp","HC","LP","HF",31,"symalb",16,1,NA,NA,16
"420","mp.HC.LP.HF.32.popbal.1","mp","HC","LP","HF",32,"popbal",19,1,NA,NA,NA
"421","mp.HC.LP.HF.32.shecan.1","mp","HC","LP","HF",32,"shecan",NA,0,NA,NA,NA
"422","mp.HC.LP.HF.32.spibet.1","mp","HC","LP","HF",32,"spibet",13,1,16,13,13
"423","mp.HC.LP.HF.32.vibedu.1","mp","HC","LP","HF",32,"vibedu",12,1,NA,16,12
"424","mp.HC.LP.HF.33.riblac.1","mp","HC","LP","HF",33,"riblac",10,1,NA,34,10
"425","mp.HC.LP.HF.33.rubpar.1","mp","HC","LP","HF",33,"rubpar",23,1,NA,23,23
"426","mp.HC.LP.HF.33.rubpar.2","mp","HC","LP","HF",33,"rubpar",25,1,NA,NA,25
"427","mp.HC.LP.HF.33.vacmem.1","mp","HC","LP","HF",33,"vacmem",NA,0,NA,NA,NA
"428","mp.HC.LP.HF.34.alninc.1","mp","HC","LP","HF",34,"alninc",13,1,19,16,16
"429","mp.HC.LP.HF.34.alninc.2","mp","HC","LP","HF",34,"alninc",13,1,13,13,13
"430","mp.HC.LP.HF.34.corsto.1","mp","HC","LP","HF",34,"corsto",10,1,12,10,10
"431","mp.HC.LP.HF.34.sorsco.1","mp","HC","LP","HF",34,"sorsco",16,1,42,16,16
"432","mp.HC.LP.HF.35.acegla.1","mp","HC","LP","HF",35,"acegla",NA,0,NA,NA,NA
"433","mp.HC.LP.HF.35.alnvir.1","mp","HC","LP","HF",35,"alnvir",34,1,NA,NA,45
"434","mp.HC.LP.HF.35.rubpar.1","mp","HC","LP","HF",35,"rubpar",26,1,NA,28,26
"435","mp.HC.LP.HF.35.spipyr.1","mp","HC","LP","HF",35,"spipyr",17,1,NA,23,17
"436","mp.HC.LP.HF.36.amealn.1","mp","HC","LP","HF",36,"amealn",10,1,26,17,10
"437","mp.HC.LP.HF.36.corsto.1","mp","HC","LP","HF",36,"corsto",10,1,13,13,13
"438","mp.HC.LP.HF.36.spipyr.1","mp","HC","LP","HF",36,"spipyr",13,1,NA,13,13
"439","mp.HC.LP.HF.36.symalb.1","mp","HC","LP","HF",36,"symalb",17,1,NA,NA,17
"440","mp.HC.LP.HF.37.poptre.1","mp","HC","LP","HF",37,"poptre",31,1,NA,NA,NA
"441","mp.HC.LP.HF.37.rubpar.1","mp","HC","LP","HF",37,"rubpar",34,1,NA,34,34
"442","mp.HC.LP.HF.37.spibet.1","mp","HC","LP","HF",37,"spibet",7,1,7,7,7
"443","mp.HC.LP.HF.37.spipyr.1","mp","HC","LP","HF",37,"spipyr",13,1,42,13,13
"444","mp.HC.LP.HF.38.riblac.1","mp","HC","LP","HF",38,"riblac",0,1,NA,37,0
"445","mp.HC.LP.HF.38.samrac.1","mp","HC","LP","HF",38,"samrac",16,1,NA,NA,NA
"446","mp.HC.LP.HF.38.samrac.2","mp","HC","LP","HF",38,"samrac",12,1,16,12,12
"447","mp.HC.LP.HF.38.sorsco.1","mp","HC","LP","HF",38,"sorsco",16,1,NA,NA,NA
"448","mp.HC.LP.HF.39.menfer.1","mp","HC","LP","HF",39,"menfer",37,1,NA,60,37
"449","mp.HC.LP.HF.39.popbal.1","mp","HC","LP","HF",39,"popbal",20,1,NA,NA,NA
"450","mp.HC.LP.HF.39.popbal.2","mp","HC","LP","HF",39,"popbal",20,1,20,20,20
"451","mp.HC.LP.HF.39.rhoalb.1","mp","HC","LP","HF",39,"rhoalb",12,1,12,12,12
"452","mp.HC.LP.HF.4.acegla.1","mp","HC","LP","HF",4,"acegla",NA,0,NA,NA,NA
"453","mp.HC.LP.HF.4.amealn.1","mp","HC","LP","HF",4,"amealn",NA,0,NA,NA,NA
"454","mp.HC.LP.HF.4.popbal.1","mp","HC","LP","HF",4,"popbal",17,1,NA,NA,NA
"455","mp.HC.LP.HF.4.riblac.1","mp","HC","LP","HF",4,"riblac",26,1,NA,NA,26
"456","mp.HC.LP.HF.40.alnvir.1","mp","HC","LP","HF",40,"alnvir",28,1,31,28,28
"457","mp.HC.LP.HF.40.amealn.1","mp","HC","LP","HF",40,"amealn",10,1,10,10,10
"458","mp.HC.LP.HF.40.rubpar.1","mp","HC","LP","HF",40,"rubpar",19,1,NA,NA,19
"459","mp.HC.LP.HF.40.vibedu.1","mp","HC","LP","HF",40,"vibedu",10,1,12,10,10
"460","mp.HC.LP.HF.41.amealn.1","mp","HC","LP","HF",41,"amealn",5,1,NA,NA,5
"461","mp.HC.LP.HF.5.acegla.1","mp","HC","LP","HF",5,"acegla",NA,0,NA,NA,NA
"462","mp.HC.LP.HF.5.riblac.1","mp","HC","LP","HF",5,"riblac",26,1,NA,NA,26
"463","mp.HC.LP.HF.5.samrac.1","mp","HC","LP","HF",5,"samrac",23,1,NA,26,26
"464","mp.HC.LP.HF.5.spipyr.1","mp","HC","LP","HF",5,"spipyr",17,1,20,17,17
"465","mp.HC.LP.HF.6.acegla.1","mp","HC","LP","HF",6,"acegla",20,1,NA,NA,26
"466","mp.HC.LP.HF.6.menfer.1","mp","HC","LP","HF",6,"menfer",23,1,NA,26,23
"467","mp.HC.LP.HF.6.samrac.1","mp","HC","LP","HF",6,"samrac",17,1,23,17,17
"468","mp.HC.LP.HF.6.sorsco.1","mp","HC","LP","HF",6,"sorsco",20,1,NA,NA,NA
"469","mp.HC.LP.HF.7.riblac.1","mp","HC","LP","HF",7,"riblac",31,1,45,42,31
"470","mp.HC.LP.HF.7.sorsco.1","mp","HC","LP","HF",7,"sorsco",16,1,16,16,16
"471","mp.HC.LP.HF.7.symalb.1","mp","HC","LP","HF",7,"symalb",13,1,NA,28,13
"472","mp.HC.LP.HF.7.vacmem.1","mp","HC","LP","HF",7,"vacmem",16,1,NA,NA,16
"473","mp.HC.LP.HF.8.corsto.1","mp","HC","LP","HF",8,"corsto",17,1,NA,17,17
"474","mp.HC.LP.HF.8.poptre.1","mp","HC","LP","HF",8,"poptre",23,1,23,23,23
"475","mp.HC.LP.HF.8.riblac.1","mp","HC","LP","HF",8,"riblac",31,1,78,42,31
"476","mp.HC.LP.HF.8.shecan.1","mp","HC","LP","HF",8,"shecan",19,1,31,23,23
"477","mp.HC.LP.HF.9.acegla.1","mp","HC","LP","HF",9,"acegla",NA,0,NA,NA,NA
"478","mp.HC.LP.HF.9.riblac.1","mp","HC","LP","HF",9,"riblac",20,1,NA,37,23
"479","mp.HC.LP.HF.9.spibet.1","mp","HC","LP","HF",9,"spibet",17,1,NA,NA,17
"480","mp.HC.LP.HF.9.spipyr.1","mp","HC","LP","HF",9,"spipyr",17,1,NA,NA,17
"481","mp.HC.LP.LF.1.amealn.1","mp","HC","LP","LF",1,"amealn",13,1,19,19,13
"482","mp.HC.LP.LF.1.rhoalb.1","mp","HC","LP","LF",1,"rhoalb",27,1,NA,NA,NA
"483","mp.HC.LP.LF.1.samrac.1","mp","HC","LP","LF",1,"samrac",33,1,NA,61,61
"484","mp.HC.LP.LF.1.spibet.1","mp","HC","LP","LF",1,"spibet",NA,0,NA,NA,NA
"485","mp.HC.LP.LF.10.alninc.1","mp","HC","LP","LF",10,"alninc",30,1,33,33,33
"486","mp.HC.LP.LF.10.rhoalb.1","mp","HC","LP","LF",10,"rhoalb",19,1,24,24,24
"487","mp.HC.LP.LF.10.shecan.1","mp","HC","LP","LF",10,"shecan",24,1,54,33,24
"488","mp.HC.LP.LF.10.spibet.1","mp","HC","LP","LF",10,"spibet",19,1,NA,NA,19
"489","mp.HC.LP.LF.11.alninc.1","mp","HC","LP","LF",11,"alninc",33,1,NA,39,33
"490","mp.HC.LP.LF.11.poptre.1","mp","HC","LP","LF",11,"poptre",33,1,33,33,33
"491","mp.HC.LP.LF.11.rubpar.1","mp","HC","LP","LF",11,"rubpar",30,1,39,30,30
"492","mp.HC.LP.LF.11.samrac.1","mp","HC","LP","LF",11,"samrac",27,1,33,27,27
"493","mp.HC.LP.LF.12.menfer.1","mp","HC","LP","LF",12,"menfer",33,1,NA,58,33
"494","mp.HC.LP.LF.12.poptre.1","mp","HC","LP","LF",12,"poptre",58,1,NA,76,58
"495","mp.HC.LP.LF.12.symalb.1","mp","HC","LP","LF",12,"symalb",16,1,NA,58,16
"496","mp.HC.LP.LF.12.vibedu.1","mp","HC","LP","LF",12,"vibedu",8,1,16,12,8
"497","mp.HC.LP.LF.13.acegla.1","mp","HC","LP","LF",13,"acegla",7,1,NA,55,49
"498","mp.HC.LP.LF.13.alnvir.1","mp","HC","LP","LF",13,"alnvir",61,1,61,61,61
"499","mp.HC.LP.LF.13.rubpar.1","mp","HC","LP","LF",13,"rubpar",33,1,58,33,33
"500","mp.HC.LP.LF.13.vibedu.1","mp","HC","LP","LF",13,"vibedu",13,1,19,16,13
"501","mp.HC.LP.LF.14.amealn.1","mp","HC","LP","LF",14,"amealn",30,1,36,36,30
"502","mp.HC.LP.LF.14.amealn.2","mp","HC","LP","LF",14,"amealn",13,1,16,13,13
"503","mp.HC.LP.LF.14.popbal.1","mp","HC","LP","LF",14,"popbal",24,1,NA,NA,NA
"504","mp.HC.LP.LF.14.riblac.1","mp","HC","LP","LF",14,"riblac",0,1,NA,NA,NA
"505","mp.HC.LP.LF.15.corsto.1","mp","HC","LP","LF",15,"corsto",19,1,19,19,19
"506","mp.HC.LP.LF.15.riblac.1","mp","HC","LP","LF",15,"riblac",NA,0,NA,NA,NA
"507","mp.HC.LP.LF.15.rubpar.1","mp","HC","LP","LF",15,"rubpar",39,1,NA,NA,39
"508","mp.HC.LP.LF.15.vacmem.1","mp","HC","LP","LF",15,"vacmem",33,1,NA,NA,33
"509","mp.HC.LP.LF.16.acegla.1","mp","HC","LP","LF",16,"acegla",33,1,NA,NA,NA
"510","mp.HC.LP.LF.16.alninc.1","mp","HC","LP","LF",16,"alninc",24,1,NA,NA,NA
"511","mp.HC.LP.LF.16.corsto.1","mp","HC","LP","LF",16,"corsto",19,1,19,19,19
"512","mp.HC.LP.LF.16.spibet.1","mp","HC","LP","LF",16,"spibet",NA,0,NA,NA,NA
"513","mp.HC.LP.LF.17.rhoalb.1","mp","HC","LP","LF",17,"rhoalb",0,1,NA,NA,0
