"","lab","day","population","chill","photo","force","flask","percent4.t","indiv","tbb","nl","latbb80","latbb50","latbb1","treatment"
"763","mp_LC_HP_LF_10_acegla",19,"mp","LC","HP","LF",10,NA,"7",82,1,NA,NA,81,"LC_HP_LF"
"764","mp_LC_HP_LF_10_shecan",64,"mp","LC","HP","LF",10,80,"11",64,1,57,45,28,"LC_HP_LF"
"765","mp_LC_HP_LF_10_spipyr",42,"mp","LC","HP","LF",10,NA,"NA",42,1,43,39,28,"LC_HP_LF"
"766","mp_LC_HP_LF_10_vacmem",8,"mp","LC","HP","LF",10,NA,"a",NA,0,NA,NA,NA,"LC_HP_LF"
"767","mp_LC_HP_LF_11_menfer",74,"mp","LC","HP","LF",11,NA,"8",NA,0,NA,NA,NA,"LC_HP_LF"
"768","mp_LC_HP_LF_11_shecan",39,"mp","LC","HP","LF",11,NA,"2",66,1,78,55,43,"LC_HP_LF"
"769","mp_LC_HP_LF_11_spipyr",40,"mp","LC","HP","LF",11,NA,"wjt",40,1,NA,NA,39,"LC_HP_LF"
"770","mp_LC_HP_LF_11_vacmem",77,"mp","LC","HP","LF",11,60,"tml",77,1,NA,NA,24,"LC_HP_LF"
"771","mp_LC_HP_LF_12_amealn",76,"mp","LC","HP","LF",12,30,"6",76,1,28,28,28,"LC_HP_LF"
"772","mp_LC_HP_LF_12_sorsco",7,"mp","LC","HP","LF",12,NA,"9",32,1,28,26,26,"LC_HP_LF"
"773","mp_LC_HP_LF_13_acegla",16,"mp","LC","HP","LF",13,NA,"3",NA,0,NA,NA,NA,"LC_HP_LF"
"774","mp_LC_HP_LF_13_alninc",32,"mp","LC","HP","LF",13,NA,"10",60,1,53,48,45,"LC_HP_LF"
"775","mp_LC_HP_LF_13_shecan",4,"mp","LC","HP","LF",13,NA,"2",82,1,NA,NA,39,"LC_HP_LF"
"776","mp_LC_HP_LF_13_spipyr",33,"mp","LC","HP","LF",13,NA,"wjt",67,1,NA,NA,57,"LC_HP_LF"
"777","mp_LC_HP_LF_14_acegla",8,"mp","LC","HP","LF",14,NA,"7",74,1,NA,NA,17,"LC_HP_LF"
"778","mp_LC_HP_LF_14_loninv",60,"mp","LC","HP","LF",14,NA,"10",NA,0,NA,NA,NA,"LC_HP_LF"
"779","mp_LC_HP_LF_14_menfer",60,"mp","LC","HP","LF",14,NA,"10",NA,0,NA,NA,NA,"LC_HP_LF"
"780","mp_LC_HP_LF_14_poptre",33,"mp","LC","HP","LF",14,40,"b_ski",80,1,NA,NA,NA,"LC_HP_LF"
"781","mp_LC_HP_LF_15_alninc",10,"mp","LC","HP","LF",15,NA,"4",69,1,39,39,39,"LC_HP_LF"
"782","mp_LC_HP_LF_15_rubpar",31,"mp","LC","HP","LF",15,NA,"9",44,1,NA,NA,36,"LC_HP_LF"
"783","mp_LC_HP_LF_15_spipyr",79,"mp","LC","HP","LF",15,NA,"2",79,1,43,43,43,"LC_HP_LF"
"784","mp_LC_HP_LF_15_vibedu",81,"mp","LC","HP","LF",15,NA,"2",81,1,NA,NA,36,"LC_HP_LF"
"785","mp_LC_HP_LF_16_riblac",0,"mp","LC","HP","LF",16,NA,"10",NA,0,NA,NA,NA,"LC_HP_LF"
"786","mp_LC_HP_LF_16_symalb",21,"mp","LC","HP","LF",16,NA,"ll",69,1,NA,NA,45,"LC_HP_LF"
"787","mp_LC_HP_LF_16_vacmem",79,"mp","LC","HP","LF",16,90,"tml",79,1,NA,NA,28,"LC_HP_LF"
"788","mp_LC_HP_LF_16_vibedu",0,"mp","LC","HP","LF",16,NA,"11",46,1,NA,NA,37,"LC_HP_LF"
"789","mp_LC_HP_LF_17_alnvir",33,"mp","LC","HP","LF",17,66,"1",81,1,NA,NA,69,"LC_HP_LF"
"790","mp_LC_HP_LF_17_popbal",34,"mp","LC","HP","LF",17,NA,"10",45,1,55,43,38,"LC_HP_LF"
"791","mp_LC_HP_LF_17_spibet",82,"mp","LC","HP","LF",17,NA,"tml",82,1,NA,NA,NA,"LC_HP_LF"
"792","mp_LC_HP_LF_17_symalb",37,"mp","LC","HP","LF",17,NA,"eg",77,1,NA,NA,69,"LC_HP_LF"
"793","mp_LC_HP_LF_18_alninc",33,"mp","LC","HP","LF",18,NA,"10",79,1,NA,NA,NA,"LC_HP_LF"
"794","mp_LC_HP_LF_18_popbal",34,"mp","LC","HP","LF",18,NA,"6",46,1,49,49,49,"LC_HP_LF"
"795","mp_LC_HP_LF_18_samrac",44,"mp","LC","HP","LF",18,NA,"9",62,1,60,60,60,"LC_HP_LF"
"796","mp_LC_HP_LF_19_corsto",70,"mp","LC","HP","LF",19,NA,"8",70,1,43,24,19,"LC_HP_LF"
"797","mp_LC_HP_LF_19_rhoalb",45,"mp","LC","HP","LF",19,NA,"3",45,1,26,24,24,"LC_HP_LF"
"798","mp_LC_HP_LF_19_vibedu",42,"mp","LC","HP","LF",19,NA,"8",42,1,NA,NA,39,"LC_HP_LF"
"799","mp_LC_HP_LF_2_popbal",5,"mp","LC","HP","LF",2,NA,"10",70,1,55,43,38,"LC_HP_LF"
"800","mp_LC_HP_LF_2_rhoalb",55,"mp","LC","HP","LF",2,NA,"9",55,1,24,21,21,"LC_HP_LF"
"801","mp_LC_HP_LF_2_samrac",60,"mp","LC","HP","LF",2,NA,"2",60,1,78,78,78,"LC_HP_LF"
"802","mp_LC_HP_LF_2_vibedu",3,"mp","LC","HP","LF",2,NA,"7",60,1,39,38,38,"LC_HP_LF"
"803","mp_LC_HP_LF_20_corsto",43,"mp","LC","HP","LF",20,NA,"1",43,1,28,28,24,"LC_HP_LF"
"804","mp_LC_HP_LF_20_rhoalb",53,"mp","LC","HP","LF",20,40,"11",53,1,NA,NA,NA,"LC_HP_LF"
"805","mp_LC_HP_LF_20_vibedu",73,"mp","LC","HP","LF",20,NA,"7",73,1,NA,NA,28,"LC_HP_LF"
"806","mp_LC_HP_LF_21_alnvir",5,"mp","LC","HP","LF",21,NA,"4",NA,0,NA,NA,NA,"LC_HP_LF"
"807","mp_LC_HP_LF_21_rhoalb",50,"mp","LC","HP","LF",21,15,"3",50,1,57,57,48,"LC_HP_LF"
"808","mp_LC_HP_LF_21_rubpar",83,"mp","LC","HP","LF",21,NA,"sf",83,1,26,26,26,"LC_HP_LF"
"809","mp_LC_HP_LF_21_symalb",61,"mp","LC","HP","LF",21,NA,"ll",61,1,NA,NA,57,"LC_HP_LF"
"810","mp_LC_HP_LF_22_alnvir",44,"mp","LC","HP","LF",22,NA,"3",44,1,66,66,66,"LC_HP_LF"
"811","mp_LC_HP_LF_22_samrac",65,"mp","LC","HP","LF",22,NA,"2",73,1,NA,66,66,"LC_HP_LF"
"812","mp_LC_HP_LF_22_vacmem",43,"mp","LC","HP","LF",22,70,"tml",43,1,NA,NA,NA,"LC_HP_LF"
"813","mp_LC_HP_LF_23_loninv",43,"mp","LC","HP","LF",23,NA,"10",NA,0,NA,NA,NA,"LC_HP_LF"
"814","mp_LC_HP_LF_23_poptre",19,"mp","LC","HP","LF",23,NA,"6",NA,0,NA,NA,NA,"LC_HP_LF"
"815","mp_LC_HP_LF_23_rubpar",28,"mp","LC","HP","LF",23,NA,"tml",70,1,NA,NA,39,"LC_HP_LF"
"816","mp_LC_HP_LF_23_sorsco",50,"mp","LC","HP","LF",23,50,"a_sf",50,1,NA,24,22,"LC_HP_LF"
"817","mp_LC_HP_LF_24_amealn",65,"mp","LC","HP","LF",24,50,"4",65,1,NA,63,45,"LC_HP_LF"
"818","mp_LC_HP_LF_24_popbal",7,"mp","LC","HP","LF",24,NA,"9",65,1,NA,NA,NA,"LC_HP_LF"
"819","mp_LC_HP_LF_24_sorsco",39,"mp","LC","HP","LF",24,NA,"8",NA,0,NA,NA,NA,"LC_HP_LF"
"820","mp_LC_HP_LF_25_corsto",78,"mp","LC","HP","LF",25,NA,"1",78,1,43,28,22,"LC_HP_LF"
"821","mp_LC_HP_LF_25_loninv",77,"mp","LC","HP","LF",25,NA,"a_tml",77,1,NA,NA,24,"LC_HP_LF"
"822","mp_LC_HP_LF_25_spibet",4,"mp","LC","HP","LF",25,NA,"NA",40,1,NA,39,34,"LC_HP_LF"
"823","mp_LC_HP_LF_25_spipyr",16,"mp","LC","HP","LF",25,NA,"NA",78,1,NA,NA,74,"LC_HP_LF"
"824","mp_LC_HP_LF_26_alnvir",82,"mp","LC","HP","LF",26,50,"4",82,1,NA,NA,66,"LC_HP_LF"
"825","mp_LC_HP_LF_26_poptre",3,"mp","LC","HP","LF",26,NA,"5",78,1,NA,NA,NA,"LC_HP_LF"
"826","mp_LC_HP_LF_26_rhoalb",63,"mp","LC","HP","LF",26,NA,"3",63,1,NA,NA,24,"LC_HP_LF"
"827","mp_LC_HP_LF_26_riblac",7,"mp","LC","HP","LF",26,NA,"10",80,1,NA,NA,66,"LC_HP_LF"
"828","mp_LC_HP_LF_27_popbal",32,"mp","LC","HP","LF",27,NA,"6",49,1,57,57,46,"LC_HP_LF"
"829","mp_LC_HP_LF_27_poptre",41,"mp","LC","HP","LF",27,NA,"5",NA,0,NA,NA,NA,"LC_HP_LF"
"830","mp_LC_HP_LF_27_rhoalb",62,"mp","LC","HP","LF",27,NA,"11",62,1,39,24,24,"LC_HP_LF"
"831","mp_LC_HP_LF_27_riblac",10,"mp","LC","HP","LF",27,NA,"11",81,1,NA,NA,78,"LC_HP_LF"
"832","mp_LC_HP_LF_28_menfer",34,"mp","LC","HP","LF",28,NA,"10",NA,0,NA,NA,NA,"LC_HP_LF"
"833","mp_LC_HP_LF_28_riblac",3,"mp","LC","HP","LF",28,NA,"c_sf",NA,0,NA,NA,NA,"LC_HP_LF"
"834","mp_LC_HP_LF_28_spipyr",37,"mp","LC","HP","LF",28,NA,"2",81,1,NA,NA,78,"LC_HP_LF"
"835","mp_LC_HP_LF_29_rhoalb",16,"mp","LC","HP","LF",29,NA,"9",67,1,39,24,24,"LC_HP_LF"
"836","mp_LC_HP_LF_29_riblac",19,"mp","LC","HP","LF",29,NA,"d_sf",62,1,NA,NA,NA,"LC_HP_LF"
"837","mp_LC_HP_LF_29_sorsco",56,"mp","LC","HP","LF",29,NA,"9",56,1,NA,NA,NA,"LC_HP_LF"
"838","mp_LC_HP_LF_29_symalb",19,"mp","LC","HP","LF",29,NA,"eg",79,1,NA,NA,74,"LC_HP_LF"
"839","mp_LC_HP_LF_3_popbal",24,"mp","LC","HP","LF",3,NA,"6",69,1,NA,48,43,"LC_HP_LF"
"840","mp_LC_HP_LF_3_rubpar",18,"mp","LC","HP","LF",3,NA,"sf",59,1,57,45,35,"LC_HP_LF"
"841","mp_LC_HP_LF_3_spibet",69,"mp","LC","HP","LF",3,NA,"NA",69,1,NA,NA,NA,"LC_HP_LF"
"842","mp_LC_HP_LF_3_vibedu",78,"mp","LC","HP","LF",3,NA,"a_tml",78,1,NA,NA,26,"LC_HP_LF"
"843","mp_LC_HP_LF_30_alnvir",2,"mp","LC","HP","LF",30,NA,"5",80,1,NA,NA,61,"LC_HP_LF"
"844","mp_LC_HP_LF_30_loninv",60,"mp","LC","HP","LF",30,NA,"8",NA,0,NA,NA,NA,"LC_HP_LF"
"845","mp_LC_HP_LF_30_symalb",15,"mp","LC","HP","LF",30,NA,"9",NA,0,NA,NA,NA,"LC_HP_LF"
"846","mp_LC_HP_LF_31_corsto",42,"mp","LC","HP","LF",31,NA,"5",42,1,NA,45,24,"LC_HP_LF"
"847","mp_LC_HP_LF_31_poptre",25,"mp","LC","HP","LF",31,NA,"g_eg",63,1,63,61,61,"LC_HP_LF"
"848","mp_LC_HP_LF_31_spibet",33,"mp","LC","HP","LF",31,NA,"tml",NA,0,NA,NA,NA,"LC_HP_LF"
"849","mp_LC_HP_LF_31_symalb",74,"mp","LC","HP","LF",31,NA,"eg",74,1,NA,NA,55,"LC_HP_LF"
"850","mp_LC_HP_LF_32_alnvir",60,"mp","LC","HP","LF",32,NA,"5",82,1,NA,NA,81,"LC_HP_LF"
"851","mp_LC_HP_LF_32_loninv",78,"mp","LC","HP","LF",32,NA,"8",NA,0,NA,NA,NA,"LC_HP_LF"
"852","mp_LC_HP_LF_32_riblac",31,"mp","LC","HP","LF",32,NA,"11",NA,0,NA,NA,NA,"LC_HP_LF"
"853","mp_LC_HP_LF_32_symalb",81,"mp","LC","HP","LF",32,NA,"9",81,1,NA,NA,66,"LC_HP_LF"
"854","mp_LC_HP_LF_33_alninc",34,"mp","LC","HP","LF",33,NA,"4",60,1,45,45,45,"LC_HP_LF"
"855","mp_LC_HP_LF_33_shecan",39,"mp","LC","HP","LF",33,NA,"8",39,1,48,43,39,"LC_HP_LF"
"856","mp_LC_HP_LF_33_sorsco",31,"mp","LC","HP","LF",33,NA,"9",31,1,NA,NA,NA,"LC_HP_LF"
"857","mp_LC_HP_LF_33_vacmem",35,"mp","LC","HP","LF",33,NA,"tml",NA,0,NA,NA,NA,"LC_HP_LF"
"858","mp_LC_HP_LF_34_corsto",80,"mp","LC","HP","LF",34,NA,"10",NA,0,NA,NA,NA,"LC_HP_LF"
"859","mp_LC_HP_LF_34_loninv",60,"mp","LC","HP","LF",34,NA,"4",NA,0,NA,NA,NA,"LC_HP_LF"
"860","mp_LC_HP_LF_34_poptre",18,"mp","LC","HP","LF",34,NA,"b_eg_juv",NA,0,NA,NA,NA,"LC_HP_LF"
"861","mp_LC_HP_LF_34_rubpar",66,"mp","LC","HP","LF",34,NA,"sf",NA,0,NA,NA,NA,"LC_HP_LF"
"862","mp_LC_HP_LF_35_acegla",15,"mp","LC","HP","LF",35,NA,"3",NA,0,NA,NA,NA,"LC_HP_LF"
"863","mp_LC_HP_LF_35_corsto",79,"mp","LC","HP","LF",35,NA,"10",79,1,37,15,15,"LC_HP_LF"
"864","mp_LC_HP_LF_35_loninv",78,"mp","LC","HP","LF",35,NA,"10",NA,0,NA,NA,NA,"LC_HP_LF"
"865","mp_LC_HP_LF_35_vacmem",53,"mp","LC","HP","LF",35,NA,"ll",53,1,NA,NA,32,"LC_HP_LF"
"866","mp_LC_HP_LF_36_acegla",37,"mp","LC","HP","LF",36,NA,"4",40,1,53,53,45,"LC_HP_LF"
"867","mp_LC_HP_LF_36_amealn",63,"mp","LC","HP","LF",36,NA,"2",63,1,NA,NA,45,"LC_HP_LF"
"868","mp_LC_HP_LF_36_vibedu",48,"mp","LC","HP","LF",36,NA,"11",48,1,NA,NA,34,"LC_HP_LF"
"869","mp_LC_HP_LF_37_menfer",74,"mp","LC","HP","LF",37,NA,"7",74,1,NA,NA,61,"LC_HP_LF"
"870","mp_LC_HP_LF_37_samrac",45,"mp","LC","HP","LF",37,NA,"8",45,1,19,19,19,"LC_HP_LF"
"871","mp_LC_HP_LF_37_shecan",3,"mp","LC","HP","LF",37,NA,"2",75,1,NA,NA,39,"LC_HP_LF"
"872","mp_LC_HP_LF_37_vacmem",46,"mp","LC","HP","LF",37,80,"11",46,1,NA,NA,38,"LC_HP_LF"
"873","mp_LC_HP_LF_38_acegla",80,"mp","LC","HP","LF",38,NA,"11",80,1,NA,81,61,"LC_HP_LF"
"874","mp_LC_HP_LF_38_rubpar",42,"mp","LC","HP","LF",38,NA,"tml",65,1,NA,45,45,"LC_HP_LF"
"875","mp_LC_HP_LF_38_shecan",68,"mp","LC","HP","LF",38,NA,"11",68,1,45,43,37,"LC_HP_LF"
"876","mp_LC_HP_LF_39_amealn",76,"mp","LC","HP","LF",39,50,"7",76,1,57,57,28,"LC_HP_LF"
"877","mp_LC_HP_LF_39_menfer",67,"mp","LC","HP","LF",39,NA,"10",NA,0,NA,NA,NA,"LC_HP_LF"
"878","mp_LC_HP_LF_39_poptre",62,"mp","LC","HP","LF",39,30,"g_eg",66,1,66,66,66,"LC_HP_LF"
"879","mp_LC_HP_LF_39_spibet",16,"mp","LC","HP","LF",39,NA,"tml",72,1,NA,NA,72,"LC_HP_LF"
"880","mp_LC_HP_LF_4_alninc",31,"mp","LC","HP","LF",4,NA,"10",60,1,48,45,45,"LC_HP_LF"
"881","mp_LC_HP_LF_4_popbal",41,"mp","LC","HP","LF",4,NA,"2",41,1,NA,75,24,"LC_HP_LF"
"882","mp_LC_HP_LF_4_spibet",39,"mp","LC","HP","LF",4,NA,"tml",82,1,NA,39,39,"LC_HP_LF"
"883","mp_LC_HP_LF_40_alninc",80,"mp","LC","HP","LF",40,80,"10",80,1,48,48,48,"LC_HP_LF"
"884","mp_LC_HP_LF_40_samrac",44,"mp","LC","HP","LF",40,NA,"8",65,1,NA,NA,NA,"LC_HP_LF"
"885","mp_LC_HP_LF_40_shecan",80,"mp","LC","HP","LF",40,NA,"4",80,1,46,46,39,"LC_HP_LF"
"886","mp_LC_HP_LF_40_symalb",80,"mp","LC","HP","LF",40,NA,"9",NA,0,NA,NA,NA,"LC_HP_LF"
"887","mp_LC_HP_LF_5_loninv",32,"mp","LC","HP","LF",5,NA,"10",40,1,NA,NA,45,"LC_HP_LF"
"888","mp_LC_HP_LF_5_riblac",36,"mp","LC","HP","LF",5,NA,"3",NA,0,NA,NA,NA,"LC_HP_LF"
"889","mp_LC_HP_LF_5_rubpar",32,"mp","LC","HP","LF",5,NA,"tml",NA,0,NA,NA,NA,"LC_HP_LF"
"890","mp_LC_HP_LF_5_samrac",57,"mp","LC","HP","LF",5,50,"11",57,1,NA,81,81,"LC_HP_LF"
"891","mp_LC_HP_LF_6_alninc",56,"mp","LC","HP","LF",6,70,"3",56,1,39,38,38,"LC_HP_LF"
"892","mp_LC_HP_LF_6_amealn",45,"mp","LC","HP","LF",6,NA,"6",76,1,NA,NA,48,"LC_HP_LF"
"893","mp_LC_HP_LF_6_rubpar",78,"mp","LC","HP","LF",6,NA,"9",78,1,NA,45,43,"LC_HP_LF"
"894","mp_LC_HP_LF_7_menfer",51,"mp","LC","HP","LF",7,NA,"8",NA,0,NA,NA,NA,"LC_HP_LF"
"895","mp_LC_HP_LF_7_riblac",33,"mp","LC","HP","LF",7,NA,"6",66,1,NA,NA,49,"LC_HP_LF"
"896","mp_LC_HP_LF_7_sorsco",66,"mp","LC","HP","LF",7,NA,"13",66,1,NA,NA,NA,"LC_HP_LF"
"897","mp_LC_HP_LF_7_vacmem",10,"mp","LC","HP","LF",7,NA,"11",56,1,NA,NA,43,"LC_HP_LF"
"898","mp_LC_HP_LF_8_amealn",82,"mp","LC","HP","LF",8,NA,"2",82,1,NA,NA,39,"LC_HP_LF"
"899","mp_LC_HP_LF_8_corsto",77,"mp","LC","HP","LF",8,NA,"6",77,1,32,19,17,"LC_HP_LF"
"900","mp_LC_HP_LF_8_menfer",44,"mp","LC","HP","LF",8,NA,"8",NA,0,NA,NA,NA,"LC_HP_LF"
"901","mp_LC_HP_LF_8_popbal",56,"mp","LC","HP","LF",8,50,"9",56,1,NA,NA,NA,"LC_HP_LF"
"902","mp_LC_HP_LF_9_samrac",56,"mp","LC","HP","LF",9,NA,"8",81,1,NA,NA,NA,"LC_HP_LF"
"903","mp_LC_HP_LF_9_shecan",7,"mp","LC","HP","LF",9,NA,"6",56,1,45,39,37,"LC_HP_LF"
"904","mp_LC_HP_LF_9_spibet",16,"mp","LC","HP","LF",9,NA,"tml",78,1,32,32,32,"LC_HP_LF"
"905","mp_LC_HP_LF_9_spipyr",77,"mp","LC","HP","LF",9,NA,"wjt",77,1,37,37,37,"LC_HP_LF"
"906","mp_LC_LP_HF_1_amealn",67,"mp","LC","LP","HF",1,NA,"8",67,1,22,15,15,"LC_LP_HF"
"907","mp_LC_LP_HF_1_corsto",18,"mp","LC","LP","HF",1,NA,"10",18,1,19,15,15,"LC_LP_HF"
"908","mp_LC_LP_HF_1_riblac",70,"mp","LC","LP","HF",1,NA,"c_sf",70,1,NA,NA,19,"LC_LP_HF"
"909","mp_LC_LP_HF_1_symalb",81,"mp","LC","LP","HF",1,NA,"ll",81,1,NA,NA,19,"LC_LP_HF"
"910","mp_LC_LP_HF_10_alnvir",58,"mp","LC","LP","HF",10,15,"3",58,1,53,42,34,"LC_LP_HF"
"911","mp_LC_LP_HF_10_riblac",26,"mp","LC","LP","HF",10,NA,"d_sf",77,1,NA,NA,72,"LC_LP_HF"
"912","mp_LC_LP_HF_10_sorsco",55,"mp","LC","LP","HF",10,NA,"9",55,1,NA,NA,NA,"LC_LP_HF"
"913","mp_LC_LP_HF_10_spipyr",63,"mp","LC","LP","HF",10,NA,"2",63,1,NA,NA,34,"LC_LP_HF"
"914","mp_LC_LP_HF_11_amealn",10,"mp","LC","LP","HF",11,NA,"8",64,1,34,22,17,"LC_LP_HF"
"915","mp_LC_LP_HF_11_poptre",10,"mp","LC","LP","HF",11,NA,"5",71,1,NA,NA,NA,"LC_LP_HF"
"916","mp_LC_LP_HF_11_spipyr",23,"mp","LC","LP","HF",11,NA,"wjt",23,1,29,27,22,"LC_LP_HF"
"917","mp_LC_LP_HF_12_alnvir",56,"mp","LC","LP","HF",12,NA,"7",56,1,NA,75,39,"LC_LP_HF"
"918","mp_LC_LP_HF_12_amealn",67,"mp","LC","LP","HF",12,NA,"10",67,1,10,8,8,"LC_LP_HF"
"919","mp_LC_LP_HF_12_shecan",56,"mp","LC","LP","HF",12,NA,"6",56,1,26,26,26,"LC_LP_HF"
"920","mp_LC_LP_HF_12_spipyr",3,"mp","LC","LP","HF",12,NA,"wjt",25,1,NA,19,17,"LC_LP_HF"
"921","mp_LC_LP_HF_13_acegla",78,"mp","LC","LP","HF",13,70,"4",78,1,NA,NA,NA,"LC_LP_HF"
"922","mp_LC_LP_HF_13_alninc",63,"mp","LC","LP","HF",13,NA,"5",63,1,27,24,22,"LC_LP_HF"
"923","mp_LC_LP_HF_13_riblac",55,"mp","LC","LP","HF",13,NA,"6",55,1,19,19,19,"LC_LP_HF"
"924","mp_LC_LP_HF_13_rubpar",35,"mp","LC","LP","HF",13,NA,"sf",35,1,NA,27,27,"LC_LP_HF"
"925","mp_LC_LP_HF_14_alninc",83,"mp","LC","LP","HF",14,NA,"4",83,1,31,31,29,"LC_LP_HF"
"926","mp_LC_LP_HF_14_shecan",36,"mp","LC","LP","HF",14,NA,"8",36,1,24,24,24,"LC_LP_HF"
"927","mp_LC_LP_HF_14_vibedu",0,"mp","LC","LP","HF",14,NA,"7",78,1,NA,NA,15,"LC_LP_HF"
"928","mp_LC_LP_HF_15_alninc",77,"mp","LC","LP","HF",15,50,"5",77,1,37,31,31,"LC_LP_HF"
"929","mp_LC_LP_HF_15_loninv",63,"mp","LC","LP","HF",15,NA,"a_tml",63,1,NA,NA,15,"LC_LP_HF"
"930","mp_LC_LP_HF_15_spibet",74,"mp","LC","LP","HF",15,70,"NA",74,1,NA,22,17,"LC_LP_HF"
"931","mp_LC_LP_HF_15_vibedu",36,"mp","LC","LP","HF",15,NA,"3",36,1,NA,NA,15,"LC_LP_HF"
"932","mp_LC_LP_HF_16_alnvir",37,"mp","LC","LP","HF",16,NA,"3",37,1,66,66,33,"LC_LP_HF"
"933","mp_LC_LP_HF_16_corsto",74,"mp","LC","LP","HF",16,NA,"5",74,1,NA,21,21,"LC_LP_HF"
"934","mp_LC_LP_HF_16_popbal",83,"mp","LC","LP","HF",16,NA,"10",83,1,37,29,27,"LC_LP_HF"
"935","mp_LC_LP_HF_16_spipyr",39,"mp","LC","LP","HF",16,NA,"2",39,1,NA,27,19,"LC_LP_HF"
"936","mp_LC_LP_HF_17_amealn",29,"mp","LC","LP","HF",17,NA,"8",29,1,19,8,8,"LC_LP_HF"
"937","mp_LC_LP_HF_17_menfer",29,"mp","LC","LP","HF",17,NA,"9",78,1,NA,NA,72,"LC_LP_HF"
"938","mp_LC_LP_HF_17_symalb",65,"mp","LC","LP","HF",17,NA,"ll",65,1,NA,NA,40,"LC_LP_HF"
"939","mp_LC_LP_HF_17_vacmem",32,"mp","LC","LP","HF",17,20,"ll",32,1,NA,NA,25,"LC_LP_HF"
"940","mp_LC_LP_HF_18_corsto",35,"mp","LC","LP","HF",18,NA,"9",35,1,15,15,15,"LC_LP_HF"
"941","mp_LC_LP_HF_18_rubpar",32,"mp","LC","LP","HF",18,NA,"tml",32,1,NA,NA,31,"LC_LP_HF"
"942","mp_LC_LP_HF_18_vacmem",23,"mp","LC","LP","HF",18,50,"a",23,1,NA,NA,NA,"LC_LP_HF"
"943","mp_LC_LP_HF_18_vibedu",40,"mp","LC","LP","HF",18,NA,"a_tml",40,1,NA,NA,37,"LC_LP_HF"
"944","mp_LC_LP_HF_19_rhoalb",60,"mp","LC","LP","HF",19,50,"3",60,1,NA,NA,22,"LC_LP_HF"
"945","mp_LC_LP_HF_19_riblac",81,"mp","LC","LP","HF",19,66,"11",81,1,NA,NA,69,"LC_LP_HF"
"946","mp_LC_LP_HF_19_sorsco",74,"mp","LC","LP","HF",19,NA,"13",74,1,22,22,22,"LC_LP_HF"
"947","mp_LC_LP_HF_2_amealn",66,"mp","LC","LP","HF",2,NA,"2",66,1,25,21,15,"LC_LP_HF"
"948","mp_LC_LP_HF_2_loninv",15,"mp","LC","LP","HF",2,NA,NA,NA,0,NA,NA,NA,"LC_LP_HF"
"949","mp_LC_LP_HF_2_menfer",15,"mp","LC","LP","HF",2,NA,"4",81,1,NA,NA,81,"LC_LP_HF"
"950","mp_LC_LP_HF_2_poptre",15,"mp","LC","LP","HF",2,NA,NA,NA,0,NA,NA,NA,"LC_LP_HF"
"951","mp_LC_LP_HF_2_rubpar",76,"mp","LC","LP","HF",2,NA,"sf",76,1,NA,40,25,"LC_LP_HF"
"952","mp_LC_LP_HF_2_shecan",60,"mp","LC","LP","HF",2,NA,"11",60,1,21,21,15,"LC_LP_HF"
"953","mp_LC_LP_HF_2_spibet",27,"mp","LC","LP","HF",2,NA,NA,NA,0,NA,NA,NA,"LC_LP_HF"
"954","mp_LC_LP_HF_20_rhoalb",33,"mp","LC","LP","HF",20,NA,"3",33,1,22,22,22,"LC_LP_HF"
"955","mp_LC_LP_HF_20_samrac",18,"mp","LC","LP","HF",20,NA,"8",59,1,42,42,40,"LC_LP_HF"
"956","mp_LC_LP_HF_20_shecan",33,"mp","LC","LP","HF",20,50,"4",33,1,NA,29,19,"LC_LP_HF"
"957","mp_LC_LP_HF_21_acegla",46,"mp","LC","LP","HF",21,NA,"5",46,1,NA,NA,39,"LC_LP_HF"
"958","mp_LC_LP_HF_21_menfer",15,"mp","LC","LP","HF",21,NA,NA,NA,0,NA,NA,NA,"LC_LP_HF"
"959","mp_LC_LP_HF_21_popbal",46,"mp","LC","LP","HF",21,NA,"8",46,1,NA,NA,57,"LC_LP_HF"
"960","mp_LC_LP_HF_21_rhoalb",15,"mp","LC","LP","HF",21,NA,NA,NA,0,NA,NA,NA,"LC_LP_HF"
"961","mp_LC_LP_HF_21_spibet",69,"mp","LC","LP","HF",21,NA,"NA",69,1,22,22,22,"LC_LP_HF"
"962","mp_LC_LP_HF_21_spipyr",15,"mp","LC","LP","HF",21,NA,NA,NA,0,NA,NA,NA,"LC_LP_HF"
"963","mp_LC_LP_HF_21_symalb",66,"mp","LC","LP","HF",21,NA,"ll",NA,0,NA,NA,NA,"LC_LP_HF"
"964","mp_LC_LP_HF_22_alnvir",49,"mp","LC","LP","HF",22,25,"3",49,1,NA,50,46,"LC_LP_HF"
"965","mp_LC_LP_HF_22_popbal",76,"mp","LC","LP","HF",22,NA,"10",76,1,NA,50,27,"LC_LP_HF"
"966","mp_LC_LP_HF_22_riblac",45,"mp","LC","LP","HF",22,NA,"d_sf",60,1,NA,NA,50,"LC_LP_HF"
"967","mp_LC_LP_HF_22_shecan",81,"mp","LC","LP","HF",22,NA,"10",81,1,29,22,15,"LC_LP_HF"
"968","mp_LC_LP_HF_23_alnvir",66,"mp","LC","LP","HF",23,50,"4",66,1,78,72,63,"LC_LP_HF"
