"","lab","day","population","chill","photo","force","flask","percent4.t","indiv","tbb","nl","latbb80","latbb50","latbb1","treatment"
"1818","sm_LC_HP_HF_1_amealn",25,"sm","LC","HP","HF",1,NA,"a",25,1,NA,36,23,"LC_HP_HF"
"1819","sm_LC_HP_HF_1_loninv",78,"sm","LC","HP","HF",1,NA,"5",78,1,23,19,19,"LC_HP_HF"
"1820","sm_LC_HP_HF_1_popbal",78,"sm","LC","HP","HF",1,NA,"c",78,1,31,31,31,"LC_HP_HF"
"1821","sm_LC_HP_HF_1_shecan",60,"sm","LC","HP","HF",1,NA,"7",60,1,23,23,19,"LC_HP_HF"
"1822","sm_LC_HP_HF_10_riblac",51,"sm","LC","HP","HF",10,NA,"d",51,1,NA,NA,15,"LC_HP_HF"
"1823","sm_LC_HP_HF_10_rubpar",2,"sm","LC","HP","HF",10,NA,"NA",31,1,NA,NA,NA,"LC_HP_HF"
"1824","sm_LC_HP_HF_10_symalb",22,"sm","LC","HP","HF",10,NA,"NA",NA,0,NA,NA,NA,"LC_HP_HF"
"1825","sm_LC_HP_HF_11_rubpar",0,"sm","LC","HP","HF",11,NA,"NA",35,1,NA,23,23,"LC_HP_HF"
"1826","sm_LC_HP_HF_11_spipyr",51,"sm","LC","HP","HF",11,NA,"NA",51,1,NA,31,25,"LC_HP_HF"
"1827","sm_LC_HP_HF_11_vacmem",34,"sm","LC","HP","HF",11,20,"oct_21",34,1,NA,19,15,"LC_HP_HF"
"1828","sm_LC_HP_HF_12_corsto",0,"sm","LC","HP","HF",12,NA,NA,47,1,27,19,15,"LC_HP_HF"
"1829","sm_LC_HP_HF_12_loninv",7,"sm","LC","HP","HF",12,NA,"7",34,1,NA,NA,23,"LC_HP_HF"
"1830","sm_LC_HP_HF_12_poptre",59,"sm","LC","HP","HF",12,15,NA,59,1,NA,31,31,"LC_HP_HF"
"1831","sm_LC_HP_HF_12_symalb",32,"sm","LC","HP","HF",12,NA,"NA",NA,0,NA,NA,NA,"LC_HP_HF"
"1832","sm_LC_HP_HF_13_alnvir",36,"sm","LC","HP","HF",13,NA,"10",67,1,NA,75,66,"LC_HP_HF"
"1833","sm_LC_HP_HF_13_corsto",0,"sm","LC","HP","HF",13,NA,NA,77,1,25,25,23,"LC_HP_HF"
"1834","sm_LC_HP_HF_13_rubpar",0,"sm","LC","HP","HF",13,NA,NA,33,1,NA,NA,NA,"LC_HP_HF"
"1835","sm_LC_HP_HF_14_acegla",55,"sm","LC","HP","HF",14,35,"10",55,1,NA,NA,39,"LC_HP_HF"
"1836","sm_LC_HP_HF_14_alninc",48,"sm","LC","HP","HF",14,NA,"4",48,1,36,31,19,"LC_HP_HF"
"1837","sm_LC_HP_HF_14_popbal",42,"sm","LC","HP","HF",14,NA,"3",42,1,25,21,19,"LC_HP_HF"
"1838","sm_LC_HP_HF_15_menfer",2,"sm","LC","HP","HF",15,NA,"3",70,1,NA,50,27,"LC_HP_HF"
"1839","sm_LC_HP_HF_15_rubpar",71,"sm","LC","HP","HF",15,50,"NA",71,1,NA,37,31,"LC_HP_HF"
"1840","sm_LC_HP_HF_15_shecan",52,"sm","LC","HP","HF",15,NA,"11",52,1,25,19,15,"LC_HP_HF"
"1841","sm_LC_HP_HF_15_spipyr",78,"sm","LC","HP","HF",15,NA,"NA",78,1,46,19,19,"LC_HP_HF"
"1842","sm_LC_HP_HF_16_alninc",15,"sm","LC","HP","HF",16,NA,"2",42,1,31,31,31,"LC_HP_HF"
"1843","sm_LC_HP_HF_16_alnvir",60,"sm","LC","HP","HF",16,50,"10",60,1,NA,NA,63,"LC_HP_HF"
"1844","sm_LC_HP_HF_16_corsto",59,"sm","LC","HP","HF",16,NA,NA,59,1,23,15,15,"LC_HP_HF"
"1845","sm_LC_HP_HF_16_vacmem",42,"sm","LC","HP","HF",16,NA,"oct_21",42,1,NA,17,15,"LC_HP_HF"
"1846","sm_LC_HP_HF_17_popbal",15,"sm","LC","HP","HF",17,NA,"8",66,1,29,29,29,"LC_HP_HF"
"1847","sm_LC_HP_HF_17_sorsco",0,"sm","LC","HP","HF",17,NA,NA,51,1,23,23,23,"LC_HP_HF"
"1848","sm_LC_HP_HF_17_spibet",0,"sm","LC","HP","HF",17,NA,NA,77,1,17,17,10,"LC_HP_HF"
"1849","sm_LC_HP_HF_17_symalb",7,"sm","LC","HP","HF",17,NA,"NA",65,1,NA,NA,53,"LC_HP_HF"
"1850","sm_LC_HP_HF_17_vibedu",62,"sm","LC","HP","HF",17,NA,"3",62,1,NA,23,10,"LC_HP_HF"
"1851","sm_LC_HP_HF_18_amealn",66,"sm","LC","HP","HF",18,NA,"a",66,1,NA,27,23,"LC_HP_HF"
"1852","sm_LC_HP_HF_18_loninv",80,"sm","LC","HP","HF",18,NA,"5",80,1,NA,NA,42,"LC_HP_HF"
"1853","sm_LC_HP_HF_18_sorsco",63,"sm","LC","HP","HF",18,NA,"a",63,1,NA,NA,NA,"LC_HP_HF"
"1854","sm_LC_HP_HF_18_symalb",60,"sm","LC","HP","HF",18,NA,"cl",60,1,NA,NA,57,"LC_HP_HF"
"1855","sm_LC_HP_HF_19_acegla",71,"sm","LC","HP","HF",19,NA,"13",71,1,NA,34,34,"LC_HP_HF"
"1856","sm_LC_HP_HF_19_poptre",0,"sm","LC","HP","HF",19,NA,NA,77,1,53,34,34,"LC_HP_HF"
"1857","sm_LC_HP_HF_19_riblac",41,"sm","LC","HP","HF",19,70,"8",56,1,NA,NA,42,"LC_HP_HF"
"1858","sm_LC_HP_HF_19_sorsco",0,"sm","LC","HP","HF",19,NA,NA,55,1,NA,NA,19,"LC_HP_HF"
"1859","sm_LC_HP_HF_19_spibet",0,"sm","LC","HP","HF",19,NA,NA,24,1,22,19,15,"LC_HP_HF"
"1860","sm_LC_HP_HF_2_loninv",38,"sm","LC","HP","HF",2,25,"7",38,1,19,17,15,"LC_HP_HF"
"1861","sm_LC_HP_HF_2_popbal",74,"sm","LC","HP","HF",2,NA,"a",74,1,50,50,50,"LC_HP_HF"
"1862","sm_LC_HP_HF_2_riblac",67,"sm","LC","HP","HF",2,NA,"3b",67,1,78,27,27,"LC_HP_HF"
"1863","sm_LC_HP_HF_2_shecan",67,"sm","LC","HP","HF",2,NA,"13",67,1,NA,50,27,"LC_HP_HF"
"1864","sm_LC_HP_HF_20_alnvir",76,"sm","LC","HP","HF",20,NA,"6",76,1,40,40,36,"LC_HP_HF"
"1865","sm_LC_HP_HF_20_betpap",0,"sm","LC","HP","HF",20,NA,NA,77,1,25,25,25,"LC_HP_HF"
"1866","sm_LC_HP_HF_20_poptre",39,"sm","LC","HP","HF",20,30,NA,39,1,NA,NA,NA,"LC_HP_HF"
"1867","sm_LC_HP_HF_20_rubpar",79,"sm","LC","HP","HF",20,NA,"cl",79,1,NA,36,31,"LC_HP_HF"
"1868","sm_LC_HP_HF_21_alninc",3,"sm","LC","HP","HF",21,NA,"5",64,1,66,34,31,"LC_HP_HF"
"1869","sm_LC_HP_HF_21_amealn",63,"sm","LC","HP","HF",21,NA,"3",63,1,16,16,16,"LC_HP_HF"
"1870","sm_LC_HP_HF_21_menfer",52,"sm","LC","HP","HF",21,NA,"3",52,1,NA,53,40,"LC_HP_HF"
"1871","sm_LC_HP_HF_22_corsto",0,"sm","LC","HP","HF",22,NA,NA,77,1,19,17,17,"LC_HP_HF"
"1872","sm_LC_HP_HF_22_riblac",0,"sm","LC","HP","HF",22,NA,"3",32,1,63,27,17,"LC_HP_HF"
"1873","sm_LC_HP_HF_22_shecan",7,"sm","LC","HP","HF",22,NA,"10",31,1,25,22,17,"LC_HP_HF"
"1874","sm_LC_HP_HF_22_spibet",0,"sm","LC","HP","HF",22,NA,NA,51,1,22,19,15,"LC_HP_HF"
"1875","sm_LC_HP_HF_22_spipyr",2,"sm","LC","HP","HF",22,NA,"NA",17,1,NA,NA,15,"LC_HP_HF"
"1876","sm_LC_HP_HF_23_alnvir",3,"sm","LC","HP","HF",23,NA,"2",32,1,NA,NA,NA,"LC_HP_HF"
"1877","sm_LC_HP_HF_23_betpap",0,"sm","LC","HP","HF",23,NA,NA,55,1,21,21,21,"LC_HP_HF"
"1878","sm_LC_HP_HF_23_menfer",81,"sm","LC","HP","HF",23,NA,"8",81,1,NA,NA,66,"LC_HP_HF"
"1879","sm_LC_HP_HF_24_acegla",0,"sm","LC","HP","HF",24,NA,"10",81,1,NA,NA,NA,"LC_HP_HF"
"1880","sm_LC_HP_HF_24_alnvir",25,"sm","LC","HP","HF",24,NA,"19",31,1,NA,NA,39,"LC_HP_HF"
"1881","sm_LC_HP_HF_24_loninv",54,"sm","LC","HP","HF",24,NA,"11",54,1,NA,NA,19,"LC_HP_HF"
"1882","sm_LC_HP_HF_24_sorsco",63,"sm","LC","HP","HF",24,NA,"12",63,1,NA,NA,NA,"LC_HP_HF"
"1883","sm_LC_HP_HF_25_poptre",0,"sm","LC","HP","HF",25,NA,NA,77,1,NA,NA,34,"LC_HP_HF"
"1884","sm_LC_HP_HF_25_shecan",62,"sm","LC","HP","HF",25,30,"a",62,1,53,31,23,"LC_HP_HF"
"1885","sm_LC_HP_HF_25_spipyr",39,"sm","LC","HP","HF",25,NA,"NA",39,1,31,31,16,"LC_HP_HF"
"1886","sm_LC_HP_HF_25_symalb",15,"sm","LC","HP","HF",25,NA,"NA",NA,0,NA,NA,NA,"LC_HP_HF"
"1887","sm_LC_HP_HF_26_acegla",35,"sm","LC","HP","HF",26,50,"2",35,1,46,46,21,"LC_HP_HF"
"1888","sm_LC_HP_HF_26_loninv",62,"sm","LC","HP","HF",26,NA,"11",62,1,NA,10,10,"LC_HP_HF"
"1889","sm_LC_HP_HF_26_poptre",0,"sm","LC","HP","HF",26,NA,NA,77,1,NA,NA,31,"LC_HP_HF"
"1890","sm_LC_HP_HF_27_alninc",16,"sm","LC","HP","HF",27,NA,"1",56,1,46,36,36,"LC_HP_HF"
"1891","sm_LC_HP_HF_27_poptre",0,"sm","LC","HP","HF",27,NA,NA,77,1,NA,36,23,"LC_HP_HF"
"1892","sm_LC_HP_HF_27_symalb",56,"sm","LC","HP","HF",27,NA,"2",56,1,NA,NA,21,"LC_HP_HF"
"1893","sm_LC_HP_HF_28_acegla",69,"sm","LC","HP","HF",28,NA,"9",69,1,NA,36,36,"LC_HP_HF"
"1894","sm_LC_HP_HF_28_alninc",81,"sm","LC","HP","HF",28,NA,"2",81,1,36,36,36,"LC_HP_HF"
"1895","sm_LC_HP_HF_28_alnvir",58,"sm","LC","HP","HF",28,NA,"19",58,1,NA,57,53,"LC_HP_HF"
"1896","sm_LC_HP_HF_28_poptre",0,"sm","LC","HP","HF",28,NA,NA,77,1,39,36,36,"LC_HP_HF"
"1897","sm_LC_HP_HF_29_shecan",74,"sm","LC","HP","HF",29,50,"11",74,1,17,17,15,"LC_HP_HF"
"1898","sm_LC_HP_HF_29_spipyr",34,"sm","LC","HP","HF",29,NA,"NA",34,1,31,31,15,"LC_HP_HF"
"1899","sm_LC_HP_HF_3_amealn",31,"sm","LC","HP","HF",3,NA,"6",31,1,NA,NA,NA,"LC_HP_HF"
"1900","sm_LC_HP_HF_3_corsto",0,"sm","LC","HP","HF",3,NA,NA,60,1,23,23,19,"LC_HP_HF"
"1901","sm_LC_HP_HF_3_menfer",16,"sm","LC","HP","HF",3,NA,"9",81,1,NA,NA,63,"LC_HP_HF"
"1902","sm_LC_HP_HF_3_shecan",80,"sm","LC","HP","HF",3,NA,"12",80,1,NA,NA,42,"LC_HP_HF"
"1903","sm_LC_HP_HF_3_spibet",0,"sm","LC","HP","HF",3,NA,NA,19,1,31,19,15,"LC_HP_HF"
"1904","sm_LC_HP_HF_30_popbal",3,"sm","LC","HP","HF",30,NA,"8",62,1,NA,NA,39,"LC_HP_HF"
"1905","sm_LC_HP_HF_30_rubpar",80,"sm","LC","HP","HF",30,NA,"NA",80,1,NA,NA,19,"LC_HP_HF"
"1906","sm_LC_HP_HF_30_samrac",15,"sm","LC","HP","HF",30,NA,NA,15,1,15,15,15,"LC_HP_HF"
"1907","sm_LC_HP_HF_30_spipyr",4,"sm","LC","HP","HF",30,NA,"NA",44,1,NA,NA,19,"LC_HP_HF"
"1908","sm_LC_HP_HF_30_symalb",15,"sm","LC","HP","HF",30,NA,NA,NA,0,NA,NA,NA,"LC_HP_HF"
"1909","sm_LC_HP_HF_30_vacmem",42,"sm","LC","HP","HF",30,90,"oct_21",42,1,NA,29,17,"LC_HP_HF"
"1910","sm_LC_HP_HF_31_alninc",28,"sm","LC","HP","HF",31,35,"5",28,1,46,36,31,"LC_HP_HF"
"1911","sm_LC_HP_HF_31_amealn",82,"sm","LC","HP","HF",31,NA,"7",82,1,19,17,15,"LC_HP_HF"
"1912","sm_LC_HP_HF_31_betpap",0,"sm","LC","HP","HF",31,NA,NA,51,1,34,31,31,"LC_HP_HF"
"1913","sm_LC_HP_HF_31_loninv",29,"sm","LC","HP","HF",31,NA,"NA",70,1,NA,NA,31,"LC_HP_HF"
"1914","sm_LC_HP_HF_32_alnvir",44,"sm","LC","HP","HF",32,85,"6",44,1,NA,81,39,"LC_HP_HF"
"1915","sm_LC_HP_HF_32_betpap",0,"sm","LC","HP","HF",32,NA,NA,51,1,25,23,23,"LC_HP_HF"
"1916","sm_LC_HP_HF_32_popbal",29,"sm","LC","HP","HF",32,NA,"onion_b",29,1,39,31,25,"LC_HP_HF"
"1917","sm_LC_HP_HF_32_rubpar",71,"sm","LC","HP","HF",32,NA,"w/10",71,1,NA,NA,42,"LC_HP_HF"
"1918","sm_LC_HP_HF_33_acegla",0,"sm","LC","HP","HF",33,NA,"13",60,1,40,40,40,"LC_HP_HF"
"1919","sm_LC_HP_HF_33_spipyr",59,"sm","LC","HP","HF",33,NA,"b",59,1,NA,23,17,"LC_HP_HF"
"1920","sm_LC_HP_HF_33_vibedu",7,"sm","LC","HP","HF",33,NA,"4",27,1,17,15,15,"LC_HP_HF"
"1921","sm_LC_HP_HF_34_alninc",81,"sm","LC","HP","HF",34,NA,"5",81,1,36,31,27,"LC_HP_HF"
"1922","sm_LC_HP_HF_34_amealn",51,"sm","LC","HP","HF",34,NA,"1",51,1,25,25,23,"LC_HP_HF"
"1923","sm_LC_HP_HF_34_riblac",56,"sm","LC","HP","HF",34,NA,"7",56,1,NA,NA,25,"LC_HP_HF"
"1924","sm_LC_HP_HF_34_vibedu",16,"sm","LC","HP","HF",34,NA,"2",16,1,NA,34,15,"LC_HP_HF"
"1925","sm_LC_HP_HF_35_betpap",15,"sm","LC","HP","HF",35,NA,NA,59,1,49,46,46,"LC_HP_HF"
"1926","sm_LC_HP_HF_35_menfer",60,"sm","LC","HP","HF",35,NA,"2",60,1,33,33,27,"LC_HP_HF"
"1927","sm_LC_HP_HF_35_symalb",22,"sm","LC","HP","HF",35,NA,"NA",65,1,NA,53,53,"LC_HP_HF"
"1928","sm_LC_HP_HF_36_acegla",19,"sm","LC","HP","HF",36,NA,"13",33,1,NA,NA,NA,"LC_HP_HF"
"1929","sm_LC_HP_HF_36_sorsco",50,"sm","LC","HP","HF",36,NA,"11",50,1,NA,NA,NA,"LC_HP_HF"
"1930","sm_LC_HP_HF_36_vibedu",3,"sm","LC","HP","HF",36,NA,"2",15,1,7,7,7,"LC_HP_HF"
"1931","sm_LC_HP_HF_37_poptre",15,"sm","LC","HP","HF",37,NA,NA,52,1,NA,NA,NA,"LC_HP_HF"
"1932","sm_LC_HP_HF_37_sorsco",15,"sm","LC","HP","HF",37,NA,NA,15,1,NA,NA,NA,"LC_HP_HF"
"1933","sm_LC_HP_HF_37_symalb",7,"sm","LC","HP","HF",37,NA,"NA",NA,0,NA,NA,NA,"LC_HP_HF"
"1934","sm_LC_HP_HF_37_vibedu",67,"sm","LC","HP","HF",37,NA,"3",67,1,NA,10,10,"LC_HP_HF"
"1935","sm_LC_HP_HF_38_spibet",15,"sm","LC","HP","HF",38,NA,NA,43,1,37,23,23,"LC_HP_HF"
"1936","sm_LC_HP_HF_38_symalb",75,"sm","LC","HP","HF",38,NA,"NA",75,1,NA,23,19,"LC_HP_HF"
"1937","sm_LC_HP_HF_38_vacmem",7,"sm","LC","HP","HF",38,NA,"oct_21",32,1,NA,NA,NA,"LC_HP_HF"
"1938","sm_LC_HP_HF_39_betpap",27,"sm","LC","HP","HF",39,NA,NA,27,1,34,34,27,"LC_HP_HF"
"1939","sm_LC_HP_HF_39_menfer",4,"sm","LC","HP","HF",39,NA,"3",64,1,NA,NA,37,"LC_HP_HF"
"1940","sm_LC_HP_HF_39_sorsco",4,"sm","LC","HP","HF",39,NA,"11",74,1,NA,NA,NA,"LC_HP_HF"
"1941","sm_LC_HP_HF_39_vacmem",76,"sm","LC","HP","HF",39,10,"oct_25",76,1,NA,NA,27,"LC_HP_HF"
"1942","sm_LC_HP_HF_4_menfer",68,"sm","LC","HP","HF",4,NA,"1",68,1,NA,NA,46,"LC_HP_HF"
"1943","sm_LC_HP_HF_4_popbal",0,"sm","LC","HP","HF",4,NA,"8",79,1,NA,NA,31,"LC_HP_HF"
"1944","sm_LC_HP_HF_4_spibet",0,"sm","LC","HP","HF",4,NA,NA,77,1,19,19,15,"LC_HP_HF"
"1945","sm_LC_HP_HF_40_alninc",33,"sm","LC","HP","HF",40,50,"1",33,1,31,25,25,"LC_HP_HF"
"1946","sm_LC_HP_HF_40_amealn",45,"sm","LC","HP","HF",40,60,"5",45,1,27,19,19,"LC_HP_HF"
"1947","sm_LC_HP_HF_40_symalb",45,"sm","LC","HP","HF",40,NA,"cl",45,1,NA,31,31,"LC_HP_HF"
"1948","sm_LC_HP_HF_40_vibedu",16,"sm","LC","HP","HF",40,NA,"4",16,1,7,7,7,"LC_HP_HF"
"1949","sm_LC_HP_HF_5_betpap",0,"sm","LC","HP","HF",5,NA,NA,64,1,21,21,21,"LC_HP_HF"
"1950","sm_LC_HP_HF_5_loninv",68,"sm","LC","HP","HF",5,15,"5",68,1,34,31,19,"LC_HP_HF"
"1951","sm_LC_HP_HF_5_spibet",0,"sm","LC","HP","HF",5,NA,NA,77,1,25,25,22,"LC_HP_HF"
"1952","sm_LC_HP_HF_5_vibedu",62,"sm","LC","HP","HF",5,40,"2",62,1,NA,19,15,"LC_HP_HF"
"1953","sm_LC_HP_HF_6_alnvir",69,"sm","LC","HP","HF",6,NA,"2",33,1,NA,NA,NA,"LC_HP_HF"
"1954","sm_LC_HP_HF_6_sorsco",58,"sm","LC","HP","HF",6,NA,"11",58,1,NA,NA,NA,"LC_HP_HF"
"1955","sm_LC_HP_HF_6_symalb",50,"sm","LC","HP","HF",6,NA,"cl",NA,0,NA,NA,NA,"LC_HP_HF"
"1956","sm_LC_HP_HF_6_vacmem",69,"sm","LC","HP","HF",6,50,"8",69,1,NA,19,19,"LC_HP_HF"
"1957","sm_LC_HP_HF_7_corsto",0,"sm","LC","HP","HF",7,NA,NA,77,1,25,19,19,"LC_HP_HF"
"1958","sm_LC_HP_HF_7_popbal",37,"sm","LC","HP","HF",7,NA,"8",32,1,NA,NA,42,"LC_HP_HF"
"1959","sm_LC_HP_HF_7_riblac",62,"sm","LC","HP","HF",7,NA,"3",62,1,53,42,19,"LC_HP_HF"
"1960","sm_LC_HP_HF_8_betpap",0,"sm","LC","HP","HF",8,NA,NA,64,1,37,33,33,"LC_HP_HF"
"1961","sm_LC_HP_HF_8_corsto",59,"sm","LC","HP","HF",8,NA,NA,59,1,22,19,19,"LC_HP_HF"
"1962","sm_LC_HP_HF_8_riblac",74,"sm","LC","HP","HF",8,NA,"9",74,1,57,33,19,"LC_HP_HF"
"1963","sm_LC_HP_HF_9_poptre",0,"sm","LC","HP","HF",9,NA,NA,77,1,36,31,31,"LC_HP_HF"
"1964","sm_LC_HP_HF_9_rubpar",58,"sm","LC","HP","HF",9,NA,"w/10",58,1,NA,39,39,"LC_HP_HF"
"1965","sm_LC_HP_HF_9_vacmem",25,"sm","LC","HP","HF",9,NA,"oct_21",25,1,34,23,19,"LC_HP_HF"
"1966","sm_LC_HP_LF_1_acegla",21,"sm","LC","HP","LF",1,NA,"11",81,1,NA,NA,75,"LC_HP_LF"
"1967","sm_LC_HP_LF_1_corsto",15,"sm","LC","HP","LF",1,NA,NA,15,1,19,17,17,"LC_HP_LF"
"1968","sm_LC_HP_LF_1_spibet",27,"sm","LC","HP","LF",1,NA,NA,77,1,NA,NA,NA,"LC_HP_LF"
"1969","sm_LC_HP_LF_10_riblac",78,"sm","LC","HP","LF",10,NA,"3b",79,1,NA,49,43,"LC_HP_LF"
"1970","sm_LC_HP_LF_10_shecan",33,"sm","LC","HP","LF",10,NA,"8",54,1,61,46,39,"LC_HP_LF"
"1971","sm_LC_HP_LF_11_acegla",45,"sm","LC","HP","LF",11,NA,"9",59,1,63,57,48,"LC_HP_LF"
"1972","sm_LC_HP_LF_11_alninc",45,"sm","LC","HP","LF",11,NA,"4",62,1,55,48,48,"LC_HP_LF"
"1973","sm_LC_HP_LF_11_amealn",53,"sm","LC","HP","LF",11,NA,"7",53,1,28,28,22,"LC_HP_LF"
"1974","sm_LC_HP_LF_11_symalb",53,"sm","LC","HP","LF",11,NA,"3",80,1,NA,NA,55,"LC_HP_LF"
"1975","sm_LC_HP_LF_12_alninc",42,"sm","LC","HP","LF",12,NA,"1",42,1,43,43,37,"LC_HP_LF"
"1976","sm_LC_HP_LF_12_amealn",44,"sm","LC","HP","LF",12,NA,"1",44,1,43,43,28,"LC_HP_LF"
"1977","sm_LC_HP_LF_12_sorsco",38,"sm","LC","HP","LF",12,NA,"7",NA,0,NA,NA,NA,"LC_HP_LF"
"1978","sm_LC_HP_LF_12_vibedu",34,"sm","LC","HP","LF",12,NA,"4",34,1,22,17,15,"LC_HP_LF"
"1979","sm_LC_HP_LF_13_betpap",27,"sm","LC","HP","LF",13,50,NA,27,1,32,32,26,"LC_HP_LF"
"1980","sm_LC_HP_LF_13_corsto",27,"sm","LC","HP","LF",13,NA,NA,27,1,NA,32,22,"LC_HP_LF"
"1981","sm_LC_HP_LF_13_menfer",4,"sm","LC","HP","LF",13,NA,"2",75,1,NA,NA,69,"LC_HP_LF"
"1982","sm_LC_HP_LF_13_rubpar",50,"sm","LC","HP","LF",13,NA,"cl",50,1,NA,37,26,"LC_HP_LF"
"1983","sm_LC_HP_LF_13_sorsco",15,"sm","LC","HP","LF",13,NA,"1",NA,0,NA,NA,NA,"LC_HP_LF"
"1984","sm_LC_HP_LF_14_acegla",33,"sm","LC","HP","LF",14,NA,"7",81,1,NA,NA,78,"LC_HP_LF"
"1985","sm_LC_HP_LF_14_alnvir",63,"sm","LC","HP","LF",14,NA,"10",82,1,NA,NA,78,"LC_HP_LF"
"1986","sm_LC_HP_LF_14_rubpar",63,"sm","LC","HP","LF",14,NA,"cl",63,1,34,34,34,"LC_HP_LF"
"1987","sm_LC_HP_LF_15_corsto",27,"sm","LC","HP","LF",15,NA,NA,27,1,43,26,22,"LC_HP_LF"
"1988","sm_LC_HP_LF_15_poptre",15,"sm","LC","HP","LF",15,NA,NA,77,1,48,48,48,"LC_HP_LF"
"1989","sm_LC_HP_LF_15_symalb",18,"sm","LC","HP","LF",15,NA,"NA",83,1,NA,39,39,"LC_HP_LF"
"1990","sm_LC_HP_LF_16_alnvir",78,"sm","LC","HP","LF",16,NA,"2",78,1,NA,74,66,"LC_HP_LF"
"1991","sm_LC_HP_LF_16_riblac",25,"sm","LC","HP","LF",16,NA,"2",66,1,NA,NA,39,"LC_HP_LF"
"1992","sm_LC_HP_LF_16_vibedu",31,"sm","LC","HP","LF",16,50,"9",31,1,17,17,15,"LC_HP_LF"
"1993","sm_LC_HP_LF_17_amealn",7,"sm","LC","HP","LF",17,NA,"7",78,1,31,31,28,"LC_HP_LF"
"1994","sm_LC_HP_LF_17_loninv",0,"sm","LC","HP","LF",17,NA,"10",65,1,NA,NA,45,"LC_HP_LF"
"1995","sm_LC_HP_LF_17_riblac",79,"sm","LC","HP","LF",17,NA,"3",79,1,NA,NA,39,"LC_HP_LF"
"1996","sm_LC_HP_LF_17_shecan",78,"sm","LC","HP","LF",17,NA,"10",78,1,34,34,34,"LC_HP_LF"
"1997","sm_LC_HP_LF_17_vibedu",79,"sm","LC","HP","LF",17,NA,"10",79,1,10,10,8,"LC_HP_LF"
"1998","sm_LC_HP_LF_18_acegla",81,"sm","LC","HP","LF",18,NA,"9",81,1,49,49,49,"LC_HP_LF"
"1999","sm_LC_HP_LF_18_alninc",62,"sm","LC","HP","LF",18,50,"2",62,1,49,49,43,"LC_HP_LF"
"2000","sm_LC_HP_LF_18_sorsco",5,"sm","LC","HP","LF",18,NA,"12",5,1,NA,NA,39,"LC_HP_LF"
"2001","sm_LC_HP_LF_19_loninv",47,"sm","LC","HP","LF",19,NA,"11",47,1,NA,24,15,"LC_HP_LF"
"2002","sm_LC_HP_LF_19_riblac",73,"sm","LC","HP","LF",19,NA,"3",73,1,78,43,31,"LC_HP_LF"
"2003","sm_LC_HP_LF_19_spibet",27,"sm","LC","HP","LF",19,NA,NA,27,1,NA,NA,26,"LC_HP_LF"
"2004","sm_LC_HP_LF_19_spipyr",2,"sm","LC","HP","LF",19,NA,"NA",78,1,NA,NA,55,"LC_HP_LF"
"2005","sm_LC_HP_LF_2_amealn",26,"sm","LC","HP","LF",2,33,"3",26,1,NA,32,24,"LC_HP_LF"
"2006","sm_LC_HP_LF_2_poptre",27,"sm","LC","HP","LF",2,55,NA,77,1,NA,NA,NA,"LC_HP_LF"
"2007","sm_LC_HP_LF_2_shecan",48,"sm","LC","HP","LF",2,50,"7",48,1,32,28,26,"LC_HP_LF"
"2008","sm_LC_HP_LF_2_spibet",15,"sm","LC","HP","LF",2,NA,NA,51,1,NA,32,32,"LC_HP_LF"
"2009","sm_LC_HP_LF_20_poptre",27,"sm","LC","HP","LF",20,NA,NA,77,1,NA,69,69,"LC_HP_LF"
"2010","sm_LC_HP_LF_20_rubpar",60,"sm","LC","HP","LF",20,NA,"NA",82,1,NA,66,61,"LC_HP_LF"
"2011","sm_LC_HP_LF_20_spibet",72,"sm","LC","HP","LF",20,NA,NA,72,1,NA,43,19,"LC_HP_LF"
"2012","sm_LC_HP_LF_20_spipyr",19,"sm","LC","HP","LF",20,NA,"NA",28,1,NA,NA,39,"LC_HP_LF"
"2013","sm_LC_HP_LF_21_alnvir",49,"sm","LC","HP","LF",21,NA,"2",76,1,NA,63,61,"LC_HP_LF"
"2014","sm_LC_HP_LF_21_amealn",76,"sm","LC","HP","LF",21,NA,"3",76,1,NA,38,31,"LC_HP_LF"
"2015","sm_LC_HP_LF_21_sorsco",25,"sm","LC","HP","LF",21,NA,"12",NA,0,NA,NA,NA,"LC_HP_LF"
"2016","sm_LC_HP_LF_21_vacmem",15,"sm","LC","HP","LF",21,NA,NA,NA,0,NA,NA,NA,"LC_HP_LF"
"2017","sm_LC_HP_LF_22_corsto",27,"sm","LC","HP","LF",22,NA,NA,27,1,NA,21,21,"LC_HP_LF"
"2018","sm_LC_HP_LF_22_loninv",56,"sm","LC","HP","LF",22,NA,"7",75,1,NA,NA,NA,"LC_HP_LF"
"2019","sm_LC_HP_LF_22_menfer",16,"sm","LC","HP","LF",22,NA,"13",76,1,NA,NA,75,"LC_HP_LF"
"2020","sm_LC_HP_LF_22_popbal",76,"sm","LC","HP","LF",22,35,"8",76,1,61,61,61,"LC_HP_LF"
"2021","sm_LC_HP_LF_23_riblac",25,"sm","LC","HP","LF",23,NA,"3b",NA,0,NA,NA,NA,"LC_HP_LF"
"2022","sm_LC_HP_LF_23_spibet",27,"sm","LC","HP","LF",23,NA,NA,27,1,NA,78,24,"LC_HP_LF"
"2023","sm_LC_HP_LF_23_spipyr",63,"sm","LC","HP","LF",23,50,"NA",63,1,NA,NA,19,"LC_HP_LF"
