lab2,population,treatment,flask,species,bb,trt
mp.LC.HP.HF.23.rhoalb.1,mp,LC.HP.HF,23,rhoalb,16,LC_HP_HF
mp.HC.LP.LF.26.rhoalb.1,mp,HC.LP.LF,26,rhoalb,30,HC_LP_LF
mp.LC.HP.LF.26.rhoalb.1,mp,LC.HP.LF,26,rhoalb,24,LC_HP_LF
mp.LC.HP.LF.27.rhoalb.1,mp,LC.HP.LF,27,rhoalb,22,LC_HP_LF
mp.HC.HP.LF.28.rhoalb.1,mp,HC.HP.LF,28,rhoalb,13,HC_HP_LF
mp.HC.LP.LF.28.rhoalb.1,mp,HC.LP.LF,28,rhoalb,5,HC_LP_LF
mp.LC.LP.HF.28.rhoalb.1,mp,LC.LP.HF,28,rhoalb,17,LC_LP_HF
mp.LC.HP.LF.29.rhoalb.1,mp,LC.HP.LF,29,rhoalb,21,LC_HP_LF
mp.HC.HP.LF.30.rhoalb.1,mp,HC.HP.LF,30,rhoalb,20,HC_HP_LF
mp.HC.LP.HF.30.rhoalb.1,mp,HC.LP.HF,30,rhoalb,16,HC_LP_HF
mp.HC.LP.LF.30.rhoalb.1,mp,HC.LP.LF,30,rhoalb,12,HC_LP_LF
mp.LC.LP.HF.30.rhoalb.1,mp,LC.LP.HF,30,rhoalb,22,LC_LP_HF
mp.HC.HP.LF.32.rhoalb.1,mp,HC.HP.LF,32,rhoalb,7,HC_HP_LF
mp.LC.LP.LF.32.rhoalb.1,mp,LC.LP.LF,32,rhoalb,57,LC_LP_LF
mp.HC.HP.HF.35.rhoalb.1,mp,HC.HP.HF,35,rhoalb,13,HC_HP_HF
mp.LC.LP.HF.36.rhoalb.1,mp,LC.LP.HF,36,rhoalb,19,LC_LP_HF
mp.LC.LP.LF.36.rhoalb.1,mp,LC.LP.LF,36,rhoalb,43,LC_LP_LF
mp.LC.LP.LF.37.rhoalb.1,mp,LC.LP.LF,37,rhoalb,31,LC_LP_LF
mp.HC.HP.HF.39.rhoalb.1,mp,HC.HP.HF,39,rhoalb,13,HC_HP_HF
mp.HC.LP.HF.39.rhoalb.1,mp,HC.LP.HF,39,rhoalb,12,HC_LP_HF
mp.HC.HP.LF.40.rhoalb.1,mp,HC.HP.LF,40,rhoalb,20,HC_HP_LF
mp.HC.HP.LF.40.rhoalb.2,mp,HC.HP.LF,40,rhoalb,13,HC_HP_LF
mp.LC.HP.HF.40.rhoalb.1,mp,LC.HP.HF,40,rhoalb,19,LC_HP_HF
mp.LC.LP.HF.40.rhoalb.1,mp,LC.LP.HF,40,rhoalb,19,LC_LP_HF
mp.LC.LP.LF.40.rhoalb.1,mp,LC.LP.LF,40,rhoalb,31,LC_LP_LF
mp.LC.LP.HF.1.riblac.1,mp,LC.LP.HF,1,riblac,19,LC_LP_HF
sm.HC.LP.LF.2.riblac.1,sm,HC.LP.LF,2,riblac,42,HC_LP_LF
sm.LC.HP.HF.2.riblac.1,sm,LC.HP.HF,2,riblac,27,LC_HP_HF
sm.HC.LP.LF.3.riblac.1,sm,HC.LP.LF,3,riblac,20,HC_LP_LF
mp.HC.LP.HF.4.riblac.1,mp,HC.LP.HF,4,riblac,26,HC_LP_HF
sm.HC.HP.HF.5.riblac.1,sm,HC.HP.HF,5,riblac,12,HC_HP_HF
mp.HC.LP.HF.5.riblac.1,mp,HC.LP.HF,5,riblac,26,HC_LP_HF
mp.LC.HP.HF.6.riblac.1,mp,LC.HP.HF,6,riblac,15,LC_HP_HF
mp.LC.LP.HF.6.riblac.1,mp,LC.LP.HF,6,riblac,15,LC_LP_HF
sm.HC.HP.HF.7.riblac.1,sm,HC.HP.HF,7,riblac,13,HC_HP_HF
mp.HC.LP.HF.7.riblac.1,mp,HC.LP.HF,7,riblac,31,HC_LP_HF
sm.HC.LP.LF.7.riblac.1,sm,HC.LP.LF,7,riblac,30,HC_LP_LF
mp.LC.HP.HF.7.riblac.1,mp,LC.HP.HF,7,riblac,15,LC_HP_HF
sm.LC.HP.HF.7.riblac.1,sm,LC.HP.HF,7,riblac,19,LC_HP_HF
mp.LC.HP.LF.7.riblac.1,mp,LC.HP.LF,7,riblac,49,LC_HP_LF
sm.HC.HP.LF.8.riblac.1,sm,HC.HP.LF,8,riblac,16,HC_HP_LF
mp.HC.LP.HF.8.riblac.1,mp,HC.LP.HF,8,riblac,31,HC_LP_HF
mp.LC.HP.HF.8.riblac.1,mp,LC.HP.HF,8,riblac,33,LC_HP_HF
sm.LC.HP.HF.8.riblac.1,sm,LC.HP.HF,8,riblac,19,LC_HP_HF
sm.LC.HP.HF.8.riblac.2,sm,LC.HP.HF,8,riblac,19,LC_HP_HF
mp.HC.HP.HF.9.riblac.1,mp,HC.HP.HF,9,riblac,19,HC_HP_HF
mp.HC.LP.HF.9.riblac.1,mp,HC.LP.HF,9,riblac,20,HC_LP_HF
sm.LC.HP.HF.10.riblac.1,sm,LC.HP.HF,10,riblac,16,LC_HP_HF
sm.LC.HP.LF.10.riblac.1,sm,LC.HP.LF,10,riblac,43,LC_HP_LF
mp.LC.LP.HF.10.riblac.1,mp,LC.LP.HF,10,riblac,72,LC_LP_HF
sm.HC.HP.LF.11.riblac.1,sm,HC.HP.LF,11,riblac,16,HC_HP_LF
sm.HC.LP.HF.11.riblac.1,sm,HC.LP.HF,11,riblac,13,HC_LP_HF
mp.HC.HP.HF.12.riblac.1,mp,HC.HP.HF,12,riblac,19,HC_HP_HF
mp.LC.HP.HF.12.riblac.1,mp,LC.HP.HF,12,riblac,19,LC_HP_HF
mp.HC.HP.HF.13.riblac.1,mp,HC.HP.HF,13,riblac,34,HC_HP_HF
mp.LC.LP.HF.13.riblac.1,mp,LC.LP.HF,13,riblac,19,LC_LP_HF
mp.HC.LP.LF.14.riblac.1,mp,HC.LP.LF,14,riblac,0,HC_LP_LF
sm.LC.LP.HF.14.riblac.1,sm,LC.LP.HF,14,riblac,15,LC_LP_HF
sm.LC.LP.LF.14.riblac.1,sm,LC.LP.LF,14,riblac,54,LC_LP_LF
sm.LC.LP.LF.14.riblac.2,sm,LC.LP.LF,14,riblac,66,LC_LP_LF
sm.LC.LP.HF.15.riblac.1,sm,LC.LP.HF,15,riblac,17,LC_LP_HF
mp.LC.HP.HF.16.riblac.1,mp,LC.HP.HF,16,riblac,17,LC_HP_HF
sm.LC.HP.LF.16.riblac.1,sm,LC.HP.LF,16,riblac,39,LC_HP_LF
mp.HC.HP.LF.17.riblac.1,mp,HC.HP.LF,17,riblac,42,HC_HP_LF
sm.HC.LP.HF.17.riblac.1,sm,HC.LP.HF,17,riblac,12,HC_LP_HF
mp.HC.LP.LF.17.riblac.1,mp,HC.LP.LF,17,riblac,43,HC_LP_LF
sm.LC.HP.LF.17.riblac.1,sm,LC.HP.LF,17,riblac,24,LC_HP_LF
sm.LC.LP.HF.17.riblac.1,sm,LC.LP.HF,17,riblac,19,LC_LP_HF
sm.HC.LP.LF.18.riblac.1,sm,HC.LP.LF,18,riblac,30,HC_LP_LF
mp.LC.HP.HF.18.riblac.1,mp,LC.HP.HF,18,riblac,15,LC_HP_HF
mp.LC.LP.LF.18.riblac.1,mp,LC.LP.LF,18,riblac,17,LC_LP_LF
sm.LC.HP.HF.19.riblac.1,sm,LC.HP.HF,19,riblac,42,LC_HP_HF
sm.LC.HP.LF.19.riblac.1,sm,LC.HP.LF,19,riblac,31,LC_HP_LF
mp.LC.LP.HF.19.riblac.1,mp,LC.LP.HF,19,riblac,15,LC_LP_HF
sm.HC.HP.HF.20.riblac.1,sm,HC.HP.HF,20,riblac,16,HC_HP_HF
mp.LC.HP.HF.20.riblac.1,mp,LC.HP.HF,20,riblac,19,LC_HP_HF
sm.HC.LP.HF.21.riblac.1,sm,HC.LP.HF,21,riblac,12,HC_LP_HF
sm.HC.LP.HF.21.riblac.2,sm,HC.LP.HF,21,riblac,19,HC_LP_HF
sm.HC.LP.LF.21.riblac.1,sm,HC.LP.LF,21,riblac,12,HC_LP_LF
sm.HC.HP.HF.22.riblac.1,sm,HC.HP.HF,22,riblac,13,HC_HP_HF
mp.HC.HP.LF.22.riblac.1,mp,HC.HP.LF,22,riblac,33,HC_HP_LF
sm.HC.LP.LF.22.riblac.1,sm,HC.LP.LF,22,riblac,20,HC_LP_LF
sm.LC.HP.HF.22.riblac.1,sm,LC.HP.HF,22,riblac,17,LC_HP_HF
mp.LC.LP.HF.22.riblac.1,mp,LC.LP.HF,22,riblac,50,LC_LP_HF
sm.LC.LP.HF.22.riblac.1,sm,LC.LP.HF,22,riblac,57,LC_LP_HF
mp.HC.HP.HF.23.riblac.1,mp,HC.HP.HF,23,riblac,19,HC_HP_HF
sm.HC.HP.LF.23.riblac.1,sm,HC.HP.LF,23,riblac,20,HC_HP_LF
mp.HC.HP.HF.24.riblac.1,mp,HC.HP.HF,24,riblac,12,HC_HP_HF
sm.HC.LP.HF.24.riblac.1,sm,HC.LP.HF,24,riblac,13,HC_LP_HF
mp.HC.LP.HF.25.riblac.1,mp,HC.LP.HF,25,riblac,31,HC_LP_HF
sm.HC.LP.LF.25.riblac.1,sm,HC.LP.LF,25,riblac,33,HC_LP_LF
mp.HC.HP.HF.26.riblac.1,mp,HC.HP.HF,26,riblac,10,HC_HP_HF
mp.LC.HP.LF.26.riblac.1,mp,LC.HP.LF,26,riblac,66,LC_HP_LF
sm.HC.LP.HF.27.riblac.1,sm,HC.LP.HF,27,riblac,17,HC_LP_HF
mp.HC.LP.LF.27.riblac.1,mp,HC.LP.LF,27,riblac,52,HC_LP_LF
sm.HC.LP.LF.27.riblac.1,sm,HC.LP.LF,27,riblac,13,HC_LP_LF
mp.LC.HP.LF.27.riblac.1,mp,LC.HP.LF,27,riblac,78,LC_HP_LF
sm.HC.HP.HF.28.riblac.1,sm,HC.HP.HF,28,riblac,10,HC_HP_HF
mp.HC.HP.LF.28.riblac.1,mp,HC.HP.LF,28,riblac,20,HC_HP_LF
sm.HC.HP.HF.29.riblac.1,sm,HC.HP.HF,29,riblac,16,HC_HP_HF
mp.HC.HP.LF.29.riblac.1,mp,HC.HP.LF,29,riblac,30,HC_HP_LF
sm.HC.LP.HF.29.riblac.1,sm,HC.LP.HF,29,riblac,19,HC_LP_HF
mp.LC.HP.LF.29.riblac.1,mp,LC.HP.LF,29,riblac,39,LC_HP_LF
mp.HC.HP.LF.30.riblac.1,mp,HC.HP.LF,30,riblac,36,HC_HP_LF
mp.HC.HP.LF.30.riblac.2,mp,HC.HP.LF,30,riblac,49,HC_HP_LF
mp.HC.LP.LF.30.riblac.1,mp,HC.LP.LF,30,riblac,58,HC_LP_LF
sm.LC.LP.HF.30.riblac.1,sm,LC.LP.HF,30,riblac,15,LC_LP_HF
sm.HC.HP.HF.31.riblac.1,sm,HC.HP.HF,31,riblac,10,HC_HP_HF
sm.HC.HP.HF.31.riblac.2,sm,HC.HP.HF,31,riblac,10,HC_HP_HF
mp.HC.HP.LF.31.riblac.1,mp,HC.HP.LF,31,riblac,33,HC_HP_LF
mp.LC.HP.HF.31.riblac.1,mp,LC.HP.HF,31,riblac,19,LC_HP_HF
sm.LC.HP.LF.31.riblac.2,sm,LC.HP.LF,31,riblac,34,LC_HP_LF
sm.HC.HP.LF.32.riblac.1,sm,HC.HP.LF,32,riblac,0,HC_HP_LF
mp.HC.LP.LF.32.riblac.1,mp,HC.LP.LF,32,riblac,24,HC_LP_LF
mp.HC.LP.HF.33.riblac.1,mp,HC.LP.HF,33,riblac,10,HC_LP_HF
mp.HC.HP.HF.34.riblac.1,mp,HC.HP.HF,34,riblac,13,HC_HP_HF
mp.HC.HP.LF.34.riblac.1,mp,HC.HP.LF,34,riblac,36,HC_HP_LF
sm.HC.HP.LF.34.riblac.1,sm,HC.HP.LF,34,riblac,19,HC_HP_LF
sm.LC.HP.HF.34.riblac.1,sm,LC.HP.HF,34,riblac,25,LC_HP_HF
sm.LC.LP.LF.34.riblac.1,sm,LC.LP.LF,34,riblac,54,LC_LP_LF
sm.HC.HP.LF.35.riblac.1,sm,HC.HP.LF,35,riblac,30,HC_HP_LF
mp.HC.HP.HF.38.riblac.1,mp,HC.HP.HF,38,riblac,26,HC_HP_HF
sm.HC.HP.LF.38.riblac.1,sm,HC.HP.LF,38,riblac,20,HC_HP_LF
sm.HC.HP.LF.38.riblac.2,sm,HC.HP.LF,38,riblac,27,HC_HP_LF
mp.HC.LP.HF.38.riblac.1,mp,HC.LP.HF,38,riblac,0,HC_LP_HF
mp.LC.LP.HF.38.riblac.1,mp,LC.LP.HF,38,riblac,17,LC_LP_HF
mp.LC.LP.LF.39.riblac.1,mp,LC.LP.LF,39,riblac,15,LC_LP_LF
sm.HC.LP.HF.40.riblac.1,sm,HC.LP.HF,40,riblac,0,HC_LP_HF
mp.HC.LP.LF.40.riblac.1,mp,HC.LP.LF,40,riblac,84,HC_LP_LF
mp.HC.HP.LF.2.rubpar.1,mp,HC.HP.LF,2,rubpar,30,HC_HP_LF
mp.HC.HP.LF.2.rubpar.2,mp,HC.HP.LF,2,rubpar,33,HC_HP_LF
mp.LC.LP.HF.2.rubpar.1,mp,LC.LP.HF,2,rubpar,26,LC_LP_HF
sm.LC.LP.LF.2.rubpar.1,sm,LC.LP.LF,2,rubpar,43,LC_LP_LF
mp.LC.HP.LF.3.rubpar.1,mp,LC.HP.LF,3,rubpar,28,LC_HP_LF
sm.LC.LP.HF.3.rubpar.1,sm,LC.LP.HF,3,rubpar,24,LC_LP_HF
mp.LC.LP.LF.3.rubpar.1,mp,LC.LP.LF,3,rubpar,45,LC_LP_LF
sm.LC.LP.LF.3.rubpar.1,sm,LC.LP.LF,3,rubpar,66,LC_LP_LF
sm.HC.HP.LF.4.rubpar.1,sm,HC.HP.LF,4,rubpar,24,HC_HP_LF
mp.HC.LP.HF.4.rubpar.1,mp,HC.LP.HF,4,rubpar,23,HC_LP_HF
sm.HC.LP.HF.4.rubpar.1,sm,HC.LP.HF,4,rubpar,17,HC_LP_HF
sm.HC.LP.LF.5.rubpar.1,sm,HC.LP.LF,5,rubpar,30,HC_LP_LF
mp.LC.LP.HF.5.rubpar.1,mp,LC.LP.HF,5,rubpar,22,LC_LP_HF
mp.HC.HP.HF.6.rubpar.1,mp,HC.HP.HF,6,rubpar,19,HC_HP_HF
mp.LC.HP.HF.6.rubpar.1,mp,LC.HP.HF,6,rubpar,23,LC_HP_HF
mp.LC.HP.LF.6.rubpar.1,mp,LC.HP.LF,6,rubpar,43,LC_HP_LF
sm.LC.HP.LF.6.rubpar.1,sm,LC.HP.LF,6,rubpar,45,LC_HP_LF
mp.HC.HP.HF.7.rubpar.1,mp,HC.HP.HF,7,rubpar,19,HC_HP_HF
mp.LC.HP.HF.7.rubpar.1,mp,LC.HP.HF,7,rubpar,22,LC_HP_HF
sm.LC.LP.HF.7.rubpar.1,sm,LC.LP.HF,7,rubpar,63,LC_LP_HF
mp.HC.HP.HF.8.rubpar.1,mp,HC.HP.HF,8,rubpar,19,HC_HP_HF
sm.HC.LP.LF.8.rubpar.1,sm,HC.LP.LF,8,rubpar,30,HC_LP_LF
mp.LC.LP.HF.8.rubpar.1,mp,LC.LP.HF,8,rubpar,36,LC_LP_HF
mp.HC.HP.HF.9.rubpar.1,mp,HC.HP.HF,9,rubpar,19,HC_HP_HF
sm.LC.HP.HF.9.rubpar.1,sm,LC.HP.HF,9,rubpar,39,LC_HP_HF
sm.HC.HP.LF.10.rubpar.1,sm,HC.HP.LF,10,rubpar,36,HC_HP_LF
sm.LC.LP.HF.10.rubpar.1,sm,LC.LP.HF,10,rubpar,27,LC_LP_HF
mp.HC.LP.LF.11.rubpar.1,mp,HC.LP.LF,11,rubpar,30,HC_LP_LF
sm.HC.LP.LF.11.rubpar.1,sm,HC.LP.LF,11,rubpar,30,HC_LP_LF
sm.LC.HP.HF.11.rubpar.1,sm,LC.HP.HF,11,rubpar,23,LC_HP_HF
mp.LC.LP.LF.11.rubpar.1,mp,LC.LP.LF,11,rubpar,31,LC_LP_LF
mp.LC.LP.LF.12.rubpar.1,mp,LC.LP.LF,12,rubpar,72,LC_LP_LF
mp.HC.LP.LF.13.rubpar.1,mp,HC.LP.LF,13,rubpar,33,HC_LP_LF
sm.LC.HP.LF.13.rubpar.1,sm,LC.HP.LF,13,rubpar,26,LC_HP_LF
mp.LC.LP.HF.13.rubpar.1,mp,LC.LP.HF,13,rubpar,27,LC_LP_HF
mp.LC.LP.LF.13.rubpar.1,mp,LC.LP.LF,13,rubpar,60,LC_LP_LF
mp.HC.LP.HF.14.rubpar.1,mp,HC.LP.HF,14,rubpar,23,HC_LP_HF
sm.HC.LP.HF.14.rubpar.1,sm,HC.LP.HF,14,rubpar,10,HC_LP_HF
sm.LC.HP.LF.14.rubpar.1,sm,LC.HP.LF,14,rubpar,34,LC_HP_LF
sm.LC.HP.LF.14.rubpar.2,sm,LC.HP.LF,14,rubpar,34,LC_HP_LF
mp.HC.LP.LF.15.rubpar.1,mp,HC.LP.LF,15,rubpar,39,HC_LP_LF
sm.LC.HP.HF.15.rubpar.1,sm,LC.HP.HF,15,rubpar,33,LC_HP_HF
mp.LC.HP.LF.15.rubpar.1,mp,LC.HP.LF,15,rubpar,36,LC_HP_LF
sm.LC.LP.HF.15.rubpar.1,sm,LC.LP.HF,15,rubpar,39,LC_LP_HF
sm.LC.LP.LF.15.rubpar.1,sm,LC.LP.LF,15,rubpar,31,LC_LP_LF
sm.LC.LP.LF.15.rubpar.2,sm,LC.LP.LF,15,rubpar,31,LC_LP_LF
sm.HC.HP.HF.17.rubpar.1,sm,HC.HP.HF,17,rubpar,19,HC_HP_HF
sm.HC.HP.HF.17.rubpar.2,sm,HC.HP.HF,17,rubpar,34,HC_HP_HF
mp.HC.HP.LF.17.rubpar.1,mp,HC.HP.LF,17,rubpar,30,HC_HP_LF
mp.HC.LP.LF.17.rubpar.1,mp,HC.LP.LF,17,rubpar,33,HC_LP_LF
mp.HC.LP.LF.17.rubpar.2,mp,HC.LP.LF,17,rubpar,33,HC_LP_LF
sm.LC.LP.LF.17.rubpar.1,sm,LC.LP.LF,17,rubpar,35,LC_LP_LF
sm.HC.LP.HF.18.rubpar.1,sm,HC.LP.HF,18,rubpar,37,HC_LP_HF
mp.LC.LP.HF.18.rubpar.1,mp,LC.LP.HF,18,rubpar,31,LC_LP_HF
mp.HC.HP.LF.19.rubpar.1,mp,HC.HP.LF,19,rubpar,27,HC_HP_LF
mp.HC.LP.LF.20.rubpar.1,mp,HC.LP.LF,20,rubpar,30,HC_LP_LF
sm.LC.HP.HF.20.rubpar.1,sm,LC.HP.HF,20,rubpar,33,LC_HP_HF
sm.LC.HP.LF.20.rubpar.1,sm,LC.HP.LF,20,rubpar,61,LC_HP_LF
sm.HC.LP.LF.21.rubpar.1,sm,HC.LP.LF,21,rubpar,30,HC_LP_LF
mp.LC.HP.LF.21.rubpar.1,mp,LC.HP.LF,21,rubpar,26,LC_HP_LF
sm.LC.LP.HF.21.rubpar.1,sm,LC.LP.HF,21,rubpar,39,LC_LP_HF
sm.LC.LP.LF.21.rubpar.1,sm,LC.LP.LF,21,rubpar,36,LC_LP_LF
mp.LC.LP.LF.22.rubpar.1,mp,LC.LP.LF,22,rubpar,17,LC_LP_LF
mp.HC.HP.HF.23.rubpar.1,mp,HC.HP.HF,23,rubpar,19,HC_HP_HF
sm.HC.HP.LF.23.rubpar.1,sm,HC.HP.LF,23,rubpar,27,HC_HP_LF
mp.HC.LP.LF.23.rubpar.1,mp,HC.LP.LF,23,rubpar,30,HC_LP_LF
sm.HC.LP.LF.23.rubpar.1,sm,HC.LP.LF,23,rubpar,36,HC_LP_LF
mp.LC.HP.LF.23.rubpar.1,mp,LC.HP.LF,23,rubpar,39,LC_HP_LF
sm.LC.LP.HF.23.rubpar.1,sm,LC.LP.HF,23,rubpar,17,LC_LP_HF
sm.HC.HP.HF.25.rubpar.1,sm,HC.HP.HF,25,rubpar,23,HC_HP_HF
sm.HC.LP.HF.25.rubpar.1,sm,HC.LP.HF,25,rubpar,17,HC_LP_HF
sm.HC.HP.HF.26.rubpar.1,sm,HC.HP.HF,26,rubpar,13,HC_HP_HF
sm.LC.HP.LF.26.rubpar.1,sm,LC.HP.LF,26,rubpar,45,LC_HP_LF
mp.HC.HP.HF.27.rubpar.1,mp,HC.HP.HF,27,rubpar,19,HC_HP_HF
sm.HC.HP.LF.28.rubpar.1,sm,HC.HP.LF,28,rubpar,27,HC_HP_LF
mp.HC.LP.HF.28.rubpar.1,mp,HC.LP.HF,28,rubpar,23,HC_LP_HF
sm.LC.LP.LF.28.rubpar.1,sm,LC.LP.LF,28,rubpar,31,LC_LP_LF
mp.LC.HP.HF.29.rubpar.1,mp,LC.HP.HF,29,rubpar,23,LC_HP_HF
sm.LC.LP.HF.29.rubpar.1,sm,LC.LP.HF,29,rubpar,17,LC_LP_HF
sm.HC.HP.LF.30.rubpar.1,sm,HC.HP.LF,30,rubpar,24,HC_HP_LF
mp.HC.LP.HF.30.rubpar.1,mp,HC.LP.HF,30,rubpar,23,HC_LP_HF
sm.HC.LP.HF.30.rubpar.1,sm,HC.LP.HF,30,rubpar,23,HC_LP_HF
mp.LC.HP.HF.30.rubpar.1,mp,LC.HP.HF,30,rubpar,17,LC_HP_HF
sm.LC.HP.HF.30.rubpar.1,sm,LC.HP.HF,30,rubpar,18,LC_HP_HF
mp.LC.LP.LF.30.rubpar.1,mp,LC.LP.LF,30,rubpar,54,LC_LP_LF
sm.HC.HP.LF.31.rubpar.1,sm,HC.HP.LF,31,rubpar,20,HC_HP_LF
mp.HC.HP.LF.32.rubpar.1,mp,HC.HP.LF,32,rubpar,20,HC_HP_LF
sm.LC.HP.HF.32.rubpar.1,sm,LC.HP.HF,32,rubpar,42,LC_HP_HF
mp.LC.LP.HF.32.rubpar.1,mp,LC.LP.HF,32,rubpar,31,LC_LP_HF
mp.HC.HP.HF.33.rubpar.1,mp,HC.HP.HF,33,rubpar,19,HC_HP_HF
mp.HC.LP.HF.33.rubpar.1,mp,HC.LP.HF,33,rubpar,23,HC_LP_HF
sm.HC.LP.LF.33.rubpar.1,sm,HC.LP.LF,33,rubpar,24,HC_LP_LF
mp.LC.LP.HF.33.rubpar.1,mp,LC.LP.HF,33,rubpar,34,LC_LP_HF
sm.HC.HP.HF.34.rubpar.1,sm,HC.HP.HF,34,rubpar,31,HC_HP_HF
sm.HC.LP.HF.34.rubpar.1,sm,HC.LP.HF,34,rubpar,13,HC_LP_HF
sm.HC.LP.HF.34.rubpar.2,sm,HC.LP.HF,34,rubpar,20,HC_LP_HF
mp.LC.HP.HF.34.rubpar.1,mp,LC.HP.HF,34,rubpar,27,LC_HP_HF
sm.LC.LP.LF.34.rubpar.1,sm,LC.LP.LF,34,rubpar,43,LC_LP_LF
sm.HC.HP.HF.35.rubpar.1,sm,HC.HP.HF,35,rubpar,25,HC_HP_HF
mp.HC.LP.HF.35.rubpar.1,mp,HC.LP.HF,35,rubpar,26,HC_LP_HF
sm.HC.LP.HF.35.rubpar.1,sm,HC.LP.HF,35,rubpar,13,HC_LP_HF
sm.LC.HP.LF.35.rubpar.1,sm,LC.HP.LF,35,rubpar,39,LC_HP_LF
mp.LC.LP.LF.35.rubpar.1,mp,LC.LP.LF,35,rubpar,31,LC_LP_LF
mp.HC.LP.LF.36.rubpar.1,mp,HC.LP.LF,36,rubpar,4,HC_LP_LF
mp.LC.HP.HF.36.rubpar.1,mp,LC.HP.HF,36,rubpar,17,LC_HP_HF
mp.HC.HP.HF.37.rubpar.1,mp,HC.HP.HF,37,rubpar,17,HC_HP_HF
sm.HC.HP.HF.37.rubpar.1,sm,HC.HP.HF,37,rubpar,16,HC_HP_HF
mp.HC.LP.HF.37.rubpar.1,mp,HC.LP.HF,37,rubpar,34,HC_LP_HF
sm.HC.LP.LF.37.rubpar.1,sm,HC.LP.LF,37,rubpar,24,HC_LP_LF
mp.LC.LP.HF.37.rubpar.1,mp,LC.LP.HF,37,rubpar,17,LC_LP_HF
mp.HC.HP.LF.38.rubpar.1,mp,HC.HP.LF,38,rubpar,24,HC_HP_LF
mp.LC.HP.HF.38.rubpar.1,mp,LC.HP.HF,38,rubpar,23,LC_HP_HF
mp.LC.HP.LF.38.rubpar.1,mp,LC.HP.LF,38,rubpar,45,LC_HP_LF
sm.HC.HP.LF.39.rubpar.1,sm,HC.HP.LF,39,rubpar,19,HC_HP_LF
mp.HC.LP.HF.40.rubpar.1,mp,HC.LP.HF,40,rubpar,19,HC_LP_HF
sm.HC.LP.LF.40.rubpar.1,sm,HC.LP.LF,40,rubpar,30,HC_LP_LF
mp.LC.HP.HF.40.rubpar.1,mp,LC.HP.HF,40,rubpar,22,LC_HP_HF
sm.LC.LP.HF.40.rubpar.1,sm,LC.LP.HF,40,rubpar,21,LC_LP_HF
mp.HC.LP.LF.1.samrac.1,mp,HC.LP.LF,1,samrac,33,HC_LP_LF
mp.HC.LP.LF.2.samrac.1,mp,HC.LP.LF,2,samrac,42,HC_LP_LF
mp.LC.HP.LF.2.samrac.1,mp,LC.HP.LF,2,samrac,55,LC_HP_LF
mp.LC.LP.LF.3.samrac.1,mp,LC.LP.LF,3,samrac,60,LC_LP_LF
mp.HC.HP.LF.4.samrac.1,mp,HC.HP.LF,4,samrac,20,HC_HP_LF
mp.HC.LP.HF.5.samrac.1,mp,HC.LP.HF,5,samrac,23,HC_LP_HF
mp.LC.HP.LF.5.samrac.1,mp,LC.HP.LF,5,samrac,45,LC_HP_LF
mp.LC.LP.HF.5.samrac.1,mp,LC.LP.HF,5,samrac,27,LC_LP_HF
mp.HC.LP.HF.6.samrac.1,mp,HC.LP.HF,6,samrac,17,HC_LP_HF
mp.HC.HP.LF.9.samrac.1,mp,HC.HP.LF,9,samrac,27,HC_HP_LF
mp.HC.HP.LF.9.samrac.2,mp,HC.HP.LF,9,samrac,27,HC_HP_LF
mp.LC.HP.HF.9.samrac.1,mp,LC.HP.HF,9,samrac,19,LC_HP_HF
mp.LC.HP.HF.9.samrac.2,mp,LC.HP.HF,9,samrac,36,LC_HP_HF
mp.LC.HP.LF.9.samrac.1,mp,LC.HP.LF,9,samrac,69,LC_HP_LF
mp.LC.LP.HF.9.samrac.1,mp,LC.LP.HF,9,samrac,26,LC_LP_HF
mp.HC.HP.HF.10.samrac.1,mp,HC.HP.HF,10,samrac,12,HC_HP_HF
mp.HC.LP.HF.11.samrac.1,mp,HC.LP.HF,11,samrac,19,HC_LP_HF
mp.HC.LP.LF.11.samrac.1,mp,HC.LP.LF,11,samrac,30,HC_LP_LF
mp.HC.HP.LF.12.samrac.1,mp,HC.HP.LF,12,samrac,20,HC_HP_LF
mp.LC.LP.LF.12.samrac.1,mp,LC.LP.LF,12,samrac,49,LC_LP_LF
mp.HC.LP.HF.13.samrac.1,mp,HC.LP.HF,13,samrac,17,HC_LP_HF
mp.LC.HP.HF.15.samrac.1,mp,LC.HP.HF,15,samrac,33,LC_HP_HF
mp.HC.HP.HF.16.samrac.1,mp,HC.HP.HF,16,samrac,16,HC_HP_HF
mp.HC.HP.HF.17.samrac.1,mp,HC.HP.HF,17,samrac,10,HC_HP_HF
mp.LC.LP.LF.17.samrac.1,mp,LC.LP.LF,17,samrac,45,LC_LP_LF
mp.HC.HP.HF.18.samrac.1,mp,HC.HP.HF,18,samrac,19,HC_HP_HF
mp.LC.HP.LF.18.samrac.1,mp,LC.HP.LF,18,samrac,60,LC_HP_LF
mp.LC.HP.LF.18.samrac.2,mp,LC.HP.LF,18,samrac,60,LC_HP_LF
mp.LC.HP.HF.19.samrac.1,mp,LC.HP.HF,19,samrac,46,LC_HP_HF
mp.HC.LP.HF.20.samrac.1,mp,HC.LP.HF,20,samrac,23,HC_LP_HF
mp.LC.LP.HF.20.samrac.1,mp,LC.LP.HF,20,samrac,40,LC_LP_HF
