lab2,population,treatment,flask,species,bb,trt
mp.HC.HP.LF.21.samrac.1,mp,HC.HP.LF,21,samrac,16,HC_HP_LF
mp.HC.HP.HF.22.samrac.1,mp,HC.HP.HF,22,samrac,10,HC_HP_HF
mp.LC.HP.LF.22.samrac.1,mp,LC.HP.LF,22,samrac,66,LC_HP_LF
mp.HC.HP.LF.23.samrac.1,mp,HC.HP.LF,23,samrac,23,HC_HP_LF
mp.HC.LP.LF.23.samrac.1,mp,HC.LP.LF,23,samrac,30,HC_LP_LF
mp.HC.LP.LF.24.samrac.1,mp,HC.LP.LF,24,samrac,13,HC_LP_LF
mp.LC.LP.LF.24.samrac.1,mp,LC.LP.LF,24,samrac,49,LC_LP_LF
mp.HC.HP.HF.25.samrac.1,mp,HC.HP.HF,25,samrac,13,HC_HP_HF
mp.HC.LP.LF.25.samrac.1,mp,HC.LP.LF,25,samrac,33,HC_LP_LF
mp.HC.LP.LF.26.samrac.1,mp,HC.LP.LF,26,samrac,49,HC_LP_LF
mp.LC.LP.HF.26.samrac.1,mp,LC.LP.HF,26,samrac,57,LC_LP_HF
mp.LC.HP.HF.27.samrac.1,mp,LC.HP.HF,27,samrac,78,LC_HP_HF
mp.LC.LP.HF.27.samrac.1,mp,LC.LP.HF,27,samrac,27,LC_LP_HF
mp.LC.LP.HF.28.samrac.1,mp,LC.LP.HF,28,samrac,39,LC_LP_HF
mp.HC.LP.HF.30.samrac.1,mp,HC.LP.HF,30,samrac,23,HC_LP_HF
mp.LC.HP.HF.30.samrac.1,mp,LC.HP.HF,30,samrac,9,LC_HP_HF
mp.HC.HP.LF.31.samrac.1,mp,HC.HP.LF,31,samrac,30,HC_HP_LF
mp.HC.HP.LF.31.samrac.2,mp,HC.HP.LF,31,samrac,27,HC_HP_LF
mp.LC.LP.HF.32.samrac.1,mp,LC.LP.HF,32,samrac,60,LC_LP_HF
mp.HC.HP.HF.34.samrac.1,mp,HC.HP.HF,34,samrac,13,HC_HP_HF
mp.HC.HP.HF.35.samrac.1,mp,HC.HP.HF,35,samrac,13,HC_HP_HF
mp.LC.LP.LF.36.samrac.1,mp,LC.LP.LF,36,samrac,66,LC_LP_LF
mp.LC.HP.LF.37.samrac.1,mp,LC.HP.LF,37,samrac,19,LC_HP_LF
mp.HC.LP.HF.38.samrac.1,mp,HC.LP.HF,38,samrac,16,HC_LP_HF
mp.HC.LP.HF.38.samrac.2,mp,HC.LP.HF,38,samrac,12,HC_LP_HF
mp.LC.HP.HF.38.samrac.1,mp,LC.HP.HF,38,samrac,53,LC_HP_HF
mp.HC.LP.LF.39.samrac.1,mp,HC.LP.LF,39,samrac,12,HC_LP_LF
mp.LC.HP.HF.39.samrac.1,mp,LC.HP.HF,39,samrac,40,LC_HP_HF
mp.LC.HP.LF.40.samrac.1,mp,LC.HP.LF,40,samrac,57,LC_HP_LF
mp.HC.HP.LF.1.shecan.1,mp,HC.HP.LF,1,shecan,24,HC_HP_LF
mp.HC.HP.LF.1.shecan.2,mp,HC.HP.LF,1,shecan,24,HC_HP_LF
sm.HC.LP.HF.1.shecan.1,sm,HC.LP.HF,1,shecan,13,HC_LP_HF
sm.LC.HP.HF.1.shecan.1,sm,LC.HP.HF,1,shecan,19,LC_HP_HF
sm.HC.HP.HF.2.shecan.1,sm,HC.HP.HF,2,shecan,13,HC_HP_HF
mp.HC.LP.LF.2.shecan.1,mp,HC.LP.LF,2,shecan,30,HC_LP_LF
sm.LC.HP.HF.2.shecan.1,sm,LC.HP.HF,2,shecan,27,LC_HP_HF
sm.LC.HP.LF.2.shecan.1,sm,LC.HP.LF,2,shecan,26,LC_HP_LF
mp.LC.LP.HF.2.shecan.1,mp,LC.LP.HF,2,shecan,19,LC_LP_HF
sm.LC.LP.HF.2.shecan.1,sm,LC.LP.HF,2,shecan,22,LC_LP_HF
sm.HC.HP.LF.3.shecan.1,sm,HC.HP.LF,3,shecan,30,HC_HP_LF
sm.HC.LP.HF.3.shecan.1,sm,HC.LP.HF,3,shecan,16,HC_LP_HF
sm.LC.HP.HF.3.shecan.1,sm,LC.HP.HF,3,shecan,40,LC_HP_HF
mp.LC.LP.LF.3.shecan.1,mp,LC.LP.LF,3,shecan,35,LC_LP_LF
mp.LC.HP.HF.4.shecan.1,mp,LC.HP.HF,4,shecan,15,LC_HP_HF
mp.LC.HP.HF.4.shecan.2,mp,LC.HP.HF,4,shecan,19,LC_HP_HF
sm.LC.HP.LF.4.shecan.1,sm,LC.HP.LF,4,shecan,37,LC_HP_LF
sm.LC.LP.LF.4.shecan.1,sm,LC.LP.LF,4,shecan,31,LC_LP_LF
mp.HC.LP.LF.5.shecan.1,mp,HC.LP.LF,5,shecan,30,HC_LP_LF
mp.HC.LP.LF.5.shecan.2,mp,HC.LP.LF,5,shecan,24,HC_LP_LF
sm.HC.LP.LF.5.shecan.1,sm,HC.LP.LF,5,shecan,16,HC_LP_LF
sm.LC.HP.LF.6.shecan.1,sm,LC.HP.LF,6,shecan,28,LC_HP_LF
mp.LC.LP.LF.6.shecan.1,mp,LC.LP.LF,6,shecan,35,LC_LP_LF
mp.HC.HP.HF.7.shecan.1,mp,HC.HP.HF,7,shecan,16,HC_HP_HF
sm.HC.HP.HF.7.shecan.1,sm,HC.HP.HF,7,shecan,16,HC_HP_HF
mp.HC.LP.HF.8.shecan.1,mp,HC.LP.HF,8,shecan,19,HC_LP_HF
sm.HC.LP.HF.8.shecan.1,sm,HC.LP.HF,8,shecan,19,HC_LP_HF
mp.HC.LP.LF.8.shecan.1,mp,HC.LP.LF,8,shecan,30,HC_LP_LF
sm.HC.HP.LF.9.shecan.1,sm,HC.HP.LF,9,shecan,13,HC_HP_LF
mp.LC.HP.LF.9.shecan.1,mp,LC.HP.LF,9,shecan,37,LC_HP_LF
sm.HC.HP.LF.10.shecan.1,sm,HC.HP.LF,10,shecan,36,HC_HP_LF
mp.HC.LP.LF.10.shecan.1,mp,HC.LP.LF,10,shecan,24,HC_LP_LF
mp.LC.HP.LF.10.shecan.1,mp,LC.HP.LF,10,shecan,28,LC_HP_LF
sm.LC.HP.LF.10.shecan.1,sm,LC.HP.LF,10,shecan,39,LC_HP_LF
mp.LC.LP.LF.10.shecan.1,mp,LC.LP.LF,10,shecan,35,LC_LP_LF
sm.HC.HP.HF.11.shecan.1,sm,HC.HP.HF,11,shecan,16,HC_HP_HF
mp.HC.HP.LF.11.shecan.1,mp,HC.HP.LF,11,shecan,20,HC_HP_LF
sm.HC.LP.LF.11.shecan.1,sm,HC.LP.LF,11,shecan,33,HC_LP_LF
mp.LC.HP.LF.11.shecan.1,mp,LC.HP.LF,11,shecan,43,LC_HP_LF
mp.HC.HP.HF.12.shecan.1,mp,HC.HP.HF,12,shecan,19,HC_HP_HF
mp.HC.HP.LF.12.shecan.1,mp,HC.HP.LF,12,shecan,24,HC_HP_LF
sm.HC.HP.LF.12.shecan.1,sm,HC.HP.LF,12,shecan,30,HC_HP_LF
sm.HC.LP.HF.12.shecan.1,sm,HC.LP.HF,12,shecan,19,HC_LP_HF
mp.LC.LP.HF.12.shecan.1,mp,LC.LP.HF,12,shecan,26,LC_LP_HF
sm.HC.LP.LF.13.shecan.1,sm,HC.LP.LF,13,shecan,24,HC_LP_LF
mp.LC.HP.LF.13.shecan.1,mp,LC.HP.LF,13,shecan,39,LC_HP_LF
mp.LC.LP.HF.14.shecan.1,mp,LC.LP.HF,14,shecan,24,LC_LP_HF
mp.LC.LP.HF.14.shecan.2,mp,LC.LP.HF,14,shecan,27,LC_LP_HF
sm.LC.LP.LF.14.shecan.1,sm,LC.LP.LF,14,shecan,39,LC_LP_LF
sm.LC.HP.HF.15.shecan.1,sm,LC.HP.HF,15,shecan,15,LC_HP_HF
sm.LC.LP.HF.15.shecan.1,sm,LC.LP.HF,15,shecan,22,LC_LP_HF
sm.HC.HP.HF.16.shecan.1,sm,HC.HP.HF,16,shecan,19,HC_HP_HF
mp.HC.HP.LF.16.shecan.1,mp,HC.HP.LF,16,shecan,30,HC_HP_LF
mp.HC.LP.HF.16.shecan.1,mp,HC.LP.HF,16,shecan,17,HC_LP_HF
sm.HC.LP.HF.16.shecan.1,sm,HC.LP.HF,16,shecan,7,HC_LP_HF
sm.HC.LP.LF.16.shecan.1,sm,HC.LP.LF,16,shecan,30,HC_LP_LF
sm.LC.HP.LF.17.shecan.1,sm,LC.HP.LF,17,shecan,34,LC_HP_LF
sm.LC.LP.HF.17.shecan.1,sm,LC.LP.HF,17,shecan,19,LC_LP_HF
sm.LC.LP.LF.17.shecan.1,sm,LC.LP.LF,17,shecan,31,LC_LP_LF
sm.LC.LP.HF.18.shecan.1,sm,LC.LP.HF,18,shecan,15,LC_LP_HF
mp.HC.HP.HF.19.shecan.1,mp,HC.HP.HF,19,shecan,16,HC_HP_HF
sm.HC.HP.LF.19.shecan.1,sm,HC.HP.LF,19,shecan,0,HC_HP_LF
mp.HC.LP.LF.19.shecan.1,mp,HC.LP.LF,19,shecan,33,HC_LP_LF
sm.HC.LP.LF.19.shecan.1,sm,HC.LP.LF,19,shecan,39,HC_LP_LF
mp.LC.LP.LF.19.shecan.1,mp,LC.LP.LF,19,shecan,31,LC_LP_LF
mp.HC.HP.HF.20.shecan.1,mp,HC.HP.HF,20,shecan,13,HC_HP_HF
mp.LC.LP.HF.20.shecan.1,mp,LC.LP.HF,20,shecan,15,LC_LP_HF
mp.HC.LP.LF.21.shecan.1,mp,HC.LP.LF,21,shecan,30,HC_LP_LF
sm.HC.HP.HF.22.shecan.1,sm,HC.HP.HF,22,shecan,19,HC_HP_HF
mp.HC.LP.HF.22.shecan.1,mp,HC.LP.HF,22,shecan,13,HC_LP_HF
sm.HC.LP.LF.22.shecan.1,sm,HC.LP.LF,22,shecan,30,HC_LP_LF
sm.LC.HP.HF.22.shecan.1,sm,LC.HP.HF,22,shecan,17,LC_HP_HF
mp.LC.LP.HF.22.shecan.1,mp,LC.LP.HF,22,shecan,15,LC_LP_HF
mp.HC.HP.LF.23.shecan.1,mp,HC.HP.LF,23,shecan,20,HC_HP_LF
mp.LC.LP.LF.23.shecan.1,mp,LC.LP.LF,23,shecan,43,LC_LP_LF
mp.HC.HP.HF.24.shecan.1,mp,HC.HP.HF,24,shecan,19,HC_HP_HF
sm.HC.LP.HF.24.shecan.1,sm,HC.LP.HF,24,shecan,20,HC_LP_HF
sm.LC.LP.HF.24.shecan.1,sm,LC.LP.HF,24,shecan,24,LC_LP_HF
mp.HC.LP.HF.25.shecan.1,mp,HC.LP.HF,25,shecan,17,HC_LP_HF
sm.LC.HP.HF.25.shecan.1,sm,LC.HP.HF,25,shecan,23,LC_HP_HF
sm.LC.HP.LF.25.shecan.1,sm,LC.HP.LF,25,shecan,46,LC_HP_LF
sm.HC.HP.HF.26.shecan.1,sm,HC.HP.HF,26,shecan,16,HC_HP_HF
mp.HC.HP.LF.26.shecan.1,mp,HC.HP.LF,26,shecan,23,HC_HP_LF
mp.HC.HP.HF.27.shecan.1,mp,HC.HP.HF,27,shecan,16,HC_HP_HF
mp.HC.LP.HF.27.shecan.1,mp,HC.LP.HF,27,shecan,23,HC_LP_HF
sm.LC.LP.HF.27.shecan.1,sm,LC.LP.HF,27,shecan,4,LC_LP_HF
mp.LC.LP.LF.27.shecan.1,mp,LC.LP.LF,27,shecan,38,LC_LP_LF
sm.HC.HP.HF.28.shecan.1,sm,HC.HP.HF,28,shecan,22,HC_HP_HF
sm.HC.LP.LF.28.shecan.1,sm,HC.LP.LF,28,shecan,24,HC_LP_LF
sm.LC.LP.LF.28.shecan.1,sm,LC.LP.LF,28,shecan,31,LC_LP_LF
sm.HC.HP.LF.29.shecan.1,sm,HC.HP.LF,29,shecan,24,HC_HP_LF
mp.LC.HP.HF.29.shecan.1,mp,LC.HP.HF,29,shecan,23,LC_HP_HF
mp.LC.HP.HF.29.shecan.2,mp,LC.HP.HF,29,shecan,19,LC_HP_HF
sm.LC.HP.HF.29.shecan.1,sm,LC.HP.HF,29,shecan,19,LC_HP_HF
sm.LC.HP.HF.29.shecan.2,sm,LC.HP.HF,29,shecan,15,LC_HP_HF
sm.LC.LP.HF.30.shecan.1,sm,LC.LP.HF,30,shecan,15,LC_LP_HF
sm.LC.LP.LF.30.shecan.1,sm,LC.LP.LF,30,shecan,32,LC_LP_LF
mp.HC.HP.HF.31.shecan.1,mp,HC.HP.HF,31,shecan,13,HC_HP_HF
mp.HC.HP.HF.31.shecan.2,mp,HC.HP.HF,31,shecan,19,HC_HP_HF
mp.HC.LP.HF.31.shecan.1,mp,HC.LP.HF,31,shecan,16,HC_LP_HF
mp.HC.LP.HF.31.shecan.2,mp,HC.LP.HF,31,shecan,19,HC_LP_HF
sm.LC.HP.LF.31.shecan.1,sm,LC.HP.LF,31,shecan,15,LC_HP_LF
mp.LC.LP.HF.31.shecan.1,mp,LC.LP.HF,31,shecan,19,LC_LP_HF
mp.LC.LP.LF.31.shecan.1,mp,LC.LP.LF,31,shecan,38,LC_LP_LF
mp.LC.LP.LF.32.shecan.1,mp,LC.LP.LF,32,shecan,43,LC_LP_LF
sm.HC.HP.HF.33.shecan.1,sm,HC.HP.HF,33,shecan,23,HC_HP_HF
mp.HC.HP.LF.33.shecan.1,mp,HC.HP.LF,33,shecan,27,HC_HP_LF
sm.HC.LP.HF.33.shecan.1,sm,HC.LP.HF,33,shecan,19,HC_LP_HF
sm.HC.LP.LF.33.shecan.1,sm,HC.LP.LF,33,shecan,39,HC_LP_LF
mp.LC.HP.LF.33.shecan.1,mp,LC.HP.LF,33,shecan,4,LC_HP_LF
sm.LC.LP.LF.33.shecan.1,sm,LC.LP.LF,33,shecan,31,LC_LP_LF
mp.LC.HP.HF.34.shecan.1,mp,LC.HP.HF,34,shecan,23,LC_HP_HF
sm.LC.LP.HF.34.shecan.1,sm,LC.LP.HF,34,shecan,19,LC_LP_HF
sm.LC.LP.LF.34.shecan.1,sm,LC.LP.LF,34,shecan,32,LC_LP_LF
sm.HC.HP.LF.37.shecan.1,sm,HC.HP.LF,37,shecan,27,HC_HP_LF
mp.HC.LP.LF.37.shecan.1,mp,HC.LP.LF,37,shecan,30,HC_LP_LF
mp.LC.HP.LF.37.shecan.1,mp,LC.HP.LF,37,shecan,39,LC_HP_LF
sm.HC.HP.HF.38.shecan.1,sm,HC.HP.HF,38,shecan,17,HC_HP_HF
mp.LC.HP.HF.38.shecan.1,mp,LC.HP.HF,38,shecan,23,LC_HP_HF
mp.LC.HP.LF.38.shecan.1,mp,LC.HP.LF,38,shecan,37,LC_HP_LF
sm.LC.LP.LF.38.shecan.1,sm,LC.LP.LF,38,shecan,35,LC_LP_LF
mp.LC.HP.HF.39.shecan.1,mp,LC.HP.HF,39,shecan,23,LC_HP_HF
mp.LC.HP.HF.40.shecan.1,mp,LC.HP.HF,40,shecan,23,LC_HP_HF
mp.LC.HP.LF.40.shecan.1,mp,LC.HP.LF,40,shecan,39,LC_HP_LF
mp.LC.LP.HF.40.shecan.1,mp,LC.LP.HF,40,shecan,26,LC_LP_HF
sm.HC.HP.LF.1.sorsco.1,sm,HC.HP.LF,1,sorsco,0,HC_HP_LF
sm.HC.LP.LF.1.sorsco.1,sm,HC.LP.LF,1,sorsco,20,HC_LP_LF
sm.LC.LP.HF.1.sorsco.1,sm,LC.LP.HF,1,sorsco,26,LC_LP_HF
mp.HC.HP.LF.2.sorsco.1,mp,HC.HP.LF,2,sorsco,8,HC_HP_LF
sm.LC.LP.HF.2.sorsco.1,sm,LC.LP.HF,2,sorsco,15,LC_LP_HF
sm.HC.HP.HF.3.sorsco.1,sm,HC.HP.HF,3,sorsco,5,HC_HP_HF
mp.HC.LP.LF.3.sorsco.1,mp,HC.LP.LF,3,sorsco,24,HC_LP_LF
mp.HC.LP.LF.3.sorsco.2,mp,HC.LP.LF,3,sorsco,24,HC_LP_LF
mp.LC.HP.HF.3.sorsco.1,mp,LC.HP.HF,3,sorsco,17,LC_HP_HF
mp.HC.HP.HF.4.sorsco.1,mp,HC.HP.HF,4,sorsco,13,HC_HP_HF
sm.HC.HP.HF.4.sorsco.1,sm,HC.HP.HF,4,sorsco,13,HC_HP_HF
sm.HC.HP.LF.4.sorsco.1,sm,HC.HP.LF,4,sorsco,16,HC_HP_LF
mp.LC.LP.LF.4.sorsco.1,mp,LC.LP.LF,4,sorsco,49,LC_LP_LF
mp.LC.HP.HF.5.sorsco.1,mp,LC.HP.HF,5,sorsco,22,LC_HP_HF
sm.LC.LP.HF.5.sorsco.1,sm,LC.LP.HF,5,sorsco,15,LC_LP_HF
sm.LC.LP.LF.5.sorsco.1,sm,LC.LP.LF,5,sorsco,31,LC_LP_LF
mp.HC.LP.HF.6.sorsco.1,mp,HC.LP.HF,6,sorsco,20,HC_LP_HF
mp.HC.LP.LF.6.sorsco.1,mp,HC.LP.LF,6,sorsco,20,HC_LP_LF
sm.HC.LP.LF.6.sorsco.1,sm,HC.LP.LF,6,sorsco,20,HC_LP_LF
sm.HC.LP.LF.6.sorsco.2,sm,HC.LP.LF,6,sorsco,12,HC_LP_LF
sm.LC.HP.HF.6.sorsco.1,sm,LC.HP.HF,6,sorsco,19,LC_HP_HF
sm.LC.LP.HF.6.sorsco.1,sm,LC.LP.HF,6,sorsco,9,LC_LP_HF
mp.HC.HP.LF.7.sorsco.1,mp,HC.HP.LF,7,sorsco,20,HC_HP_LF
mp.HC.LP.HF.7.sorsco.1,mp,HC.LP.HF,7,sorsco,16,HC_LP_HF
sm.HC.LP.HF.7.sorsco.1,sm,HC.LP.HF,7,sorsco,9,HC_LP_HF
mp.HC.LP.LF.7.sorsco.1,mp,HC.LP.LF,7,sorsco,24,HC_LP_LF
mp.LC.HP.LF.7.sorsco.1,mp,LC.HP.LF,7,sorsco,21,LC_HP_LF
mp.LC.LP.HF.7.sorsco.1,mp,LC.LP.HF,7,sorsco,17,LC_LP_HF
sm.LC.LP.HF.7.sorsco.1,sm,LC.LP.HF,7,sorsco,17,LC_LP_HF
mp.LC.LP.HF.8.sorsco.1,mp,LC.LP.HF,8,sorsco,15,LC_LP_HF
mp.LC.LP.LF.8.sorsco.1,mp,LC.LP.LF,8,sorsco,34,LC_LP_LF
mp.LC.HP.HF.9.sorsco.1,mp,LC.HP.HF,9,sorsco,19,LC_HP_HF
sm.LC.HP.LF.9.sorsco.1,sm,LC.HP.LF,9,sorsco,21,LC_HP_LF
mp.LC.LP.HF.9.sorsco.1,mp,LC.LP.HF,9,sorsco,26,LC_LP_HF
sm.LC.LP.HF.9.sorsco.1,sm,LC.LP.HF,9,sorsco,9,LC_LP_HF
sm.LC.LP.LF.9.sorsco.1,sm,LC.LP.LF,9,sorsco,32,LC_LP_LF
mp.LC.LP.HF.10.sorsco.1,mp,LC.LP.HF,10,sorsco,15,LC_LP_HF
sm.HC.HP.LF.11.sorsco.1,sm,HC.HP.LF,11,sorsco,16,HC_HP_LF
sm.LC.LP.HF.11.sorsco.1,sm,LC.LP.HF,11,sorsco,15,LC_LP_HF
mp.HC.HP.HF.12.sorsco.1,mp,HC.HP.HF,12,sorsco,16,HC_HP_HF
mp.LC.HP.HF.12.sorsco.1,mp,LC.HP.HF,12,sorsco,19,LC_HP_HF
mp.LC.HP.LF.12.sorsco.1,mp,LC.HP.LF,12,sorsco,26,LC_HP_LF
mp.LC.HP.LF.12.sorsco.2,mp,LC.HP.LF,12,sorsco,37,LC_HP_LF
sm.LC.LP.LF.12.sorsco.1,sm,LC.LP.LF,12,sorsco,43,LC_LP_LF
sm.HC.HP.HF.13.sorsco.1,sm,HC.HP.HF,13,sorsco,10,HC_HP_HF
sm.HC.HP.LF.13.sorsco.1,sm,HC.HP.LF,13,sorsco,7,HC_HP_LF
mp.LC.LP.LF.13.sorsco.1,mp,LC.LP.LF,13,sorsco,43,LC_LP_LF
sm.HC.LP.HF.14.sorsco.1,sm,HC.LP.HF,14,sorsco,5,HC_LP_HF
mp.LC.HP.HF.14.sorsco.1,mp,LC.HP.HF,14,sorsco,17,LC_HP_HF
sm.HC.HP.HF.15.sorsco.1,sm,HC.HP.HF,15,sorsco,10,HC_HP_HF
mp.HC.LP.HF.15.sorsco.1,mp,HC.LP.HF,15,sorsco,12,HC_LP_HF
sm.HC.LP.LF.17.sorsco.1,sm,HC.LP.LF,17,sorsco,20,HC_LP_LF
sm.HC.LP.LF.17.sorsco.2,sm,HC.LP.LF,17,sorsco,7,HC_LP_LF
mp.LC.HP.HF.17.sorsco.1,mp,LC.HP.HF,17,sorsco,22,LC_HP_HF
sm.LC.HP.HF.17.sorsco.1,sm,LC.HP.HF,17,sorsco,23,LC_HP_HF
mp.HC.HP.LF.18.sorsco.1,mp,HC.HP.LF,18,sorsco,20,HC_HP_LF
mp.HC.LP.HF.18.sorsco.1,mp,HC.LP.HF,18,sorsco,7,HC_LP_HF
sm.LC.HP.HF.18.sorsco.1,sm,LC.HP.HF,18,sorsco,23,LC_HP_HF
sm.LC.HP.HF.18.sorsco.2,sm,LC.HP.HF,18,sorsco,15,LC_HP_HF
sm.LC.HP.LF.18.sorsco.1,sm,LC.HP.LF,18,sorsco,2,LC_HP_LF
sm.HC.HP.LF.19.sorsco.1,sm,HC.HP.LF,19,sorsco,16,HC_HP_LF
mp.LC.LP.HF.19.sorsco.1,mp,LC.LP.HF,19,sorsco,15,LC_LP_HF
mp.LC.LP.HF.19.sorsco.2,mp,LC.LP.HF,19,sorsco,22,LC_LP_HF
sm.LC.LP.LF.19.sorsco.1,sm,LC.LP.LF,19,sorsco,39,LC_LP_LF
mp.HC.HP.LF.20.sorsco.1,mp,HC.HP.LF,20,sorsco,27,HC_HP_LF
mp.HC.LP.LF.20.sorsco.1,mp,HC.LP.LF,20,sorsco,20,HC_LP_LF
sm.LC.LP.HF.20.sorsco.1,sm,LC.LP.HF,20,sorsco,26,LC_LP_HF
mp.HC.HP.HF.21.sorsco.1,mp,HC.HP.HF,21,sorsco,13,HC_HP_HF
mp.HC.HP.LF.21.sorsco.1,mp,HC.HP.LF,21,sorsco,16,HC_HP_LF
mp.LC.LP.LF.21.sorsco.1,mp,LC.LP.LF,21,sorsco,32,LC_LP_LF
mp.HC.HP.HF.22.sorsco.1,mp,HC.HP.HF,22,sorsco,10,HC_HP_HF
mp.HC.LP.LF.22.sorsco.1,mp,HC.LP.LF,22,sorsco,12,HC_LP_LF
sm.HC.LP.HF.23.sorsco.1,sm,HC.LP.HF,23,sorsco,17,HC_LP_HF
mp.LC.HP.LF.23.sorsco.1,mp,LC.HP.LF,23,sorsco,22,LC_HP_LF
mp.HC.LP.HF.24.sorsco.1,mp,HC.LP.HF,24,sorsco,17,HC_LP_HF
sm.HC.LP.HF.24.sorsco.1,sm,HC.LP.HF,24,sorsco,10,HC_LP_HF
mp.LC.HP.HF.24.sorsco.1,mp,LC.HP.HF,24,sorsco,19,LC_HP_HF
sm.LC.HP.HF.24.sorsco.1,sm,LC.HP.HF,24,sorsco,2,LC_HP_HF
sm.LC.HP.LF.24.sorsco.1,sm,LC.HP.LF,24,sorsco,22,LC_HP_LF
sm.LC.HP.LF.24.sorsco.2,sm,LC.HP.LF,24,sorsco,38,LC_HP_LF
sm.LC.LP.LF.24.sorsco.1,sm,LC.LP.LF,24,sorsco,39,LC_LP_LF
sm.LC.LP.HF.25.sorsco.1,sm,LC.LP.HF,25,sorsco,31,LC_LP_HF
sm.LC.LP.LF.25.sorsco.1,sm,LC.LP.LF,25,sorsco,43,LC_LP_LF
mp.HC.HP.HF.26.sorsco.1,mp,HC.HP.HF,26,sorsco,13,HC_HP_HF
sm.HC.LP.HF.26.sorsco.1,sm,HC.LP.HF,26,sorsco,13,HC_LP_HF
sm.HC.HP.HF.27.sorsco.1,sm,HC.HP.HF,27,sorsco,10,HC_HP_HF
mp.HC.HP.LF.27.sorsco.1,mp,HC.HP.LF,27,sorsco,20,HC_HP_LF
sm.HC.LP.HF.27.sorsco.1,sm,HC.LP.HF,27,sorsco,17,HC_LP_HF
sm.LC.HP.LF.27.sorsco.1,sm,LC.HP.LF,27,sorsco,26,LC_HP_LF
mp.LC.LP.LF.27.sorsco.1,mp,LC.LP.LF,27,sorsco,31,LC_LP_LF
mp.HC.HP.LF.28.sorsco.1,mp,HC.HP.LF,28,sorsco,27,HC_HP_LF
mp.HC.LP.HF.28.sorsco.1,mp,HC.LP.HF,28,sorsco,12,HC_LP_HF
sm.LC.HP.LF.28.sorsco.1,sm,LC.HP.LF,28,sorsco,39,LC_HP_LF
mp.HC.HP.HF.29.sorsco.1,mp,HC.HP.HF,29,sorsco,12,HC_HP_HF
mp.LC.HP.LF.29.sorsco.1,mp,LC.HP.LF,29,sorsco,33,LC_HP_LF
mp.HC.HP.HF.30.sorsco.1,mp,HC.HP.HF,30,sorsco,10,HC_HP_HF
mp.LC.LP.HF.30.sorsco.1,mp,LC.LP.HF,30,sorsco,15,LC_LP_HF
mp.LC.LP.LF.30.sorsco.1,mp,LC.LP.LF,30,sorsco,49,LC_LP_LF
sm.LC.LP.LF.30.sorsco.1,sm,LC.LP.LF,30,sorsco,16,LC_LP_LF
mp.LC.LP.HF.31.sorsco.1,mp,LC.LP.HF,31,sorsco,15,LC_LP_HF
sm.LC.LP.HF.31.sorsco.1,sm,LC.LP.HF,31,sorsco,26,LC_LP_HF
sm.HC.HP.LF.32.sorsco.1,sm,HC.HP.LF,32,sorsco,7,HC_HP_LF
mp.LC.HP.HF.32.sorsco.1,mp,LC.HP.HF,32,sorsco,18,LC_HP_HF
mp.LC.HP.LF.33.sorsco.1,mp,LC.HP.LF,33,sorsco,26,LC_HP_LF
sm.LC.LP.LF.33.sorsco.1,sm,LC.LP.LF,33,sorsco,31,LC_LP_LF
mp.HC.LP.HF.34.sorsco.1,mp,HC.LP.HF,34,sorsco,16,HC_LP_HF
sm.LC.HP.LF.34.sorsco.1,sm,LC.HP.LF,34,sorsco,54,LC_HP_LF
mp.LC.LP.LF.34.sorsco.1,mp,LC.LP.LF,34,sorsco,31,LC_LP_LF
mp.HC.HP.LF.35.sorsco.1,mp,HC.HP.LF,35,sorsco,16,HC_HP_LF
sm.HC.LP.HF.35.sorsco.1,sm,HC.LP.HF,35,sorsco,10,HC_LP_HF
mp.HC.LP.LF.35.sorsco.1,mp,HC.LP.LF,35,sorsco,13,HC_LP_LF
sm.HC.HP.LF.36.sorsco.1,sm,HC.HP.LF,36,sorsco,5,HC_HP_LF
sm.LC.HP.HF.36.sorsco.1,sm,LC.HP.HF,36,sorsco,23,LC_HP_HF
sm.HC.HP.HF.37.sorsco.1,sm,HC.HP.HF,37,sorsco,4,HC_HP_HF
mp.HC.LP.LF.37.sorsco.1,mp,HC.LP.LF,37,sorsco,24,HC_LP_LF
sm.LC.HP.HF.37.sorsco.1,sm,LC.HP.HF,37,sorsco,15,LC_HP_HF
mp.LC.LP.HF.37.sorsco.1,mp,LC.LP.HF,37,sorsco,29,LC_LP_HF
mp.HC.LP.HF.38.sorsco.1,mp,HC.LP.HF,38,sorsco,16,HC_LP_HF
mp.HC.HP.HF.39.sorsco.1,mp,HC.HP.HF,39,sorsco,13,HC_HP_HF
sm.LC.HP.HF.39.sorsco.1,sm,LC.HP.HF,39,sorsco,33,LC_HP_HF
sm.HC.HP.HF.40.sorsco.1,sm,HC.HP.HF,40,sorsco,7,HC_HP_HF
sm.HC.LP.HF.40.sorsco.1,sm,HC.LP.HF,40,sorsco,20,HC_LP_HF
mp.LC.LP.LF.40.sorsco.1,mp,LC.LP.LF,40,sorsco,32,LC_LP_LF
mp.HC.LP.HF.1.spibet.1,mp,HC.LP.HF,1,spibet,13,HC_LP_HF
sm.LC.HP.LF.1.spibet.1,sm,LC.HP.LF,1,spibet,39,LC_HP_LF
mp.LC.LP.LF.1.spibet.1,mp,LC.LP.LF,1,spibet,19,LC_LP_LF
