"","X","day","population","indiv","chill","photo","force","flask","species","bbch.t","percent.t","bbch.l","percent.l","bbch2.l","percent2.l","bbch3.l","percent3.l","bbch4.t","percent4.t","lab","dup","ref","lab2"
"211273",134939,104,"sm","oc21","LC","LP","LF",13,"vacmem",11,5,11,25,10,5,9,5,3,95,"sm_LC_LP_LF_13_vacmem",TRUE,"b","sm_LC_LP_LF_13_vacmem_b"
"211275",134941,104,"mp","5","LC","LP","LF",14,"alninc",15,100,17,30,15,30,11,15,NA,NA,"mp_LC_LP_LF_14_alninc",TRUE,"b","mp_LC_LP_LF_14_alninc_b"
"211279",134945,104,"sm","3","LC","LP","LF",14,"riblac",3,100,15,5,11,30,7,15,NA,NA,"sm_LC_LP_LF_14_riblac",TRUE,"b","sm_LC_LP_LF_14_riblac_b"
"211288",134954,104,"sm","w/10","LC","LP","LF",15,"rubpar",11,100,9,20,7,20,3,60,NA,NA,"sm_LC_LP_LF_15_rubpar",TRUE,"b","sm_LC_LP_LF_15_rubpar_b"
"211291",134957,104,"mp","ALL","LC","LP","LF",16,"menfer",NA,NA,17,10,0,90,NA,NA,NA,NA,"mp_LC_LP_LF_16_menfer",TRUE,"b","mp_LC_LP_LF_16_menfer_b"
"211316",134982,104,"mp","120","LC","LP","LF",19,"loninv",3,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_19_loninv",TRUE,"b","mp_LC_LP_LF_19_loninv_b"
"211349",135016,104,"sm","10","LC","LP","LF",23,"alnvir",10,100,11,40,10,30,9,15,NA,NA,"sm_LC_LP_LF_23_alnvir",TRUE,"b","sm_LC_LP_LF_23_alnvir_b"
"211366",135033,104,"sm","D","LC","LP","LF",25,"poptre",1,100,1,90,0,10,NA,NA,NA,NA,"sm_LC_LP_LF_25_poptre",TRUE,"b","sm_LC_LP_LF_25_poptre_b"
"211404",135071,104,"sm","10","LC","LP","LF",30,"shecan",15,100,15,70,11,30,NA,NA,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"211405",135072,104,"sm","6","LC","LP","LF",30,"shecan",9,100,15,40,11,30,9,5,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"211415",135082,104,"sm","A5","LC","LP","LF",31,"spibet",17,100,17,20,3,80,NA,NA,NA,NA,"sm_LC_LP_LF_31_spibet",TRUE,"b","sm_LC_LP_LF_31_spibet_b"
"211439",135106,104,"sm",NA,"LC","LP","LF",34,"spibet",9,25,9,5,3,75,1,20,3,50,"sm_LC_LP_LF_34_spibet",TRUE,"b","sm_LC_LP_LF_34_spibet_b"
"211453",135120,104,"sm",NA,"LC","LP","LF",36,"spipyr",7,100,15,40,1,60,NA,NA,NA,NA,"sm_LC_LP_LF_36_spipyr",TRUE,"b","sm_LC_LP_LF_36_spipyr_b"
"211472",135139,104,"mp","8","LC","LP","LF",39,"riblac",3,100,1,60,0,40,NA,NA,NA,NA,"mp_LC_LP_LF_39_riblac",TRUE,"b","mp_LC_LP_LF_39_riblac_b"
"211475",135142,104,"sm","10","LC","LP","LF",39,"loninv",9,15,17,25,9,20,3,25,7,25,"sm_LC_LP_LF_39_loninv",TRUE,"b","sm_LC_LP_LF_39_loninv_b"
"211513",108431,106,"mp","10","LC","HP","HF",4,"shecan",17,100,15,85,10,10,3,5,NA,NA,"mp_LC_HP_HF_4_shecan",TRUE,"b","mp_LC_HP_HF_4_shecan_b"
"211518",108436,106,"sm",NA,"LC","HP","HF",4,"spibet",17,50,17,40,11,10,9,30,11,25,"sm_LC_HP_HF_4_spibet",TRUE,"b","sm_LC_HP_HF_4_spibet_b"
"211540",108458,106,"sm","A branched","LC","HP","HF",7,"corsto",17,100,17,90,10,10,NA,NA,NA,NA,"sm_LC_HP_HF_7_corsto",TRUE,"b","sm_LC_HP_HF_7_corsto_b"
"211550",108468,106,"sm",NA,"LC","HP","HF",8,"riblac",1,100,15,10,3,40,1,20,NA,NA,"sm_LC_HP_HF_8_riblac",TRUE,"b","sm_LC_HP_HF_8_riblac_b"
"211552",108470,106,"mp",NA,"LC","HP","HF",9,"samrac",NA,NA,10,50,3,50,NA,NA,NA,NA,"mp_LC_HP_HF_9_samrac",TRUE,"b","mp_LC_HP_HF_9_samrac_b"
"211558",108476,106,"sm","B","LC","HP","HF",9,"vacmem",17,5,3,80,1,20,NA,NA,7,5,"sm_LC_HP_HF_9_vacmem",TRUE,"b","sm_LC_HP_HF_9_vacmem_b"
"211566",108484,106,"sm",NA,"LC","HP","HF",10,"symalb",NA,NA,3,60,1,20,0,20,NA,NA,"sm_LC_HP_HF_10_symalb",TRUE,"b","sm_LC_HP_HF_10_symalb_b"
"211624",108542,106,"mp",NA,"LC","HP","HF",18,"spipyr",15,100,15,50,9,25,3,25,NA,NA,"mp_LC_HP_HF_18_spipyr",TRUE,"b","mp_LC_HP_HF_18_spipyr_b"
"211628",108546,106,"sm",NA,"LC","HP","HF",18,"sorsco",17,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_18_sorsco",TRUE,"b","sm_LC_HP_HF_18_sorsco_b"
"211632",108550,106,"mp","7","LC","HP","HF",19,"alnvir",17,25,10,40,7,60,NA,NA,10,25,"mp_LC_HP_HF_19_alnvir",TRUE,"b","mp_LC_HP_HF_19_alnvir_b"
"211652",108570,106,"sm",NA,"LC","HP","HF",21,"amealn",17,100,17,70,11,10,9,5,NA,NA,"sm_LC_HP_HF_21_amealn",TRUE,"b","sm_LC_HP_HF_21_amealn_b"
"211656",108574,106,"mp","10","LC","HP","HF",22,"alninc",17,100,15,40,11,60,NA,NA,NA,NA,"mp_LC_HP_HF_22_alninc",TRUE,"b","mp_LC_HP_HF_22_alninc_b"
"211689",108607,106,"mp",NA,"LC","HP","HF",26,"vibedu",17,100,3,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_26_vibedu",TRUE,"b","mp_LC_HP_HF_26_vibedu_b"
"211691",108609,106,"sm","9","LC","HP","HF",26,"acegla",15,50,11,35,9,10,1,20,7,50,"sm_LC_HP_HF_26_acegla",TRUE,"b","sm_LC_HP_HF_26_acegla_b"
"211711",108629,106,"mp",NA,"LC","HP","HF",29,"shecan",17,25,15,90,9,5,3,5,15,75,"mp_LC_HP_HF_29_shecan",TRUE,"b","mp_LC_HP_HF_29_shecan_b"
"211714",108632,106,"sm",NA,"LC","HP","HF",29,"shecan",17,100,15,70,11,5,9,5,NA,NA,"sm_LC_HP_HF_29_shecan",TRUE,"b","sm_LC_HP_HF_29_shecan_b"
"211719",108637,106,"mp",NA,"LC","HP","HF",30,"symalb",NA,NA,17,5,7,35,3,50,NA,NA,"mp_LC_HP_HF_30_symalb",TRUE,"b","mp_LC_HP_HF_30_symalb_b"
"211727",108645,106,"mp","B","LC","HP","HF",31,"vacmem",1,80,17,20,10,10,7,5,NA,NA,"mp_LC_HP_HF_31_vacmem",TRUE,"b","mp_LC_HP_HF_31_vacmem_b"
"211736",108654,106,"mp","B","LC","HP","HF",32,"spibet",1,100,9,70,3,10,1,20,NA,NA,"mp_LC_HP_HF_32_spibet",TRUE,"b","mp_LC_HP_HF_32_spibet_b"
"211761",108681,106,"sm","11","LC","HP","HF",35,"menfer",NA,NA,15,15,11,15,9,20,NA,NA,"sm_LC_HP_HF_35_menfer",TRUE,"b","sm_LC_HP_HF_35_menfer_b"
"211770",108690,106,"sm","2","LC","HP","HF",36,"vibedu",17,100,17,80,10,15,NA,NA,NA,NA,"sm_LC_HP_HF_36_vibedu",TRUE,"b","sm_LC_HP_HF_36_vibedu_b"
"211784",108706,106,"sm","B","LC","HP","HF",38,"symalb",NA,NA,7,10,3,50,1,30,NA,NA,"sm_LC_HP_HF_38_symalb",TRUE,"b","sm_LC_HP_HF_38_symalb_b"
"211828",108750,106,"mp","tml-unbranched","LC","HP","LF",4,"spibet",7,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_4_spibet",TRUE,"b","mp_LC_HP_LF_4_spibet_b"
"211842",108764,106,"mp","4","LC","HP","LF",6,"alninc",17,100,17,5,15,40,11,40,11,70,"mp_LC_HP_LF_6_alninc",TRUE,"b","mp_LC_HP_LF_6_alninc_b"
"211848",108770,106,"sm","cl","LC","HP","LF",6,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_6_rubpar",TRUE,"b","sm_LC_HP_LF_6_rubpar_b"
"211863",108785,106,"sm","3","LC","HP","LF",8,"popbal",17,100,17,50,11,50,NA,NA,NA,NA,"sm_LC_HP_LF_8_popbal",TRUE,"b","sm_LC_HP_LF_8_popbal_b"
"211876",108798,106,"sm","3b","LC","HP","LF",10,"riblac",1,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_10_riblac",TRUE,"b","sm_LC_HP_LF_10_riblac_b"
"211887",108809,106,"mp","6","LC","HP","LF",12,"amealn",15,100,10,15,9,55,7,30,NA,NA,"mp_LC_HP_LF_12_amealn",TRUE,"b","mp_LC_HP_LF_12_amealn_b"
"211889",108811,106,"mp","9","LC","HP","LF",12,"sorsco",15,100,15,25,11,50,3,25,NA,NA,"mp_LC_HP_LF_12_sorsco",TRUE,"b","mp_LC_HP_LF_12_sorsco_b"
"211909",108831,106,"sm","cl","LC","HP","LF",14,"rubpar",NA,NA,17,30,15,30,3,40,NA,NA,"sm_LC_HP_LF_14_rubpar",TRUE,"b","sm_LC_HP_LF_14_rubpar_b"
"211917",108839,106,"sm",NA,"LC","HP","LF",15,"symalb",NA,NA,3,70,0,30,NA,NA,NA,NA,"sm_LC_HP_LF_15_symalb",TRUE,"b","sm_LC_HP_LF_15_symalb_b"
"211937",108859,106,"mp","9","LC","HP","LF",18,"samrac",11,50,15,25,3,75,NA,NA,NA,NA,"mp_LC_HP_LF_18_samrac",TRUE,"b","mp_LC_HP_LF_18_samrac_b"
"211939",108861,106,"sm","9","LC","HP","LF",18,"acegla",9,30,9,30,7,15,3,25,NA,NA,"sm_LC_HP_LF_18_acegla",TRUE,"b","sm_LC_HP_LF_18_acegla_b"
"211945",108867,106,"mp","11","LC","HP","LF",19,"vibedu",10,100,15,10,3,85,0,5,NA,NA,"mp_LC_HP_LF_19_vibedu",TRUE,"b","mp_LC_HP_LF_19_vibedu_b"
"211951",108873,106,"mp","5","LC","HP","LF",20,"corsto",17,60,17,15,11,30,3,55,15,40,"mp_LC_HP_LF_20_corsto",TRUE,"b","mp_LC_HP_LF_20_corsto_b"
"211965",108887,106,"mp","3","LC","HP","LF",22,"alnvir",17,40,15,20,11,25,10,15,15,40,"mp_LC_HP_LF_22_alnvir",TRUE,"b","mp_LC_HP_LF_22_alnvir_b"
"211984",108906,106,"sm",NA,"LC","HP","LF",24,"sorsco",15,100,9,30,3,70,NA,NA,NA,NA,"sm_LC_HP_LF_24_sorsco",TRUE,"b","sm_LC_HP_LF_24_sorsco_b"
"212013",108935,106,"mp","2","LC","HP","LF",28,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_28_spipyr",TRUE,"b","mp_LC_HP_LF_28_spipyr_b"
"212025",108947,106,"sm","cl","LC","HP","LF",29,"vacmem",17,20,17,5,11,5,7,5,3,80,"sm_LC_HP_LF_29_vacmem",TRUE,"b","sm_LC_HP_LF_29_vacmem_b"
"212027",108949,106,"mp","5","LC","HP","LF",30,"alnvir",15,100,15,15,11,25,9,25,NA,NA,"mp_LC_HP_LF_30_alnvir",TRUE,"b","mp_LC_HP_LF_30_alnvir_b"
"212040",108962,106,"sm","9","LC","HP","LF",31,"riblac",11,100,17,15,15,15,9,15,NA,NA,"sm_LC_HP_LF_31_riblac",TRUE,"b","sm_LC_HP_LF_31_riblac_b"
"212074",108996,106,"mp","4","LC","HP","LF",36,"acegla",10,100,10,50,9,20,7,40,NA,NA,"mp_LC_HP_LF_36_acegla",TRUE,"b","mp_LC_HP_LF_36_acegla_b"
"212090",109012,106,"mp","11","LC","HP","LF",38,"acegla",1,100,9,30,3,55,1,30,NA,NA,"mp_LC_HP_LF_38_acegla",TRUE,"b","mp_LC_HP_LF_38_acegla_b"
"212094",109016,106,"sm","10","LC","HP","LF",38,"alnvir",17,50,11,15,10,10,3,75,10,50,"sm_LC_HP_LF_38_alnvir",TRUE,"b","sm_LC_HP_LF_38_alnvir_b"
"212144",109066,106,"sm","B1","LC","LP","HF",4,"spipyr",17,100,17,10,9,30,3,60,NA,NA,"sm_LC_LP_HF_4_spipyr",TRUE,"b","sm_LC_LP_HF_4_spipyr_b"
"212156",109078,106,"mp","3","LC","LP","HF",6,"alninc",15,100,17,15,15,40,10,30,NA,NA,"mp_LC_LP_HF_6_alninc",TRUE,"b","mp_LC_LP_HF_6_alninc_b"
"212171",109093,106,"mp","7","LC","LP","HF",8,"alnvir",11,20,1,55,0,45,NA,NA,10,20,"mp_LC_LP_HF_8_alnvir",TRUE,"b","mp_LC_LP_HF_8_alnvir_b"
"212184",109106,106,"sm","8","LC","LP","HF",9,"sorsco",15,100,1,30,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_9_sorsco",TRUE,"b","sm_LC_LP_HF_9_sorsco_b"
"212196",109118,106,"mp","5","LC","LP","HF",11,"poptre",17,60,NA,NA,NA,NA,NA,NA,15,15,"mp_LC_LP_HF_11_poptre",TRUE,"b","mp_LC_LP_HF_11_poptre_b"
"212216",109138,106,"sm","Extra?","LC","LP","HF",13,"poptre",17,75,17,50,11,50,NA,NA,4,25,"sm_LC_LP_HF_13_poptre",TRUE,"b","sm_LC_LP_HF_13_poptre_b"
"212218",109140,106,"sm","B","LC","LP","HF",13,"spibet",17,100,17,85,1,15,NA,NA,10,80,"sm_LC_LP_HF_13_spibet",TRUE,"b","sm_LC_LP_HF_13_spibet_b"
"212221",109143,106,"mp","9","LC","LP","HF",14,"shecan",15,50,17,90,3,10,NA,NA,9,50,"mp_LC_LP_HF_14_shecan",TRUE,"b","mp_LC_LP_HF_14_shecan_b"
"212262",109184,106,"mp","13","LC","LP","HF",19,"sorsco",1,100,17,50,10,25,3,25,NA,NA,"mp_LC_LP_HF_19_sorsco",TRUE,"b","mp_LC_LP_HF_19_sorsco_b"
"212268",109190,106,"mp","3","LC","LP","HF",20,"rhoalb",17,100,17,10,11,25,10,25,NA,NA,"mp_LC_LP_HF_20_rhoalb",TRUE,"b","mp_LC_LP_HF_20_rhoalb_b"
"212280",109202,106,"sm",NA,"LC","LP","HF",21,"popbal",17,100,17,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_21_popbal",TRUE,"b","sm_LC_LP_HF_21_popbal_b"
"212308",109230,106,"mp",NA,"LC","LP","HF",25,"spibet",17,100,15,60,9,20,1,20,NA,NA,"mp_LC_LP_HF_25_spibet",TRUE,"b","mp_LC_LP_HF_25_spibet_b"
"212322",109244,106,"sm","9","LC","LP","HF",26,"menfer",NA,NA,17,10,9,10,7,15,NA,NA,"sm_LC_LP_HF_26_menfer",TRUE,"b","sm_LC_LP_HF_26_menfer_b"
"212357",109279,106,"mp",NA,"LC","LP","HF",31,"poptre",7,40,17,75,11,25,NA,NA,NA,NA,"mp_LC_LP_HF_31_poptre",TRUE,"b","mp_LC_LP_HF_31_poptre_b"
"212400",109322,106,"sm","B","LC","LP","HF",36,"poptre",17,85,NA,NA,NA,NA,NA,NA,3,15,"sm_LC_LP_HF_36_poptre",TRUE,"b","sm_LC_LP_HF_36_poptre_b"
"212425",109347,106,"sm","8","LC","LP","HF",39,"menfer",NA,NA,10,10,7,75,0,15,NA,NA,"sm_LC_LP_HF_39_menfer",TRUE,"b","sm_LC_LP_HF_39_menfer_b"
"212431",109353,106,"sm","4","LC","LP","HF",40,"alninc",17,100,17,30,11,15,9,55,15,50,"sm_LC_LP_HF_40_alninc",TRUE,"b","sm_LC_LP_HF_40_alninc_b"
"212444",109366,106,"mp","tml","LC","LP","LF",2,"spibet",3,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_2_spibet",TRUE,"b","mp_LC_LP_LF_2_spibet_b"
"212458",109380,106,"mp","7","LC","LP","LF",4,"menfer",NA,NA,9,10,3,10,1,80,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"212459",109381,106,"mp","8","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"212486",109408,106,"sm","6B","LC","LP","LF",7,"amealn",17,80,17,10,15,15,10,5,10,20,"sm_LC_LP_LF_7_amealn",TRUE,"b","sm_LC_LP_LF_7_amealn_b"
"212519",109441,106,"sm","B","LC","LP","LF",11,"poptre",17,50,1,100,NA,NA,NA,NA,11,25,"sm_LC_LP_LF_11_poptre",TRUE,"b","sm_LC_LP_LF_11_poptre_b"
"212529",109451,106,"sm",NA,"LC","LP","LF",12,"sorsco",15,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_12_sorsco",TRUE,"b","sm_LC_LP_LF_12_sorsco_b"
"212535",109457,106,"sm","8","LC","LP","LF",13,"popbal",17,100,17,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_13_popbal",TRUE,"b","sm_LC_LP_LF_13_popbal_b"
"212537",109459,106,"sm","oc21","LC","LP","LF",13,"vacmem",11,5,11,25,10,5,9,5,3,95,"sm_LC_LP_LF_13_vacmem",TRUE,"b","sm_LC_LP_LF_13_vacmem_b"
"212539",109461,106,"mp","5","LC","LP","LF",14,"alninc",15,100,17,30,15,30,11,15,NA,NA,"mp_LC_LP_LF_14_alninc",TRUE,"b","mp_LC_LP_LF_14_alninc_b"
"212543",109465,106,"sm","3","LC","LP","LF",14,"riblac",3,100,15,5,11,30,7,15,NA,NA,"sm_LC_LP_LF_14_riblac",TRUE,"b","sm_LC_LP_LF_14_riblac_b"
"212552",109474,106,"sm","w/10","LC","LP","LF",15,"rubpar",11,100,9,20,7,20,3,60,NA,NA,"sm_LC_LP_LF_15_rubpar",TRUE,"b","sm_LC_LP_LF_15_rubpar_b"
"212555",109477,106,"mp","ALL","LC","LP","LF",16,"menfer",NA,NA,17,10,0,90,NA,NA,NA,NA,"mp_LC_LP_LF_16_menfer",TRUE,"b","mp_LC_LP_LF_16_menfer_b"
"212580",109502,106,"mp","120","LC","LP","LF",19,"loninv",3,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_19_loninv",TRUE,"b","mp_LC_LP_LF_19_loninv_b"
"212613",109536,106,"sm","10","LC","LP","LF",23,"alnvir",10,100,11,40,10,30,9,15,NA,NA,"sm_LC_LP_LF_23_alnvir",TRUE,"b","sm_LC_LP_LF_23_alnvir_b"
"212630",109553,106,"sm","D","LC","LP","LF",25,"poptre",1,100,1,90,0,10,NA,NA,NA,NA,"sm_LC_LP_LF_25_poptre",TRUE,"b","sm_LC_LP_LF_25_poptre_b"
"212668",109591,106,"sm","10","LC","LP","LF",30,"shecan",15,100,15,70,11,30,NA,NA,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"212669",109592,106,"sm","6","LC","LP","LF",30,"shecan",9,100,15,40,11,30,9,5,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"212679",109602,106,"sm","A5","LC","LP","LF",31,"spibet",17,100,17,20,3,80,NA,NA,NA,NA,"sm_LC_LP_LF_31_spibet",TRUE,"b","sm_LC_LP_LF_31_spibet_b"
"212703",109626,106,"sm",NA,"LC","LP","LF",34,"spibet",9,25,9,5,3,75,1,20,3,50,"sm_LC_LP_LF_34_spibet",TRUE,"b","sm_LC_LP_LF_34_spibet_b"
"212717",109640,106,"sm",NA,"LC","LP","LF",36,"spipyr",7,100,15,40,1,60,NA,NA,NA,NA,"sm_LC_LP_LF_36_spipyr",TRUE,"b","sm_LC_LP_LF_36_spipyr_b"
"212736",109659,106,"mp","8","LC","LP","LF",39,"riblac",3,100,1,60,0,40,NA,NA,NA,NA,"mp_LC_LP_LF_39_riblac",TRUE,"b","mp_LC_LP_LF_39_riblac_b"
"212739",109662,106,"sm","10","LC","LP","LF",39,"loninv",9,15,17,25,9,20,3,25,7,25,"sm_LC_LP_LF_39_loninv",TRUE,"b","sm_LC_LP_LF_39_loninv_b"
"212777",110979,107,"mp","10","LC","HP","HF",4,"shecan",17,100,15,85,10,10,3,5,NA,NA,"mp_LC_HP_HF_4_shecan",TRUE,"b","mp_LC_HP_HF_4_shecan_b"
"212782",110984,107,"sm",NA,"LC","HP","HF",4,"spibet",17,50,17,40,11,10,9,30,11,25,"sm_LC_HP_HF_4_spibet",TRUE,"b","sm_LC_HP_HF_4_spibet_b"
"212804",111006,107,"sm","A branched","LC","HP","HF",7,"corsto",17,100,17,90,10,10,NA,NA,NA,NA,"sm_LC_HP_HF_7_corsto",TRUE,"b","sm_LC_HP_HF_7_corsto_b"
"212814",111016,107,"sm",NA,"LC","HP","HF",8,"riblac",1,100,15,10,3,40,1,20,NA,NA,"sm_LC_HP_HF_8_riblac",TRUE,"b","sm_LC_HP_HF_8_riblac_b"
"212816",111018,107,"mp",NA,"LC","HP","HF",9,"samrac",NA,NA,10,50,3,50,NA,NA,NA,NA,"mp_LC_HP_HF_9_samrac",TRUE,"b","mp_LC_HP_HF_9_samrac_b"
"212822",111024,107,"sm","B","LC","HP","HF",9,"vacmem",17,5,3,80,1,20,NA,NA,7,5,"sm_LC_HP_HF_9_vacmem",TRUE,"b","sm_LC_HP_HF_9_vacmem_b"
"212830",111032,107,"sm",NA,"LC","HP","HF",10,"symalb",NA,NA,3,60,1,20,0,20,NA,NA,"sm_LC_HP_HF_10_symalb",TRUE,"b","sm_LC_HP_HF_10_symalb_b"
"212888",111090,107,"mp",NA,"LC","HP","HF",18,"spipyr",15,100,15,50,9,25,3,25,NA,NA,"mp_LC_HP_HF_18_spipyr",TRUE,"b","mp_LC_HP_HF_18_spipyr_b"
"212892",111094,107,"sm",NA,"LC","HP","HF",18,"sorsco",17,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_18_sorsco",TRUE,"b","sm_LC_HP_HF_18_sorsco_b"
"212896",111098,107,"mp","7","LC","HP","HF",19,"alnvir",17,25,10,40,7,60,NA,NA,10,25,"mp_LC_HP_HF_19_alnvir",TRUE,"b","mp_LC_HP_HF_19_alnvir_b"
"212916",111118,107,"sm",NA,"LC","HP","HF",21,"amealn",17,100,17,70,11,10,9,5,NA,NA,"sm_LC_HP_HF_21_amealn",TRUE,"b","sm_LC_HP_HF_21_amealn_b"
"212920",111122,107,"mp","10","LC","HP","HF",22,"alninc",17,100,15,40,11,60,NA,NA,NA,NA,"mp_LC_HP_HF_22_alninc",TRUE,"b","mp_LC_HP_HF_22_alninc_b"
"212953",111155,107,"mp",NA,"LC","HP","HF",26,"vibedu",17,100,3,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_26_vibedu",TRUE,"b","mp_LC_HP_HF_26_vibedu_b"
"212955",111157,107,"sm","9","LC","HP","HF",26,"acegla",15,50,11,35,9,10,1,20,7,50,"sm_LC_HP_HF_26_acegla",TRUE,"b","sm_LC_HP_HF_26_acegla_b"
"212975",111177,107,"mp",NA,"LC","HP","HF",29,"shecan",17,25,15,90,9,5,3,5,15,75,"mp_LC_HP_HF_29_shecan",TRUE,"b","mp_LC_HP_HF_29_shecan_b"
"212978",111180,107,"sm",NA,"LC","HP","HF",29,"shecan",17,100,15,70,11,5,9,5,NA,NA,"sm_LC_HP_HF_29_shecan",TRUE,"b","sm_LC_HP_HF_29_shecan_b"
"212983",111185,107,"mp",NA,"LC","HP","HF",30,"symalb",NA,NA,17,5,7,35,3,50,NA,NA,"mp_LC_HP_HF_30_symalb",TRUE,"b","mp_LC_HP_HF_30_symalb_b"
"212991",111193,107,"mp","B","LC","HP","HF",31,"vacmem",1,80,17,20,10,10,7,5,NA,NA,"mp_LC_HP_HF_31_vacmem",TRUE,"b","mp_LC_HP_HF_31_vacmem_b"
"213000",111202,107,"mp","B","LC","HP","HF",32,"spibet",1,100,9,70,3,10,1,20,NA,NA,"mp_LC_HP_HF_32_spibet",TRUE,"b","mp_LC_HP_HF_32_spibet_b"
"213025",111229,107,"sm","11","LC","HP","HF",35,"menfer",NA,NA,15,15,11,15,9,20,NA,NA,"sm_LC_HP_HF_35_menfer",TRUE,"b","sm_LC_HP_HF_35_menfer_b"
"213034",111238,107,"sm","2","LC","HP","HF",36,"vibedu",17,100,17,80,10,15,NA,NA,NA,NA,"sm_LC_HP_HF_36_vibedu",TRUE,"b","sm_LC_HP_HF_36_vibedu_b"
"213048",111254,107,"sm","B","LC","HP","HF",38,"symalb",NA,NA,7,10,3,50,1,30,NA,NA,"sm_LC_HP_HF_38_symalb",TRUE,"b","sm_LC_HP_HF_38_symalb_b"
"213092",111298,107,"mp","tml-unbranched","LC","HP","LF",4,"spibet",7,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_4_spibet",TRUE,"b","mp_LC_HP_LF_4_spibet_b"
"213106",111312,107,"mp","4","LC","HP","LF",6,"alninc",17,100,17,5,15,40,11,40,11,70,"mp_LC_HP_LF_6_alninc",TRUE,"b","mp_LC_HP_LF_6_alninc_b"
"213112",111318,107,"sm","cl","LC","HP","LF",6,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_6_rubpar",TRUE,"b","sm_LC_HP_LF_6_rubpar_b"
"213127",111333,107,"sm","3","LC","HP","LF",8,"popbal",17,100,17,50,11,50,NA,NA,NA,NA,"sm_LC_HP_LF_8_popbal",TRUE,"b","sm_LC_HP_LF_8_popbal_b"
"213140",111346,107,"sm","3b","LC","HP","LF",10,"riblac",1,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_10_riblac",TRUE,"b","sm_LC_HP_LF_10_riblac_b"
"213151",111357,107,"mp","6","LC","HP","LF",12,"amealn",15,100,10,15,9,55,7,30,NA,NA,"mp_LC_HP_LF_12_amealn",TRUE,"b","mp_LC_HP_LF_12_amealn_b"
"213153",111359,107,"mp","9","LC","HP","LF",12,"sorsco",15,100,15,25,11,50,3,25,NA,NA,"mp_LC_HP_LF_12_sorsco",TRUE,"b","mp_LC_HP_LF_12_sorsco_b"
"213173",111379,107,"sm","cl","LC","HP","LF",14,"rubpar",NA,NA,17,30,15,30,3,40,NA,NA,"sm_LC_HP_LF_14_rubpar",TRUE,"b","sm_LC_HP_LF_14_rubpar_b"
"213181",111387,107,"sm",NA,"LC","HP","LF",15,"symalb",NA,NA,3,70,0,30,NA,NA,NA,NA,"sm_LC_HP_LF_15_symalb",TRUE,"b","sm_LC_HP_LF_15_symalb_b"
"213201",111407,107,"mp","9","LC","HP","LF",18,"samrac",11,50,15,25,3,75,NA,NA,NA,NA,"mp_LC_HP_LF_18_samrac",TRUE,"b","mp_LC_HP_LF_18_samrac_b"
"213203",111409,107,"sm","9","LC","HP","LF",18,"acegla",9,30,9,30,7,15,3,25,NA,NA,"sm_LC_HP_LF_18_acegla",TRUE,"b","sm_LC_HP_LF_18_acegla_b"
"213209",111415,107,"mp","11","LC","HP","LF",19,"vibedu",10,100,15,10,3,85,0,5,NA,NA,"mp_LC_HP_LF_19_vibedu",TRUE,"b","mp_LC_HP_LF_19_vibedu_b"
"213215",111421,107,"mp","5","LC","HP","LF",20,"corsto",17,60,17,15,11,30,3,55,15,40,"mp_LC_HP_LF_20_corsto",TRUE,"b","mp_LC_HP_LF_20_corsto_b"
