day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,,,,,,,,
19,mp,LHL,NA,25,loninv,3,100,1,3,10,1,90,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LHL,NA,25,spibet,0,100,1,0,100,NA,NA,NA,NA,9,NA,NA,NA,,,,,,,,
19,mp,LHL,NA,25,spipyr,NA,NA,NA,1,50,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,8,25,popbal,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, B,25,popre,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,25,Shecan,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,25,spibet,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,4,26,alnvir,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,5,26,poptre,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,3,26,rhoalb,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,10,26,riblac,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,7,26,amealn,3,100,1,1,100,,,,,5,,,,,,,,,,,
19,sm,LHL,6,26,betpap,1,100,2,1,50,0,50,,,,,,,,,,,,,,
19,sm,LHL, w10,26,rubpar,1,50,2,1,40,0,60,,,,,,,,,,,,,,
19,sm,LHL,NA,26,vacmem,3,80,,3,20,1,30,0,50,,,1,20,,,,,,,,
19,mp,LHL,6,27,popbal,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,5,27,poptre,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,27,rhoalb,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,27,riblac,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,6,27,alnvir,3,50,2,3,80,1,20,,,10,,,,,,,,,,,
19,sm,LHL,6,27,amealn,3,,5,3,30,1,30,0,40,31,,,,,,,,,,,
19,sm,LHL,12,27,sorsco,1,,1,1,100,,,,,,,,,,,,,,,,
19,sm,LHL, oc 21,27,vacmem,3,100,,3,80,1,15,0,5,,,,,,,,,,,,
19,mp,LHL,10-missing,28,menfer,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,mp,LHL,csf,28,riblac,1,100,7,1,100,,,,,,,,,,,,,,,,
19,mp,LHL,2,28,spipyr,0,100,6,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,2,28,spipyr,0,100,5,0,100,,,,,,,,,,,,,,,,
19,sm,LHL,1,28,alninc,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,11,28,corsto,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,5,28,sorsco,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, A17,28,spibet,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,29,rhoalb,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,Dsf,29,riblac,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,29,sorsco,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,eg,29,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,sm,LHL,5,29,alninc,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, cl,29,symalb,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, cl,29,vacmem,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, cl,29,vacmem,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,7,30,alnvir,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,5,30,alnvir,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,8,30,loninv,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,30,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,sm,LHL,1,30,alninc,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,3,30,amealn,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, C,30,popre,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, B15,30,spipyr,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,5,31,corsto,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,Geg,31,poptre,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,31,spibet,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,eg,31,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,31,loninv,7,100,1,9,50,1,50,NA,NA,8,NA,NA,NA,,,,,,,,
19,sm,LHL,3b,31,riblac,1,100,2,1,60,0,40,NA,NA,24,NA,NA,NA,,,,,,,,
19,sm,LHL,9,31,riblac,0,100,1,1,20,0,80,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,31,shecan,3,100,2,7,10,3,70,1,20,NA,NA,NA,NA,,,,,,,,
19,mp,LHL,5,32,alnvir,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,8,32,loninv,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,32,riblac,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,32,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,32,loninv,9,100,1,7,90,3,10,NA,NA,10,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,32,poptre,0,100,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,32,vibedu,10,100,1,10,50,9,15,3,35,14,NA,NA,NA,,,,,,,,
19,mp,LHL,4,33,alninc,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,8,33,shecan,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,33,sorsco,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,33,vacmem,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,1,33,alninc,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,8,33,popbal,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, b21,33,spipyr,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,2,33,symalb,NA,NA,NA,,,,,,,,,,,,,,,,,,
19,mp,LHL,10,34,corsto,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,4,34,loninv,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,Beg-juv,34,poptre,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,sg,34,rubpar,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,2,34,alnvir,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,8,34,menfer,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,8,34,popre,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,11,34,sorsco,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,3,35,acegla,3,25,12,1,60,,,,,18,,1,75,,,,,,,,
19,mp,LHL,10,35,corsto,7,100,1,7,65,3,35,,,,,,,,,,,,,,
19,mp,LHL,10,35,loninv,3,100,1,1,100,,,,,6,,,,,,,,,,,
19,mp,LHL,LL,35,vacmem,3,100,3,20,1,40,0,40,,,,,,,,,,,,,
19,sm,LHL,11,35,acegla,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, #3,35,menfer,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, cl,35,rubpar,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, b5,35,spipyr,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,36,acegla,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,4,36,acegla,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,2,36,amealn,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,36,vibedu,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, A,36,corsto,7,100,1,3,75,0,25,,,,,,,,,,,,,,
19,sm,LHL,13,36,menfer,1,50,20,100,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,36,spipyr,0,100,1,3,50,1,20,0,30,,,,,,,,,,,,
19,sm,LHL,NA,36,symalb,NA,NA,NA,3,20,1,60,0,20,,,,,,,,,,,,
19,mp,LHL,7,37,menfer,1,,8,0,100,,,,,,,,,,,,,,,,
19,mp,LHL,8,37,samrac,1,,2,7,100,,,,,,,,,,,,,,,,
19,mp,LHL,2,37,shecan,3,,1,3,60,1,30,,,,,,,,,,,,,,
19,mp,LHL,11,37,vacmem,3,20,1,100,,,,,,,,1,80,,,,,,,,
19,sm,LHL,5,37,alninc,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,1,37,betpap,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, #3,37,menfer,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL, oc21`,37,vacmem,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,38,acegla,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,38,acegla,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,38,rubpar,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,11,38,shecan,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,6,38,alnvir,3,100,1,3,10,0,90,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,10,38,alnvir,1,100,2,1,10,0,90,NA,NA,12,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,38,corsto,9,35,6,9,20,7,40,3,40,13,NA,7,65,,,,,,,,
19,sm,LHL,NA,38,vibedu,10,100,1,10,40,9,30,7,30,7,NA,NA,NA,,,,,,,,
19,mp,LHL,7,39,amealn,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,10,39,menfer,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,Geg,39,poptre,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,tml,39,spibet,,,,,,,,,,,,,,,,,,,,,
19,sm,LHL,NA,39,corsto,3,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,39,corsto,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,39,spipyr,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,39,spipyr,1,100,1,1,90,0,10,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,39,symalb,NA,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,39,symalb,NA,NA,NA,3,10,1,50,0,40,NA,NA,NA,NA,,,,,,,,
19,sm,LHL,NA,39,vibedu,7,40,1,9,20,7,60,20,NA,26,NA,7,20,,,,,,,,
19,mp,LHL,10,40,alninc,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,8,40,samrac,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,4,40,shecan,,,,,,,,,,,,,,,,,,,,,
19,mp,LHL,9,40,symalb,NA,100,NA,,,,,,,,,,,,,,,,,,
19,sm,LHL,5,40,betpap,0,100,1,0,100,,,,,10,,,,,,,,,,,
19,sm,LHL, b,40,corsto,7,100,1,3,65,1,45,,,,,,,,,,,,,,
19,sm,LHL, oc 25,40,vacmem,3,60,,3,50,1,25,0,25,,,1,60,,,,,,,,
19,mp,LLH,NA,1,amealn,10,100,1,9,20,7,50,3,30,15,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,1,corsto,11,100,1,11,40,10,15,7,25,13,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,1,riblac,3,100,3,7,20,3,40,1,20,18,NA,NA,NA,60,1,10,0,30,NA,,
19,mp,LLH,NA,1,symalb,NA,NA,NA,7,20,3,70,1,10,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,1,alnvir,3,100,5,3,60,1,40,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,1,amealn,1,100,1,7,15,3,30,1,40,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,1,betpap,3,100,1,3,60,0,40,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,1,sorsco,1,50,2,1,75,0,25,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,2,amealn,9,100,3,7,25,3,30,1,30,16,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,2,menfer,1,75,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,2,rubpar,1,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,2,shecan,7,100,1,7,30,3,45,1,25,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,2,spibet,1,100,1,3,45,1,45,0,10,9,NA,NA,NA,,,,,,,,
19,sm,LLH, D,2,riblac,3,100,1,3,100,,,,,17,,,,,,,,,,,
19,sm,LLH, A,2,shecan,3,100,5,3,70,1,30,,,,60,,,,,,,,,,
19,sm,LLH,NA,2,sorsco,3,100,1,10,50,3,50,,,,,,,,,,,,,,
19,sm,LLH,NA,2,symalb,NA,NA,NA,3,25,3,50,0,25,,,,,,,,,,,,
19,sm,LLH, oc21,2,vacmem,7,20,,9,20,7,30,3,40,,,3,60,,,,,,,,
19,mp,LLH,3,3,acegla,1,100,3,1,55,0,45,,,25,,,,,,,,,,,
19,mp,LLH,5,3,alninc,1,100,1,1,10,0,90,,,10,,,,,,,,,,,
19,mp,LLH,9,3,rhoalb,9,100,1,7,80,0,20,,,,,,,,,,,,,,
19,mp,LLH,7,3,vibedu,3,100,2,3,85,0,15,,,,,,,,,,,,,,
19,sm,LLH,10,3,alnvir,3,25,4,3,25,1,50,0,25,,,1,75,,,,,,,,
19,sm,LLH,6,3,loninv,7,25,4,3,50,1,50,,,,19,3,75,,,,,,,,
19,sm,LLH, w/10,3,rubpar,3,100,1,3,100,,,,,,,,,,,,,,,,
19,sm,LLH, oc 21,3,vacmem,1,60,,0,100,,,,,,,0,40,,,,,,,,
19,mp,LLH,5,4,alninc,3,100,1,3,60,1,30,0,10,7,,,,,,,,,,,
19,mp,LLH,2,4,amealn,3,100,1,3,75,1,10,0,15,11,,,,,,,,,,,
19,mp,LLH,8,4,menfer,3,30,13,0,100,,,,,,,1,60,,,,,,,,
19,mp,LLH,wjt,4,vacmem,3,30,,7,10,3,50,1,20,,,1,20,,,,,,,,
19,sm,LLH,NA,4,acegla,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,4,corsto,11,100,1,11,40,10,40,9,20,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,B2,4,spipyr,7,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,B1,4,spipyr,9,100,1,11,10,7,10,3,70,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,6,5,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLH,tml,5,rubpar,1,100,2,1,100,,,,,,,,,,,,,,,,
19,mp,LLH,5,5,samrac,1,100,2,1,100,,,,,,,,,,,,,,,,
19,mp,LLH,2,5,spipyr,7,100,1,7,40,3,50,0,10,,,,,,,,,,,,
19,sm,LLH, A,5,amealn,9,100,1,0,100,,,,,11,,,,,,,,,,,
19,sm,LLH, B,5,corsto,15,100,1,3,75,0,25,,,8,,,,,,,,,,,
19,sm,LLH,7,5,shecan,3,100,2,7,10,3,80,1,10,,60,,,,,,,,,,
19,sm,LLH,12,5,sorsco,10,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLH, B32,5,spipyr,1,100,1,3,15,1,55,0,30,,,,,,,,,,,,
19,sm,LLH, cl,5,symalb,NA,NA,NA,1,100,,,,,,,,,,,,,,,,
19,mp,LLH,5,6,alninc,3,100,1,3,30,1,30,0,40,,,,,,,,,,,,
19,mp,LLH,3,6,alninc,3,100,1,1,30,0,70,,,7,,,,,,,,,,,
19,mp,LLH,10,6,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLH,8,6,riblac,3,100,3,7,20,3,50,1,25,,,,,,,,,,,,
19,sm,LLH,NA,6,alnvir,3,100,3,3,100,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,6,amealn,9,100,4,9,25,3,20,,,27,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,6,sorsco,1,100,1,10,50,1,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,7,alnvir,1,100,4,0,15,1,85,NA,NA,7,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,7,corsto,15,100,1,10,10,9,10,7,10,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,7,poptre,1,75,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,7,sorsco,9,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,11,7,acegla,1,100,1,1,65,0,45,,,,,,,,,,,,,,
19,sm,LLH,8,7,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLH, cl,7,rubpar,1,100,1,1,75,0,25,,,,,,,,,,,,,,
19,sm,LLH,NA,7,sorsco,7,100,1,0,100,,,,,4,,,,,,,,,,,
19,mp,LLH,4,8,alnvir,3,60,5,3,20,1,55,0,25,,,,,,,,,,,,
19,mp,LLH,7,8,alnvir,1,100,5,1,55,0,45,,,9,,,,,,,,,,,
19,mp,LLH,tml,8,rubpar,1,100,2,1,25,0,75,,,,,,,,,,,,,,
19,mp,LLH,9,8,sorsco,10,33,3,7,20,0,80,,,,,9,33,,,,,,,,
19,sm,LLH,15,8,acegla,7,20,3,3,50,1,30,0,20,,,3,80,,,,,,,,
19,sm,LLH,9,8,betpap,1,10,2,1,85,0,15,,,,,,,,,,,,,,
19,sm,LLH,11,8,loninv,7,10,1,9,50,7,20,3,10,,,,,,,,,,,,
19,sm,LLH,8,8,riblac,3,10,17,3,50,1,30,0,20,,,,,,,,,,,,
19,mp,LLH,4,9,samrac,3,10,2,3,100,,,,,,,,,,,,,,,,
19,mp,LLH,12,9,sorsco,1,10,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLH,LL,9,symalb,NA,NA,NA,0,100,,,,,,,,,,,,,,,,
19,mp,LLH,LL,9,vacmem,3,20,,7,10,3,50,1,20,,,,,,,,,,,,
19,sm,LLH,NA,9,alninc,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,9,sorsco,10,100,1,10,20,9,20,3,20,11,NA,NA,NA,,,,,,,,
19,sm,LLH,8,9,sorsco,1,100,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,9,spibet,10,100,1,9,10,7,90,NA,NA,6,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,10,alnvir,3,100,6,3,70,1,20,0,10,19,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,10,riblac,3,100,1,3,50,1,25,0,25,21,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,10,sorsco,10,100,1,0,100,NA,NA,NA,NA,5,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,10,spipyr,0,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,11,10,acegla,1,100,1,7,50,0,50,,,8,,,,,,,,,,,
19,sm,LLH, C,10,popre,1,100,3,1,100,,,,,20,,,,,,,,,,,
19,sm,LLH, cl,10,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLH, oc21/8,10,vacmem,3,100,NA,7,20,3,50,1,20,,,,,,,,,,,,
19,mp,LLH,8,11,amealn,9,100,1,7,15,3,30,1,5,14,,,,,,,,,,,
19,mp,LLH,5A,11,poptre,1,100,11,NA,NA,,,,,10,,,,,,,,,,,
19,mp,LLH,5,11,poptre,1,100,8,NA,NA,,,,,6,,,,,,,,,,,
19,mp,LLH,wjt,11,spipyr,1,100,4,1,30,0,60,,,,,,,,,,,,,,
19,sm,LLH,A,11,acegla,1,100,2,3,20,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,11,acegla,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,11,betpap,1,100,1,3,30,1,50,0,20,10,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,11,sorsco,10,100,1,10,25,1,25,0,50,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,11,symalb,NA,NA,NA,3,40,1,65,0,5,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,12,alnvir,3,100,3,3,15,1,85,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,12,amealn,10,100,2,10,75,7,5,3,20,12,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,12,shecan,3,100,3,3,60,1,40,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,12,spipyr,3,100,1,9,20,7,50,3,20,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,12,alninc,3,100,1,3,20,1,40,0,40,7,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,12,alnvir,3,50,2,3,10,1,70,NA,NA,10,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,12,corsto,11,100,2,11,80,1,3,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,12,spipyr,3,100,1,9,15,7,10,3,45,7,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,13,acegla,3,100,3,3,20,1,40,0,40,20,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,13,alninc,1,100,1,3,40,1,20,0,40,9,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,13,riblac,7,100,1,7,85,1,15,NA,NA,19,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,13,rubpar,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,13,alnvir,1,100,1,1,25,0,75,NA,NA,12,NA,NA,NA,,,,,,,,
19,sm,LLH,straight,13,poptre,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,A,13,spibet,10,50,2,7,100,NA,NA,NA,NA,NA,NA,9,50,,,,,,,,
19,sm,LLH,B,13,spibet,11,20,5,15,15,10,10,9,10,26,NA,10,80,,,,,,,,
19,sm,LLH,Extra?,13,poptre,1,100,4,1,30,0,70,,,,,,,,,,,,,,
19,mp,LLH,4,14,alninc,3,100,1,60,0,40,,,,7,,,,,,,,,,,
19,mp,LLH,8,14,shecan,1,100,2,3,60,1,40,,,,,,,,,,,,,,
19,mp,LLH,9,14,shecan,3,50,2,3,20,1,80,,,,60,1,50,,,,,,,,
19,mp,LLH,7,14,vibedu,3,100,3,10,15,9,15,7,15,12,,,,,,,,,,,
19,sm,LLH, B,14,popre,1,100,4,0,100,,,,,10,,,,,,,,,,,
19,sm,LLH,9,14,riblac,3,100,7,9,20,7,40,3,25,36,,,,,,,,,,,
19,sm,LLH,NA,14,spibet,1,100,1,7,25,3,25,0,50,2,,,,,,,,,,,
19,sm,LLH,NA,14,symalb,NA,NA,NA,1,80,,,,,,,,,,,,,,,,
19,mp,LLH,DEAD,15,alninc,3,100,2,1,30,0,70,NA,NA,10,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,15,loninv,3,100,1,7,10,3,35,1,45,9,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,15,spibet,10,33,3,7,30,3,20,175,NA,7,NA,3,66,,,,,,,,
19,mp,LLH,NA,15,vibedu,3,100,1,10,20,9,20,3,20,1,5,NA,NA,,,,,,,,
19,sm,LLH, D,15,riblac,7,100,1,3,20,1,40,0,40,18,,,,,,,,,,,
19,sm,LLH,NA,15,rubpar,1,100,1,1,20,0,80,,,,,,,,,,,,,,
19,sm,LLH, A,15,shecan,3,50,2,3,50,1,50,,,,,1,50,,,,,,,,
19,sm,LLH,NA,15,symalb,NA,NA,NA,1,60,0,40,,,,,,,,,,,,,,
19,mp,LLH,NA,16,alnvir,3,100,3,3,55,15,0,30,NA,21,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,16,corsto,7,100,2,3,60,1,40,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,16,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,16,spipyr,0,100,1,7,5,1,15,0,80,NA,NA,NA,NA,,,,,,,,
19,sm,LLH, A,16,corsto,9,100,1,10,25,7,25,1,50,,,,,,,,,,,,
19,sm,LLH,13,16,menfer,1,100,16,0,100,,,,,,,,,,,,,,,,
19,sm,LLH,NA,16,symalb,NA,NA,NA,3,40,1,35,0,25,,,,,,,,,,,,
19,sm,LLH, oc21,16,vacmem,3,40,,10,20,7,20,3,60,,,0,80,,,,,,,,
19,mp,LLH,NA,17,amealn,9,100,1,9,45,7,40,3,15,16,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,17,menfer,3,70,17,1,10,0,90,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,17,symalb,NA,NA,NA,1,60,0,40,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,17,vacmem,7,20,NA,3,20,1,60,0,20,NA,NA,3,40,,,,,,,,
19,sm,LLH,NA,17,popbal,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,17,riblac,1,100,1,7,20,3,30,1,15,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,17,shecan,3,100,1,7,20,3,80,NA,NA,19,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,17,vibedu,3,100,2,11,35,10,10,3,25,11,NA,NA,NA,45,3,10,1,45,NA,11,NA
19,mp,LLH,NA,18,corsto,11,100,1,10,50,7,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,18,rubpar,1,100,1,1,60,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,18,vacmem,9,50,NA,3,30,1,30,1,40,43,NA,3,50,,,,,,,,
19,mp,LLH,NA,18,vibedu,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,18,loninv,3,100,2,7,20,3,40,0,40,15,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,18,popbal,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,18,shecan,7,100,1,9,20,7,20,3,55,19,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,18,vibedu,11,100,1,11,30,9,20,3,50,10,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,19,rhoalb,7,100,4,3,50,1,30,0,20,22,NA,,,,,,,,,,
19,mp,LLH,NA,19,riblac,7,33,NA,3,50,1,25,0,25,19,NA,3,66,,,,,,,,
19,mp,LLH,8,19,sorsco,9,100,1,1,100,NA,NA,NA,NA,2,NA,NA,NA,,,,,,,,
19,mp,LLH,13,19,sorsco,1,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,1,19,alninc,3,100,1,,,,,,,8,,,,,,,,,,,
19,sm,LLH,10,19,betpap,3,100,2,3,80,1,20,,,8,,,,,,,,,,,
19,sm,LLH,7,19,popre,1,100,1,1,100,,,,,9,,,,,,,,,,,
19,sm,LLH, B17,19,spipyr,1,100,1,7,25,3,50,1,25,4,,,,,,,,,,,
19,mp,LLH,1,20,rhoalb,7,50,7,3,50,1,50,,,38,,1,50,,,,,,,,
19,mp,LLH,3,20,rhoalb,7,100,1,3,60,1,20,0,20,13,,,,,,,,,,,
