day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,comments,
113,mp,LLH,NA,23,vacmem,3,100,21,15,5,3,95,,,NA,NA,NA,NA,,
113,sm,LLH,NA,23,amealn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,23,rubpar,1,100,1,17,25,3,75,NA,NA,NA,NA,NA,NA,remaing buds dead,
113,sm,LLH,NA,23,symalb,NA,NA,NA,3,80,NA,NA,NA,NA,20,NA,NA,NA,,
113,sm,LLH,NA,23,vacmem,3,100,2,17,10,3,60,1,30,NA,NA,NA,NA,sv,
113,mp,LLH,10,24,acegla,3,100,3,1,80,0,20,NA,NA,15,NA,NA,NA,,
113,mp,LLH,atml,24,loninv,17,100,1,1,40,0,60,NA,NA,4,NA,NA,NA,25% sv,
113,mp,LLH,10,24,menfer,3,100,16,15,15,3,90,NA,NA,18,y,NA,NA,,
113,mp,LLH,A,24,vacmem,17,10,18,17,20,3,40,1,40,NA,NA,7,5,,
113,sm,LLH,NA,24,betpap,17,100,1,17,75,15,25,NA,NA,4,NA,NA,NA,,
113,sm,LLH,NA,24,loninv,3,100,1,17,15,7,10,1,25,14,y,NA,NA,remaing buds dead,
113,sm,LLH,NA,24,shecan,17,100,8,15,90,9,5,3,5,NA,y,9,50,,
113,sm,LLH,NA,24,symalb,NA,NA,NA,15,5,10,30,0,70,10,NA,NA,NA,,
113,sm,LLH,NA,24,vacmem,10,10,18,11,5,10,10,3,50,NA,y,NA,NA,,
113,mp,LLH,A,25,spibet,15,100,1,17,100,NA,NA,NA,NA,6,NA,NA,NA,,
113,mp,LLH,NA,25,spibet,17,100,2,15,60,9,20,1,20,23,NA,NA,NA,,
113,mp,LLH,NA,25,spipyr,1,100,3,17,20,9,20,3,20,27,NA,NA,NA,,
113,mp,LLH,NA,25,symalb,NA,NA,NA,17,20,9,10,7,60,NA,NA,NA,NA,,
113,sm,LLH,NA,25,betpap,17,100,2,15,45,10,15,9,30,7,NA,NA,NA,turned yellow ,
113,sm,LLH,NA,25,corsto,17,100,1,17,65,15,35,NA,NA,6,NA,NA,NA,extra acegla,
113,sm,LLH,NA,25,riblac,3,100,1,15,20,10,40,3,40,10,NA,NA,NA,,
113,sm,LLH,NA,25,sorsco,17,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LLH,NA,26,corsto,17,100,1,17,50,11,30,1,15,6,NA,NA,NA,,
113,mp,LLH,NA,26,samrac,11,50,2,11,50,3,50,NA,NA,2,NA,3,50,,
113,mp,LLH,NA,26,spibet,17,100,1,9,25,7,75,NA,NA,4,NA,NA,NA,,
113,mp,LLH,NA,26,vibedu,3,100,1,17,15,9,30,3,55,NA,NA,NA,NA,,
113,sm,LLH,NA,26,acegla,1,100,3,7,15,3,60,0,25,7,NA,NA,NA,dead,
113,sm,LLH,9,26,corsto,17,100,2,17,100,NA,NA,NA,NA,14,NA,NA,NA,,
113,sm,LLH,2,26,menfer,3,70,8,17,20,7,40,0,40,28,y,NA,NA,,
113,sm,LLH,9,26,menfer,3,100,10,17,10,9,10,7,15,26,NA,NA,NA,,
113,mp,LLH,NA,27,acegla,3,100,1,9,5,7,5,3,30,18,NA,NA,NA,dead,
113,mp,LLH,NA,27,amealn,9,100,2,10,15,9,30,7,30,13,y,NA,NA,,
113,mp,LLH,NA,27,samrac,11,50,2,15,25,3,75,NA,NA,NA,NA,NA,NA,sv but dried coats,
113,mp,LLH,NA,27,vibedu,11,100,1,15,15,3,85,NA,NA,6,y,NA,NA,,
113,sm,LLH,11,27,menfer,10,20,5,11,30,9,5,3,25,17,NA,7,30,,
113,sm,LLH,NA,27,poptre,17,50,16,17,50,3,50,NA,NA,4,NA,11,20,2 dead buds,
113,sm,LLH,NA,27,shecan,17,100,2,17,30,15,25,7,5,17,NA,NA,NA,,
113,sm,LLH,NA,27,vibedu,11,100,1,17,65,3,45,NA,NA,8,NA,NA,NA,,
113,mp,LLH,NA,28,rhoalb,17,100,1,17,80,3,20,NA,NA,11,NA,NA,NA,,
113,mp,LLH,NA,28,riblac,3,100,1,15,20,10,30,3,25,11,NA,NA,NA,,
113,mp,LLH,NA,28,samrac,17,50,2,15,50,11,50,NA,NA,NA,NA,10,50,,
113,mp,LLH,NA,28,spibet,17,100,1,17,20,3,30,1,20,NA,NA,NA,NA,,
113,sm,LLH,NA,28,amealn,15,20,5,10,30,9,70,NA,NA,31,NA,11,60,,
113,sm,LLH,NA,28,loninv,NA,NA,NA,17,40,9,10,7,10,8,NA,NA,NA,remaing buds dead,
113,sm,LLH,NA,28,spipyr,0,100,5,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,28,vibedu,17,100,4,17,65,9,5,NA,NA,15,NA,NA,NA,,
113,mp,LLH,NA,29,loninv,3,100,1,17,30,0,70,NA,NA,6,NA,NA,NA,,
113,mp,LLH,NA,29,menfer,3,100,7,3,100,NA,NA,NA,NA,14,y,NA,NA,,
113,mp,LLH,NA,29,popbal,17,100,1,9,25,3,75,NA,NA,NA,NA,NA,NA,sv,
113,mp,LLH,NA,29,vibedu,15,100,3,15,10,3,80,1,5,20,y,NA,NA,,
113,sm,LLH,10,29,acegla,7,50,2,7,20,3,60,1,20,18,NA,3,50,sv,
113,sm,LLH,4,29,alninc,15,100,3,17,50,15,30,11,20,6,NA,NA,NA,,
113,sm,LLH, Cl,29,rubpar,17,100,1,7,40,3,60,NA,NA,NA,y,NA,NA,remaing buds dead,
113,sm,LLH, spibet7_01,29,spibet,17,100,3,17,40,10,30,9,20,10,NA,NA,NA,,
113,mp,LLH,NA,30,loninv,17,100,1,15,20,7,15,3,30,6,NA,NA,NA,,
113,mp,LLH,NA,30,popbal,17,100,1,10,25,3,75,,NA,4,NA,NA,NA,sv,
113,mp,LLH,NA,30,rhoalb,17,100,1,17,15,15,30,11,30,6,NA,NA,NA,,
113,mp,LLH,NA,30,sorsco,17,35,3,0,100,NA,NA,NA,NA,NA,y,0,65,,
113,sm,LLH,NA,30,riblac,17,35,3,15,25,10,5,9,10,34,NA,3,65,,
113,sm,LLH,NA,30,shecan,17,100,2,17,90,15,10,NA,NA,17,NA,NA,NA,,
113,sm,LLH,NA,30,spibet,3,100,1,11,10,3,70,1,20,NA,NA,NA,NA,,
113,sm,LLH,NA,30,symalb,NA,NA,NA,15,30,3,40,1,30,NA,NA,NA,NA,,
113,mp,LLH,NA,31,alninc,17,100,2,17,25,15,75,NA,NA,8,NA,NA,NA,,
113,mp,LLH,B,31,poptre,3,100,1,17,40,15,20,11,40,5,NA,NA,NA,,
113,mp,LLH,NA,31,poptre,7,40,5,17,75,11,25,NA,NA,8,NA,NA,NA,,
113,mp,LLH,NA,31,shecan ,17,100,3,17,80,3,20,NA,NA,NA,y,NA,NA,,
113,mp,LLH,NA,31,sorsco,17,100,1,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,31,acegla,3,100,6,9,5,3,80,1,5,14,NA,NA,NA,dead,
113,sm,LLH,NA,31,sorsco,17,50,2,3,100,NA,NA,NA,NA,4,NA,10,50,,
113,sm,LLH,NA,31,spipyr,17,100,1,17,50,7,50,NA,NA,6,NA,NA,NA,,
113,mp,LLH,NA,32,poptre,15,15,8,1,100,NA,NA,NA,NA,4,NA,3,85,dead,
113,mp,LLH,NA,32,rubpar,3,100,2,17,20,7,20,3,60,NA,y,NA,NA,remaing buds dead,
113,mp,LLH,NA,32,samrac,15,50,2,10,50,1,50,NA,NA,2,NA,3,50,,
113,mp,LLH,NA,32,vacmem,3,100,3,10,20,9,10,3,30,NA,NA,1,60,sv,
113,sm,LLH,NA,32,alninc,17,100,2,11,50,10,20,9,30,6,NA,NA,NA,,
113,sm,LLH,NA,32,betpap,17,100,2,17,60,15,40,NA,NA,8,NA,NA,NA,turned yellow ,
113,sm,LLH,NA,32,menfer,3,75,4,10,5,9,10,7,20,19,y,NA,NA,extra menfer,
113,mp,LLH,NA,33,poptre,3,100,1,7,15,3,85,NA,NA,8,NA,NA,NA,sv,
113,mp,LLH,NA,33,rubpar,1,100,1,17,25,7,25,1,50,4,y,NA,NA,dead,
113,mp,LLH,NA,33,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,sv,
113,mp,LLH,NA,33,vacmem,3,100,13,9,5,3,50,1,45,NA,NA,NA,NA,3/5 buds dead,
113,sm,LLH,NA,33,alnvir,15,70,3,9,25,7,25,3,50,18,NA,11,35,,
113,sm,LLH,NA,33,popbal,17,100,1,11,50,10,50,NA,NA,2,NA,NA,NA,,
113,sm,LLH,NA,33,poptre,17,60,7,17,30,11,10,7,1,11,NA,15,15,died,
113,sm,LLH,NA,33,spipyr,11,100,1,9,100,NA,NA,NA,NA,3,NA,NA,NA,sv,
113,mp,LLH,NA,34,amealn,10,100,1,10,10,9,40,7,40,13,y,NA,NA,,
113,mp,LLH,NA,34,loninv,3,100,1,17,15,9,30,3,30,7,NA,NA,NA,,
113,mp,LLH,NA,34,poptre,17,10,13,NA,NA,NA,NA,NA,NA,NA,NA,3,90,dead,
113,mp,LLH,NA,34,spipyr,17,50,4,15,20,10,20,7,40,5,NA,15,50,,
113,sm,LLH,NA,34,corsto,17,100,1,17,30,15,65,1,5,NA,NA,NA,NA,,
113,sm,LLH,NA,34,loninv,17,20,6,15,15,10,15,7,30,15,y,7,20,"term sv, lat dead/brown",
113,sm,LLH,NA,34,shecan,17,100,1,17,100,NA,NA,NA,NA,18,y,NA,NA,,
113,sm,LLH,NA,34,vacmem,3,100,3,10,20,9,5,3,30,NA,NA,NA,NA,,
113,mp,LLH,NA,35,acegla,1,100,12,1,100,NA,NA,NA,NA,4,NA,NA,NA,,
113,mp,LLH,NA,35,corsto,15,100,1,15,35,11,65,NA,NA,NA,NA,NA,NA,,
113,mp,LLH,NA,35,loninv,3,100,1,10,30,3,70,NA,NA,6,NA,NA,NA,,
113,mp,LLH,NA,35,menfer,7,10,12,17,30,11,10,9,5,27,y,3,90,,
113,sm,LLH,8,35,popbal,17,100,1,17,100,,,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,35,spibet,9,100,1,17,20,3,40,0,40,NA,NA,NA,NA,,
113,sm,LLH,NA,35,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,sv,
113,sm,LLH, oc21,35,vacmem,1,100,2,1,30,0,70,NA,NA,NA,NA,NA,NA,sv,
113,mp,LLH,NA,36,corsto,17,100,1,17,100,NA,NA,NA,NA,11,NA,NA,NA,,
113,mp,LLH,NA,36,loninv,3,100,1,9,15,3,75,1,10,NA,y,NA,NA,all sv,
113,mp,LLH,NA,36,rhoalb,17,100,1,15,15,11,15,10,15,12,y,NA,NA,,
113,mp,LLH,NA,36,vibedu,3,100,1,17,20,3,80,NA,NA,18,y,NA,NA,,
113,sm,LLH,NA,36,amealn,15,100,1,15,55,11,10,10,15,13,NA,3,50,,
113,sm,LLH,A,36,poptre,17,60,10,17,50,3,50,NA,NA,2,NA,7,10,,
113,sm,LLH,B,36,poptre,17,85,6,NA,NA,NA,NA,NA,NA,NA,NA,3,15,,
113,sm,LLH,NA,36,vibedu,17,100,1,17,75,7,25,NA,NA,NA,y,NA,NA,,
113,mp,LLH,NA,37,acegla,3,100,4,17,5,3,40,1,55,25,NA,NA,NA,,
113,mp,LLH,NA,37,menfer,3,100,11,15,10,11,5,9,10,31,y,NA,NA,9 twice,
113,mp,LLH,NA,37,rubpar,17,100,1,17,75,3,25,NA,NA,7,y,NA,NA,,
113,mp,LLH,NA,37,sorsco,17,50,2,15,25,3,75,NA,NA,4,NA,10,50,diseased-sv,
113,sm,LLH,NA,37,loninv,11,30,7,17,20,9,10,3,20,32,NA,9,15,sv,
113,sm,LLH,13,37,menfer,3,90,8,15,5,9,5,7,30,18,y,NA,NA,,
113,sm,LLH,NA,37,shecan,9,100,1,15,50,10,15,3,35,31,y,NA,NA,,
113,sm,LLH,NA,37,vibedu,17,100,1,17,30,7,5,3,65,17,y,NA,NA,,
113,mp,LLH,9,38,acegla,7,30,3,17,25,3,30,1,30,13,NA,3,70,dead,
113,mp,LLH,6,38,riblac,9,50,6,17,10,11,45,7,20,27,NA,NA,NA,,
113,mp,LLH,NA,38,spibet,17,100,1,11,100,NA,NA,NA,NA,1,NA,NA,NA,,
113,mp,LLH,NA,38,spipyr,1,100,1,17,20,9,20,3,50,14,NA,NA,NA,,
113,sm,LLH,NA,38,amealn,11,25,4,17,15,11,30,9,10,22,y,9,75,,
113,sm,LLH,NA,38,corsto,17,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,
113,sm,LLH,NA,38,shecan,17,100,2,17,90,11,5,3,5,25,y,NA,NA,,
113,sm,LLH,NA,38,vibedu,17,80,5,17,45,10,15,3,40,14,y,7,20,,
113,mp,LLH,NA,39,corsto,17,100,1,17,15,15,65,3,20,8,NA,NA,NA,,
113,mp,LLH,NA,39,popbal,17,100,1,17,65,3,35,NA,NA,3,NA,NA,NA,sv,
113,mp,LLH,NA,39,samrac,3,100,2,3,100,NA,NA,NA,NA,NA,NA,NA,NA,dead,
113,mp,LLH,NA,39,spibet,17,100,1,9,15,3,65,1,20,7,NA,NA,NA,,
113,sm,LLH,5,39,betpap,15,100,3,15,40,11,25,10,15,8,NA,NA,NA,,
113,sm,LLH,9,39,loninv,3,100,1,17,30,9,15,7,30,7,y,NA,NA,sv,
113,sm,LLH,6,39,menfer,7,25,12,9,10,1,90,NA,NA,15,y,3,85,,
113,sm,LLH,8,39,menfer,3,75,8,11,10,7,75,0,15,18,y,0,25,,
113,mp,LLH,NA,40,menfer,1,70,13,11,15,9,15,0,70,14,y,NA,NA,,
113,mp,LLH,NA,40,rhoalb,17,100,2,17,5,11,25,9,10,29,NA,NA,NA,,
113,mp,LLH,NA,40,shecan,17,100,1,15,10,11,5,3,40,23,y,NA,NA,,
113,mp,LLH,NA,40,symalb,NA,NA,NA,17,20,3,50,0,30,NA,y,NA,NA,,
113,sm,LLH,3,40,alninc,17,100,1,15,55,11,45,NA,NA,9,NA,NA,NA,,
113,sm,LLH,4,40,alninc,17,100,2,17,30,11,15,9,55,7,NA,15,50,,
113,sm,LLH,12,40,popbal,17,100,1,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,40,rubpar,17,100,1,17,50,9,50,NA,NA,NA,NA,NA,NA,,
113,mp,LLL,NA,1,acegla,1,100,2,1,85,1,15,NA,NA,25,NA,NA,NA,sv,
113,mp,LLL,NA,1,alninc,17,100,1,15,40,10,15,9,15,7,NA,NA,NA,extra alnvir from flask 3,
113,mp,LLL,NA,1,corsto,17,100,1,17,100,NA,NA,NA,NA,6,y,NA,NA,,
113,mp,LLL,NA,1,spibet,0,100,1,9,25,3,25,1,50,2,NA,NA,NA,extra spibet,
113,sm,LLL,NA,1,alninc,17,100,1,11,50,10,25,9,25,4,NA,NA,NA,,
113,sm,LLL,NA,1,poptre,15,40,10,17,20,1,80,NA,NA,10,NA,3,80,dead,
113,sm,LLL,NA,1,vacmem,3,100,5,15,10,3,70,0,20,NA,y,1,20,,
113,sm,LLL,NA,1,vibedu,15,30,3,17,45,15,10,9,25,18,NA,9,30,,
113,mp,LLL,5,2,alninc,17,100,1,15,50,11,20,10,30,6,NA,NA,NA,,
113,mp,LLL,tml,2,spibet,1,100,3,15,10,7,5,3,20,20,NA,NA,NA,,
113,mp,LLL,tml,2,spibet,3,100,1,0,100,NA,NA,NA,NA,10,NA,NA,NA,,
113,mp,LLL,4,2,vibedu,17,100,1,15,30,3,70,NA,NA,7,y,NA,NA,,
113,sm,LLL,11,2,acegla,3,100,1,15,50,1,50,NA,NA,4,NA,NA,NA,,
113,sm,LLL,12,2,popbal,17,100,6,NA,NA,NA,NA,NA,NA,NA,NA,,,,
113,sm,LLL, cl,2,rubpar,15,100,1,9,50,1,50,NA,NA,4,y,NA,NA,,
113,sm,LLL, b7,2,spipyr,1,100,3,11,10,7,30,3,60,33,NA,NA,NA,,
113,mp,LLL,2,3,alnvir,1,50,2,0,100,NA,NA,NA,NA,5,NA,NA,NA,,
113,mp,LLL,tml,3,rubpar,15,100,1,15,25,10,25,9,25,4,y,NA,NA,,
113,mp,LLL,10,3,samrac,17,50,2,17,50,3,50,NA,NA,2,NA,10,50,,
113,mp,LLL,11,3,shecan,NA,NA,NA,15,60,11,25,3,15,NA,y,NA,NA,,
113,sm,LLL,4,3,alninc,17,100,1,15,40,11,15,10,25,8,NA,NA,NA,,
113,sm,LLL,9,3,menfer,1,70,11,17,10,9,10,0,80,17,y,NA,NA,,
113,sm,LLL, w/10,3,rubpar,15,100,1,15,25,10,25,7,25,4,y,NA,NA,,
113,mp,LLL,2,4,menfer,1,25,8,15,30,10,15,9,5,14,NA,0,75,,
113,mp,LLL,7,4,menfer,1,35,11,9,10,3,10,1,80,16,NA,0,65,,
113,mp,LLL,8,4,menfer,1,70,11,0,100,NA,NA,NA,NA,15,NA,0,30,,
113,mp,LLL,8,4,sorsco,15,25,4,NA,NA,NA,NA,NA,NA,NA,NA,11,25,,
113,sm,LLL,8,4,popbal,15,100,50,11,100,NA,NA,NA,NA,1,NA,11,50,,
113,sm,LLL, bC,4,poptre,17,30,9,17,10,1,90,NA,NA,7,NA,3,70,,
113,sm,LLL,11,4,shecan,15,100,2,15,70,9,10,3,20,14,y,NA,NA,,
113,sm,LLL, ,4,symalb,NA,NA,NA,17,5,10,5,9,5,NA,NA,NA,NA,,
113,mp,LLL,2,5,alnvir,15,100,2,11,50,10,25,9,25,8,NA,NA,NA,,
113,mp,LLL,Atml,5,loninv,17,100,1,3,10,1,80,0,10,NA,NA,NA,NA,,
113,mp,LLL,tml,5,spibet,7,100,1,7,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LLL,tml,5,vacmem,3,90,NA,11,5,3,80,1,15,NA,y,NA,NA,sv,
113,sm,LLL,1,5,alninc,17,50,2,11,40,10,30,9,30,7,NA,9,50,,
113,sm,LLL,10,5,betpap,NA,NA,NA,17,70,15,30,NA,NA,3,NA,NA,NA,,
113,sm,LLL,20,5,popbal,NA,NA,NA,17,85,3,15,,,6,NA,NA,NA,sv,
113,sm,LLL,8,5,sorsco,17,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LLL,2,6,amealn,10,100,2,9,55,7,10,1,40,20,NA,NA,NA,,
113,mp,LLL,4,6,riblac,15,40,7,11,25,9,50,0,25,27,NA,9,85,,
113,mp,LLL,4,6,shecan,17,25,4,17,5,15,75,3,20,53,y,10,75,,
113,mp,LLL,LL,6,vacmem,9,5,NA,7,5,3,50,1,20,NA,NA,7,5,,
113,sm,LLL,19,6,alnvir,3,100,3,15,70,11,15,3,15,7,NA,NA,NA,,
113,sm,LLL,8,6,corsto,15,100,1,10,50,1,50,NA,NA,4,y,NA,NA,,
113,sm,LLL,5,6,loninv,17,30,3,1,100,NA,NA,NA,NA,NA,y,7,35,,
113,sm,LLL,3,6,symalb,NA,NA,NA,17,15,3,50,1,35,NA,y,NA,NA,,
113,mp,LLL,9,7,corsto,17,100,1,17,15,11,85,NA,NA,8,y,NA,NA,,
113,mp,LLL,2,7,popbal,17,100,5,NA,NA,NA,NA,NA,NA,NA,NA,,,,
113,mp,LLL,11,7,rhoalb,17,40,5,10,20,3,80,NA,6,NA,NA,11,60,,
113,mp,LLL,wjt,7,vacmem,3,100,9,17,5,15,5,3,40,NA,NA,NA,NA,,
113,sm,LLL,7,7,amealn,10,100,3,10,90,9,10,NA,NA,21,NA,NA,NA,,
113,sm,LLL,6B,7,amealn,17,80,5,17,10,15,15,10,5,18,NA,10,20,,
113,sm,LLL,9,7,loninv,NA,NA,NA,17,15,11,30,10,15,6,NA,NA,NA,remaining buds dead,
113,sm,LLL,10,7,shecan,15,100,1,15,30,10,50,7,5,NA,y,NA,NA,,
113,sm,LLL, cl,7,symalb,NA,NA,NA,7,10,0,90,NA,NA,NA,NA,NA,NA,,
113,mp,LLL,9,8,corsto,17,100,1,17,30,15,70,NA,NA,6,NA,NA,NA,,
113,mp,LLL,8,8,loninv,17,100,1,7,15,3,30,1,55,6,NA,NA,NA,,
113,mp,LLL,9,8,sorsco,17,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,,
113,mp,LLL,eg,8,spipyr,3,100,1,3,50,1,50,NA,NA,3,NA,NA,NA,sv,
113,sm,LLL,11,8,acegla,3,100,5,15,30,7,15,3,30,7,NA,NA,NA,dead,
113,sm,LLL,4,8,corsto,17,100,7,17,100,NA,NA,NA,NA,3,NA,NA,NA,,
113,sm,LLL, b3,8,spipyr,3,100,3,3,100,NA,NA,NA,NA,NA,NA,NA,NA,buds are dead,
113,sm,LLL, oc21,8,vacmem,10,5,19,3,70,1,30,NA,NA,NA,y,9,5,sv,
113,mp,LLL,5,9,alninc,15,100,2,17,55,15,30,7,15,9,NA,NA,NA,,
113,mp,LLL,11,9,rhoalb,9,100,1,17,25,11,25,9,5,9,NA,NA,NA,dead,
113,mp,LLL,NA,9,riblac,3,100,4,17,10,11,10,10,5,12,NA,NA,NA,,
113,mp,LLL,eg,9,spipyr,11,100,1,7,50,3,50,NA,NA,2,,,NA,sv,
113,sm,LLL,NA,9,amealn,15,100,1,15,55,10,20,7,15,9,NA,NA,NA,,
113,sm,LLL,NA,9,menfer,1,50,20,11,20,9,15,9,5,23,NA,NA,NA,,
113,sm,LLL,NA,9,sorsco,17,100,3,NA,NA,NA,NA,NA,NA,4,NA,,,buds are dead,
113,sm,LLL,NA,9,vibedu,17,100,5,17,75,15,25,NA,NA,12,y,NA,NA,,
113,mp,LLL,6,10,popbal,15,100,4,NA,NA,NA,NA,NA,NA,NA,NA,,,,
113,mp,LLL,3,10,rhoalb,17,80,5,11,100,NA,NA,NA,NA,1,NA,11,20,,
113,mp,LLL,4,10,shecan,17,25,4,15,70,11,10,3,20,NA,y,15,75,,
113,mp,LLL,wjt,10,spipyr,10,100,2,15,5,7,5,3,20,NA,NA,NA,NA,,
113,sm,LLL,4,10,alninc,17,50,4,NA,NA,NA,NA,NA,NA,NA,NA,15,25,,
113,sm,LLL,11,10,loninv,7,20,5,17,5,15,5,7,5,27,y,3,80,sv,
113,sm,LLL,10,10,riblac,3,100,8,17,5,11,45,0,10,18,NA,NA,NA,,
113,sm,LLL,9,10,symalb,NA,NA,NA,17,20,7,20,0,60,NA,y,NA,NA,,
113,mp,LLL,9,11,corsto,17,100,1,17,80,15,20,NA,NA,5,NA,NA,NA,,
113,mp,LLL,NA,11,loninv,3,100,2,17,15,15,30,0,55,6,NA,NA,NA,,
113,mp,LLL,NA,11,rhoalb,17,100,2,17,30,11,30,3,40,7,NA,NA,NA,,
113,mp,LLL,NA,11,rubpar,17,100,1,17,20,9,40,7,40,5,NA,NA,NA,dead,
113,sm,LLL,2,11,poptre,7,10,10,9,70,7,30,NA,NA,3,NA,3,90,,
113,sm,LLL,B,11,poptre,17,50,4,1,100,NA,NA,NA,NA,10,NA,11,25,,
113,sm,LLL,NA,11,vacmem,3,100,12,11,30,9,10,3,20,NA,NA,1,40,,
113,sm,LLL,NA,11,vibedu,17,100,1,15,60,3,40,NA,NA,5,y,NA,NA,,
113,mp,LLL,7,12,acegla,3,10,12,3,35,1,65,NA,NA,24,NA,1,90,sv,
113,mp,LLL,4,12,loninv,3,100,1,11,20,8,40,1,40,5,NA,NA,NA,,
113,mp,LLL,tml,12,rubpar,15,100,1,10,30,3,70,NA,NA,6,y,NA,NA,,
113,mp,LLL,11,12,samrac,17,50,2,10,50,0,50,NA,NA,2,y,3,50,,
113,sm,LLL, A,12,amealn,11,50,2,17,60,15,20,10,20,10,NA,10,50,,
113,sm,LLL, c,12,corsto,17,100,1,15,100,NA,NA,NA,NA,6,NA,NA,NA,,
113,sm,LLL,NA,12,sorsco,15,100,1,0,100,NA,NA,NA,NA,1,NA,NA,NA,buds still green inside,
113,sm,LLL,NA,12,sorsco,15,100,1,1,100,NA,NA,NA,NA,4,NA,NA,NA,25% buds dead,
113,mp,LLL,NA,13,amealn,9,100,1,10,20,9,80,NA,NA,10,y,NA,NA,,
113,mp,LLL,NA,13,rubpar,15,100,1,7,20,3,80,NA,NA,5,y,NA,NA,,
113,mp,LLL,NA,13,sorsco,15,70,3,1,40,0,60,NA,NA,5,NA,11,30,diseased - sv,
113,mp,LLL,NA,13,spipyr,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLL,8,13,popbal,17,100,1,15,50,9,50,NA,NA,2,NA,NA,NA,,
113,sm,LLL,8,13,popbal,17,100,1,17,100,NA,NA,NA,NA,1,NA,NA,NA,,
113,sm,LLL, oc21,13,vacmem,3,100,20,3,40,1,60,NA,NA,NA,NA,NA,NA,sv,
113,sm,LLL, oc21,13,vacmem,11,5,7,11,25,10,5,9,5,NA,NA,3,95,sv,
113,mp,LLL,ALL,14,alninc,15,60,5,15,15,11,70,10,15,6,NA,11,40,,
113,mp,LLL,5,14,alninc,15,100,1,17,30,15,30,11,15,6,NA,NA,NA,,
113,mp,LLL,8,14,popbal,17,50,6,NA,NA,NA,NA,NA,NA,NA,NA,3,50,,
113,mp,LLL,eg,14,symalb,NA,NA,NA,15,50,3,50,,,NA,y,NA,NA,,
113,sm,LLL,3,14,riblac,17,100,1,17,50,15,20,10,20,10,y,NA,NA,,
113,sm,LLL,3,14,riblac,10,100,2,15,45,11,30,9,15,13,NA,NA,NA,,
113,sm,LLL, A,14,shecan,17,50,2,15,30,11,50,10,5,10,y,15,50,,
113,sm,LLL,NA,14,spipyr,17,100,1,15,25,3,75,NA,NA,NA,NA,NA,NA,,
113,mp,LLL,2,15,alnvir,9,100,1,17,15,15,15,10,30,6,NA,NA,NA,sv,
113,mp,LLL,10,15,corsto,17,100,6,17,70,0,30,NA,NA,6,NA,NA,NA,,
113,mp,LLL,8,15,loninv,3,100,1,11,30,0,70,NA,NA,6,NA,NA,NA,,
113,mp,LLL,2,15,spipyr,1,100,1,11,5,10,5,9,5,23,NA,NA,NA,,
113,sm,LLL,1,15,alninc,15,100,1,15,30,11,30,9,30,7,NA,NA,NA,,
113,sm,LLL, w/10,15,rubpar,17,100,1,10,30,7,70,NA,NA,3,y,NA,NA,remaing buds dead,
113,sm,LLL, w/10,15,rubpar,11,100,1,9,20,7,20,3,60,5,NA,NA,NA,remaing buds dead,
113,sm,LLL,3,15,symalb,NA,NA,NA,17,15,3,40,1,45,NA,NA,NA,NA,,
113,mp,LLL,ALL-A,16,menfer,1,60,6,3,100,NA,NA,NA,NA,12,NA,NA,NA,,
113,mp,LLL,ALL,16,menfer,1,100,12,17,10,0,90,NA,NA,12,NA,NA,NA,,
113,mp,LLL,tml,16,rubpar,0,100,1,15,40,3,60,NA,NA,5,y,NA,NA,,
113,mp,LLL,NA,16,spibet,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLL,NA,16,acegla,3,100,2,9,10,3,70,1,20,23,NA,NA,NA,dead,
113,sm,LLL,NA,16,amealn,15,100,1,17,20,9,60,7,20,10,y,NA,NA,,
113,sm,LLL,NA,16,betpap,17,100,2,17,100,,,,,4,NA,,,,
113,sm,LLL,NA,16,vibedu,17,100,4,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LLL,1,17,amealn,9,70,3,15,20,9,50,7,20,19,y,7,30,died,
113,mp,LLL,6,17,corsto,17,100,5,17,100,NA,NA,NA,NA,5,NA,NA,NA,,
113,mp,LLL,6,17,poptre,1,100,1,17,15,3,75,0,10,12,NA,NA,NA,,
