"lab2","latbb1","latbb50","latbb80","treatment","tbb","population","chill","photo","force","flask","species","rep","lab3","chill.n","force.n","photo.n","site.n"
"corsto_mp_1",17,19,32,"LC.HP.LF",17,"mp","LC","HP","LF",8,"corsto",1,"mp.LC.HP.LF.8.corsto.1",0,0,1,0
"popbal_mp_1",NA,NA,NA,"LC.HP.LF",45,"mp","LC","HP","LF",8,"popbal",1,"mp.LC.HP.LF.8.popbal.1",0,0,1,0
"samrac_mp_1",NA,NA,NA,"LC.HP.LF",69,"mp","LC","HP","LF",9,"samrac",1,"mp.LC.HP.LF.9.samrac.1",0,0,1,0
"shecan_mp_1",37,39,45,"LC.HP.LF",37,"mp","LC","HP","LF",9,"shecan",1,"mp.LC.HP.LF.9.shecan.1",0,0,1,0
"spibet_mp_1",32,32,32,"LC.HP.LF",37,"mp","LC","HP","LF",9,"spibet",1,"mp.LC.HP.LF.9.spibet.1",0,0,1,0
"spipyr_mp_1",37,37,37,"LC.HP.LF",37,"mp","LC","HP","LF",9,"spipyr",1,"mp.LC.HP.LF.9.spipyr.1",0,0,1,0
"amealn_mp_1",15,15,22,"LC.LP.HF",15,"mp","LC","LP","HF",1,"amealn",1,"mp.LC.LP.HF.1.amealn.1",0,1,0,0
"corsto_mp_1",15,15,19,"LC.LP.HF",9,"mp","LC","LP","HF",1,"corsto",1,"mp.LC.LP.HF.1.corsto.1",0,1,0,0
"riblac_mp_1",19,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",1,"riblac",1,"mp.LC.LP.HF.1.riblac.1",0,1,0,0
"symalb_mp_1",19,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",1,"symalb",1,"mp.LC.LP.HF.1.symalb.1",0,1,0,0
"alnvir_mp_1",34,42,53,"LC.LP.HF",34,"mp","LC","LP","HF",10,"alnvir",1,"mp.LC.LP.HF.10.alnvir.1",0,1,0,0
"riblac_mp_1",72,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",10,"riblac",1,"mp.LC.LP.HF.10.riblac.1",0,1,0,0
"sorsco_mp_1",NA,NA,NA,"LC.LP.HF",15,"mp","LC","LP","HF",10,"sorsco",1,"mp.LC.LP.HF.10.sorsco.1",0,1,0,0
"spipyr_mp_1",34,NA,NA,"LC.LP.HF",31,"mp","LC","LP","HF",10,"spipyr",1,"mp.LC.LP.HF.10.spipyr.1",0,1,0,0
"amealn_mp_1",17,22,34,"LC.LP.HF",17,"mp","LC","LP","HF",11,"amealn",1,"mp.LC.LP.HF.11.amealn.1",0,1,0,0
"poptre_mp_1",NA,NA,NA,"LC.LP.HF",46,"mp","LC","LP","HF",11,"poptre",1,"mp.LC.LP.HF.11.poptre.1",0,1,0,0
"poptre_mp_2",NA,NA,NA,"LC.LP.HF",50,"mp","LC","LP","HF",11,"poptre",2,"mp.LC.LP.HF.11.poptre.2",0,1,0,0
"spipyr_mp_1",22,27,29,"LC.LP.HF",29,"mp","LC","LP","HF",11,"spipyr",1,"mp.LC.LP.HF.11.spipyr.1",0,1,0,0
"alnvir_mp_1",39,75,NA,"LC.LP.HF",75,"mp","LC","LP","HF",12,"alnvir",1,"mp.LC.LP.HF.12.alnvir.1",0,1,0,0
"amealn_mp_1",9,9,17,"LC.LP.HF",9,"mp","LC","LP","HF",12,"amealn",1,"mp.LC.LP.HF.12.amealn.1",0,1,0,0
"shecan_mp_1",26,26,26,"LC.LP.HF",26,"mp","LC","LP","HF",12,"shecan",1,"mp.LC.LP.HF.12.shecan.1",0,1,0,0
"spipyr_mp_1",17,19,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",12,"spipyr",1,"mp.LC.LP.HF.12.spipyr.1",0,1,0,0
"acegla_mp_1",NA,NA,NA,"LC.LP.HF",22,"mp","LC","LP","HF",13,"acegla",1,"mp.LC.LP.HF.13.acegla.1",0,1,0,0
"alninc_mp_1",22,24,27,"LC.LP.HF",27,"mp","LC","LP","HF",13,"alninc",1,"mp.LC.LP.HF.13.alninc.1",0,1,0,0
"riblac_mp_1",19,19,19,"LC.LP.HF",19,"mp","LC","LP","HF",13,"riblac",1,"mp.LC.LP.HF.13.riblac.1",0,1,0,0
"rubpar_mp_1",27,27,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",13,"rubpar",1,"mp.LC.LP.HF.13.rubpar.1",0,1,0,0
"alninc_mp_1",29,31,31,"LC.LP.HF",27,"mp","LC","LP","HF",14,"alninc",1,"mp.LC.LP.HF.14.alninc.1",0,1,0,0
"shecan_mp_1",24,24,27,"LC.LP.HF",27,"mp","LC","LP","HF",14,"shecan",1,"mp.LC.LP.HF.14.shecan.1",0,1,0,0
"shecan_mp_2",27,27,27,"LC.LP.HF",29,"mp","LC","LP","HF",14,"shecan",2,"mp.LC.LP.HF.14.shecan.2",0,1,0,0
"vibedu_mp_1",15,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",14,"vibedu",1,"mp.LC.LP.HF.14.vibedu.1",0,1,0,0
"loninv_mp_1",15,NA,NA,"LC.LP.HF",25,"mp","LC","LP","HF",15,"loninv",1,"mp.LC.LP.HF.15.loninv.1",0,1,0,0
"spibet_mp_1",17,22,NA,"LC.LP.HF",15,"mp","LC","LP","HF",15,"spibet",1,"mp.LC.LP.HF.15.spibet.1",0,1,0,0
"vibedu_mp_1",15,NA,NA,"LC.LP.HF",42,"mp","LC","LP","HF",15,"vibedu",1,"mp.LC.LP.HF.15.vibedu.1",0,1,0,0
"alnvir_mp_1",33,66,66,"LC.LP.HF",37,"mp","LC","LP","HF",16,"alnvir",1,"mp.LC.LP.HF.16.alnvir.1",0,1,0,0
"corsto_mp_1",21,21,NA,"LC.LP.HF",19,"mp","LC","LP","HF",16,"corsto",1,"mp.LC.LP.HF.16.corsto.1",0,1,0,0
"popbal_mp_1",27,29,37,"LC.LP.HF",27,"mp","LC","LP","HF",16,"popbal",1,"mp.LC.LP.HF.16.popbal.1",0,1,0,0
"spipyr_mp_1",19,27,NA,"LC.LP.HF",33,"mp","LC","LP","HF",16,"spipyr",1,"mp.LC.LP.HF.16.spipyr.1",0,1,0,0
"amealn_mp_1",9,9,19,"LC.LP.HF",9,"mp","LC","LP","HF",17,"amealn",1,"mp.LC.LP.HF.17.amealn.1",0,1,0,0
"menfer_mp_1",72,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",17,"menfer",1,"mp.LC.LP.HF.17.menfer.1",0,1,0,0
"symalb_mp_1",40,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",17,"symalb",1,"mp.LC.LP.HF.17.symalb.1",0,1,0,0
"vacmem_mp_1",25,NA,NA,"LC.LP.HF",19,"mp","LC","LP","HF",17,"vacmem",1,"mp.LC.LP.HF.17.vacmem.1",0,1,0,0
"corsto_mp_1",15,15,15,"LC.LP.HF",15,"mp","LC","LP","HF",18,"corsto",1,"mp.LC.LP.HF.18.corsto.1",0,1,0,0
"rubpar_mp_1",31,NA,NA,"LC.LP.HF",69,"mp","LC","LP","HF",18,"rubpar",1,"mp.LC.LP.HF.18.rubpar.1",0,1,0,0
"vacmem_mp_1",NA,NA,NA,"LC.LP.HF",15,"mp","LC","LP","HF",18,"vacmem",1,"mp.LC.LP.HF.18.vacmem.1",0,1,0,0
"vibedu_mp_1",37,NA,NA,"LC.LP.HF",7,"mp","LC","LP","HF",18,"vibedu",1,"mp.LC.LP.HF.18.vibedu.1",0,1,0,0
"rhoalb_mp_1",22,NA,NA,"LC.LP.HF",19,"mp","LC","LP","HF",19,"rhoalb",1,"mp.LC.LP.HF.19.rhoalb.1",0,1,0,0
"riblac_mp_1",69,NA,NA,"LC.LP.HF",15,"mp","LC","LP","HF",19,"riblac",1,"mp.LC.LP.HF.19.riblac.1",0,1,0,0
"sorsco_mp_1",NA,NA,NA,"LC.LP.HF",15,"mp","LC","LP","HF",19,"sorsco",1,"mp.LC.LP.HF.19.sorsco.1",0,1,0,0
"sorsco_mp_2",22,22,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",19,"sorsco",2,"mp.LC.LP.HF.19.sorsco.2",0,1,0,0
"amealn_mp_1",15,21,25,"LC.LP.HF",15,"mp","LC","LP","HF",2,"amealn",1,"mp.LC.LP.HF.2.amealn.1",0,1,0,0
"menfer_mp_1",81,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",2,"menfer",1,"mp.LC.LP.HF.2.menfer.1",0,1,0,0
"rubpar_mp_1",25,40,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",2,"rubpar",1,"mp.LC.LP.HF.2.rubpar.1",0,1,0,0
"shecan_mp_1",15,21,21,"LC.LP.HF",19,"mp","LC","LP","HF",2,"shecan",1,"mp.LC.LP.HF.2.shecan.1",0,1,0,0
"rhoalb_mp_1",22,NA,NA,"LC.LP.HF",19,"mp","LC","LP","HF",20,"rhoalb",1,"mp.LC.LP.HF.20.rhoalb.1",0,1,0,0
"rhoalb_mp_2",22,22,NA,"LC.LP.HF",19,"mp","LC","LP","HF",20,"rhoalb",2,"mp.LC.LP.HF.20.rhoalb.2",0,1,0,0
"samrac_mp_1",40,42,42,"LC.LP.HF",57,"mp","LC","LP","HF",20,"samrac",1,"mp.LC.LP.HF.20.samrac.1",0,1,0,0
"shecan_mp_1",19,29,NA,"LC.LP.HF",15,"mp","LC","LP","HF",20,"shecan",1,"mp.LC.LP.HF.20.shecan.1",0,1,0,0
"acegla_mp_1",39,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",21,"acegla",1,"mp.LC.LP.HF.21.acegla.1",0,1,0,0
"popbal_mp_1",57,NA,NA,"LC.LP.HF",34,"mp","LC","LP","HF",21,"popbal",1,"mp.LC.LP.HF.21.popbal.1",0,1,0,0
"spibet_mp_1",22,22,22,"LC.LP.HF",22,"mp","LC","LP","HF",21,"spibet",1,"mp.LC.LP.HF.21.spibet.1",0,1,0,0
"alnvir_mp_1",46,50,NA,"LC.LP.HF",39,"mp","LC","LP","HF",22,"alnvir",1,"mp.LC.LP.HF.22.alnvir.1",0,1,0,0
"popbal_mp_1",27,50,NA,"LC.LP.HF",26,"mp","LC","LP","HF",22,"popbal",1,"mp.LC.LP.HF.22.popbal.1",0,1,0,0
"riblac_mp_1",50,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",22,"riblac",1,"mp.LC.LP.HF.22.riblac.1",0,1,0,0
"shecan_mp_1",15,22,29,"LC.LP.HF",27,"mp","LC","LP","HF",22,"shecan",1,"mp.LC.LP.HF.22.shecan.1",0,1,0,0
"alnvir_mp_1",63,72,78,"LC.LP.HF",57,"mp","LC","LP","HF",23,"alnvir",1,"mp.LC.LP.HF.23.alnvir.1",0,1,0,0
"loninv_mp_1",NA,NA,NA,"LC.LP.HF",19,"mp","LC","LP","HF",23,"loninv",1,"mp.LC.LP.HF.23.loninv.1",0,1,0,0
"symalb_mp_1",15,17,22,"LC.LP.HF",NA,"mp","LC","LP","HF",23,"symalb",1,"mp.LC.LP.HF.23.symalb.1",0,1,0,0
"loninv_mp_1",NA,NA,NA,"LC.LP.HF",17,"mp","LC","LP","HF",24,"loninv",1,"mp.LC.LP.HF.24.loninv.1",0,1,0,0
"menfer_mp_1",57,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",24,"menfer",1,"mp.LC.LP.HF.24.menfer.1",0,1,0,0
"vacmem_mp_1",19,NA,NA,"LC.LP.HF",17,"mp","LC","LP","HF",24,"vacmem",1,"mp.LC.LP.HF.24.vacmem.1",0,1,0,0
"spibet_mp_1",19,19,31,"LC.LP.HF",19,"mp","LC","LP","HF",25,"spibet",1,"mp.LC.LP.HF.25.spibet.1",0,1,0,0
"spibet_mp_2",19,22,36,"LC.LP.HF",19,"mp","LC","LP","HF",25,"spibet",2,"mp.LC.LP.HF.25.spibet.2",0,1,0,0
"spipyr_mp_1",19,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",25,"spipyr",1,"mp.LC.LP.HF.25.spipyr.1",0,1,0,0
"symalb_mp_1",19,22,36,"LC.LP.HF",NA,"mp","LC","LP","HF",25,"symalb",1,"mp.LC.LP.HF.25.symalb.1",0,1,0,0
"corsto_mp_1",15,15,19,"LC.LP.HF",15,"mp","LC","LP","HF",26,"corsto",1,"mp.LC.LP.HF.26.corsto.1",0,1,0,0
"samrac_mp_1",57,57,NA,"LC.LP.HF",81,"mp","LC","LP","HF",26,"samrac",1,"mp.LC.LP.HF.26.samrac.1",0,1,0,0
"spibet_mp_1",19,19,19,"LC.LP.HF",15,"mp","LC","LP","HF",26,"spibet",1,"mp.LC.LP.HF.26.spibet.1",0,1,0,0
"vibedu_mp_1",19,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",26,"vibedu",1,"mp.LC.LP.HF.26.vibedu.1",0,1,0,0
"acegla_mp_1",42,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",27,"acegla",1,"mp.LC.LP.HF.27.acegla.1",0,1,0,0
"amealn_mp_1",19,19,NA,"LC.LP.HF",19,"mp","LC","LP","HF",27,"amealn",1,"mp.LC.LP.HF.27.amealn.1",0,1,0,0
"samrac_mp_1",27,NA,NA,"LC.LP.HF",27,"mp","LC","LP","HF",27,"samrac",1,"mp.LC.LP.HF.27.samrac.1",0,1,0,0
"vibedu_mp_1",27,NA,NA,"LC.LP.HF",21,"mp","LC","LP","HF",27,"vibedu",1,"mp.LC.LP.HF.27.vibedu.1",0,1,0,0
"rhoalb_mp_1",17,17,29,"LC.LP.HF",17,"mp","LC","LP","HF",28,"rhoalb",1,"mp.LC.LP.HF.28.rhoalb.1",0,1,0,0
"samrac_mp_1",37,37,42,"LC.LP.HF",40,"mp","LC","LP","HF",28,"samrac",1,"mp.LC.LP.HF.28.samrac.1",0,1,0,0
"spibet_mp_1",17,NA,NA,"LC.LP.HF",17,"mp","LC","LP","HF",28,"spibet",1,"mp.LC.LP.HF.28.spibet.1",0,1,0,0
"popbal_mp_1",42,NA,NA,"LC.LP.HF",29,"mp","LC","LP","HF",29,"popbal",1,"mp.LC.LP.HF.29.popbal.1",0,1,0,0
"vibedu_mp_1",15,NA,NA,"LC.LP.HF",24,"mp","LC","LP","HF",29,"vibedu",1,"mp.LC.LP.HF.29.vibedu.1",0,1,0,0
"alninc_mp_1",31,31,31,"LC.LP.HF",31,"mp","LC","LP","HF",3,"alninc",1,"mp.LC.LP.HF.3.alninc.1",0,1,0,0
"rhoalb_mp_1",19,19,19,"LC.LP.HF",19,"mp","LC","LP","HF",3,"rhoalb",1,"mp.LC.LP.HF.3.rhoalb.1",0,1,0,0
"vibedu_mp_1",27,NA,NA,"LC.LP.HF",21,"mp","LC","LP","HF",3,"vibedu",1,"mp.LC.LP.HF.3.vibedu.1",0,1,0,0
"loninv_mp_1",17,NA,NA,"LC.LP.HF",37,"mp","LC","LP","HF",30,"loninv",1,"mp.LC.LP.HF.30.loninv.1",0,1,0,0
"popbal_mp_1",57,60,NA,"LC.LP.HF",33,"mp","LC","LP","HF",30,"popbal",1,"mp.LC.LP.HF.30.popbal.1",0,1,0,0
"rhoalb_mp_1",22,27,27,"LC.LP.HF",27,"mp","LC","LP","HF",30,"rhoalb",1,"mp.LC.LP.HF.30.rhoalb.1",0,1,0,0
"sorsco_mp_1",NA,NA,NA,"LC.LP.HF",15,"mp","LC","LP","HF",30,"sorsco",1,"mp.LC.LP.HF.30.sorsco.1",0,1,0,0
"alninc_mp_1",27,36,36,"LC.LP.HF",25,"mp","LC","LP","HF",31,"alninc",1,"mp.LC.LP.HF.31.alninc.1",0,1,0,0
"poptre_mp_1",31,34,34,"LC.LP.HF",NA,"mp","LC","LP","HF",31,"poptre",1,"mp.LC.LP.HF.31.poptre.1",0,1,0,0
"poptre_mp_2",34,34,40,"LC.LP.HF",49,"mp","LC","LP","HF",31,"poptre",2,"mp.LC.LP.HF.31.poptre.2",0,1,0,0
"shecan_mp_1",19,22,27,"LC.LP.HF",25,"mp","LC","LP","HF",31,"shecan",1,"mp.LC.LP.HF.31.shecan.1",0,1,0,0
"sorsco_mp_1",18,18,18,"LC.LP.HF",15,"mp","LC","LP","HF",31,"sorsco",1,"mp.LC.LP.HF.31.sorsco.1",0,1,0,0
"poptre_mp_1",NA,NA,NA,"LC.LP.HF",75,"mp","LC","LP","HF",32,"poptre",1,"mp.LC.LP.HF.32.poptre.1",0,1,0,0
"rubpar_mp_1",31,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",32,"rubpar",1,"mp.LC.LP.HF.32.rubpar.1",0,1,0,0
"samrac_mp_1",60,60,NA,"LC.LP.HF",66,"mp","LC","LP","HF",32,"samrac",1,"mp.LC.LP.HF.32.samrac.1",0,1,0,0
"vacmem_mp_1",17,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",32,"vacmem",1,"mp.LC.LP.HF.32.vacmem.1",0,1,0,0
"poptre_mp_1",81,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",33,"poptre",1,"mp.LC.LP.HF.33.poptre.1",0,1,0,0
"rubpar_mp_1",34,60,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",33,"rubpar",1,"mp.LC.LP.HF.33.rubpar.1",0,1,0,0
"vacmem_mp_1",15,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",33,"vacmem",1,"mp.LC.LP.HF.33.vacmem.1",0,1,0,0
"amealn_mp_1",25,31,39,"LC.LP.HF",25,"mp","LC","LP","HF",34,"amealn",1,"mp.LC.LP.HF.34.amealn.1",0,1,0,0
"loninv_mp_1",37,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",34,"loninv",1,"mp.LC.LP.HF.34.loninv.1",0,1,0,0
"poptre_mp_1",NA,NA,NA,"LC.LP.HF",49,"mp","LC","LP","HF",34,"poptre",1,"mp.LC.LP.HF.34.poptre.1",0,1,0,0
"spipyr_mp_1",31,46,46,"LC.LP.HF",25,"mp","LC","LP","HF",34,"spipyr",1,"mp.LC.LP.HF.34.spipyr.1",0,1,0,0
"corsto_mp_1",25,25,25,"LC.LP.HF",15,"mp","LC","LP","HF",35,"corsto",1,"mp.LC.LP.HF.35.corsto.1",0,1,0,0
"loninv_mp_1",57,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",35,"loninv",1,"mp.LC.LP.HF.35.loninv.1",0,1,0,0
"menfer_mp_1",25,25,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",35,"menfer",1,"mp.LC.LP.HF.35.menfer.1",0,1,0,0
"corsto_mp_1",15,15,22,"LC.LP.HF",15,"mp","LC","LP","HF",36,"corsto",1,"mp.LC.LP.HF.36.corsto.1",0,1,0,0
"loninv_mp_1",34,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",36,"loninv",1,"mp.LC.LP.HF.36.loninv.1",0,1,0,0
"rhoalb_mp_1",19,NA,NA,"LC.LP.HF",19,"mp","LC","LP","HF",36,"rhoalb",1,"mp.LC.LP.HF.36.rhoalb.1",0,1,0,0
"vibedu_mp_1",22,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",36,"vibedu",1,"mp.LC.LP.HF.36.vibedu.1",0,1,0,0
"acegla_mp_1",57,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",37,"acegla",1,"mp.LC.LP.HF.37.acegla.1",0,1,0,0
"menfer_mp_1",33,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",37,"menfer",1,"mp.LC.LP.HF.37.menfer.1",0,1,0,0
"rubpar_mp_1",17,19,NA,"LC.LP.HF",17,"mp","LC","LP","HF",37,"rubpar",1,"mp.LC.LP.HF.37.rubpar.1",0,1,0,0
"sorsco_mp_1",29,NA,NA,"LC.LP.HF",33,"mp","LC","LP","HF",37,"sorsco",1,"mp.LC.LP.HF.37.sorsco.1",0,1,0,0
"acegla_mp_1",60,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",38,"acegla",1,"mp.LC.LP.HF.38.acegla.1",0,1,0,0
"riblac_mp_1",17,17,NA,"LC.LP.HF",17,"mp","LC","LP","HF",38,"riblac",1,"mp.LC.LP.HF.38.riblac.1",0,1,0,0
"spibet_mp_1",24,24,24,"LC.LP.HF",15,"mp","LC","LP","HF",38,"spibet",1,"mp.LC.LP.HF.38.spibet.1",0,1,0,0
"spipyr_mp_1",24,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",38,"spipyr",1,"mp.LC.LP.HF.38.spipyr.1",0,1,0,0
"corsto_mp_1",19,25,25,"LC.LP.HF",19,"mp","LC","LP","HF",39,"corsto",1,"mp.LC.LP.HF.39.corsto.1",0,1,0,0
"popbal_mp_1",25,46,NA,"LC.LP.HF",27,"mp","LC","LP","HF",39,"popbal",1,"mp.LC.LP.HF.39.popbal.1",0,1,0,0
"alninc_mp_1",22,24,27,"LC.LP.HF",22,"mp","LC","LP","HF",4,"alninc",1,"mp.LC.LP.HF.4.alninc.1",0,1,0,0
"amealn_mp_1",27,31,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",4,"amealn",1,"mp.LC.LP.HF.4.amealn.1",0,1,0,0
"vacmem_mp_1",19,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",4,"vacmem",1,"mp.LC.LP.HF.4.vacmem.1",0,1,0,0
"menfer_mp_1",78,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",40,"menfer",1,"mp.LC.LP.HF.40.menfer.1",0,1,0,0
"rhoalb_mp_1",19,37,NA,"LC.LP.HF",19,"mp","LC","LP","HF",40,"rhoalb",1,"mp.LC.LP.HF.40.rhoalb.1",0,1,0,0
"shecan_mp_1",26,NA,NA,"LC.LP.HF",26,"mp","LC","LP","HF",40,"shecan",1,"mp.LC.LP.HF.40.shecan.1",0,1,0,0
"symalb_mp_1",63,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",40,"symalb",1,"mp.LC.LP.HF.40.symalb.1",0,1,0,0
"popbal_mp_1",24,34,NA,"LC.LP.HF",29,"mp","LC","LP","HF",5,"popbal",1,"mp.LC.LP.HF.5.popbal.1",0,1,0,0
"rubpar_mp_1",24,24,NA,"LC.LP.HF",22,"mp","LC","LP","HF",5,"rubpar",1,"mp.LC.LP.HF.5.rubpar.1",0,1,0,0
"samrac_mp_1",37,37,78,"LC.LP.HF",27,"mp","LC","LP","HF",5,"samrac",1,"mp.LC.LP.HF.5.samrac.1",0,1,0,0
"spipyr_mp_1",19,24,NA,"LC.LP.HF",19,"mp","LC","LP","HF",5,"spipyr",1,"mp.LC.LP.HF.5.spipyr.1",0,1,0,0
"alninc_mp_1",31,34,34,"LC.LP.HF",31,"mp","LC","LP","HF",6,"alninc",1,"mp.LC.LP.HF.6.alninc.1",0,1,0,0
"alninc_mp_2",31,31,34,"LC.LP.HF",31,"mp","LC","LP","HF",6,"alninc",2,"mp.LC.LP.HF.6.alninc.2",0,1,0,0
"popbal_mp_1",31,31,31,"LC.LP.HF",31,"mp","LC","LP","HF",6,"popbal",1,"mp.LC.LP.HF.6.popbal.1",0,1,0,0
"riblac_mp_1",15,31,NA,"LC.LP.HF",31,"mp","LC","LP","HF",6,"riblac",1,"mp.LC.LP.HF.6.riblac.1",0,1,0,0
"alnvir_mp_1",57,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",7,"alnvir",1,"mp.LC.LP.HF.7.alnvir.1",0,1,0,0
"corsto_mp_1",17,31,NA,"LC.LP.HF",15,"mp","LC","LP","HF",7,"corsto",1,"mp.LC.LP.HF.7.corsto.1",0,1,0,0
"poptre_mp_1",57,57,63,"LC.LP.HF",60,"mp","LC","LP","HF",7,"poptre",1,"mp.LC.LP.HF.7.poptre.1",0,1,0,0
"sorsco_mp_1",NA,NA,NA,"LC.LP.HF",17,"mp","LC","LP","HF",7,"sorsco",1,"mp.LC.LP.HF.7.sorsco.1",0,1,0,0
"alnvir_mp_1",63,NA,NA,"LC.LP.HF",57,"mp","LC","LP","HF",8,"alnvir",1,"mp.LC.LP.HF.8.alnvir.1",0,1,0,0
"alnvir_mp_2",NA,NA,NA,"LC.LP.HF",66,"mp","LC","LP","HF",8,"alnvir",2,"mp.LC.LP.HF.8.alnvir.2",0,1,0,0
"rubpar_mp_1",36,NA,NA,"LC.LP.HF",39,"mp","LC","LP","HF",8,"rubpar",1,"mp.LC.LP.HF.8.rubpar.1",0,1,0,0
"sorsco_mp_1",19,NA,NA,"LC.LP.HF",15,"mp","LC","LP","HF",8,"sorsco",1,"mp.LC.LP.HF.8.sorsco.1",0,1,0,0
"samrac_mp_1",60,60,60,"LC.LP.HF",25,"mp","LC","LP","HF",9,"samrac",1,"mp.LC.LP.HF.9.samrac.1",0,1,0,0
"sorsco_mp_1",NA,NA,NA,"LC.LP.HF",25,"mp","LC","LP","HF",9,"sorsco",1,"mp.LC.LP.HF.9.sorsco.1",0,1,0,0
"symalb_mp_1",25,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",9,"symalb",1,"mp.LC.LP.HF.9.symalb.1",0,1,0,0
"vacmem_mp_1",19,NA,NA,"LC.LP.HF",NA,"mp","LC","LP","HF",9,"vacmem",1,"mp.LC.LP.HF.9.vacmem.1",0,1,0,0
"alninc_mp_1",43,43,43,"LC.LP.LF",43,"mp","LC","LP","LF",1,"alninc",1,"mp.LC.LP.LF.1.alninc.1",0,0,0,0
"corsto_mp_1",19,19,19,"LC.LP.LF",15,"mp","LC","LP","LF",1,"corsto",1,"mp.LC.LP.LF.1.corsto.1",0,0,0,0
"spibet_mp_1",19,NA,NA,"LC.LP.LF",NA,"mp","LC","LP","LF",1,"spibet",1,"mp.LC.LP.LF.1.spibet.1",0,0,0,0
"popbal_mp_1",NA,NA,NA,"LC.LP.LF",54,"mp","LC","LP","LF",10,"popbal",1,"mp.LC.LP.LF.10.popbal.1",0,0,0,0
"rhoalb_mp_1",45,45,45,"LC.LP.LF",32,"mp","LC","LP","LF",10,"rhoalb",1,"mp.LC.LP.LF.10.rhoalb.1",0,0,0,0
"shecan_mp_1",35,39,57,"LC.LP.LF",39,"mp","LC","LP","LF",10,"shecan",1,"mp.LC.LP.LF.10.shecan.1",0,0,0,0
"spipyr_mp_1",49,NA,NA,"LC.LP.LF",49,"mp","LC","LP","LF",10,"spipyr",1,"mp.LC.LP.LF.10.spipyr.1",0,0,0,0
"corsto_mp_1",19,21,26,"LC.LP.LF",15,"mp","LC","LP","LF",11,"corsto",1,"mp.LC.LP.LF.11.corsto.1",0,0,0,0
"rhoalb_mp_1",26,38,NA,"LC.LP.LF",21,"mp","LC","LP","LF",11,"rhoalb",1,"mp.LC.LP.LF.11.rhoalb.1",0,0,0,0
"rubpar_mp_1",24,60,60,"LC.LP.LF",24,"mp","LC","LP","LF",11,"rubpar",1,"mp.LC.LP.LF.11.rubpar.1",0,0,0,0
"rubpar_mp_1",72,NA,NA,"LC.LP.LF",72,"mp","LC","LP","LF",12,"rubpar",1,"mp.LC.LP.LF.12.rubpar.1",0,0,0,0
"samrac_mp_1",49,49,NA,"LC.LP.LF",49,"mp","LC","LP","LF",12,"samrac",1,"mp.LC.LP.LF.12.samrac.1",0,0,0,0
"amealn_mp_1",24,24,28,"LC.LP.LF",24,"mp","LC","LP","LF",13,"amealn",1,"mp.LC.LP.LF.13.amealn.1",0,0,0,0
"rubpar_mp_1",72,NA,NA,"LC.LP.LF",60,"mp","LC","LP","LF",13,"rubpar",1,"mp.LC.LP.LF.13.rubpar.1",0,0,0,0
"sorsco_mp_1",NA,NA,NA,"LC.LP.LF",43,"mp","LC","LP","LF",13,"sorsco",1,"mp.LC.LP.LF.13.sorsco.1",0,0,0,0
"alninc_mp_1",38,39,43,"LC.LP.LF",32,"mp","LC","LP","LF",14,"alninc",1,"mp.LC.LP.LF.14.alninc.1",0,0,0,0
