"lab2","latbb1","latbb50","latbb80","treatment","tbb","population","chill","photo","force","flask","species","rep","lab3","chill.n","force.n","photo.n","site.n"
"BETALL09_SH_07",46,NA,NA,"CL2",46,"SH","HC","HP","LF",NA,"BETALL",NA,"BETALL09_SH_07_HC_HP_LF",1,0,1,3
"BETALL09_SH_09",57,NA,NA,"WS2",57,"SH","HC","LP","HF",NA,"BETALL",NA,"BETALL09_SH_09_HC_LP_HF",1,1,0,3
"BETALL09_SH_10",49,NA,NA,"WS1",49,"SH","LC","LP","HF",NA,"BETALL",NA,"BETALL09_SH_10_LC_LP_HF",0,1,0,3
"BETALL09_SH_12",41,NA,NA,"WL1",46,"SH","LC","HP","HF",NA,"BETALL",NA,"BETALL09_SH_12_LC_HP_HF",0,1,1,3
"BETALL10_HF_01",56,NA,NA,"CS1",56,"HF","LC","LP","LF",NA,"BETALL",NA,"BETALL10_HF_01_LC_LP_LF",0,0,0,2
"BETALL10_HF_02",57,NA,NA,"WS2",57,"HF","HC","LP","HF",NA,"BETALL",NA,"BETALL10_HF_02_HC_LP_HF",1,1,0,2
"BETALL10_HF_05",53,NA,NA,"WL2",47,"HF","HC","HP","HF",NA,"BETALL",NA,"BETALL10_HF_05_HC_HP_HF",1,1,1,2
"BETALL10_HF_06",46,NA,NA,"CL1",46,"HF","LC","HP","LF",NA,"BETALL",NA,"BETALL10_HF_06_LC_HP_LF",0,0,1,2
"BETALL10_HF_07",57,NA,NA,"WS1",57,"HF","LC","LP","HF",NA,"BETALL",NA,"BETALL10_HF_07_LC_LP_HF",0,1,0,2
"BETALL10_HF_08",71,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETALL",NA,"BETALL10_HF_08_LC_HP_HF",0,1,1,2
"BETALL10_HF_09",56,NA,NA,"CS2",50,"HF","HC","LP","LF",NA,"BETALL",NA,"BETALL10_HF_09_HC_LP_LF",1,0,0,2
"BETALL10_HF_12",56,NA,NA,"CL2",63,"HF","HC","HP","LF",NA,"BETALL",NA,"BETALL10_HF_12_HC_HP_LF",1,0,1,2
"BETALL10_SH_01",46,NA,NA,"WS2",46,"SH","HC","LP","HF",NA,"BETALL",NA,"BETALL10_SH_01_HC_LP_HF",1,1,0,3
"BETALL10_SH_03",46,NA,NA,"CL1",46,"SH","LC","HP","LF",NA,"BETALL",NA,"BETALL10_SH_03_LC_HP_LF",0,0,1,3
"BETALL10_SH_07",46,NA,NA,"CS2",50,"SH","HC","LP","LF",NA,"BETALL",NA,"BETALL10_SH_07_HC_LP_LF",1,0,0,3
"BETALL10_SH_08",48,NA,NA,"CS1",48,"SH","LC","LP","LF",NA,"BETALL",NA,"BETALL10_SH_08_LC_LP_LF",0,0,0,3
"BETALL10_SH_09",47,NA,NA,"WL2",47,"SH","HC","HP","HF",NA,"BETALL",NA,"BETALL10_SH_09_HC_HP_HF",1,1,1,3
"BETALL10_SH_10",41,NA,NA,"WL1",41,"SH","LC","HP","HF",NA,"BETALL",NA,"BETALL10_SH_10_LC_HP_HF",0,1,1,3
"BETALL10_SH_12",46,NA,NA,"CL2",46,"SH","HC","HP","LF",NA,"BETALL",NA,"BETALL10_SH_12_HC_HP_LF",1,0,1,3
"BETALL16_HF_01",56,NA,NA,"CS2",50,"HF","HC","LP","LF",NA,"BETALL",NA,"BETALL16_HF_01_HC_LP_LF",1,0,0,2
"BETALL16_HF_03",47,NA,NA,"WL2",47,"HF","HC","HP","HF",NA,"BETALL",NA,"BETALL16_HF_03_HC_HP_HF",1,1,1,2
"BETALL16_HF_04",46,NA,NA,"WS2",57,"HF","HC","LP","HF",NA,"BETALL",NA,"BETALL16_HF_04_HC_LP_HF",1,1,0,2
"BETALL16_HF_08",46,NA,NA,"CL1",50,"HF","LC","HP","LF",NA,"BETALL",NA,"BETALL16_HF_08_LC_HP_LF",0,0,1,2
"BETALL16_HF_09",48,NA,NA,"CS1",48,"HF","LC","LP","LF",NA,"BETALL",NA,"BETALL16_HF_09_LC_LP_LF",0,0,0,2
"BETALL16_HF_10",57,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETALL",NA,"BETALL16_HF_10_LC_HP_HF",0,1,1,2
"BETALL16_HF_11",46,NA,NA,"CL2",49,"HF","HC","HP","LF",NA,"BETALL",NA,"BETALL16_HF_11_HC_HP_LF",1,0,1,2
"BETALL16_HF_12",49,NA,NA,"WS1",64,"HF","LC","LP","HF",NA,"BETALL",NA,"BETALL16_HF_12_LC_LP_HF",0,1,0,2
"BETALL17_HF_01",83,NA,NA,"WS2",57,"HF","HC","LP","HF",NA,"BETALL",NA,"BETALL17_HF_01_HC_LP_HF",1,1,0,2
"BETALL17_HF_02",71,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETALL",NA,"BETALL17_HF_02_LC_HP_HF",0,1,1,2
"BETALL17_HF_04",50,NA,NA,"CL1",50,"HF","LC","HP","LF",NA,"BETALL",NA,"BETALL17_HF_04_LC_HP_LF",0,0,1,2
"BETALL17_HF_05",56,NA,NA,"CL2",56,"HF","HC","HP","LF",NA,"BETALL",NA,"BETALL17_HF_05_HC_HP_LF",1,0,1,2
"BETALL17_HF_06",60,NA,NA,"WL2",60,"HF","HC","HP","HF",NA,"BETALL",NA,"BETALL17_HF_06_HC_HP_HF",1,1,1,2
"BETALL17_HF_08",56,NA,NA,"CS2",63,"HF","HC","LP","LF",NA,"BETALL",NA,"BETALL17_HF_08_HC_LP_LF",1,0,0,2
"BETALL17_HF_09",57,NA,NA,"WS1",57,"HF","LC","LP","HF",NA,"BETALL",NA,"BETALL17_HF_09_LC_LP_HF",0,1,0,2
"BETALL17_HF_12",56,NA,NA,"CS1",56,"HF","LC","LP","LF",NA,"BETALL",NA,"BETALL17_HF_12_LC_LP_LF",0,0,0,2
"BETALL18_HF_05",41,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETALL",NA,"BETALL18_HF_05_LC_HP_HF",0,1,1,2
"BETALL18_HF_08",56,NA,NA,"CS2",50,"HF","HC","LP","LF",NA,"BETALL",NA,"BETALL18_HF_08_HC_LP_LF",1,0,0,2
"BETALL18_HF_09",57,NA,NA,"WS2",57,"HF","HC","LP","HF",NA,"BETALL",NA,"BETALL18_HF_09_HC_LP_HF",1,1,0,2
"BETALL18_HF_10",49,NA,NA,"WS1",57,"HF","LC","LP","HF",NA,"BETALL",NA,"BETALL18_HF_10_LC_LP_HF",0,1,0,2
"BETALL18_HF_11",48,NA,NA,"CS1",56,"HF","LC","LP","LF",NA,"BETALL",NA,"BETALL18_HF_11_LC_LP_LF",0,0,0,2
"BETALL18_HF_12",46,NA,NA,"CL1",46,"HF","LC","HP","LF",NA,"BETALL",NA,"BETALL18_HF_12_LC_HP_LF",0,0,1,2
"BETALL19_HF_02",56,NA,NA,"CS1",48,"HF","LC","LP","LF",NA,"BETALL",NA,"BETALL19_HF_02_LC_LP_LF",0,0,0,2
"BETALL19_HF_03",41,NA,NA,"WL1",41,"HF","LC","HP","HF",NA,"BETALL",NA,"BETALL19_HF_03_LC_HP_HF",0,1,1,2
"BETALL19_HF_04",47,NA,NA,"WL2",47,"HF","HC","HP","HF",NA,"BETALL",NA,"BETALL19_HF_04_HC_HP_HF",1,1,1,2
"BETALL19_HF_05",46,NA,NA,"CL1",46,"HF","LC","HP","LF",NA,"BETALL",NA,"BETALL19_HF_05_LC_HP_LF",0,0,1,2
"BETALL19_HF_07",46,NA,NA,"WS2",46,"HF","HC","LP","HF",NA,"BETALL",NA,"BETALL19_HF_07_HC_LP_HF",1,1,0,2
"BETALL19_HF_08",49,NA,NA,"WS1",49,"HF","LC","LP","HF",NA,"BETALL",NA,"BETALL19_HF_08_LC_LP_HF",0,1,0,2
"BETALL19_HF_10",46,NA,NA,"CL2",46,"HF","HC","HP","LF",NA,"BETALL",NA,"BETALL19_HF_10_HC_HP_LF",1,0,1,2
"BETALL19_HF_11",56,NA,NA,"CS2",46,"HF","HC","LP","LF",NA,"BETALL",NA,"BETALL19_HF_11_HC_LP_LF",1,0,0,2
"BETALL20_HF_01",71,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETALL",NA,"BETALL20_HF_01_LC_HP_HF",0,1,1,2
"BETALL20_HF_02",46,NA,NA,"CL1",50,"HF","LC","HP","LF",NA,"BETALL",NA,"BETALL20_HF_02_LC_HP_LF",0,0,1,2
"BETALL20_HF_04",47,NA,NA,"WL2",47,"HF","HC","HP","HF",NA,"BETALL",NA,"BETALL20_HF_04_HC_HP_HF",1,1,1,2
"BETALL20_HF_06",46,NA,NA,"CL2",46,"HF","HC","HP","LF",NA,"BETALL",NA,"BETALL20_HF_06_HC_HP_LF",1,0,1,2
"BETALL20_HF_07",56,NA,NA,"CS2",50,"HF","HC","LP","LF",NA,"BETALL",NA,"BETALL20_HF_07_HC_LP_LF",1,0,0,2
"BETALL20_HF_08",49,NA,NA,"WS1",49,"HF","LC","LP","HF",NA,"BETALL",NA,"BETALL20_HF_08_LC_LP_HF",0,1,0,2
"BETALL20_HF_11",83,NA,NA,"WS2",57,"HF","HC","LP","HF",NA,"BETALL",NA,"BETALL20_HF_11_HC_LP_HF",1,1,0,2
"BETALL20_HF_12",48,NA,NA,"CS1",56,"HF","LC","LP","LF",NA,"BETALL",NA,"BETALL20_HF_12_LC_LP_LF",0,0,0,2
"BETPAP04_SH_02",46,NA,NA,"CL1",50,"SH","LC","HP","LF",NA,"BETPAP",NA,"BETPAP04_SH_02_LC_HP_LF",0,0,1,3
"BETPAP04_SH_04",46,NA,NA,"WL1",46,"SH","LC","HP","HF",NA,"BETPAP",NA,"BETPAP04_SH_04_LC_HP_HF",0,1,1,3
"BETPAP04_SH_05",47,NA,NA,"WL2",47,"SH","HC","HP","HF",NA,"BETPAP",NA,"BETPAP04_SH_05_HC_HP_HF",1,1,1,3
"BETPAP04_SH_06",42,NA,NA,"CS1",42,"SH","LC","LP","LF",NA,"BETPAP",NA,"BETPAP04_SH_06_LC_LP_LF",0,0,0,3
"BETPAP04_SH_07",56,NA,NA,"CS2",50,"SH","HC","LP","LF",NA,"BETPAP",NA,"BETPAP04_SH_07_HC_LP_LF",1,0,0,3
"BETPAP04_SH_08",56,NA,NA,"CL2",56,"SH","HC","HP","LF",NA,"BETPAP",NA,"BETPAP04_SH_08_HC_HP_LF",1,0,1,3
"BETPAP04_SH_09",46,NA,NA,"WS2",64,"SH","HC","LP","HF",NA,"BETPAP",NA,"BETPAP04_SH_09_HC_LP_HF",1,1,0,3
"BETPAP04_SH_11",49,NA,NA,"WS1",49,"SH","LC","LP","HF",NA,"BETPAP",NA,"BETPAP04_SH_11_LC_LP_HF",0,1,0,3
"BETPAP06_HF_01",48,NA,NA,"CS1",48,"HF","LC","LP","LF",NA,"BETPAP",NA,"BETPAP06_HF_01_LC_LP_LF",0,0,0,2
"BETPAP06_HF_02",50,NA,NA,"CS2",56,"HF","HC","LP","LF",NA,"BETPAP",NA,"BETPAP06_HF_02_HC_LP_LF",1,0,0,2
"BETPAP06_HF_04",41,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETPAP",NA,"BETPAP06_HF_04_LC_HP_HF",0,1,1,2
"BETPAP06_HF_05",41,NA,NA,"CL1",50,"HF","LC","HP","LF",NA,"BETPAP",NA,"BETPAP06_HF_05_LC_HP_LF",0,0,1,2
"BETPAP06_HF_06",49,NA,NA,"WS1",49,"HF","LC","LP","HF",NA,"BETPAP",NA,"BETPAP06_HF_06_LC_LP_HF",0,1,0,2
"BETPAP06_HF_08",46,NA,NA,"CL2",49,"HF","HC","HP","LF",NA,"BETPAP",NA,"BETPAP06_HF_08_HC_HP_LF",1,0,1,2
"BETPAP06_HF_10",46,NA,NA,"WS2",46,"HF","HC","LP","HF",NA,"BETPAP",NA,"BETPAP06_HF_10_HC_LP_HF",1,1,0,2
"BETPAP06_HF_12",47,NA,NA,"WL2",47,"HF","HC","HP","HF",NA,"BETPAP",NA,"BETPAP06_HF_12_HC_HP_HF",1,1,1,2
"BETPAP06_SH_07",46,NA,NA,"CL2",46,"SH","HC","HP","LF",NA,"BETPAP",NA,"BETPAP06_SH_07_HC_HP_LF",1,0,1,3
"BETPAP06_SH_08",56,NA,NA,"CS2",50,"SH","HC","LP","LF",NA,"BETPAP",NA,"BETPAP06_SH_08_HC_LP_LF",1,0,0,3
"BETPAP06_SH_09",48,NA,NA,"CS1",48,"SH","LC","LP","LF",NA,"BETPAP",NA,"BETPAP06_SH_09_LC_LP_LF",0,0,0,3
"BETPAP06_SH_10",46,NA,NA,"CL1",46,"SH","LC","HP","LF",NA,"BETPAP",NA,"BETPAP06_SH_10_LC_HP_LF",0,0,1,3
"BETPAP06_SH_11",46,NA,NA,"WL1",46,"SH","LC","HP","HF",NA,"BETPAP",NA,"BETPAP06_SH_11_LC_HP_HF",0,1,1,3
"BETPAP07_HF_04",41,NA,NA,"CL1",41,"HF","LC","HP","LF",NA,"BETPAP",NA,"BETPAP07_HF_04_LC_HP_LF",0,0,1,2
"BETPAP07_HF_05",46,NA,NA,"CL2",46,"HF","HC","HP","LF",NA,"BETPAP",NA,"BETPAP07_HF_05_HC_HP_LF",1,0,1,2
"BETPAP07_HF_06",49,NA,NA,"WS1",49,"HF","LC","LP","HF",NA,"BETPAP",NA,"BETPAP07_HF_06_LC_LP_HF",0,1,0,2
"BETPAP07_HF_07",56,NA,NA,"CS2",46,"HF","HC","LP","LF",NA,"BETPAP",NA,"BETPAP07_HF_07_HC_LP_LF",1,0,0,2
"BETPAP07_HF_09",42,NA,NA,"CS1",48,"HF","LC","LP","LF",NA,"BETPAP",NA,"BETPAP07_HF_09_LC_LP_LF",0,0,0,2
"BETPAP07_HF_10",46,NA,NA,"WS2",57,"HF","HC","LP","HF",NA,"BETPAP",NA,"BETPAP07_HF_10_HC_LP_HF",1,1,0,2
"BETPAP07_HF_12",41,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETPAP",NA,"BETPAP07_HF_12_LC_HP_HF",0,1,1,2
"BETPAP07_SH_01",55,NA,NA,"CL1",55,"SH","LC","HP","LF",NA,"BETPAP",NA,"BETPAP07_SH_01_LC_HP_LF",0,0,1,3
"BETPAP07_SH_02",46,NA,NA,"CS2",46,"SH","HC","LP","LF",NA,"BETPAP",NA,"BETPAP07_SH_02_HC_LP_LF",1,0,0,3
"BETPAP07_SH_04",48,NA,NA,"CS1",48,"SH","LC","LP","LF",NA,"BETPAP",NA,"BETPAP07_SH_04_LC_LP_LF",0,0,0,3
"BETPAP07_SH_05",46,NA,NA,"WL1",46,"SH","LC","HP","HF",NA,"BETPAP",NA,"BETPAP07_SH_05_LC_HP_HF",0,1,1,3
"BETPAP07_SH_07",49,NA,NA,"WS1",57,"SH","LC","LP","HF",NA,"BETPAP",NA,"BETPAP07_SH_07_LC_LP_HF",0,1,0,3
"BETPAP07_SH_08",56,NA,NA,"CL2",49,"SH","HC","HP","LF",NA,"BETPAP",NA,"BETPAP07_SH_08_HC_HP_LF",1,0,1,3
"BETPAP07_SH_10",46,NA,NA,"WS2",46,"SH","HC","LP","HF",NA,"BETPAP",NA,"BETPAP07_SH_10_HC_LP_HF",1,1,0,3
"BETPAP08_SH_02",48,NA,NA,"CS1",56,"SH","LC","LP","LF",NA,"BETPAP",NA,"BETPAP08_SH_02_LC_LP_LF",0,0,0,3
"BETPAP08_SH_04",46,NA,NA,"WS2",57,"SH","HC","LP","HF",NA,"BETPAP",NA,"BETPAP08_SH_04_HC_LP_HF",1,1,0,3
"BETPAP08_SH_06",49,NA,NA,"WS1",49,"SH","LC","LP","HF",NA,"BETPAP",NA,"BETPAP08_SH_06_LC_LP_HF",0,1,0,3
"BETPAP08_SH_08",47,NA,NA,"WL2",47,"SH","HC","HP","HF",NA,"BETPAP",NA,"BETPAP08_SH_08_HC_HP_HF",1,1,1,3
"BETPAP08_SH_09",55,NA,NA,"CL1",50,"SH","LC","HP","LF",NA,"BETPAP",NA,"BETPAP08_SH_09_LC_HP_LF",0,0,1,3
"BETPAP08_SH_10",56,NA,NA,"CS2",56,"SH","HC","LP","LF",NA,"BETPAP",NA,"BETPAP08_SH_10_HC_LP_LF",1,0,0,3
"BETPAP08_SH_11",56,NA,NA,"CL2",56,"SH","HC","HP","LF",NA,"BETPAP",NA,"BETPAP08_SH_11_HC_HP_LF",1,0,1,3
"BETPAP08_SH_12",71,NA,NA,"WL1",46,"SH","LC","HP","HF",NA,"BETPAP",NA,"BETPAP08_SH_12_LC_HP_HF",0,1,1,3
"BETPAP09_HF_03",46,NA,NA,"CL2",46,"HF","HC","HP","LF",NA,"BETPAP",NA,"BETPAP09_HF_03_HC_HP_LF",1,0,1,2
"BETPAP09_HF_04",46,NA,NA,"WS2",46,"HF","HC","LP","HF",NA,"BETPAP",NA,"BETPAP09_HF_04_HC_LP_HF",1,1,0,2
"BETPAP09_HF_05",47,NA,NA,"WL2",47,"HF","HC","HP","HF",NA,"BETPAP",NA,"BETPAP09_HF_05_HC_HP_HF",1,1,1,2
"BETPAP09_HF_06",42,NA,NA,"CS1",42,"HF","LC","LP","LF",NA,"BETPAP",NA,"BETPAP09_HF_06_LC_LP_LF",0,0,0,2
"BETPAP09_HF_07",49,NA,NA,"WS1",49,"HF","LC","LP","HF",NA,"BETPAP",NA,"BETPAP09_HF_07_LC_LP_HF",0,1,0,2
"BETPAP09_HF_08",41,NA,NA,"WL1",41,"HF","LC","HP","HF",NA,"BETPAP",NA,"BETPAP09_HF_08_LC_HP_HF",0,1,1,2
"BETPAP09_HF_09",56,NA,NA,"CS2",46,"HF","HC","LP","LF",NA,"BETPAP",NA,"BETPAP09_HF_09_HC_LP_LF",1,0,0,2
"BETPAP09_SH_01",49,NA,NA,"CL2",49,"SH","HC","HP","LF",NA,"BETPAP",NA,"BETPAP09_SH_01_HC_HP_LF",1,0,1,3
"BETPAP09_SH_04",56,NA,NA,"CS2",46,"SH","HC","LP","LF",NA,"BETPAP",NA,"BETPAP09_SH_04_HC_LP_LF",1,0,0,3
"BETPAP09_SH_05",48,NA,NA,"CS1",48,"SH","LC","LP","LF",NA,"BETPAP",NA,"BETPAP09_SH_05_LC_LP_LF",0,0,0,3
"BETPAP09_SH_06",55,NA,NA,"CL1",46,"SH","LC","HP","LF",NA,"BETPAP",NA,"BETPAP09_SH_06_LC_HP_LF",0,0,1,3
"BETPAP09_SH_07",47,NA,NA,"WL2",47,"SH","HC","HP","HF",NA,"BETPAP",NA,"BETPAP09_SH_07_HC_HP_HF",1,1,1,3
"BETPAP09_SH_09",46,NA,NA,"WL1",46,"SH","LC","HP","HF",NA,"BETPAP",NA,"BETPAP09_SH_09_LC_HP_HF",0,1,1,3
"BETPAP09_SH_11",46,NA,NA,"WS2",46,"SH","HC","LP","HF",NA,"BETPAP",NA,"BETPAP09_SH_11_HC_LP_HF",1,1,0,3
"BETPAP09_SH_12",49,NA,NA,"WS1",49,"SH","LC","LP","HF",NA,"BETPAP",NA,"BETPAP09_SH_12_LC_LP_HF",0,1,0,3
"BETPAP10_SH_04",56,NA,NA,"CL2",49,"SH","HC","HP","LF",NA,"BETPAP",NA,"BETPAP10_SH_04_HC_HP_LF",1,0,1,3
"BETPAP10_SH_05",49,NA,NA,"WS1",49,"SH","LC","LP","HF",NA,"BETPAP",NA,"BETPAP10_SH_05_LC_LP_HF",0,1,0,3
"BETPAP10_SH_06",56,NA,NA,"CS2",46,"SH","HC","LP","LF",NA,"BETPAP",NA,"BETPAP10_SH_06_HC_LP_LF",1,0,0,3
"BETPAP10_SH_07",47,NA,NA,"WL2",47,"SH","HC","HP","HF",NA,"BETPAP",NA,"BETPAP10_SH_07_HC_HP_HF",1,1,1,3
"BETPAP10_SH_10",46,NA,NA,"WS2",46,"SH","HC","LP","HF",NA,"BETPAP",NA,"BETPAP10_SH_10_HC_LP_HF",1,1,0,3
"BETPAP10_SH_11",50,NA,NA,"WL1",46,"SH","LC","HP","HF",NA,"BETPAP",NA,"BETPAP10_SH_11_LC_HP_HF",0,1,1,3
"BETPAP10_SH_12",46,NA,NA,"CL1",46,"SH","LC","HP","LF",NA,"BETPAP",NA,"BETPAP10_SH_12_LC_HP_LF",0,0,1,3
"BETPAP13_HF_02",48,NA,NA,"CS1",48,"HF","LC","LP","LF",NA,"BETPAP",NA,"BETPAP13_HF_02_LC_LP_LF",0,0,0,2
"BETPAP13_HF_05",46,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETPAP",NA,"BETPAP13_HF_05_LC_HP_HF",0,1,1,2
"BETPAP13_HF_07",56,NA,NA,"CL2",49,"HF","HC","HP","LF",NA,"BETPAP",NA,"BETPAP13_HF_07_HC_HP_LF",1,0,1,2
"BETPAP13_HF_08",49,NA,NA,"WS1",49,"HF","LC","LP","HF",NA,"BETPAP",NA,"BETPAP13_HF_08_LC_LP_HF",0,1,0,2
"BETPAP13_HF_09",47,NA,NA,"WL2",53,"HF","HC","HP","HF",NA,"BETPAP",NA,"BETPAP13_HF_09_HC_HP_HF",1,1,1,2
"BETPAP13_HF_11",83,NA,NA,"WS2",83,"HF","HC","LP","HF",NA,"BETPAP",NA,"BETPAP13_HF_11_HC_LP_HF",1,1,0,2
"BETPAP13_HF_12",46,NA,NA,"CL1",46,"HF","LC","HP","LF",NA,"BETPAP",NA,"BETPAP13_HF_12_LC_HP_LF",0,0,1,2
"BETPAP14_HF_01",46,NA,NA,"CL1",46,"HF","LC","HP","LF",NA,"BETPAP",NA,"BETPAP14_HF_01_LC_HP_LF",0,0,1,2
"BETPAP14_HF_04",49,NA,NA,"WS1",49,"HF","LC","LP","HF",NA,"BETPAP",NA,"BETPAP14_HF_04_LC_LP_HF",0,1,0,2
"BETPAP14_HF_05",48,NA,NA,"CS1",48,"HF","LC","LP","LF",NA,"BETPAP",NA,"BETPAP14_HF_05_LC_LP_LF",0,0,0,2
"BETPAP14_HF_11",71,NA,NA,"WL1",46,"HF","LC","HP","HF",NA,"BETPAP",NA,"BETPAP14_HF_11_LC_HP_HF",0,1,1,2
"BETPAP14_HF_12",56,NA,NA,"CL2",49,"HF","HC","HP","LF",NA,"BETPAP",NA,"BETPAP14_HF_12_HC_HP_LF",1,0,1,2
"BETPAP15_HF_01",56,NA,NA,"CS2",46,"HF","HC","LP","LF",NA,"BETPAP",NA,"BETPAP15_HF_01_HC_LP_LF",1,0,0,2
"BETPAP15_HF_09",46,NA,NA,"WS2",46,"HF","HC","LP","HF",NA,"BETPAP",NA,"BETPAP15_HF_09_HC_LP_HF",1,1,0,2
"BETPAP15_HF_11",46,NA,NA,"CL2",49,"HF","HC","HP","LF",NA,"BETPAP",NA,"BETPAP15_HF_11_HC_HP_LF",1,0,1,2
"BETPAP15_HF_12",46,NA,NA,"CL1",46,"HF","LC","HP","LF",NA,"BETPAP",NA,"BETPAP15_HF_12_LC_HP_LF",0,0,1,2
"FAGGRA02_SH_05",83,NA,NA,"WS1",83,"SH","LC","LP","HF",NA,"FAGGRA",NA,"FAGGRA02_SH_05_LC_LP_HF",0,1,0,3
"FAGGRA02_SH_06",77,NA,NA,"CS1",77,"SH","LC","LP","LF",NA,"FAGGRA",NA,"FAGGRA02_SH_06_LC_LP_LF",0,0,0,3
"FAGGRA02_SH_07",57,NA,NA,"WL1",57,"SH","LC","HP","HF",NA,"FAGGRA",NA,"FAGGRA02_SH_07_LC_HP_HF",0,1,1,3
"FAGGRA02_SH_09",77,NA,NA,"CS2",85,"SH","HC","LP","LF",NA,"FAGGRA",NA,"FAGGRA02_SH_09_HC_LP_LF",1,0,0,3
"FAGGRA02_SH_10",70,NA,NA,"CL1",70,"SH","LC","HP","LF",NA,"FAGGRA",NA,"FAGGRA02_SH_10_LC_HP_LF",0,0,1,3
"FAGGRA02_SH_11",63,NA,NA,"CL2",63,"SH","HC","HP","LF",NA,"FAGGRA",NA,"FAGGRA02_SH_11_HC_HP_LF",1,0,1,3
"FAGGRA02_SH_12",60,NA,NA,"WL2",60,"SH","HC","HP","HF",NA,"FAGGRA",NA,"FAGGRA02_SH_12_HC_HP_HF",1,1,1,3
"FAGGRA03_HF_01",71,NA,NA,"WL1",71,"HF","LC","HP","HF",NA,"FAGGRA",NA,"FAGGRA03_HF_01_LC_HP_HF",0,1,1,2
"FAGGRA03_HF_05",71,NA,NA,"WS1",71,"HF","LC","LP","HF",NA,"FAGGRA",NA,"FAGGRA03_HF_05_LC_LP_HF",0,1,0,2
"FAGGRA03_HF_07",76,NA,NA,"CL1",76,"HF","LC","HP","LF",NA,"FAGGRA",NA,"FAGGRA03_HF_07_LC_HP_LF",0,0,1,2
"FAGGRA03_HF_10",76,NA,NA,"CL2",76,"HF","HC","HP","LF",NA,"FAGGRA",NA,"FAGGRA03_HF_10_HC_HP_LF",1,0,1,2
"FAGGRA03_HF_12",69,NA,NA,"WL2",69,"HF","HC","HP","HF",NA,"FAGGRA",NA,"FAGGRA03_HF_12_HC_HP_HF",1,1,1,2
"FAGGRA04_SH_07",60,NA,NA,"WL2",69,"SH","HC","HP","HF",NA,"FAGGRA",NA,"FAGGRA04_SH_07_HC_HP_HF",1,1,1,3
"FAGGRA04_SH_08",70,NA,NA,"CL2",63,"SH","HC","HP","LF",NA,"FAGGRA",NA,"FAGGRA04_SH_08_HC_HP_LF",1,0,1,3
"FAGGRA04_SH_10",70,NA,NA,"CL1",70,"SH","LC","HP","LF",NA,"FAGGRA",NA,"FAGGRA04_SH_10_LC_HP_LF",0,0,1,3
"FAGGRA04_SH_12",78,NA,NA,"WL1",78,"SH","LC","HP","HF",NA,"FAGGRA",NA,"FAGGRA04_SH_12_LC_HP_HF",0,1,1,3
"FAGGRA05_SH_02",77,NA,NA,"CS2",77,"SH","HC","LP","LF",NA,"FAGGRA",NA,"FAGGRA05_SH_02_HC_LP_LF",1,0,0,3
"FAGGRA05_SH_03",78,NA,NA,"WL1",78,"SH","LC","HP","HF",NA,"FAGGRA",NA,"FAGGRA05_SH_03_LC_HP_HF",0,1,1,3
"FAGGRA05_SH_08",76,NA,NA,"CL2",76,"SH","HC","HP","LF",NA,"FAGGRA",NA,"FAGGRA05_SH_08_HC_HP_LF",1,0,1,3
"FAGGRA06_SH_02",85,NA,NA,"CS1",85,"SH","LC","LP","LF",NA,"FAGGRA",NA,"FAGGRA06_SH_02_LC_LP_LF",0,0,0,3
"FAGGRA06_SH_03",60,NA,NA,"WL2",60,"SH","HC","HP","HF",NA,"FAGGRA",NA,"FAGGRA06_SH_03_HC_HP_HF",1,1,1,3
"FAGGRA06_SH_08",89,NA,NA,"WS1",89,"SH","LC","LP","HF",NA,"FAGGRA",NA,"FAGGRA06_SH_08_LC_LP_HF",0,1,0,3
"FAGGRA06_SH_09",70,NA,NA,"CL1",70,"SH","LC","HP","LF",NA,"FAGGRA",NA,"FAGGRA06_SH_09_LC_HP_LF",0,0,1,3
"FAGGRA06_SH_11",70,NA,NA,"CL2",70,"SH","HC","HP","LF",NA,"FAGGRA",NA,"FAGGRA06_SH_11_HC_HP_LF",1,0,1,3
"FAGGRA06_SH_12",71,NA,NA,"WL1",71,"SH","LC","HP","HF",NA,"FAGGRA",NA,"FAGGRA06_SH_12_LC_HP_HF",0,1,1,3
"FAGGRA07_SH_01",70,NA,NA,"CL2",63,"SH","HC","HP","LF",NA,"FAGGRA",NA,"FAGGRA07_SH_01_HC_HP_LF",1,0,1,3
"FAGGRA07_SH_04",85,NA,NA,"CS1",77,"SH","LC","LP","LF",NA,"FAGGRA",NA,"FAGGRA07_SH_04_LC_LP_LF",0,0,0,3
"FAGGRA07_SH_07",85,NA,NA,"CS2",85,"SH","HC","LP","LF",NA,"FAGGRA",NA,"FAGGRA07_SH_07_HC_LP_LF",1,0,0,3
